record_index,system,component,mass_kg,role_hint,primary_supplier,primary_country,primary_region,primary_distance_to_downstream_km,alternate_supplier,alternate_country,alternate_region,alternate_distance_to_downstream_km,distance_delta_vs_primary_km,downstream_supplier,downstream_role,locality_gain_flag,distance_gain_flag,coordinate_status
28,Ens. Têtière,A2024 - Aluminium,0.029,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
50,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,0.496,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
54,Ens. Structure fauteuil,A2017 - Aluminium,12.7611,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
55,Ens. Structure fauteuil,A2024 - Aluminium,5.659,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
66,Accoudoir allée,Alu,3.0435071,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
67,Ens. Palette optimisée,Alu,12.5475707,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
68,Ensemble porte,Alu,6.872,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
70,Manchette acc. Mobile,Alu,0.106,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
75,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,0.151,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
123,Ens. Structure fixe,Alu,3.5410117,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
125,Ens. Palette optimisée,Polychloroprene,0.0049932,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
154,bumper version porte,de: aluminium cast part machining glo: steel sheet stamping and bending,0.024,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,0.7096766,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
156,Accoudoir allée,GLO: Steel sheet stamping and bending,0.7096766,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
167,Accoudoir allée,A2024 - Aluminium,0.18,tier1,SUMPAR,France,France,83.803,Groupe Segnere / SEGNERE Ade,France,France,646.869,563.066,Safran Seats / Safran internal group,oem,no,no,ok
13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),0.027,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
14,Ens. Palette optimisée,35NC6 (nickel-chrome),0.660743,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
17,Accoudoir allée,A2017 - Aluminium,2.43,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
18,Ens. Stowage latéral,A2017 - Aluminium,0.1033805,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
19,Ens. Palette optimisée,A2017 - Aluminium,12.333,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
20,Ens. Tablette cocktail,A2017 - Aluminium,3.523,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
21,Ens. Tablette repas,A2017 - Aluminium,2.125,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
22,Ens. Têtière,A2017 - Aluminium,0.4425,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
23,Stowage assemblé avec porte,A2017 - Aluminium,3.956,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
24,Support écran,A2017 - Aluminium,1.45,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
54,Ens. Structure fauteuil,A2017 - Aluminium,12.7611,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
155,accoudoir allee,de: aluminium cast part machining glo: steel sheet stamping and bending,0.7096766,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
156,Accoudoir allée,GLO: Steel sheet stamping and bending,0.7096766,tier1,SUMPAR,France,France,83.803,Groupe LAUAK,France,France,654.295,570.492,Safran Seats / Safran internal group,oem,no,no,ok
1,Ens. Equipements latéraux,A5086 - Aluminium,3.6360048,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
17,Accoudoir allée,A2017 - Aluminium,2.43,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
18,Ens. Stowage latéral,A2017 - Aluminium,0.1033805,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
19,Ens. Palette optimisée,A2017 - Aluminium,12.333,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
20,Ens. Tablette cocktail,A2017 - Aluminium,3.523,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
21,Ens. Tablette repas,A2017 - Aluminium,2.125,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
22,Ens. Têtière,A2017 - Aluminium,0.4425,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
23,Stowage assemblé avec porte,A2017 - Aluminium,3.956,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
24,Support écran,A2017 - Aluminium,1.45,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
25,Accoudoir allée,A2024 - Aluminium,0.18,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
26,Ens. Tablette cocktail,A2024 - Aluminium,0.084,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
27,Ens. Tablette repas,A2024 - Aluminium,1.259,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
28,Ens. Têtière,A2024 - Aluminium,0.029,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
29,Accoudoir allée,A5086 - Aluminium,0.316,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
30,Bumper version porte,A5086 - Aluminium,0.024,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
31,Ens. Stowage latéral,A5086 - Aluminium,0.216,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
34,Habillage sous fauteuil,A5086 - Aluminium,1.03,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
35,Manchette acc. Mobile,A5086 - Aluminium,0.105,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
36,Manchette équipée,A5086 - Aluminium,0.17,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
37,Renfort tubulaire,A5086 - Aluminium,0.931,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
38,Stowage assemblé avec porte,A5086 - Aluminium,2.457,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
39,Structure ottoman horizontale,A5086 - Aluminium,1.928,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
40,Support écran,A5086 - Aluminium,0.506,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
41,Support équipé,A5086 - Aluminium,0.099,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
42,Support manchette équipée,A5086 - Aluminium,0.117,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
43,Support NFC,A5086 - Aluminium,0.01,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
44,Renfort tubulaire,A6060 - Aluminium,0.404,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
54,Ens. Structure fauteuil,A2017 - Aluminium,12.7611,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
55,Ens. Structure fauteuil,A2024 - Aluminium,5.659,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
69,Ens. Structure fauteuil,A5086 - Aluminium,0.458,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
156,Accoudoir allée,GLO: Steel sheet stamping and bending,0.7096766,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
167,Accoudoir allée,A2024 - Aluminium,0.18,tier4_raw_material,Alcoa,United States,Outside_Europe,6984.123,Aluminium Corporation of China / Chalco,China,Outside_Europe,7659.682,675.559,AMAG Austria Metall,tier3_first_transformation,no,no,ok
2,Ens. Stowage latéral,"15CDV6 (chrome, molibdene, vanadium)",0.022,tier3_first_transformation,Aubert & Duval,France,France,240.248,Krupp,Germany,Europe_non_FR,924.126,683.878,MGA Villeneuve St Lot,tier1,no,no,ok
111,Ceinture de sécurité,nylon,0.18,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
112,Support clamps,nylon,1.284,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,702.943,Safran Seats / Safran internal group,oem,no,no,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier4_raw_material,Halcyon Hevecam,Cameroun,Outside_Europe,13270.061,Halcyon SDCI-A,Côte d'Ivoire,Outside_Europe,14103.243,833.182,Toray Industries,tier3_first_transformation,no,no,ok
4,Ensemble porte,FILM DECOR AERFILM - Ep0.33 714g-m2,0.392,tier3_first_transformation,EPODEX,France,France,2.684,Henkel,Germany,Europe_non_FR,856.843,854.159,Combigo,tier2_second_transformation,no,no,ok
111,Ceinture de sécurité,nylon,0.18,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
112,Support clamps,nylon,1.284,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
113,Ens. Stowage latéral,nylon,0.016416667,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
114,Ens. Palette optimisée,nylon,0.0021875,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
115,Ensemble porte,nylon,0.0004003,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
117,Ens. Tablette cocktail,nylon,0.002,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
118,Ens. Tablette repas,nylon,0.0002,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
119,Ens. Têtière,nylon,0.003,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
120,Stowage assemblé avec porte,nylon,0.000375,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
139,Ens. Structure fixe,nylon,0.0145416,tier1,AmSafe,United States,Outside_Europe,8786.682,JAMCO Aircraft Interiors - Miyazaki,Japan,Outside_Europe,9734.694,948.012,Safran Seats / Safran internal group,oem,no,no,ok
157,Siége,aluminium,71.7790748,tier1,COLLINS,France,France,667.607,J&C Aero,Lithuania,Europe_non_FR,1722.222,1054.615,Safran Seats / Safran internal group,oem,no,no,ok
174,Siége,aluminium,71.7790748,tier1,COLLINS,France,France,667.607,J&C Aero,Lithuania,Europe_non_FR,1722.222,1054.615,Safran Seats / Safran internal group,oem,no,no,ok
175,Siége,aluminium,71.7790748,tier1,COLLINS,France,France,667.607,J&C Aero,Lithuania,Europe_non_FR,1722.222,1054.615,Safran Seats / Safran internal group,oem,no,no,ok
71,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,3.365,tier1,TE Connectivity,"Berwyn, United States",Outside_Europe,5953.452,Honeywell Aerospace,United States,Outside_Europe,7009.756,1056.304,Safran Seats / Safran internal group,oem,no,no,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier4_raw_material,Halcyon Hevecam,Cameroun,Outside_Europe,13270.061,Socfin SRC Weala,Liberia,Outside_Europe,14383.68,1113.619,Toray Industries,tier3_first_transformation,no,no,ok
81,Ens. Structure fauteuil,inox,0.045,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
94,Accoudoir allée,inox,0.018054,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
95,Ens. Palette optimisée,inox,0.023743,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
96,Ensemble porte,inox,0.0047592,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
97,Ens. Structure fauteuil,GLO: moulage par injection plastique,0.081,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
98,Ens. Tablette cocktail,inox,0.012,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
99,Ens. Tablette repas,inox,0.014,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
100,Ens. Têtière,inox,0.001,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
101,Stowage assemblé avec porte,inox,0.00928,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
102,Support écran,inox,0.014,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
138,Ens. Structure fixe,inox,0.027,tier1,Senior Aerospace Thailand,Thailand,Outside_Europe,9564.772,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1127.105,Safran Seats / Safran internal group,oem,no,no,ok
124,Ens. Structure fixe,caoutchouc,0.01,tier4_raw_material,Halcyon Hevecam,Cameroun,Outside_Europe,13270.061,Socfin LAC Liberia,Liberia,Outside_Europe,14416.034,1145.973,Toray Industries,tier3_first_transformation,no,no,ok
159,Siége,Moulage plastique,6.69155662,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1202.252,Safran Seats / Safran internal group,oem,no,no,ok
161,Siége,65% aluminium,75.378147576,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1202.252,Safran Seats / Safran internal group,oem,no,no,ok
162,Siége,"16 % Tissu, mousse, polyéthylène",18.554620942,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1202.252,Safran Seats / Safran internal group,oem,no,no,ok
164,Siége,"8% autre (silicium, cuirs synthétique)",9.277310471,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1202.252,Safran Seats / Safran internal group,oem,no,no,ok
172,Siége,Moulage plastique,6.69155662,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1202.252,Safran Seats / Safran internal group,oem,no,no,ok
173,Siége,Moulage plastique,6.69155662,tier1,JAMCO Aircraft Interiors - Niigata,Japan,Outside_Europe,9489.625,JAMCO Philippines Inc.,Philippines,Outside_Europe,10691.877,1202.252,Safran Seats / Safran internal group,oem,no,no,ok
15,Ens. Equipements latéraux,acier,0.0996449,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
45,Ceinture de sécurité,acier,0.72,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
46,Support clamps,acier,1.284,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
47,Accoudoir allée,acier,0.7096766,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
48,Bumper version porte,acier,0.024,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
49,Ens. Stowage latéral,acier,0.0151984,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
52,Ens. Palette optimisée,acier,0.58,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
53,Ensemble porte,acier,0.0430761,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
56,Ens. Tablette cocktail,acier,1.133,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
57,Ens. Tablette repas,acier,0.1165,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
58,Habillage sous fauteuil,acier,0.0270916,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
59,Manchette équipée,acier,0.0191495,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
60,Renfort tubulaire,acier,0.003,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
61,Stowage assemblé avec porte,acier,0.0943581,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
62,Structure ottoman horizontale,acier,0.0666443,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
63,Support écran,acier,0.05736,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
64,Support équipé,acier,0.003,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
65,Support manchette équipée,acier,0.006,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
72,Ens. Structure fauteuil,acier,1.687,tier1,ESPACE,France,France,490.206,J&C Aero,Lithuania,Europe_non_FR,1722.222,1232.016,Safran Seats / Safran internal group,oem,no,no,ok
