day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,25712.3915,40.0,330.2028,853218.5944,1407.532,1809.684,804.304,4021.52,1818.882,48.7212,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
1,47.5,43.75,43.75,25872.3915,38.0,178.1697,902912.8559,1503.3819,1932.9196,859.0754,4295.3768,790.6744,2.5492,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
2,52.5,26.25,70.0,25387.5915,49.6,137.3215,951740.3069,1598.8136,2055.6175,913.6078,4568.0388,636.2944,2.375,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
3,60.0,130.0,0.0,25597.5915,57.92,170.6787,1000324.8073,1694.2857,2178.3673,968.1632,4840.8162,800.479,2.8766,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
4,55.0,55.0,0.0,25495.1415,55.584,75.8322,1049065.3832,1789.6958,2301.0374,1022.6833,5113.4165,278.6292,1.881,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
5,50.0,50.0,0.0,25589.1435,51.1168,66.3451,1098084.0319,1885.2312,2423.8687,1077.275,5386.3749,237.3542,1.6959,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
6,45.0,45.0,0.0,25460.3415,46.2234,56.4298,1147174.5585,1980.7274,2546.6496,1131.8442,5659.2212,194.7961,1.4979,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
7,40.0,40.0,0.0,25376.5515,41.2447,46.4289,1195956.7253,2075.8418,2668.9394,1186.1953,5930.9765,151.9814,1.2973,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
8,47.5,47.5,0.0,25424.1175,46.2489,188.5784,1244446.837,2170.8909,2791.1455,1240.5091,6202.5455,712.6263,2.8199,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
9,52.5,52.5,0.0,25426.8839,51.2498,222.2083,1292711.243,2265.8778,2913.2714,1294.7873,6473.9365,674.5524,3.2572,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
10,60.0,60.0,0.0,25629.127,58.25,265.6103,1340861.2499,2360.9931,3035.5626,1349.1389,6745.6947,839.3181,3.8978,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
11,55.0,55.0,0.0,25509.0639,55.65,166.2764,1389094.2275,2456.0529,3157.7823,1403.4588,7017.294,314.9849,2.8522,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
12,50.0,50.0,0.0,25612.717,51.13,149.3955,1437624.3268,2551.2079,3280.1244,1457.8331,7289.1654,270.6142,2.5868,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
