day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
43,47.5,0.0,493.0964,598.6731,229.6716,124.3284,1005790.5089,39749.6691,39.5214,26.4682,0.0,0.0,0.0,83.5229,80.5862,0.0,0.0
44,47.5,43.776,496.8204,167.118,181.9338,145.7896,1005888.1504,39747.639,51.0868,21.4601,0.0,0.0,0.0,82.9588,80.5862,0.0,0.0
45,47.5,43.776,500.5444,421.6725,140.7494,152.2749,1006192.7749,39745.6591,52.6954,17.0193,0.0,0.0,0.0,82.5142,80.5862,0.0,0.0
46,47.5,43.776,504.2684,398.7878,109.1127,123.2506,1006473.3769,39744.6946,30.273,13.2679,0.0,0.0,0.0,82.1307,80.5687,0.0,0.0
47,47.5,28.7414,523.027,195.445,85.7128,166.8174,1006497.0747,39742.7406,58.9329,11.1435,0.0,0.0,0.0,81.8361,80.5456,0.0,0.0
48,47.5,43.776,526.751,152.0693,68.6403,101.0008,1006514.0246,39742.0101,11.9408,8.6175,0.0,0.0,0.0,81.6182,80.5688,0.0,0.0
49,47.5,65.664,508.587,241.421,56.2477,100.89,1006586.2892,39740.0937,10.9902,7.2606,0.0,0.0,0.0,81.4592,80.5862,0.0,0.0
50,47.5,0.0,556.087,300.4898,47.2696,144.5858,1006728.8724,39739.1622,40.7564,6.7154,0.0,0.0,0.0,81.3438,80.5862,0.0,0.0
51,47.5,0.0,603.587,377.9697,40.7701,144.5276,1006942.5545,39738.2519,40.2578,6.0037,0.0,0.0,0.0,81.2602,80.5862,0.0,0.0
52,47.5,43.776,607.311,121.3852,36.0662,100.7096,1006896.8582,39736.3172,9.442,5.0509,0.0,0.0,0.0,81.1996,80.5862,0.0,0.0
53,47.5,0.0,654.811,484.3438,32.6622,122.5672,1007232.2461,39734.6476,24.4083,4.8971,0.0,0.0,0.0,81.1558,81.0777,0.0,0.0
54,47.5,43.776,658.535,67.9464,30.1989,122.5451,1007105.0955,39732.7717,24.2194,4.6274,0.0,0.0,0.0,81.1241,81.1309,0.0,0.0
55,47.5,0.0,706.035,187.3159,28.4165,122.5292,1007139.4146,39730.8858,24.0826,4.4322,0.0,0.0,0.0,81.1012,81.205,0.0,0.0
56,47.5,21.888,731.647,158.531,27.1267,122.5177,1007121.8119,39730.0265,23.9837,4.291,0.0,0.0,0.0,81.0846,81.2224,0.0,0.0
57,47.5,21.888,757.259,22.5721,26.1934,100.6213,1006990.1342,39728.1296,8.6846,3.9699,0.0,0.0,0.0,81.0726,81.2224,0.0,0.0
58,47.5,43.776,760.983,267.6727,25.5181,166.2793,1007012.606,39726.2606,54.3153,4.5526,0.0,0.0,0.0,81.0639,81.2224,0.0,0.0
59,47.5,0.0,808.483,23.5089,25.0294,122.4989,1006879.7622,39724.3635,23.8228,4.0614,0.0,0.0,0.0,81.0576,81.1744,0.0,0.0
60,47.5,87.552,768.431,264.7316,24.6758,100.6078,1006922.9611,39723.3573,8.5682,3.8038,0.0,0.0,0.0,81.053,81.0935,0.0,0.0
61,47.5,0.0,815.931,54.36,24.4199,144.3815,1006797.5297,39721.4465,39.0035,4.2135,0.0,0.0,0.0,81.0498,81.1341,0.0,0.0
62,47.5,0.0,863.431,207.7715,24.2347,122.4918,1006848.199,39720.7567,23.7619,3.9743,0.0,0.0,0.0,81.0474,81.205,0.0,0.0
63,47.5,0.0,910.931,23.6455,24.1008,122.4906,1006714.6282,39718.8677,23.7516,3.9597,0.0,0.0,0.0,81.0456,81.2224,0.0,0.0
64,47.5,65.664,892.767,185.7812,24.0038,122.4898,1006677.434,39717.382,23.7441,3.9491,0.0,0.0,0.0,81.0444,81.2224,0.0,0.0
65,47.5,21.888,918.379,203.127,23.9337,120.6011,1006724.1758,39716.5471,15.0113,3.9225,0.0,0.0,0.0,81.0435,102.1391,0.0,0.0
66,47.5,21.888,943.991,61.2643,23.8829,145.4887,1006606.1697,39714.8838,31.2099,4.1658,0.0,0.0,0.0,101.8762,105.2285,0.0,0.0
67,47.5,0.0,991.491,247.4183,23.8462,191.2643,1006650.4969,39713.9558,62.312,4.6196,0.0,0.0,0.0,105.0007,107.2393,0.0,0.0
68,47.5,21.888,1017.103,269.5147,26.5401,154.5683,1006539.4581,39712.0397,31.2175,4.5531,0.0,0.0,0.0,107.0837,107.2799,0.0,0.0
69,47.5,0.0,1064.603,66.9463,29.2724,169.4249,1006431.552,39710.5956,47.5008,4.9948,0.0,0.0,0.0,107.1782,107.3508,0.0,0.0
70,47.5,65.664,1046.439,226.8569,29.2584,125.6487,1006463.4834,39708.9556,17.0448,4.5555,0.0,0.0,0.0,107.1342,107.3555,0.0,0.0
71,47.5,0.0,1093.939,39.0801,28.154,124.3061,1006369.5992,39707.4425,17.4563,4.4213,0.0,0.0,0.0,107.1341,103.3485,0.0,0.0
72,47.5,0.0,1141.439,100.2858,27.0523,122.517,1006315.6406,39705.5375,23.978,4.2828,0.0,0.0,0.0,103.1238,81.2967,0.0,0.0
73,47.5,2.5072,1186.4318,125.6187,26.1715,144.3971,1006260.8053,39703.6326,39.1379,4.4053,0.0,0.0,0.0,81.0719,81.2591,0.0,0.0
74,47.5,65.664,1168.2678,220.4036,25.511,100.6152,1006282.4943,39701.7326,8.6323,3.8952,0.0,0.0,0.0,81.0637,81.2036,0.0,0.0
75,47.5,0.0,1215.7678,128.121,25.0267,144.3869,1006231.5528,39700.0292,39.0501,4.2799,0.0,0.0,0.0,81.0575,81.2672,0.0,0.0
76,47.5,43.776,1219.4918,145.0015,24.6745,122.4958,1006176.2178,39698.1642,23.7956,4.0225,0.0,0.0,0.0,81.053,81.315,0.0,0.0
77,47.5,0.0,1266.9918,0.4358,24.4192,100.6055,1006042.6424,39696.2623,8.5485,3.7757,0.0,0.0,0.0,81.0497,81.315,0.0,0.0
78,47.5,43.776,1270.7158,238.7135,24.2343,142.4918,1006080.612,39694.6589,30.9898,8.2913,0.0,0.0,0.0,81.0474,102.1731,0.0,0.0
79,47.5,0.0,1318.2158,149.4734,24.1004,189.2666,1006027.3806,39692.901,62.5187,9.362,0.0,0.0,0.0,101.879,105.2926,0.0,0.0
80,47.5,21.888,1343.8278,28.4507,24.0036,289.7618,1005899.5091,39691.2438,93.9025,10.768,0.0,0.0,0.0,105.0027,278.3416,0.0,0.0
81,47.5,65.664,1325.6638,177.9189,23.9335,147.4891,1005854.4054,39689.8176,32.7737,9.3376,0.0,0.0,0.0,278.0852,107.286,0.0,0.0
82,47.5,21.888,1351.2758,204.7557,23.8828,147.4887,1005879.7925,39688.1306,32.7699,9.3321,0.0,0.0,0.0,107.0845,107.2138,0.0,0.0
83,47.5,21.888,1376.8878,126.8724,23.8461,147.4883,1005827.2109,39686.4088,32.767,9.328,0.0,0.0,0.0,107.084,107.1645,0.0,0.0
84,47.5,0.0,1424.3878,5.4028,23.8195,121.7601,1005697.8212,39684.6983,16.1497,8.2774,0.0,0.0,0.0,107.0837,103.164,0.0,0.0
85,47.5,21.888,1449.9998,99.6,23.8003,100.5999,1005640.7103,39682.7972,8.501,3.7079,0.0,0.0,0.0,103.0834,81.1109,0.0,0.0
86,47.5,21.888,1475.6118,176.7345,23.7864,144.3758,1005615.1142,39682.1572,38.9549,4.1441,0.0,0.0,0.0,81.0416,81.1047,0.0,0.0
87,47.5,0.0,1523.1118,197.3601,23.7763,122.4877,1005654.8352,39681.0478,23.7267,3.9242,0.0,0.0,0.0,81.0415,81.1182,0.0,0.0
88,47.5,43.776,1526.8358,67.9976,23.7691,122.4877,1005521.4185,39679.1782,23.7261,3.9234,0.0,0.0,0.0,81.0414,81.126,0.0,0.0
89,47.5,21.888,1552.4478,219.2814,2.6397,33.011,1005753.2711,39679.8142,16.168,0.6297,0.0,0.0,0.0,81.0413,81.126,0.0,0.0
90,47.5,21.888,1578.0598,92.7725,0.01,43.7761,1005859.6914,39680.8596,30.4557,0.4389,0.0,0.0,0.0,8.9605,81.126,0.0,0.0
91,47.5,21.888,1603.6718,36.5008,0.0072,0.0001,1005955.4444,39681.1377,0.0006,0.0008,0.0,0.0,0.0,0.0001,81.1331,0.0,0.0
92,47.5,43.776,1607.3958,47.7318,0.0052,2.4201,1005966.5374,39681.2262,1.684,0.0248,0.0,0.0,0.0,0.0001,9.653,0.0,0.0
93,47.5,0.0,1654.8958,23.1205,0.0038,0.0,1005990.4249,39682.1815,0.0003,0.0004,0.0,0.0,0.0,0.0,0.7633,0.0,0.0
94,47.5,2.4201,1699.9757,3.4271,0.0027,0.0,1005992.2114,39682.2529,0.0002,0.0003,0.0,0.0,0.0,0.0,0.7767,0.0,0.0
95,47.5,0.0,1747.4757,0.3863,0.002,0.0,1005993.2436,39682.2941,0.0002,0.0002,0.0,0.0,0.0,0.0,0.6441,0.0,0.0
96,47.5,0.0,1794.9757,32.5405,20.0014,84.7154,1005844.488,39681.5625,7.1556,3.118,0.0,0.0,0.0,0.0,0.5831,0.0,0.0
97,47.5,0.0,1842.4757,230.1393,2.7215,28.9682,1005851.2215,39681.3788,14.5901,0.5932,0.0,0.0,0.0,68.2452,0.5822,0.0,0.0
98,47.5,0.0,1889.9757,44.8349,29.2227,119.0804,1005666.824,39680.463,21.7402,4.4859,0.0,0.0,0.0,0.0947,0.5779,0.0,0.0
99,47.5,0.0,1937.4757,101.5134,6.7225,7.8508,1005827.9726,39681.2553,2.6113,0.8191,0.0,0.0,0.0,81.0921,68.2417,0.0,0.0
100,47.5,0.0,1984.9757,6.1399,4.378,0.0391,1005838.9907,39681.3589,0.3358,0.4794,0.0,0.0,0.0,4.3163,0.5801,0.0,0.0
101,47.5,20.9392,2011.5365,21.3985,3.2835,0.0294,1005923.611,39681.4015,0.2519,0.3595,0.0,0.0,0.0,0.0408,80.9373,0.0,0.0
102,47.5,0.0,2059.0365,2.413,2.4079,1.1735,1005932.0003,39681.4719,0.9862,0.2752,0.0,0.0,0.0,0.0306,4.8123,0.0,0.0
103,47.5,1.152,2105.3845,45.5843,1.7512,21.9037,1005955.9349,39682.3593,15.3618,0.4106,0.0,0.0,0.0,0.0224,0.5832,0.0,0.0
104,47.5,0.0,2152.8845,0.3977,1.2696,4.2514,1005958.1858,39682.3986,0.9522,0.1814,0.0,0.0,0.0,0.0163,5.0234,0.0,0.0
105,47.5,21.888,2178.4965,24.7997,0.9194,4.8842,1005962.6062,39682.5387,1.0535,0.1494,0.0,0.0,0.0,4.4285,5.6852,0.0,0.0
106,47.5,0.0,2225.9965,2.8282,0.6655,5.3059,1005966.6934,39682.6756,1.1195,0.1259,0.0,0.0,0.0,5.0877,6.1266,0.0,0.0
107,47.5,0.0,2273.4965,27.9879,0.4816,5.3043,1005995.7649,39682.7696,1.1054,0.1057,0.0,0.0,0.0,5.527,6.1316,0.0,0.0
108,47.5,0.0,2320.9965,26.6873,24.0985,105.9026,1005807.4455,39681.9017,9.5924,3.7935,0.0,0.0,0.0,5.5253,6.1551,0.0,0.0
109,47.5,0.0,2368.4965,77.4358,1.5022,10.597,1005874.373,39681.8377,1.535,0.2755,0.0,0.0,0.0,86.5652,6.1326,0.0,0.0
110,47.5,0.0,2415.9965,5.5135,0.1825,4.9016,1005880.6752,39682.0825,1.0018,0.069,0.0,0.0,0.0,9.7885,5.7136,0.0,0.0
111,47.5,0.0,2463.4965,51.0462,0.132,46.2612,1005990.0106,39683.0774,23.061,5.7413,0.0,0.0,0.0,5.1058,106.3471,0.0,0.0
112,47.5,0.0,2510.9965,25.0735,23.0955,125.3259,1005810.8518,39682.2062,17.2078,9.9288,0.0,0.0,0.0,25.3887,33.9014,0.0,0.0
113,47.5,0.0,2558.4965,77.1636,0.0691,31.2325,1005887.7233,39682.2931,10.5084,6.9001,0.0,0.0,0.0,107.5478,32.1733,0.0,0.0
114,47.5,0.0,2605.9965,27.739,0.05,46.1972,1005899.5641,39682.7647,23.428,7.0477,0.0,0.0,0.0,31.3339,32.1743,0.0,0.0
115,47.5,0.0,2653.4965,2.3086,0.0362,25.0003,1005985.8575,39683.1054,8.6803,6.8342,0.0,0.0,0.0,26.0421,109.991,0.0,0.0
116,47.5,1.152,2699.8445,31.3353,0.0262,25.0002,1006022.1991,39684.5581,8.6795,6.8331,0.0,0.0,0.0,26.042,32.1743,0.0,0.0
117,47.5,21.888,2725.4565,27.3909,0.019,21.1602,1006033.4343,39685.0067,7.3461,5.7832,0.0,0.0,0.0,26.0419,27.7553,0.0,0.0
118,47.5,21.1968,2751.7597,71.5766,23.7637,100.5996,1005873.0041,39685.2677,8.4982,3.7039,0.0,0.0,0.0,22.0418,5.1596,0.0,0.0
119,47.5,0.0,2799.2597,77.5674,1.2599,5.2948,1005944.9276,39685.4133,0.448,0.1959,0.0,0.0,0.0,81.0413,5.7139,0.0,0.0
120,47.5,0.0,2846.7597,0.4693,0.0072,164.1601,1005951.5356,39685.6773,76.3514,1.6424,0.0,0.0,0.0,4.2654,177.1317,0.0,0.0
121,47.5,0.0,2894.2597,29.6055,0.0052,21.888,1006044.8548,39686.0367,15.2279,0.2194,0.0,0.0,0.0,171.0001,86.5086,0.0,0.0
122,47.5,0.0,2941.7597,0.9835,0.0038,0.0,1006056.2032,39686.3215,0.0003,0.0004,0.0,0.0,0.0,0.0,10.3611,0.0,0.0
123,47.5,0.0,2989.2597,29.5176,0.0027,1.152,1006090.6555,39687.6995,0.8017,0.0118,0.0,0.0,0.0,0.0,6.132,0.0,0.0
124,47.5,0.0,3036.7597,1.742,0.002,0.0,1006098.1123,39687.9977,0.0002,0.0002,0.0,0.0,0.0,0.0,5.713,0.0,0.0
125,47.5,0.0,3084.2597,1.1505,0.0014,0.0,1006104.4242,39688.2501,0.0001,0.0002,0.0,0.0,0.0,0.0,5.1599,0.0,0.0
126,47.5,21.888,3109.8717,24.3987,0.001,0.0,1006112.6515,39688.5791,0.0001,0.0001,0.0,0.0,0.0,0.0,5.7155,0.0,0.0
127,47.5,1.152,3156.2197,6.7273,0.0007,0.0,1006124.3595,39689.0474,0.0001,0.0001,0.0,0.0,0.0,0.0,6.132,0.0,0.0
128,47.5,0.0,3203.7197,0.843,0.0005,0.0,1006131.335,39689.3264,0.0,0.0001,0.0,0.0,0.0,0.0,6.132,0.0,0.0
129,47.5,0.0,3251.2197,0.4312,0.0004,28.12,1006137.8785,39689.5881,15.1113,2.9074,0.0,0.0,0.0,0.0,35.4036,0.0,0.0
130,47.5,0.0,3298.7197,1.1203,0.0003,52.338,1006145.1087,39689.8773,23.878,3.5435,0.0,0.0,0.0,29.2917,60.6282,0.0,0.0
131,47.5,0.0,3346.2197,0.2429,0.0002,58.15,1006151.0422,39690.1147,26.3642,3.8643,0.0,0.0,0.0,54.5188,66.2634,0.0,0.0
132,47.5,0.0,3393.7197,9.287,0.0001,60.15,1006165.4668,39690.3571,27.0142,3.8843,0.0,0.0,0.0,60.5729,67.7937,0.0,0.0
133,47.5,0.0,3441.2197,164.9355,2.7206,89.695,1006111.5056,39690.3415,41.7204,4.4831,0.0,0.0,0.0,62.6563,68.3493,0.0,0.0
134,47.5,0.0,3488.7197,23.2521,26.6321,149.8278,1005953.5044,39689.7532,35.0045,7.782,0.0,0.0,0.0,63.3518,68.4604,0.0,0.0
135,47.5,0.0,3536.2197,0.0958,5.4721,55.5928,1005964.7987,39689.9863,24.6416,3.9331,0.0,0.0,0.0,134.9106,63.6845,0.0,0.0
136,47.5,0.0,3583.7197,71.7908,4.3776,32.0791,1006042.5363,39690.1745,10.1092,0.7997,0.0,0.0,0.0,57.9091,35.024,0.0,0.0
137,47.5,0.0,3631.2197,2.0943,3.2832,9.4179,1006120.055,39690.2833,1.5437,0.4534,0.0,0.0,0.0,30.8041,81.9809,0.0,0.0
138,47.5,2.5072,3676.2125,47.9744,2.4077,29.6726,1006148.182,39691.3122,15.1482,0.5601,0.0,0.0,0.0,9.8103,11.1825,0.0,0.0
139,47.5,19.5011,3704.2115,45.146,1.7511,10.1657,1006176.1344,39692.3603,1.531,0.2932,0.0,0.0,0.0,10.5953,11.1612,0.0,0.0
140,47.5,0.0,3751.7115,0.1772,1.2695,10.1613,1006178.145,39692.39,1.494,0.2405,0.0,0.0,0.0,10.5892,11.16,0.0,0.0
141,47.5,0.0,3799.2115,2.4023,0.9193,10.1582,1006182.0369,39692.5089,1.4672,0.2022,0.0,0.0,0.0,10.5847,11.16,0.0,0.0
142,47.5,0.0,3846.7115,28.2931,0.6654,9.3898,1006211.2073,39693.6492,1.3423,0.1667,0.0,0.0,0.0,10.5815,9.9989,0.0,0.0
143,47.5,0.0,3894.2115,16.394,0.4815,8.3771,1006228.2529,39693.9061,1.189,0.1365,0.0,0.0,0.0,9.7811,8.9005,0.0,0.0
144,47.5,0.0,3941.7115,6.0504,0.3485,9.3917,1006234.8243,39694.1551,1.3186,0.132,0.0,0.0,0.0,8.7261,9.9586,0.0,0.0
145,47.5,0.0,3989.2115,0.141,0.2522,10.1523,1006235.3917,39694.1677,1.416,0.1291,0.0,0.0,0.0,9.783,10.7518,0.0,0.0
146,47.5,0.0,4036.7115,26.7331,0.1825,9.7032,1006262.4828,39694.1945,1.3489,0.117,0.0,0.0,0.0,10.5753,10.2847,0.0,0.0
147,47.5,0.0,4084.2115,45.4937,0.132,0.0012,1006308.285,39696.0213,0.0101,0.0145,0.0,0.0,0.0,10.1075,0.1789,0.0,0.0
148,47.5,0.0,4131.7115,1.5358,0.0955,0.0009,1006310.116,39696.0907,0.0073,0.0105,0.0,0.0,0.0,0.0012,0.2014,0.0,0.0
149,47.5,0.0,4179.2115,1.8573,0.0691,0.0006,1006312.565,39696.1859,0.0053,0.0076,0.0,0.0,0.0,0.0009,0.5238,0.0,0.0
150,47.5,0.0,4226.7115,1.1894,0.05,0.0004,1006314.0049,39696.2415,0.0038,0.0055,0.0,0.0,0.0,0.0006,0.2014,0.0,0.0
151,47.5,0.0,4274.2115,0.1164,0.0362,0.0003,1006314.7439,39696.2696,0.0028,0.004,0.0,0.0,0.0,0.0005,0.5871,0.0,0.0
152,47.5,0.0,4321.7115,0.6542,0.0262,0.0002,1006315.646,39696.3047,0.002,0.0029,0.0,0.0,0.0,0.0003,0.2222,0.0,0.0
153,47.5,0.0,4369.2115,73.0025,23.769,100.5997,1006172.8629,39697.2714,8.4986,3.7045,0.0,0.0,0.0,0.0002,0.1789,0.0,0.0
154,47.5,0.0,4416.7115,102.6761,1.2637,5.2948,1006264.2759,39698.1963,0.4483,0.1964,0.0,0.0,0.0,81.0413,0.0909,0.0,0.0
155,47.5,0.0,4464.2115,27.5645,0.0099,21.8881,1006269.1639,39698.2292,15.2282,0.22,0.0,0.0,0.0,4.2655,0.1138,0.0,0.0
156,47.5,21.888,4489.8235,47.4795,0.0072,20.0001,1006375.2354,39699.2608,7.2286,4.3178,0.0,0.0,0.0,0.0001,101.3064,0.0,0.0
157,47.5,0.0,4537.3235,1.7628,0.0052,24.152,1006380.1548,39699.2884,9.114,4.9766,0.0,0.0,0.0,20.8334,28.3097,0.0,0.0
158,47.5,0.0,4584.8235,6.6138,0.0038,25.0,1006386.917,39699.5587,9.0353,5.3967,0.0,0.0,0.0,23.9584,26.1864,0.0,0.0
159,47.5,0.0,4632.3235,44.4192,0.0027,25.0,1006431.4623,39701.3404,9.0352,5.3965,0.0,0.0,0.0,26.0417,26.1651,0.0,0.0
160,47.5,1.152,4678.6715,1.4125,0.002,189.16,1006431.847,39701.3558,85.386,7.0381,0.0,0.0,0.0,26.0417,197.1639,0.0,0.0
161,47.5,0.0,4726.1715,15.427,0.0014,25.0,1006447.8861,39701.5917,9.0351,5.3964,0.0,0.0,0.0,197.0417,26.6523,0.0,0.0
162,47.5,0.0,4773.6715,0.0596,0.001,21.16,1006448.0831,39701.5995,7.6473,4.5675,0.0,0.0,0.0,26.0417,22.178,0.0,0.0
163,47.5,0.0,4821.1715,1.0491,0.0007,0.0,1006449.3509,39701.6502,0.0001,0.0001,0.0,0.0,0.0,22.0417,0.218,0.0,0.0
164,47.5,0.0,4868.6715,25.3408,0.0005,0.0,1006474.8197,39702.6689,0.0,0.0001,0.0,0.0,0.0,0.0,0.1275,0.0,0.0
165,47.5,0.0,4916.1715,1.6079,0.0004,0.0,1006476.9455,39702.7539,0.0,0.0,0.0,0.0,0.0,0.0,0.5176,0.0,0.0
