day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,36.0,0.0,36.0,25708.3915,36.0,299.247,853184.2773,1407.5402,1809.6945,804.3087,4021.5434,1644.9817,53.3248,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
1,42.75,43.75,35.0,25868.3915,34.2,160.3358,902910.1634,1503.4052,1932.9495,859.0887,4295.4434,723.0958,2.2173,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
2,47.25,26.25,56.0,25383.5915,44.64,123.5672,951770.5903,1598.8523,2055.6673,913.6299,4568.1495,579.9275,2.0371,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
3,54.0,110.0,0.0,25561.5915,52.128,153.5849,1000383.3012,1694.3325,2178.4276,968.19,4840.9501,728.9119,2.4717,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
4,49.5,49.5,0.0,25469.6315,50.0256,68.2242,1049137.4983,1789.7573,2301.1165,1022.7184,5113.5922,258.9051,1.5803,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
5,45.0,45.0,0.0,25577.1435,46.0051,59.6878,1098179.736,1885.3028,2423.9608,1077.3159,5386.5795,221.1035,1.4228,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
6,40.5,40.5,0.0,25449.0915,41.601,50.7662,1147290.8169,1980.8079,2546.753,1131.8902,5659.451,182.0847,1.2545,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
7,36.0,36.0,0.0,25370.7595,37.1202,41.7676,1196095.1628,2075.9383,2669.0636,1186.2505,5931.2523,142.8225,1.0841,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
8,42.75,42.75,0.0,25413.9368,41.624,131.7893,1244658.2856,2171.0405,2791.3378,1240.5946,6202.9729,632.9713,2.0652,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
9,47.25,47.25,0.0,25421.2594,46.1248,125.0579,1293043.4615,2266.115,2913.5765,1294.9229,6474.6144,584.6386,2.0787,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
