day,node_id,item_id,consumed_qty,uom
0,M-1430,item:038005,0.349984,KG
0,M-1430,item:042342,1206.84,UN
0,M-1430,item:333362,20.0,UN
0,M-1430,item:344135,20.0,UN
0,M-1430,item:708073,0.1586,KG
0,M-1430,item:730384,4.24,M
0,M-1430,item:734545,0.16,UN
0,M-1430,item:773474,193.09436,G
0,M-1810,item:001757,0.025984,KG
0,M-1810,item:001848,0.019488,KG
0,M-1810,item:001893,0.123424,KG
0,M-1810,item:002612,0.03248,KG
0,M-1810,item:007923,51.968,G
0,M-1810,item:016332,0.007795,KG
0,M-1810,item:029313,0.00065,KG
0,M-1810,item:039668,0.00065,KG
0,M-1810,item:049371,0.024035,KG
0,M-1810,item:055703,0.001299,KG
0,M-1810,item:099439,0.03248,KG
0,M-1810,item:338928,16.0,UN
0,M-1810,item:338929,16.0,UN
0,M-1810,item:426331,0.176,UN
0,M-1810,item:693055,6.496,G
0,SDC-1450,item:021081,0.0,KG
1,M-1430,item:038005,0.332484,KG
1,M-1430,item:042342,1146.498,UN
1,M-1430,item:333362,19.0,UN
1,M-1430,item:344135,19.0,UN
1,M-1430,item:708073,0.15067,KG
1,M-1430,item:730384,4.028,M
1,M-1430,item:734545,0.152,UN
1,M-1430,item:773474,183.439642,G
1,M-1810,item:001757,0.024685,KG
1,M-1810,item:001848,0.018514,KG
1,M-1810,item:001893,0.117253,KG
1,M-1810,item:002612,0.030856,KG
1,M-1810,item:007923,49.3696,G
1,M-1810,item:016332,0.007405,KG
1,M-1810,item:029313,0.000617,KG
1,M-1810,item:039668,0.000617,KG
1,M-1810,item:049371,0.022833,KG
1,M-1810,item:055703,0.001234,KG
1,M-1810,item:099439,0.030856,KG
1,M-1810,item:338928,15.2,UN
1,M-1810,item:338929,15.2,UN
1,M-1810,item:426331,0.1672,UN
1,M-1810,item:693055,6.1712,G
1,SDC-1450,item:021081,0.0,KG
2,M-1430,item:038005,0.43398,KG
2,M-1430,item:042342,1496.4816,UN
2,M-1430,item:333362,24.8,UN
2,M-1430,item:344135,24.8,UN
2,M-1430,item:708073,0.196664,KG
2,M-1430,item:730384,5.2576,M
2,M-1430,item:734545,0.1984,UN
2,M-1430,item:773474,239.437006,G
2,M-1810,item:001757,0.03222,KG
2,M-1810,item:001848,0.024165,KG
