day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:007923,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,SDC-1450 | item:021081
0,61.553352,28964.16,1367.5,792.5,5.095025,271.36,3.84,2220.58514,3.11402,1.55904,9.87392,1.608775,635.04,0.544446,0.051968,0.032176,5.039881,0.077546,1.608775,1592.5,955.0,7.0675,646.555,491700.0
1,61.150871,27576.294,1344.5,769.5,4.912635,266.484,3.656,1998.526626,3.076668,1.531026,9.696498,1.562085,625.296,0.53324,0.051034,0.031242,5.00533,0.075678,1.562085,1569.5,932.0,6.8145,637.217,491699.67816
2,60.713391,26067.744,1319.5,744.5,4.714385,261.184,3.456,1757.158676,3.036068,1.500576,9.503648,1.511335,544.096,0.52106,0.050019,0.030227,4.967775,0.073648,1.511335,1544.5,907.0,6.5395,627.067,491699.291952
3,60.275912,24559.194,1294.5,719.5,4.516135,255.884,3.256,1515.790726,2.995468,1.470126,9.310798,1.460585,544.096,0.50888,0.049004,0.029212,4.93022,0.071618,1.460585,1519.5,882.0,6.2645,616.917,491698.89287
4,59.838432,23050.644,1269.5,694.5,4.317885,250.584,3.056,1274.422776,2.954868,1.439676,9.117948,1.409835,618.8,0.4967,0.047989,0.028197,4.892665,0.069588,1.409835,1494.5,857.0,5.9895,606.767,491698.491214
5,59.400953,21542.094,1244.5,669.5,4.119635,245.284,2.856,1033.054826,2.914268,1.409226,8.925098,1.359085,618.8,0.48452,0.046974,0.027182,4.85511,0.067558,1.359085,1469.5,832.0,5.7145,596.617,491698.089043
6,58.996495,20147.411768,1221.38704,646.38704,3.936349,240.384052,2.671096,809.905715,2.876733,1.381074,8.746805,1.312166,624.929106,0.47326,0.046036,0.026243,4.82039,0.065682,1.312166,1446.38704,808.88704,5.460257,587.233138,491697.686769
7,58.635617,18903.003321,1200.764448,625.764448,3.772812,236.012063,2.506116,655.728405,2.843241,1.386406,8.587722,1.270302,557.946927,0.463212,0.045199,0.025406,4.789411,0.064007,1.270302,1425.764448,788.264448,5.233409,578.860366,491697.284474
8,58.230957,17507.623632,1177.63993,602.63993,3.589435,231.109665,2.321119,432.467701,2.805687,1.35824,8.409339,1.223359,618.374491,0.451946,0.04426,0.024467,4.754673,0.062129,1.223359,1402.63993,765.13993,4.979039,569.471811,491696.882175
9,57.793477,15999.073632,1152.63993,577.63993,3.391185,225.809665,2.121119,200.096871,2.765087,1.32779,8.216489,1.172609,537.174491,0.439766,0.043245,0.023452,4.717118,0.061774,1.172609,1377.63993,740.13993,4.704039,559.321811,491696.479875
10,57.430802,14748.46793,1131.914635,556.914635,3.410119,221.415903,1.955317,0.0,2.724487,1.29734,8.023639,1.121859,455.974491,0.427586,0.04223,0.022437,4.679563,0.059744,1.121859,1352.63993,715.13993,4.429039,549.171811,491696.077575
11,57.414515,14692.307919,1130.98394,555.98394,3.402738,221.218595,1.947872,0.0,2.683887,1.26689,7.830789,1.071109,374.774491,0.415406,0.041215,0.021422,4.642008,0.057714,1.071109,1327.63993,690.13993,4.154039,539.021811,491695.675275
12,57.414515,14692.307919,1130.98394,555.98394,3.402738,221.218595,1.947872,0.0,2.643287,1.23644,17.820419,1.020359,293.574491,0.403226,0.0402,0.020407,4.604453,0.055684,1.020359,1302.63993,665.13993,3.879039,528.871811,491695.272975
13,57.414515,14692.307919,1130.98394,555.98394,3.402738,221.218595,1.947872,0.0,2.605752,1.208289,17.642126,0.97344,218.503468,0.391966,0.039261,0.019469,4.569733,0.055837,0.97344,1279.52693,642.02693,3.624796,519.487933,491694.870675
14,57.385153,14591.057926,1129.306005,554.306005,3.389432,220.862873,2.118448,0.0,2.572261,1.18317,17.483043,0.931576,151.521263,0.381918,0.038424,0.019565,4.538754,0.054163,0.931576,1258.90433,621.40433,3.650948,511.115158,491694.468375
15,57.385153,14627.057926,1129.306005,554.306005,3.389432,256.862873,2.118448,0.0,2.534706,1.183156,17.30466,0.884633,76.412822,0.370652,0.037485,0.018626,4.504016,0.052285,0.884633,1235.77981,598.27981,3.396578,501.726603,491694.066075
16,57.385153,14627.057926,1129.306005,554.306005,3.389432,256.862873,2.118448,0.0,2.4965,1.154502,17.12318,0.836875,0.0,0.35919,0.03653,0.018686,4.468675,0.054435,0.836875,1212.253695,574.753695,3.137791,492.175,491693.663775
17,57.352528,14514.558629,1127.441643,552.441643,3.374648,256.467628,2.303533,0.0,2.4965,2.792712,17.12318,0.836875,0.0,0.35919,0.03653,0.018686,4.468675,0.054435,0.836875,1212.253695,574.753695,3.137791,492.175,491693.261475
18,57.336868,14460.558618,1126.546744,551.546744,8.779776,256.27791,2.296374,0.0,2.4965,2.792712,17.12318,0.836875,0.0,0.35919,0.03653,0.018686,4.468675,0.054435,0.836875,1212.253695,574.753695,3.137791,492.175,491692.859175
19,57.336868,14460.558618,1126.546744,551.546744,8.779776,256.27791,2.48137,0.0,2.4965,2.792712,17.12318,0.836875,0.0,0.35919,0.03653,0.018686,4.468675,0.054435,0.836875,1212.253695,610.753695,3.137791,492.175,491692.456875
20,57.320556,14404.308607,1125.614557,550.614557,8.772384,256.080286,2.473913,0.0,2.4965,2.823162,17.12318,0.836875,0.0,0.35919,0.03653,0.018686,4.468675,0.054435,0.883794,1212.253695,610.753695,3.137791,492.175,491692.054575
21,57.304244,14348.062195,1124.68243,549.68243,8.764992,255.882675,2.831436,0.0,2.4965,2.823162,17.50888,0.836875,0.0,0.35919,0.03653,0.018686,4.468675,0.054435,0.934544,1212.253695,610.753695,3.137791,492.175,491691.652275
22,57.287932,14291.812184,1123.750243,548.750243,8.93999,255.685052,3.023979,0.0,2.4965,2.853612,17.50888,0.836875,0.0,0.35919,0.03653,0.018686,4.468675,0.054435,0.934544,1212.253695,610.753695,3.687791,492.175,491691.249975
23,57.287932,14291.812184,1123.750243,548.750243,9.13824,255.685052,3.037402,0.0,2.4965,2.853612,17.50888,0.929489,0.0,0.35919,0.03653,0.018686,4.468675,0.056465,2.624519,1212.253695,610.753695,3.687791,492.175,491690.847675
24,57.287932,14291.812184,1123.750243,548.750243,9.13824,255.685052,3.052317,0.0,2.4965,2.87873,17.50888,0.929489,0.0,0.370396,0.037545,0.018686,4.468675,0.056465,2.624519,1212.253695,610.753695,3.687791,492.175,491690.445375
25,57.271619,14235.562172,1122.818057,547.818057,9.329098,255.487428,3.04486,0.0,2.4965,2.906744,17.50888,0.976408,0.0,0.382576,0.03856,0.018686,4.468675,0.058341,2.718129,1212.253695,610.753695,4.767034,492.175,491690.043075
26,57.271619,14235.562172,1122.818057,547.818057,9.329098,255.487428,3.04486,0.0,2.4965,2.906744,17.50888,0.976408,0.0,0.382576,0.03856,0.018686,4.468675,0.058341,2.768879,1212.253695,610.753695,4.767034,492.175,491689.640775
27,57.271619,14235.562172,1122.818057,547.818057,9.329098,255.487428,7.40486,0.0,2.4965,2.963075,17.50888,0.976408,0.0,0.382576,0.03856,0.018686,4.468675,0.058341,2.768879,1212.253695,610.753695,5.296403,492.175,491689.238475
28,57.238994,14123.062149,1120.953683,545.953683,9.314313,255.092181,7.389945,0.0,2.4965,2.963075,17.70173,1.077908,0.0,0.382576,0.03856,0.018686,4.468675,0.058341,2.768879,1248.253695,610.753695,5.296403,492.175,491688.836175
29,57.206369,14010.562126,1119.08931,544.08931,9.497779,254.696934,7.37503,0.0,2.4965,2.993525,17.70173,1.124851,0.0,0.382576,0.03856,0.018686,4.503226,0.058341,2.815821,1248.253695,610.753695,5.296403,492.175,491688.433875
30,57.190057,13954.312114,1118.157123,543.157123,9.654738,254.49931,7.367572,0.0,2.4965,2.993525,17.70173,1.124851,0.0,0.382576,0.03856,0.053424,4.503226,0.060209,2.815821,1248.253695,610.753695,5.296403,492.175,491688.031575
31,57.190057,13954.312114,1118.157123,543.157123,9.654738,254.49931,7.367572,0.0,2.4965,3.023975,17.70173,1.171541,0.0,0.382576,0.039499,0.053424,4.503226,0.060209,2.815821,1248.253695,610.753695,5.523252,492.175,491687.629275
32,57.124807,13729.312212,1114.428378,575.428378,9.625169,253.708816,7.522646,0.0,2.4965,3.023975,17.70173,1.171541,0.0,0.393842,0.039499,0.053424,4.503226,0.060209,2.815821,1248.253695,610.753695,5.523252,492.175,491687.226975
33,57.124807,13729.312212,1114.428378,575.428378,9.808547,253.708816,7.688448,0.0,2.5371,3.023975,17.879152,1.222291,0.0,0.393842,0.039499,0.053424,4.503226,0.060209,2.815821,1248.253695,610.753695,5.523252,492.175,491686.824675
34,57.092182,13616.812188,1112.564005,573.564005,9.793762,253.313569,7.673533,0.0,2.5371,3.023975,18.060632,1.273041,0.0,0.393842,0.039499,0.053424,4.503226,0.062239,2.815821,1248.253695,610.753695,5.523252,492.175,491686.422375
35,57.059557,13504.312165,1110.699632,571.699632,9.778978,252.918322,7.666076,0.0,2.5371,3.023975,18.446332,1.273041,0.0,0.393842,0.039499,0.055378,4.503226,0.063913,2.866571,1248.253695,610.753695,13.030752,492.175,491686.020075
36,57.026932,13391.812142,1108.835258,569.835258,9.764193,252.523075,7.651161,0.0,2.5371,3.052127,18.446332,1.273041,0.0,0.393842,0.039499,0.055378,4.503226,0.065791,2.914329,1248.253695,610.753695,13.305752,492.175,491685.617775
37,57.026932,13391.812142,1108.835258,569.835258,9.962443,252.523075,7.658606,0.0,2.5371,3.077245,18.446332,1.37071,0.0,0.393842,0.039499,0.056215,4.503226,0.067669,2.914329,1248.253695,610.753695,13.305752,492.175,491685.215475
38,57.010619,13335.56213,1107.903071,568.903071,9.962432,252.325451,7.651149,0.0,2.5777,3.077245,18.446332,1.37071,0.0,0.393842,0.039499,0.056215,4.503226,0.069699,2.914329,1248.253695,610.753695,13.305752,492.175,491684.813175
39,56.994307,13279.312118,1106.970885,567.970885,9.955039,252.127828,7.643691,0.0,2.5777,3.077245,18.624626,1.37071,0.0,0.393842,0.040514,0.056215,4.503226,0.069699,2.956193,1248.253695,610.753695,13.305752,492.175,491684.410875
40,56.977994,13223.062107,1106.038698,567.038698,9.947647,251.930204,7.643691,0.0,2.5777,3.077245,18.624626,1.37071,0.0,0.393842,0.040514,0.058245,4.503226,0.069699,2.956193,1248.253695,610.753695,13.305752,492.175,491684.008575
41,56.977994,13223.062107,1106.038698,567.038698,9.947647,251.930204,7.843691,0.0,2.5777,3.1059,18.624626,1.468403,0.0,0.393842,0.040514,0.058245,4.503226,0.069699,3.006943,1248.253695,610.753695,13.580752,492.175,491683.606275
42,56.977994,13223.062107,1106.038698,567.038698,10.166595,251.930204,7.843691,0.0,2.5777,3.13635,18.783709,1.519153,0.0,0.393842,0.040514,0.058245,4.503226,0.15237,3.006943,1248.253695,610.753695,13.580752,492.175,491683.203975
43,56.961682,13166.812095,1105.106511,566.106511,10.166595,251.73258,7.836233,0.0,2.5777,3.13635,18.783709,1.519153,0.0,0.405103,0.040514,0.058245,4.503226,0.15428,3.006943,1248.253695,610.753695,13.580752,492.175,491682.801675
44,56.945369,13110.562083,1104.174324,565.174324,10.159203,251.534957,7.828776,0.0,2.5777,3.13635,18.962091,1.519153,0.0,0.405103,0.040514,0.058245,4.503226,0.15428,3.006943,1248.253695,610.753695,13.580752,492.175,491682.399375
45,56.945369,13110.562083,1104.174324,565.174324,10.173987,251.534957,7.836233,0.0,2.5777,3.13635,18.962091,1.519153,0.0,0.405103,0.040514,0.058245,4.540781,0.15428,3.099557,1248.253695,610.753695,13.580752,492.175,491681.997075
46,56.929057,13054.312072,1103.242138,564.242138,10.181379,251.337333,7.835935,0.0,2.5777,3.1668,18.962091,1.519153,0.0,0.405103,0.040514,0.058245,4.540781,0.15428,3.099557,1248.253695,610.753695,13.580752,492.175,491681.594775
47,56.896432,12941.812048,1101.377764,562.377764,10.166595,250.942086,7.82102,0.0,2.5777,3.1668,18.962091,1.519153,0.0,0.41515,0.041351,0.058245,4.540781,0.15428,3.099557,1248.253695,610.753695,13.580752,492.175,491681.192475
48,56.863807,12829.312025,1099.513391,560.513391,10.15181,250.546839,7.806105,0.0,2.5777,3.1668,18.962091,1.519153,0.0,0.41515,0.041351,0.058245,4.540781,0.15631,3.1465,1248.253695,610.753695,13.580752,492.175,491680.790175
49,56.847494,12773.062014,1098.581204,559.581204,10.144418,250.349215,7.798648,0.0,2.5777,3.1668,18.962091,1.519153,0.0,0.41515,0.041351,0.058245,4.540781,0.15631,3.1465,1248.253695,610.753695,14.06197,492.175,491680.387875
50,56.831182,12716.812002,1097.649017,558.649017,10.137026,250.151592,7.806105,0.0,2.5777,3.1668,19.154941,1.519153,0.0,0.41515,0.041351,0.058245,4.540781,0.15631,3.1465,1248.253695,610.753695,14.06197,492.175,491679.985575
51,56.814869,12660.56199,1096.716831,557.716831,10.129634,249.953968,7.806105,0.0,2.5777,3.1668,19.154941,1.519153,0.0,0.41515,0.041351,0.059082,4.540781,0.15834,3.1465,1248.253695,610.753695,14.06197,492.175,491679.583275
52,56.814869,12660.56199,1096.716831,557.716831,10.129634,249.953968,7.828478,0.0,2.5777,3.1668,19.154941,1.519153,0.0,0.41515,0.041351,0.060021,4.540781,0.15834,3.1465,1248.253695,610.753695,14.06197,492.175,491679.180975
53,56.814869,12660.56199,1096.716831,557.716831,10.144418,249.953968,7.835935,0.0,2.5777,3.1668,19.154941,1.519153,0.0,0.41515,0.042366,0.060021,4.540781,0.15834,3.1465,1248.253695,610.753695,14.06197,492.175,491678.778675
54,56.798557,12604.311979,1095.784644,556.784644,10.15181,249.756344,7.858308,0.0,2.5777,3.1668,19.154941,1.519153,0.0,0.41515,0.042366,0.061036,4.540781,0.15834,3.1465,1248.253695,610.753695,14.06197,492.175,491678.376375
