day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,6.562191,22628.25,375.0,375.0,2.97375,79.5,3.0,3620.51925,0.609,0.45675,2.89275,0.76125,0.1827,0.015225,0.015225,0.563325,0.03045,0.76125,375.0,375.0,4.125,152.25,618.8
1,6.124712,21119.7,350.0,350.0,2.7755,74.2,2.8,3379.1513,0.5684,0.4263,2.6999,0.7105,0.17052,0.01421,0.01421,0.52577,0.02842,0.7105,350.0,350.0,3.85,142.1,618.8
2,5.687232,19611.15,325.0,325.0,2.57725,68.9,2.6,3137.78335,0.5278,0.39585,2.50705,0.65975,0.15834,0.013195,0.013195,0.488215,0.02639,0.65975,325.0,325.0,3.575,131.95,537.6
3,5.249753,18102.6,300.0,300.0,2.379,68.9,2.4,2896.4154,0.4872,0.3654,2.3142,0.609,0.14616,0.01218,0.01218,0.45066,0.02639,0.609,300.0,300.0,3.3,121.8,618.8
4,4.812273,16594.05,275.0,300.0,2.18075,63.6,2.2,2655.04745,0.4466,0.33495,2.3142,0.55825,0.13398,0.011165,0.011165,0.45066,0.02436,0.55825,300.0,300.0,3.025,111.65,537.6
5,4.374794,15085.5,250.0,275.0,2.18075,58.3,2.0,2593.6795,0.406,0.33495,2.12135,0.5075,0.1218,0.011165,0.01015,0.413105,0.02233,0.5075,275.0,300.0,2.75,101.5,537.6
6,4.374794,13756.95,225.0,250.0,1.9825,53.0,2.0,2352.31155,0.406,0.3045,1.9285,0.45675,0.10962,0.01015,0.009135,0.37555,0.0203,0.55825,250.0,275.0,3.025,91.35,537.6
7,4.374794,12248.4,225.0,225.0,1.9825,53.0,1.8,2110.9436,0.3654,0.33495,1.73565,0.406,0.09744,0.01015,0.009135,0.37555,0.01827,0.5075,250.0,250.0,2.75,91.35,618.8
8,3.937315,10739.85,200.0,225.0,1.78425,58.3,1.6,1869.57565,0.3654,0.33495,1.5428,0.35525,0.10962,0.009135,0.00812,0.337995,0.01624,0.5075,275.0,250.0,2.475,91.35,537.6
9,3.499835,9231.3,200.0,200.0,1.78425,53.0,1.4,1628.2077,0.3654,0.3045,1.34995,0.3045,0.09744,0.009135,0.00812,0.30044,0.01421,0.45675,275.0,225.0,2.475,81.2,537.6
10,3.937315,7722.75,200.0,175.0,1.9825,53.0,1.2,1448.2077,0.3248,0.27405,1.73565,0.35525,0.09744,0.01015,0.007105,0.262885,0.01421,0.406,300.0,225.0,2.475,81.2,618.8
11,3.499835,9231.3,200.0,150.0,1.78425,53.0,1.4,1509.57565,0.2842,0.27405,1.5428,0.406,0.09744,0.009135,0.00812,0.262885,0.01624,0.35525,275.0,200.0,2.2,71.05,618.8
12,3.062356,10739.85,230.0,125.0,1.586,47.7,1.2,1750.9436,0.3248,0.3045,1.5428,0.35525,0.08526,0.009135,0.00812,0.262885,0.01421,0.406,250.0,200.0,1.925,81.2,537.6
13,3.499835,12068.4,205.0,125.0,1.586,47.7,1.0,1992.31155,0.2842,0.27405,1.5428,0.35525,0.07308,0.01015,0.007105,0.22533,0.01218,0.45675,225.0,205.0,1.925,71.05,618.8
14,3.062356,11888.4,180.0,100.0,1.38775,47.7,0.8,1750.9436,0.2842,0.27405,1.5428,0.3045,0.07308,0.01015,0.00812,0.187775,0.01218,0.45675,200.0,180.0,1.65,81.2,618.8
