day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,2080.4743,533457.7923,21176.9844,6682.8534,9853.7232,0.0,0.0,0.0
1,47.5,0.0,87.5,64.96,53.2,129.3115,531654.3263,21117.4669,25.0524,6.4563,0.0,0.0,0.0
2,52.5,0.0,140.0,94.704,58.64,161.3699,529698.1253,21052.7738,41.5509,7.2258,0.0,0.0,0.0
3,60.0,0.0,200.0,81.2,58.928,141.6579,527748.4177,20988.0809,27.7805,7.0287,0.0,0.0,0.0
4,55.0,20.0,235.0,169.2,58.9856,209.7155,525798.7095,20923.388,75.1168,7.7093,0.0,0.0,0.0
5,50.0,45.0,240.0,159.84,58.9971,166.727,523857.6413,20858.6954,45.2075,7.2794,0.0,0.0,0.0
6,45.0,23.0,262.0,179.2,55.2253,206.7107,522061.2232,20798.8857,78.2329,7.2556,0.0,0.0,0.0
7,40.0,25.0,277.0,61.0,50.2451,111.9722,520428.4225,20745.5187,23.406,5.7492,0.0,0.0,0.0
8,47.5,25.0,299.5,238.8499,55.249,127.7771,518767.7108,20685.6845,71.7843,6.4689,0.0,0.0,0.0
9,52.5,0.0,352.0,94.0357,59.0,154.2655,516818.3026,20621.0036,88.9682,7.1548,0.0,0.0,0.0
10,60.0,73.113,338.887,114.1511,56.3647,80.9311,515076.9722,20562.9132,38.3431,6.1276,0.0,0.0,0.0
11,55.0,48.0,345.887,71.1245,34.0,57.8187,514934.1534,20560.8508,25.6044,3.4024,0.0,0.0,0.0
12,50.0,48.1245,347.7625,130.7022,34.0,107.0589,514801.5475,20559.1969,59.8608,3.8948,0.0,0.0,0.0
13,45.0,68.7356,324.027,98.3886,33.0452,54.3407,514611.1588,20554.9562,24.0153,3.2584,0.0,0.0,0.0
14,40.0,95.4893,268.5377,120.4893,29.6226,55.1952,514493.3328,20553.2544,26.0288,2.8816,0.0,0.0,0.0
15,47.5,0.0,316.0377,454.6687,32.1245,127.4344,514721.223,20565.7465,74.9999,3.8867,0.0,0.0,0.0
16,52.5,20.6226,347.9151,29.6264,33.4583,34.1427,514528.4497,20561.4707,9.7512,3.1031,0.0,0.0,0.0
17,60.0,25.0,382.9151,26.9519,9.0,9.0,514530.3211,20561.5455,4.4892,0.09,0.0,0.0,0.0
18,55.0,93.7356,344.1795,108.1783,9.9322,9.9633,514477.309,20559.425,5.0202,0.2036,0.0,0.0,0.0
19,50.0,0.9322,393.2473,237.9724,9.9322,57.5462,514599.3116,20564.3052,38.1235,0.6794,0.0,0.0,0.0
20,45.0,0.0,438.2473,9.275,9.9322,9.9633,514541.1318,20561.978,5.0202,0.2036,0.0,0.0,0.0
21,40.0,0.0,478.2473,1.8298,9.0,9.9322,514541.949,20562.0106,5.1377,0.0993,0.0,0.0,0.0
22,47.5,46.6506,479.0967,46.8646,9.0,9.0,514542.0825,20562.016,4.4892,0.09,0.0,0.0,0.0
23,52.5,0.9322,530.6645,13.7952,9.9321,11.8277,514485.6307,20559.7579,6.3172,0.2222,0.0,0.0,0.0
24,60.0,0.0,590.6645,9.3411,9.9319,9.963,514427.5385,20557.4342,5.02,0.2036,0.0,0.0,0.0
25,55.0,0.9322,644.7323,19.4114,10.8644,10.9267,514311.1886,20552.7802,5.5511,0.3172,0.0,0.0,0.0
26,50.0,1.8644,692.868,11.8002,9.9322,10.8955,514252.7375,20550.4422,5.6686,0.2129,0.0,0.0,0.0
27,45.0,0.0,737.868,14.4006,9.9322,10.8952,514198.7514,20548.2827,5.6685,0.2129,0.0,0.0,0.0
28,40.0,0.0,777.868,189.9692,9.9322,9.9633,514321.2658,20553.1833,5.0202,0.2036,0.0,0.0,0.0
