day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,10.149522,34998.36,580.0,580.0,4.5994,122.96,4.64,5599.73644,0.935424,0.701568,4.443264,1.16928,0.280627,0.023386,0.023386,0.865267,0.046771,1.16928,576.0,576.0,6.336,233.856,972.048
1,9.77154,33694.9728,558.4,558.4,4.428112,118.3808,4.4672,5391.194531,0.899046,0.674285,4.27047,1.123808,0.269714,0.022476,0.022476,0.831618,0.044952,1.123808,553.6,553.6,6.0896,224.7616,977.2448
2,9.359959,32275.72896,534.88,534.88,4.241598,113.39456,4.27904,5164.115564,0.865787,0.64934,4.112488,1.082234,0.259736,0.021645,0.021645,0.800853,0.043289,1.082234,533.12,533.12,5.86432,216.44672,910.72576
3,8.92248,30767.17896,509.88,509.88,4.043348,112.33456,4.07904,4922.747614,0.830553,0.622914,3.945125,1.038191,0.249166,0.020764,0.020764,0.768261,0.043347,1.038191,511.424,511.424,5.625664,207.638144,979.531392
4,8.485,29258.62896,484.88,508.4,3.845098,107.03456,3.87904,4681.379664,0.792325,0.594244,3.948679,0.990406,0.237697,0.019808,0.019808,0.76655,0.041435,0.990406,511.8848,511.8848,5.366733,198.081229,903.07607
5,8.047521,27750.07896,459.88,483.4,3.805448,101.73456,3.67904,4620.011714,0.751725,0.588738,3.755829,0.939656,0.225517,0.019703,0.018793,0.728995,0.039405,0.939656,486.8848,509.2848,5.091733,187.931229,892.344678
6,7.988024,26421.52896,434.88,458.4,3.607198,96.43456,3.65184,4378.643764,0.744384,0.558288,3.562979,0.888906,0.213337,0.018688,0.017778,0.69144,0.037375,0.979201,461.8848,484.2848,5.280669,177.781229,887.6
7,7.988024,24912.97896,434.88,433.4,3.580236,95.71376,3.45184,4137.275814,0.703784,0.584354,3.370129,0.838156,0.201157,0.018688,0.017738,0.68465,0.035345,0.928451,459.2848,459.2848,5.005669,177.375229,968.8
8,7.559434,23435.082619,410.387999,428.907999,3.386015,100.807696,3.255904,3900.812448,0.701412,0.582574,3.177279,0.787406,0.209869,0.017673,0.016723,0.647095,0.033315,0.925485,479.52,454.7648,4.730669,175.540109,887.6
9,7.165731,22077.484151,412.889598,406.409598,3.405853,96.038035,3.075917,3683.596738,0.696046,0.552124,2.984429,0.736656,0.197689,0.017632,0.016588,0.60954,0.031285,0.874735,475.0,429.7648,4.702069,165.390109,887.6
10,7.594466,20840.492457,413.989918,385.909918,3.63979,96.992103,2.911919,3498.772468,0.656271,0.522293,3.342723,0.779262,0.196326,0.01835,0.015594,0.572748,0.030959,0.825016,500.507997,428.811997,4.696657,164.540756,970.449976
11,7.214735,22548.174918,417.289982,364.209982,3.46771,97.691716,3.09832,3510.901974,0.619734,0.521316,3.16917,0.823105,0.196833,0.017436,0.016527,0.571543,0.033192,0.779345,478.009597,406.313597,4.449174,155.406405,976.925195
12,6.802805,24144.82501,453.629995,340.669995,3.281037,92.701239,2.91,3732.345272,0.662595,0.557247,3.178399,0.781491,0.186846,0.017619,0.01671,0.578303,0.031528,0.827245,457.509917,407.509917,4.223678,166.042111,910.342234
13,7.196508,24966.50221,428.629995,340.669995,3.281037,92.701239,2.71,3973.713222,0.627354,0.530817,3.203855,0.78819,0.176274,0.018768,0.015829,0.545705,0.029766,0.884694,435.809981,428.694781,4.259979,157.231937,979.518608
14,6.759029,24484.79221,403.629995,315.669995,3.082787,92.1709,2.51,3732.345272,0.628101,0.531976,3.195821,0.740404,0.176498,0.018807,0.016844,0.510344,0.029884,0.887658,412.269994,405.154794,4.001039,167.381617,973.542122
15,7.16172,25993.34221,402.149995,340.669995,2.884537,96.516832,2.51,3490.977322,0.628101,0.584348,3.353803,0.689654,0.176498,0.018807,0.016738,0.539636,0.029766,0.836908,387.269994,380.154794,3.726039,157.231617,892.342122
16,7.082968,25794.209749,377.149995,330.549995,2.686287,96.409136,2.31,3459.116135,0.628101,0.553898,3.160953,0.779988,0.164318,0.017792,0.015723,0.502081,0.029685,0.786158,387.269994,380.154794,3.957452,157.02537,887.6
17,7.462699,24285.659749,352.149995,327.149995,3.035522,91.109136,3.069933,3700.484085,0.587501,0.523448,2.968103,0.729238,0.152138,0.016777,0.014708,0.577191,0.029566,0.735408,362.269994,355.154794,3.682452,157.02537,968.8
18,7.034109,27272.653674,327.657993,302.657993,3.03955,85.916832,3.262317,3464.020707,0.663342,0.492998,2.964185,0.678488,0.16407,0.016777,0.013693,0.539636,0.029566,0.735408,337.269994,405.154794,3.407452,146.87537,887.6
19,6.640405,25915.05519,305.159592,280.159592,3.047652,81.147171,3.64409,3246.804995,0.622742,0.492998,2.929469,0.627738,0.16407,0.017599,0.012678,0.608794,0.033317,0.684658,342.8848,462.269994,3.682452,155.198241,968.8
20,7.156637,24678.063493,329.391913,284.659912,3.083339,76.801239,3.480092,3048.886364,0.656859,0.463167,2.933388,0.623691,0.164318,0.016604,0.013612,0.608794,0.035023,0.685689,350.507997,437.777991,3.41304,145.254488,970.449976
21,6.776906,23368.645954,307.691977,312.959976,3.287921,82.800852,3.506493,2839.379601,0.620321,0.496663,2.927229,0.726274,0.153357,0.015691,0.014649,0.650107,0.035023,0.684068,328.009597,465.279591,3.990558,164.214662,976.925195
22,6.802455,21948.196046,308.643993,327.657992,3.299499,77.810375,3.49816,3179.203434,0.62763,0.528575,3.336381,0.783194,0.143369,0.014858,0.015713,0.619312,0.033358,0.785568,382.509917,451.89511,4.309473,155.891791,983.417039
23,6.802455,21860.095954,283.643993,337.269994,3.101249,72.510375,3.478147,3647.843322,0.592389,0.502145,3.361838,0.739143,0.144977,0.014992,0.015664,0.586714,0.031596,0.836908,410.809981,430.195174,4.53497,157.231617,912.935647
24,6.802455,20351.545954,258.643993,312.269994,3.097221,77.810375,3.278147,3866.791769,0.590698,0.503923,3.353803,0.741076,0.155431,0.014037,0.016738,0.551353,0.029685,0.789122,387.269994,406.655187,4.27603,147.674383,973.542122
