case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,realism_focus,status
production_stock_scale_1_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\production_stock_scale_1_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\production_stock_scale_1_5\simulation_output,19766474.0836,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812372.4805,27920917.7377,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,34986.3627,0.0,0.0,0.0,0.0,0.0,4186861.9569,11962462.734,2392492.5468,23130384.1983,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383108.2303,2131254.1763,1.5,global,production_stock_scale,Stock production global,buffer_policy,ok
safety_stock_days_scale_0_25,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_0_25\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_0_25\simulation_output,19633707.0723,0.148771,0.085012,0.172871,0.402068,0.191277,616545.7954,17944807.3337,0.883724,5302452.7143,0.0,121979374.9908,27611187.9891,5302452.7143,103733424.431,41318000.0,99097358.9984,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4107752.0586,11736434.4533,2347286.8907,22838007.6285,0.0,17643146.9156,4773180.3606,4685906.9189,126306583.4679,0.0,11101573.1752,0.0,5281395.504,1823581.117,0.25,global,safety_stock_days_scale,Safety stock global,buffer_policy,ok
safety_stock_days_scale_0_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_0_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_0_5\simulation_output,19653032.6723,0.148892,0.085081,0.172767,0.401826,0.191433,616545.7954,17964132.9337,0.883724,5302452.7143,0.0,121979374.9908,27627808.0051,5302452.7143,103733424.431,41318000.0,99097358.9984,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4113569.0642,11753054.4693,2350610.8939,22854627.6445,0.0,17643146.9156,4773180.3606,4685906.9189,126306583.4679,0.0,11101573.1752,0.0,5288874.5112,1823581.117,0.5,global,safety_stock_days_scale,Safety stock global,buffer_policy,ok
safety_stock_days_scale_0_75,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_0_75\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_0_75\simulation_output,19951719.2753,0.149749,0.085571,0.171707,0.400439,0.192534,592396.569,20345584.3392,0.888279,5302452.7143,0.0,126927506.1405,27840488.5396,5302452.7143,104470715.3364,27152002.4113,102964888.9636,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4169083.166,11911666.1884,2382333.2377,23060070.9787,0.0,17838450.1839,4780417.5609,4710056.1453,126827509.5243,1555776.2428,11148404.7903,0.0,5360249.7848,2132246.1406,0.75,global,safety_stock_days_scale,Safety stock global,buffer_policy,ok
safety_stock_days_scale_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,global,safety_stock_days_scale,Safety stock global,buffer_policy,ok
safety_stock_days_scale_1_25,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_1_25\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_1_25\simulation_output,19860038.9924,0.149204,0.08526,0.171622,0.40208,0.191834,573248.0183,19039892.3538,0.89189,5302452.7143,0.0,126281495.4895,27771398.6233,5302452.7143,104666185.2453,11271505.3943,103006925.2096,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4143607.7433,11838879.2666,2367775.8533,23005208.8957,0.0,17887056.8415,4766189.7276,4729204.6959,127107886.987,4829873.1137,11166329.6291,0.0,5327495.67,2374191.0985,1.25,global,safety_stock_days_scale,Safety stock global,buffer_policy,ok
safety_stock_days_scale_1_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_1_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_1_5\simulation_output,19958592.4527,0.149629,0.085502,0.171262,0.401228,0.19238,572950.6044,19086426.8561,0.891946,5302452.7143,0.0,126287192.7066,27833952.6523,5302452.7143,104680285.0981,11344387.7107,103011407.3833,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4164754.0349,11899297.2425,2379859.4485,23067054.6957,0.0,17889102.3673,4766897.9566,4729502.1099,127125333.3225,4833620.3073,11167757.4532,0.0,5354683.7591,2374191.0985,1.5,global,safety_stock_days_scale,Safety stock global,buffer_policy,ok
safety_stock_days_scale_2_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_2_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\safety_stock_days_scale_2_0\simulation_output,19921330.6223,0.149453,0.085402,0.172226,0.400766,0.192154,588665.9108,18625492.076,0.888982,5302452.7143,0.0,125755252.7125,27931503.7327,5302452.7143,104810775.534,40720333.2956,103088173.769,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4174441.4408,11926975.5452,2385395.109,23120973.9714,0.0,17888167.2175,4810529.7613,4713786.8034,127327804.5766,539076.9393,11193998.4262,0.0,5367138.9954,2082332.4946,2.0,global,safety_stock_days_scale,Safety stock global,buffer_policy,ok
review_period_scale_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,global,review_period_scale,Periode de revue,planning_policy,ok
review_period_scale_2_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_2_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_2_0\simulation_output,20948089.9816,0.168829,0.096474,0.14292,0.37471,0.217066,2272178.7586,20262475.6541,0.571485,5302452.7143,0.0,106137592.9229,25859182.8737,5302452.7143,88314377.2363,0.0,86879584.0823,0.0,36080.4534,0.0,0.0,0.0,0.0,0.0,4365789.3822,12473683.9492,2494736.7898,22163377.4385,0.0,15100087.3324,3695805.4352,3030273.9557,106836577.0717,43713953.808,9689693.4893,0.0,5613157.7771,2455383.4307,2.0,global,review_period_scale,Periode de revue,planning_policy,ok
review_period_scale_3_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_3_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_3_0\simulation_output,21603231.3432,0.181096,0.103483,0.130092,0.35249,0.232838,2958103.4174,20819583.1889,0.442125,5302452.7143,0.0,91558044.4448,23990981.7954,5302452.7143,75803991.5016,0.0,75499595.8449,0.0,37084.544,0.0,0.0,0.0,0.0,0.0,4344672.1912,12413349.1176,2482669.8235,20869939.3085,0.0,13275143.6097,3121042.4869,2344349.2969,92079206.3362,141909924.2935,8456590.1909,0.0,5586007.1029,2738987.8303,3.0,global,review_period_scale,Periode de revue,planning_policy,ok
review_period_scale_5_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_5_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_5_0\simulation_output,18195766.0893,0.215102,0.122915,0.108616,0.276808,0.276559,3808931.8731,18899253.7901,0.281666,5302452.7143,0.0,63570087.9629,20338402.9477,5302452.7143,50884287.9664,0.0,50959751.4361,0.0,39092.7254,0.0,0.0,0.0,0.0,0.0,4374827.6605,12499507.6014,2499901.5203,18129332.3167,0.0,8955079.4733,2209070.6309,1493520.8412,61381726.5908,439490337.8499,5629824.7153,0.0,5624778.4206,2882793.3949,5.0,global,review_period_scale,Periode de revue,planning_policy,ok
review_period_scale_7_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_7_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\review_period_scale_7_0\simulation_output,17144369.7688,0.238344,0.136197,0.094426,0.22459,0.306443,4161703.3164,16698185.9628,0.215136,5302452.7143,0.0,46032290.5646,18189413.5696,5302452.7143,37244329.1945,0.0,36790558.7262,0.0,41100.9067,0.0,0.0,0.0,0.0,0.0,4335346.2167,12386703.4762,2477340.6952,16471868.6773,0.0,6856481.9586,1717544.8923,1140749.3979,44448487.1807,386122491.3126,4085165.201,0.0,5574016.5643,3133332.9369,7.0,global,review_period_scale,Periode de revue,planning_policy,ok
opening_stock_bootstrap_scale_0_25,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_0_25\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_0_25\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.25,global,opening_stock_bootstrap_scale,Bootstrap stock initial,model_protection,ok
opening_stock_bootstrap_scale_0_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_0_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_0_5\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.5,global,opening_stock_bootstrap_scale,Bootstrap stock initial,model_protection,ok
opening_stock_bootstrap_scale_0_75,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_0_75\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_0_75\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.75,global,opening_stock_bootstrap_scale,Bootstrap stock initial,model_protection,ok
opening_stock_bootstrap_scale_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,global,opening_stock_bootstrap_scale,Bootstrap stock initial,model_protection,ok
opening_stock_bootstrap_scale_1_25,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_1_25\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\opening_stock_bootstrap_scale_1_25\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.25,global,opening_stock_bootstrap_scale,Bootstrap stock initial,model_protection,ok
external_procurement_enabled_0_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_enabled_0_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_enabled_0_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.0,global,external_procurement_enabled,Appro externe activee,model_protection,ok
external_procurement_enabled_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_enabled_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_enabled_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,global,external_procurement_enabled,Appro externe activee,model_protection,ok
external_procurement_daily_cap_days_scale_0_4,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_0_4\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_0_4\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.4,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_daily_cap_days_scale_0_7,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_0_7\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_0_7\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.7,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_daily_cap_days_scale_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_daily_cap_days_scale_1_3,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_1_3\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_1_3\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.3,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_daily_cap_days_scale_1_6,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_1_6\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_daily_cap_days_scale_1_6\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.6,global,external_procurement_daily_cap_days_scale,Capacite appro externe,model_protection,ok
external_procurement_lead_days_scale_0_6,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_0_6\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_0_6\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.6,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_lead_days_scale_0_8,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_0_8\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_0_8\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.8,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_lead_days_scale_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_lead_days_scale_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_1_2\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.2,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_lead_days_scale_1_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_1_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_lead_days_scale_1_5\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.5,global,external_procurement_lead_days_scale,Delai appro externe,model_protection,ok
external_procurement_cost_multiplier_scale_0_7,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_0_7\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_0_7\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.7,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
external_procurement_cost_multiplier_scale_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
