case_id,case_input,case_output_dir,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,realism_focus,status
external_procurement_cost_multiplier_scale_1_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_1_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_1_5\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.5,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
external_procurement_cost_multiplier_scale_2_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_2_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_2_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,2.0,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
external_procurement_cost_multiplier_scale_3_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_3_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\external_procurement_cost_multiplier_scale_3_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,3.0,global,external_procurement_cost_multiplier_scale,Surcout appro externe,economic_penalty,ok
holding_cost_scale_0_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_0_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_0_5\simulation_output,19766465.3509,0.095417,0.054524,0.21835,0.509029,0.12268,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,21939675.7823,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,2093427.2725,5981220.7786,1196244.1557,17149142.2429,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,2691549.3504,2131254.1763,0.5,global,holding_cost_scale,Cout de stock,economic_penalty,ok
holding_cost_scale_0_75,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_0_75\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_0_75\simulation_output,19766465.3509,0.125957,0.071975,0.192157,0.447966,0.161945,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,24930286.1716,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,3140140.9087,8971831.1679,1794366.2336,20139752.6322,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,4037324.0255,2131254.1763,0.75,global,holding_cost_scale,Cout de stock,economic_penalty,ok
holding_cost_scale_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,global,holding_cost_scale,Cout de stock,economic_penalty,ok
holding_cost_scale_1_25,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_1_25\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_1_25\simulation_output,19766465.3509,0.169308,0.096747,0.154976,0.361287,0.217682,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,30911506.9502,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,5233568.1812,14953051.9464,2990610.3893,26120973.4108,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,6728873.3759,2131254.1763,1.25,global,holding_cost_scale,Cout de stock,economic_penalty,ok
holding_cost_scale_1_5,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_1_5\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\holding_cost_scale_1_5\simulation_output,19766465.3509,0.185247,0.105856,0.141305,0.329417,0.238175,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,33902117.3395,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,6280281.8175,17943662.3357,3588732.4671,29111583.8,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,8074648.0511,2131254.1763,1.5,global,holding_cost_scale,Cout de stock,economic_penalty,ok
demand_item_item_268091_0_8,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_0_8\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_0_8\simulation_output,20407384.5385,0.15185,0.086771,0.164704,0.40144,0.195235,451789.1181,18693674.1085,0.901438,4583791.0571,0.0,119742535.0719,27200550.356,4583791.0571,101464806.1284,10309706.7145,97847540.4227,0.0,32416.3627,0.0,0.0,0.0,0.0,0.0,4130393.5066,11801124.3046,2360224.8609,22720519.3494,0.0,17305552.9132,4480031.0066,4132001.939,122744896.851,866804.8949,10919395.0448,0.0,5310505.9371,1858351.1666,0.8,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268091_0_9,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_0_9\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_0_9\simulation_output,20246032.2074,0.150724,0.086128,0.168566,0.400794,0.193788,518617.9334,19631330.6968,0.895083,4943121.8857,0.0,124391564.1211,27513605.8008,4943121.8857,102942037.5034,12743733.1635,101332451.5463,0.0,33746.3627,0.0,0.0,0.0,0.0,0.0,4146959.0875,11848454.5357,2369690.9071,22875742.6585,0.0,17574923.9945,4637863.1424,4424503.9523,124807677.9482,2035401.2621,11027288.1228,0.0,5331804.5411,1964674.9321,0.9,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268091_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268091_1_1,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_1_1\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_1_1\simulation_output,19564212.9718,0.148378,0.084787,0.174633,0.401431,0.190772,689273.0901,17065358.09,0.878259,5661783.5428,0.0,126125562.154,28018674.389,5661783.5428,105681525.2244,41318000.0,104069237.2669,0.0,36406.3627,0.0,0.0,0.0,0.0,0.0,4157351.8743,11878148.2123,2375629.6425,23125702.1911,0.0,18078543.3742,4892972.1979,4972510.4527,128615872.8936,0.0,11247553.9788,0.0,5345166.6955,2313271.7157,1.1,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268091_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268091_1_2\simulation_output,19636250.0088,0.146731,0.083846,0.17711,0.403659,0.188654,915486.9256,18624170.0935,0.847954,6021114.3714,0.0,129552038.6663,27990589.023,6021114.3714,106462952.8397,41318000.0,104885857.8534,0.0,37736.3627,0.0,0.0,0.0,0.0,0.0,4107082.4275,11734521.2215,2346904.2443,23033182.8224,0.0,18244314.0641,4957406.2006,5105627.4458,129742709.7465,0.0,11298661.6009,0.0,5280534.5497,2519387.8549,1.2,demand_item,demand_item::item:268091,Demande 268091,market_demand,ok
demand_item_item_268967_0_8,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_0_8\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_0_8\simulation_output,21271148.8237,0.15934,0.091052,0.167552,0.37719,0.204866,425739.5461,19708937.0616,0.914176,4960623.8286,0.0,112014073.4691,26311141.1677,4960623.8286,93711439.0191,28509109.243,92306451.0969,0.0,31488.3627,0.0,0.0,0.0,0.0,0.0,4192424.6759,11978356.2167,2395671.2433,21902657.5908,0.0,16001515.8401,4408483.5769,4534884.2825,114086430.6595,1580070.6283,9924301.3741,0.0,5390260.2975,1904855.0018,0.8,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
demand_item_item_268967_0_9,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_0_9\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_0_9\simulation_output,20580456.2608,0.155318,0.088753,0.168779,0.387455,0.199694,499313.6709,19816697.3144,0.902697,5131538.2714,0.0,120397209.9574,27312139.0586,5131538.2714,99484120.7717,28390727.5699,97973750.1714,0.0,33282.3627,0.0,0.0,0.0,0.0,0.0,4242064.8882,12120185.3949,2424037.079,22702412.3085,0.0,16984509.7268,4609726.7501,4632224.6005,120943125.3488,1576034.2816,10582226.9136,0.0,5454083.4277,2028901.9936,0.9,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
demand_item_item_268967_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
demand_item_item_268967_1_1,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_1_1\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_1_1\simulation_output,19260738.7519,0.145974,0.083414,0.173452,0.409479,0.187681,663703.797,18145921.457,0.878739,5473367.1571,0.0,131852033.5218,28468050.7012,5473367.1571,108948983.6506,27533104.3089,107185861.287,0.0,36870.3627,0.0,0.0,0.0,0.0,0.0,4155596.9857,11873134.2447,2374626.8489,23530199.7875,0.0,18593278.5132,4937850.9137,4809663.3601,132152414.2778,1580070.6283,11657065.5428,0.0,5342910.4101,2255756.601,1.1,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
demand_item_item_268967_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\demand_item_item_268967_1_2\simulation_output,18701599.9895,0.143578,0.082044,0.174536,0.415242,0.1846,798979.1048,17038903.4228,0.858444,5644281.6,0.0,134704357.8263,28890831.8553,5644281.6,111962434.6737,27771642.2792,110275619.6077,0.0,38664.3627,0.0,0.0,0.0,0.0,0.0,4148083.3865,11851666.8187,2370333.3637,23848350.7316,0.0,19107738.1517,5042481.1237,4845302.4952,135699844.947,1578449.2773,11996683.9129,0.0,5333250.0684,2366764.2864,1.2,demand_item,demand_item::item:268967,Demande 268967,market_demand,ok
capacity_node_M-1430_0_7,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_0_7\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_0_7\simulation_output,14899034.3178,0.162855,0.09306,0.167341,0.367358,0.209386,865091.9973,14118919.6469,0.836851,5302452.7143,0.0,106602557.924,25014503.1206,5302452.7143,87260624.0207,26308969.6403,86124474.9505,0.0,33871.4539,0.0,0.0,0.0,0.0,0.0,4073746.7258,11639276.3594,2327855.2719,20828563.2632,0.0,14911346.2745,4185939.8573,4437360.717,106412374.8559,1578423.9643,9189286.9039,0.0,5237674.3617,2160337.4245,0.7,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1430_0_85,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_0_85\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_0_85\simulation_output,17004765.1709,0.154831,0.088475,0.170468,0.387158,0.199069,693269.8415,16047396.2616,0.869255,5302452.7143,0.0,117737660.0884,26810237.6389,5302452.7143,97623558.0368,41318000.0,96145271.2647,0.0,34473.9083,0.0,0.0,0.0,0.0,0.0,4151059.0134,11860168.6096,2372033.7219,22239963.171,0.0,16666650.8698,4570274.4679,4609182.8727,118799470.4353,0.0,10379794.5614,0.0,5337075.8743,1975109.6664,0.85,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1430_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1430_1_15,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_1_15\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_1_15\simulation_output,22874170.1677,0.146935,0.083963,0.172174,0.408011,0.188917,505226.1232,21622336.9357,0.904718,5302452.7143,0.0,130885463.0584,28747088.4253,5302452.7143,109612124.9627,12819562.4924,107865946.1912,0.0,35678.8171,0.0,0.0,0.0,0.0,0.0,4223957.5751,12068450.2147,2413690.0429,23797590.9357,0.0,18725014.5156,4949497.4896,4797226.5911,132971089.3483,4647861.7499,11729140.721,0.0,5430802.5966,2163989.4438,1.15,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1430_1_3,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_1_3\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1430_1_3\simulation_output,25628415.7937,0.144588,0.082622,0.173614,0.413278,0.185899,428833.5863,24304389.6796,0.919125,5302452.7143,0.0,135701024.947,29486212.8332,5302452.7143,113498623.14,41318000.0,111760938.2731,0.0,36281.2715,0.0,0.0,0.0,0.0,0.0,4263347.8703,12180993.9151,2436198.783,24366992.0567,0.0,19361320.4769,5119220.7765,4873619.128,137641641.0415,0.0,12185998.1416,0.0,5481447.2618,1831002.029,1.3,capacity_node,capacity_node::M-1430,Capacite M-1430,operations_capacity,ok
capacity_node_M-1810_0_7,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_0_7\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_0_7\simulation_output,19101501.66,0.150867,0.08621,0.165239,0.403711,0.193972,1166018.99,18959076.1505,0.780098,5302452.7143,0.0,120942948.5933,26978089.6335,5302452.7143,101060613.5181,0.0,99475161.8133,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4070107.5296,11628878.6559,2325775.7312,22520243.6624,0.0,17275291.6619,4457845.9711,4136433.7243,122369950.2373,0.0,10891365.0064,0.0,5232995.3952,2212750.7798,0.7,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
capacity_node_M-1810_0_85,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_0_85\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_0_85\simulation_output,19320889.2681,0.149706,0.085546,0.169576,0.402694,0.192479,843176.9816,18875486.9681,0.840984,5302452.7143,0.0,126036663.6523,27459061.0816,5302452.7143,103194286.443,732755.4074,101570442.481,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4110773.1771,11745066.2204,2349013.2441,22802658.5771,0.0,17628869.1468,4656402.5044,4459275.7327,125160151.4764,205923.0957,11057592.3568,0.0,5285279.7992,1966578.8994,0.85,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
capacity_node_M-1810_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
capacity_node_M-1810_1_15,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_1_15\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_1_15\simulation_output,19903977.387,0.150356,0.085918,0.172117,0.398293,0.193315,504181.5262,17942041.8683,0.904915,5302452.7143,0.0,126403178.0778,28152382.1176,5302452.7143,105156478.933,59560700.0,103327905.3026,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4232889.9818,12093971.3766,2418794.2753,23306864.8596,0.0,17969829.5328,4845517.2579,4798271.1881,127892124.844,0.0,11212893.483,0.0,5442287.1195,1994793.3457,1.15,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
capacity_node_M-1810_1_3,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_1_3\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\capacity_node_M-1810_1_3\simulation_output,20387381.9865,0.151581,0.086618,0.171524,0.395388,0.194889,421104.3456,19379396.6903,0.920583,5302452.7143,0.0,127281902.9074,28389029.8011,5302452.7143,105331219.735,77803400.0,103558208.1473,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4303228.1964,12294937.7039,2458987.5408,23519616.609,0.0,18010589.2701,4869413.192,4881348.3687,128158215.7523,0.0,11224678.9051,0.0,5532721.9668,1791875.8509,1.3,capacity_node,capacity_node::M-1810,Capacite M-1810,operations_capacity,ok
supplier_stock_node_SDC-VD0914690A_0_6,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_0_6\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_0_6\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.6,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_stock_node_SDC-VD0914690A_0_8,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_0_8\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_0_8\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,0.8,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_stock_node_SDC-VD0914690A_1_0,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_1_0\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_1_0\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
supplier_stock_node_SDC-VD0914690A_1_2,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_1_2\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_threshold\cases\supplier_stock_node_SDC-VD0914690A_1_2\simulation_output,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,1.2,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,supplier_buffer,ok
