scope,owner_id,owner_type,panel_block,tab_label,asset_kind,classification,figure_kind,series_count,point_count,title,why
edge,edge:SDC-VD0518684A_TO_M-1810_001893,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0518684A_TO_M-1810_001893 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0910216A_TO_M-1810_001893,edge,incoming,,figure,quasi_constant,line_multi,2,14,edge:SDC-VD0910216A_TO_M-1810_001893 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=7
edge,edge:SDC-VD0910216A_TO_M-1810_001893,edge,outgoing,,figure,variable,line_multi,3,21,edge:SDC-VD0910216A_TO_M-1810_001893 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=28.0j avg=19.71j
edge,edge:SDC-VD0910216A_TO_M-1810_001893,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0910216A_TO_M-1810_001893 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD1091642A_TO_M-1810_001893,edge,incoming,,figure,constant,line_multi,2,2,edge:SDC-VD1091642A_TO_M-1810_001893 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=2
edge,edge:SDC-VD1091642A_TO_M-1810_001893,edge,outgoing,,figure,quasi_constant,line_multi,3,3,edge:SDC-VD1091642A_TO_M-1810_001893 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=42.0j avg=45.5j
edge,edge:SDC-VD1091642A_TO_M-1810_001893,edge,third,,figure,constant,bar,0,1,edge:SDC-VD1091642A_TO_M-1810_001893 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0500655A_TO_M-1810_002612,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0500655A_TO_M-1810_002612,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=28.0j avg=28.0j
edge,edge:SDC-VD0500655A_TO_M-1810_002612,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0910216A_TO_M-1810_002612,edge,incoming,,figure,constant,line_multi,2,2,edge:SDC-VD0910216A_TO_M-1810_002612 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1
edge,edge:SDC-VD0910216A_TO_M-1810_002612,edge,outgoing,,figure,quasi_constant,line_multi,3,3,edge:SDC-VD0910216A_TO_M-1810_002612 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=35.0j avg=32.0j
edge,edge:SDC-VD0910216A_TO_M-1810_002612,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0910216A_TO_M-1810_002612 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0990780A_TO_M-1810_002612,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0990780A_TO_M-1810_002612,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=35.0j avg=35.0j
edge,edge:SDC-VD0990780A_TO_M-1810_002612,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD1091642A_TO_M-1810_002612,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD1091642A_TO_M-1810_002612,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=35.0j avg=35.0j
edge,edge:SDC-VD1091642A_TO_M-1810_002612,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0514881A_TO_M-1810_016332,edge,incoming,,figure,constant,line_multi,2,16,edge:SDC-VD0514881A_TO_M-1810_016332 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=8
edge,edge:SDC-VD0514881A_TO_M-1810_016332,edge,outgoing,,figure,variable,line_multi,3,24,edge:SDC-VD0514881A_TO_M-1810_016332 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=49.0j avg=46.62j
edge,edge:SDC-VD0514881A_TO_M-1810_016332,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0514881A_TO_M-1810_016332 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0519670A_TO_M-1810_029313,edge,incoming,,figure,constant,line_multi,2,4,edge:SDC-VD0519670A_TO_M-1810_029313 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=2
edge,edge:SDC-VD0519670A_TO_M-1810_029313,edge,outgoing,,figure,variable,line_multi,3,6,edge:SDC-VD0519670A_TO_M-1810_029313 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=56.0j avg=75.0j
edge,edge:SDC-VD0519670A_TO_M-1810_029313,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0519670A_TO_M-1810_029313 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD1096202A_TO_M-1810_039668,edge,incoming,,figure,constant,line_multi,2,2,edge:SDC-VD1096202A_TO_M-1810_039668 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1
edge,edge:SDC-VD1096202A_TO_M-1810_039668,edge,outgoing,,figure,quasi_constant,line_multi,3,3,edge:SDC-VD1096202A_TO_M-1810_039668 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=35.0j avg=14.0j
edge,edge:SDC-VD1096202A_TO_M-1810_039668,edge,third,,figure,constant,bar,0,1,edge:SDC-VD1096202A_TO_M-1810_039668 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0520132A_TO_M-1810_049371,edge,incoming,,figure,quasi_constant,line_multi,2,36,edge:SDC-VD0520132A_TO_M-1810_049371 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=18
edge,edge:SDC-VD0520132A_TO_M-1810_049371,edge,outgoing,,figure,variable,line_multi,3,54,edge:SDC-VD0520132A_TO_M-1810_049371 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=147.0j avg=148.56j
edge,edge:SDC-VD0520132A_TO_M-1810_049371,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0520132A_TO_M-1810_049371 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0914320A_TO_M-1810_055703,edge,incoming,,figure,constant,line_multi,2,12,edge:SDC-VD0914320A_TO_M-1810_055703 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=6
edge,edge:SDC-VD0914320A_TO_M-1810_055703,edge,outgoing,,figure,variable,line_multi,3,18,edge:SDC-VD0914320A_TO_M-1810_055703 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=21.0j avg=19.17j
edge,edge:SDC-VD0914320A_TO_M-1810_055703,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0914320A_TO_M-1810_055703 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0964290A_TO_M-1810_055703,edge,incoming,,figure,constant,line_multi,2,2,edge:SDC-VD0964290A_TO_M-1810_055703 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1
edge,edge:SDC-VD0964290A_TO_M-1810_055703,edge,outgoing,,figure,quasi_constant,line_multi,3,3,edge:SDC-VD0964290A_TO_M-1810_055703 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=42.0j avg=84.0j
edge,edge:SDC-VD0964290A_TO_M-1810_055703,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0964290A_TO_M-1810_055703 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0505677A_TO_M-1810_099439,edge,incoming,,figure,constant,line_multi,2,18,edge:SDC-VD0505677A_TO_M-1810_099439 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=9
edge,edge:SDC-VD0505677A_TO_M-1810_099439,edge,outgoing,,figure,variable,line_multi,3,27,edge:SDC-VD0505677A_TO_M-1810_099439 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=35.0j avg=32.0j
edge,edge:SDC-VD0505677A_TO_M-1810_099439,edge,third,,figure,constant,bar,0,1,edge:SDC-VD0505677A_TO_M-1810_099439 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-VD0901566A_TO_M-1810_338928,edge,incoming,,figure,variable,line_multi,2,1388,edge:SDC-VD0901566A_TO_M-1810_338928 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=694
edge,edge:SDC-VD0901566A_TO_M-1810_338928,edge,outgoing,,figure,variable,line_multi,3,2082,edge:SDC-VD0901566A_TO_M-1810_338928 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=70.0j avg=70.73j
edge,edge:SDC-VD0901566A_TO_M-1810_338928,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0901566A_TO_M-1810_338928 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0914360C_TO_M-1810_338929,edge,incoming,,figure,variable,line_multi,2,2354,edge:SDC-VD0914360C_TO_M-1810_338929 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1177
edge,edge:SDC-VD0914360C_TO_M-1810_338929,edge,outgoing,,figure,variable,line_multi,3,3531,edge:SDC-VD0914360C_TO_M-1810_338929 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=42.0j avg=41.39j
edge,edge:SDC-VD0914360C_TO_M-1810_338929,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0914360C_TO_M-1810_338929 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0989480A_TO_M-1810_426331,edge,incoming,,figure,constant,line_multi,2,22,edge:SDC-VD0989480A_TO_M-1810_426331 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=11
edge,edge:SDC-VD0989480A_TO_M-1810_426331,edge,outgoing,,figure,variable,line_multi,3,33,edge:SDC-VD0989480A_TO_M-1810_426331 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=28.0j avg=24.82j
edge,edge:SDC-VD0989480A_TO_M-1810_426331,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0989480A_TO_M-1810_426331 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=True
edge,edge:SDC-1450_TO_M-1810_693055,edge,incoming,,figure,variable,line_multi,2,2354,edge:SDC-1450_TO_M-1810_693055 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1177
edge,edge:SDC-1450_TO_M-1810_693055,edge,outgoing,,figure,variable,line_multi,3,3531,edge:SDC-1450_TO_M-1810_693055 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=70.0j avg=68.3j
edge,edge:SDC-1450_TO_M-1810_693055,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-1450_TO_M-1810_693055 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:M-1430_TO_DC-1910_268967,edge,incoming,,figure,variable,line_multi,2,1474,edge:M-1430_TO_DC-1910_268967 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=737
edge,edge:M-1430_TO_DC-1910_268967,edge,outgoing,,figure,variable,line_multi,3,2211,edge:M-1430_TO_DC-1910_268967 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=2.5j avg=2.99j
edge,edge:M-1430_TO_DC-1910_268967,edge,third,,figure,constant,bar,0,1,edge:M-1430_TO_DC-1910_268967 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:M-1810_TO_DC-1910_268091,edge,incoming,,figure,variable,line_multi,2,2528,edge:M-1810_TO_DC-1910_268091 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1264
edge,edge:M-1810_TO_DC-1910_268091,edge,outgoing,,figure,variable,line_multi,3,3792,edge:M-1810_TO_DC-1910_268091 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=2.5j avg=2.97j
edge,edge:M-1810_TO_DC-1910_268091,edge,third,,figure,bar_variable,bar,0,2,edge:M-1810_TO_DC-1910_268091 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:DC-1910_TO_C-XXXXX_268967,edge,incoming,,figure,variable,line_multi,2,1474,edge:DC-1910_TO_C-XXXXX_268967 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=737
edge,edge:DC-1910_TO_C-XXXXX_268967,edge,outgoing,,figure,variable,line_multi,3,2211,edge:DC-1910_TO_C-XXXXX_268967 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=2.0j avg=2.43j
edge,edge:DC-1910_TO_C-XXXXX_268967,edge,third,,figure,constant,bar,0,1,edge:DC-1910_TO_C-XXXXX_268967 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:DC-1910_TO_C-XXXXX_268091,edge,incoming,,figure,variable,line_multi,2,2372,edge:DC-1910_TO_C-XXXXX_268091 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1186
edge,edge:DC-1910_TO_C-XXXXX_268091,edge,outgoing,,figure,variable,line_multi,3,3558,edge:DC-1910_TO_C-XXXXX_268091 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=2.0j avg=2.48j
edge,edge:DC-1910_TO_C-XXXXX_268091,edge,third,,figure,bar_variable,bar,0,2,edge:DC-1910_TO_C-XXXXX_268091 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0949099A_TO_SDC-1450_021081,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0949099A_TO_SDC-1450_021081,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=120.0j avg=120.0j
edge,edge:SDC-VD0949099A_TO_SDC-1450_021081,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0960508A_TO_SDC-1450_021081,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0960508A_TO_SDC-1450_021081,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=120.0j avg=120.0j
edge,edge:SDC-VD0960508A_TO_SDC-1450_021081,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0972460A_TO_SDC-1450_021081,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0972460A_TO_SDC-1450_021081,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=120.0j avg=120.0j
edge,edge:SDC-VD0972460A_TO_SDC-1450_021081,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0975221A_TO_SDC-1450_021081,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0975221A_TO_SDC-1450_021081,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=120.0j avg=120.0j
edge,edge:SDC-VD0975221A_TO_SDC-1450_021081,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:M-1450_TO_M-1430_773474,edge,incoming,,figure,variable,line_multi,2,138,edge:M-1450_TO_M-1430_773474 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=72
edge,edge:M-1450_TO_M-1430_773474,edge,outgoing,,figure,variable,line_multi,3,207,edge:M-1450_TO_M-1430_773474 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=2.0j avg=2.78j
edge,edge:M-1450_TO_M-1430_773474,edge,third,,figure,constant,bar,0,1,edge:M-1450_TO_M-1430_773474 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0949099A_TO_M-1450_021081,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0949099A_TO_M-1450_021081,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=3.0j avg=3.0j
edge,edge:SDC-VD0949099A_TO_M-1450_021081,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0960508A_TO_M-1450_021081,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0960508A_TO_M-1450_021081,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=3.0j avg=3.0j
edge,edge:SDC-VD0960508A_TO_M-1450_021081,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0972460A_TO_M-1450_021081,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0972460A_TO_M-1450_021081,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=3.0j avg=3.0j
edge,edge:SDC-VD0972460A_TO_M-1450_021081,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0975221A_TO_M-1450_021081,edge,incoming,,none,,,0,0,,figure edge derivee des ordres / quantites de la lane; shipment_rows=0
edge,edge:SDC-VD0975221A_TO_M-1450_021081,edge,outgoing,,none,,,0,0,,figure edge derivee des lead times observes; planned=3.0j avg=3.0j
edge,edge:SDC-VD0975221A_TO_M-1450_021081,edge,third,,none,,,0,0,,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0951020A_TO_M-1810_007923,edge,incoming,,figure,quasi_constant,line_multi,2,2186,edge:SDC-VD0951020A_TO_M-1810_007923 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1093
edge,edge:SDC-VD0951020A_TO_M-1810_007923,edge,outgoing,,figure,variable,line_multi,3,3279,edge:SDC-VD0951020A_TO_M-1810_007923 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=3.0j avg=3.51j
edge,edge:SDC-VD0951020A_TO_M-1810_007923,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0951020A_TO_M-1810_007923 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
edge,edge:SDC-VD0956464A_TO_M-1810_007923,edge,incoming,,figure,quasi_constant,line_multi,2,2186,edge:SDC-VD0956464A_TO_M-1810_007923 - releases / receipts,figure edge derivee des ordres / quantites de la lane; shipment_rows=1093
edge,edge:SDC-VD0956464A_TO_M-1810_007923,edge,outgoing,,figure,variable,line_multi,3,3279,edge:SDC-VD0956464A_TO_M-1810_007923 - lead / lead cover / order_date IMT,figure edge derivee des lead times observes; planned=3.0j avg=3.53j
edge,edge:SDC-VD0956464A_TO_M-1810_007923,edge,third,,figure,bar_variable,bar,0,2,edge:SDC-VD0956464A_TO_M-1810_007923 - statuts du carnet d'ordres,barres de statut / risque de lane; qty_constant_flag=False
