day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,44.0,44.0,0.0,0.0,42.5,575.2484,36951.5842,1177.1437,61.135,44.1736,1039.9344,0.0,0.0
1,44.0,44.0,0.0,73.08,44.0,219.7729,35117.1894,1115.7224,109.8942,71.412,2551.8635,0.0,0.0
2,44.0,44.0,0.0,0.0,44.0,213.1751,33088.5163,1049.6302,146.1142,89.4803,3465.8152,0.0,732.371
3,48.0,48.0,0.0,143.5161,46.696,226.1034,31075.2997,979.5171,147.9266,91.3919,3499.8359,0.0,2448.2683
4,52.0,52.0,0.0,88.7272,47.5,1291.4099,28974.158,911.6871,182.043,102.4069,3499.8359,1039.9344,3158.2519
5,56.0,56.0,0.0,337.1491,47.5,2827.435,27093.3421,842.6614,231.5592,117.7671,3499.8359,2551.8635,2356.3064
6,56.0,56.0,0.0,323.2152,47.5,3766.2907,25173.6884,779.1707,262.2401,127.1557,3499.8359,3465.8152,640.4091
7,56.0,56.0,0.0,230.4702,47.5,3733.5714,23228.0296,711.3544,216.8619,107.5741,2403.9297,3499.8359,6.6373
8,52.0,48.0,4.0,146.3876,46.992,3664.0267,21312.0239,650.4016,147.1239,88.5847,713.2269,3499.8359,0.0
9,48.0,26.48,25.52,240.0617,44.9984,2385.525,20931.7424,646.6248,86.2568,87.2827,184.152,3499.8359,14.2208
10,44.0,69.52,0.0,363.0323,42.9997,1588.281,21571.0286,668.2021,59.7743,81.1761,190.0,3499.8359,94.3722
11,44.0,24.52,19.48,3365.1412,44.1983,1671.5223,23992.7749,757.3189,61.8742,84.8058,190.0,2403.9297,162.5288
12,44.0,63.48,0.0,3710.8825,44.0397,1953.89,24626.5003,778.456,71.7165,100.6557,190.0,713.2269,142.2322
13,48.0,28.52,19.48,3094.3954,46.6999,2109.7978,23884.0822,749.5155,76.1727,114.1496,190.0,184.152,51.48
14,52.0,20.576,50.904,3054.8852,47.5,1691.5897,23530.4082,749.774,77.1497,106.7774,552.6398,190.0,0.244
15,56.0,72.5,34.404,4730.5412,47.5,553.7262,25938.3298,858.4725,104.0428,97.9804,2094.243,190.0,0.0
16,56.0,55.48,34.924,329.6846,47.5,331.2515,24184.8894,798.71,147.7335,99.0281,3386.5212,190.0,406.4038
17,56.0,9.1181,81.8059,588.7609,47.5,231.7195,22836.4192,738.4114,148.1478,91.8511,3499.8359,190.0,2042.763
18,52.0,40.8819,92.924,1743.7639,46.992,681.229,22560.5093,740.4744,163.1315,96.1147,3499.8359,552.6398,3350.719
19,48.0,89.5,51.424,291.1062,44.9984,2362.4444,20785.7399,684.0216,217.5549,112.1873,3500.2112,2094.243,2882.7702
20,44.0,20.0,75.424,249.4638,42.9997,3616.5122,19219.4317,629.6431,257.0782,124.1617,3509.3462,3386.5212,931.4034
21,44.0,11.85,107.574,812.2145,44.1983,3754.8119,18113.5379,577.5878,221.5325,108.3521,2481.5503,3499.8359,9.566
22,44.0,0.0,151.574,1954.4057,44.0397,3687.0524,18107.7131,574.0531,149.1584,88.3428,726.4598,3499.8359,8.6975
23,48.0,192.3496,7.2244,2600.2493,46.6999,2517.4182,19615.758,615.9647,90.8162,89.1556,202.422,3500.2112,36.3564
24,52.0,46.0744,13.15,221.6361,47.5,1910.3087,19503.9638,612.2214,70.8326,85.2636,208.27,3509.3462,125.1331
25,56.0,56.924,12.226,286.1973,47.5,1981.572,18346.8219,571.4112,73.4547,88.8905,208.27,2481.5503,188.8541
26,56.0,24.3417,43.8843,3350.4782,47.5,2005.5046,18507.5202,587.3302,72.832,102.1655,206.7571,726.4598,166.2558
27,56.0,23.54,76.3443,167.3393,47.5,2127.1789,14840.1692,466.1319,77.0313,114.5662,197.6221,202.422,77.1038
28,52.0,25.0,103.3443,6272.1596,46.992,1064.7771,18380.619,629.8579,83.2968,118.7207,1194.886,208.27,4.2479
29,48.0,63.8996,87.4448,456.7455,44.9984,353.2645,16920.2963,573.5961,118.927,112.649,2669.0403,208.27,0.0
