product_code,alignment,metric_id,metric_label,comparison_role,source_date,source_day,sim_day,observed_value_eur,simulated_value_eur,gap_eur,gap_pct
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-01-06,5,5,220644.25,196654.28156026002,-23989.968439739983,-10.872691420574062
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-01-13,12,12,202836.97,196654.28156026002,-6182.6884397399845,-3.048107275384751
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-01-20,19,19,229908.04,260670.05479026,30762.01479026,13.38013876776993
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-01-27,26,26,207844.71,260670.05479026,52825.34479026002,25.415775455752527
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-02-03,33,33,204819.55,309555.51079026,104735.96079026,51.13572449029402
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-02-10,40,40,204816.91,319988.01079026,115171.10079025998,56.23124613600507
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-02-17,47,47,235695.96,370058.01079026,134362.05079026,57.00651415079834
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-02-24,54,54,284703.12,370058.01079026,85354.89079025999,29.980314508060182
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-03-03,61,61,267389.54,370058.01079026,102668.47079026,38.396592024602015
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-03-10,68,68,248241.29,370058.01079026,121816.72079025998,49.07190129017617
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-03-17,75,75,262994.07,387398.01079026,124403.94079025998,47.30294519198094
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-03-24,82,82,199951.95,398258.01079026,198306.06079025997,99.17685763517684
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-03-31,89,89,217097.43,398258.01079026,181160.58079026,83.446672210841
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-04-07,96,96,188514.27,398258.01079026,209743.74079026,111.26146619577393
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-04-14,103,103,181337.72,398258.01079026,216920.29079025998,119.62226655891558
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-04-21,110,110,227641.26,398258.01079026,170616.75079025998,74.94983589102432
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-04-28,117,117,212287.9,398258.01079026,185970.11079026,87.60278413902064
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-05-05,124,124,206964.49,398258.01079026,191293.52079026,92.42818455970877
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-05-12,131,131,242401.58,398258.01079026,155856.43079026,64.29678832549689
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-05-19,138,138,234418.65,398258.01079026,163839.36079026,69.89177729257463
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-05-26,145,145,275919.95,398258.01079026,122338.06079025997,44.33824404152725
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-06-02,152,152,281205.25,398258.01079026,117052.76079025998,41.625382452944955
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-06-09,159,159,263831.65,398258.01079026,134426.36079025996,50.95156733100822
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-06-16,166,166,245626.38,398258.01079026,152631.63079025998,62.13975501746188
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-06-23,173,173,226080.81,398258.01079026,172177.20079026,76.15737080482859
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-06-30,180,180,260360.09,398258.01079026,137897.92079026,52.96430831248368
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-07-07,187,187,244808.06,398258.01079026,153449.95079026,62.681739641358206
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-07-14,194,194,222549.86,398258.01079026,175708.15079026,78.95226300760648
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-07-21,201,201,238918.79,398258.01079026,159339.22079025998,66.69179129454822
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-07-28,208,208,264882.35,398258.01079026,133375.66079026,50.352792773946625
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-08-04,215,215,259584.68,398258.01079026,138673.33079026,53.42123070986315
268091,same_day,stock_total_value,Stock composant total valorise,direct_real_like,2025-08-11,222,222,307672.96,398258.01079026,90585.05079025996,29.441992819342968
