product_code,alignment,component_item_id,mean_stock_qty,unit_value_eur,mean_stock_value_eur,max_stock_value_eur,value_source,snapshot_count,share_of_simulated_stock_pct
268091,same_day,item:002612,83457.18192273077,1.26,105156.04922264077,110825.60111406,inventory_state_unit_value_basis,52,27.914960763425952
268091,same_day,item:338928,364647.0941923846,0.14131,51528.28088032587,65535.508272,inventory_state_unit_value_basis,52,13.678813055591569
268091,same_day,item:001757,9179.878956461538,5.43,49846.74273358615,56235.89013359999,inventory_state_unit_value_basis,52,13.23242816632039
268091,same_day,item:338929,181462.54803853846,0.21585,39168.69099411852,284608.75848,inventory_state_unit_value_basis,52,10.397808593403866
268091,same_day,item:007923,15082.189149846154,2.0,30164.378299692307,30717.0864,inventory_state_unit_value_basis,52,8.00750354272298
268091,same_day,item:001848,7598.522757346153,2.89,21959.730768730384,25593.8448552,inventory_state_unit_value_basis,52,5.8294794005300306
268091,same_day,item:001893,4213.880607865384,4.64,19552.406020495382,203560.36056431997,inventory_state_unit_value_basis,52,5.190425571591241
268091,same_day,item:049371,1009.4549717692307,14.65,14788.51533641923,16660.986748,inventory_state_unit_value_basis,52,3.9257924619383933
268091,same_day,item:055703,422.6211149230769,34.775,14696.64927145,15940.029573,inventory_state_unit_value_basis,52,3.9014054902133823
268091,same_day,item:426331,23393.268797634613,0.50393,11788.569945192012,13004.4780516,inventory_state_unit_value_basis,52,3.129420227458345
268091,same_day,item:099439,1190.3791986538463,9.17,10915.777251655769,12499.6314016,inventory_state_unit_value_basis,52,2.8977267207625523
268091,same_day,item:016332,198.7768124423077,27.62,5490.215559656539,6635.1503904,inventory_state_unit_value_basis,52,1.4574449407668053
268091,same_day,item:039668,124.67553438461539,12.21,1522.288274836154,1564.4668116000003,inventory_state_unit_value_basis,52,0.40411006096951446
268091,same_day,item:029313,59.473334384615384,2.07,123.10980217615382,130.26046319999998,inventory_state_unit_value_basis,52,0.03268100430498621
268091,previous_day,item:002612,83027.41177007693,1.26,104614.53883029692,110825.60111406,inventory_state_unit_value_basis,52,28.001174823983238
268091,previous_day,item:338928,366086.579436,0.14131,51731.69454010116,65535.508272,inventory_state_unit_value_basis,52,13.846528780364556
268091,previous_day,item:001757,9143.75514203846,5.43,49650.59042126884,56235.89013359999,inventory_state_unit_value_basis,52,13.289499509768957
268091,previous_day,item:338929,178767.41789753846,0.21585,38586.947153183675,280291.75848,inventory_state_unit_value_basis,52,10.328199743945971
268091,previous_day,item:007923,15086.864597923077,2.0,30173.729195846154,30717.0864,inventory_state_unit_value_basis,52,8.0763140166874
268091,previous_day,item:001848,7600.276050384615,2.89,21964.79778561154,25593.8448552,inventory_state_unit_value_basis,52,5.879107719110165
268091,previous_day,item:001893,3764.9847970384617,4.64,17469.52945825846,203560.36056431997,inventory_state_unit_value_basis,52,4.675902163531355
268091,previous_day,item:049371,1011.6173665,14.65,14820.194419225,16660.986748,inventory_state_unit_value_basis,52,3.966779947587541
268091,previous_day,item:055703,422.73800111538463,34.775,14700.7139887875,15940.029573,inventory_state_unit_value_basis,52,3.934799761485948
268091,previous_day,item:426331,23409.10313530769,0.50393,11796.549342975604,13004.4780516,inventory_state_unit_value_basis,52,3.1574697376264007
268091,previous_day,item:099439,1193.3013536923077,9.17,10942.573413358461,12499.6314016,inventory_state_unit_value_basis,52,2.9288941536965876
268091,previous_day,item:016332,199.47812965384614,27.62,5509.585941039231,6635.1503904,inventory_state_unit_value_basis,52,1.4746982672557643
268091,previous_day,item:039668,124.73397750000001,12.21,1523.0018652750002,1564.4668116000003,inventory_state_unit_value_basis,52,0.4076473687466793
268091,previous_day,item:029313,59.5317775,2.07,123.23077942499998,130.26046319999998,inventory_state_unit_value_basis,52,0.032984006209429734
268967,same_day,item:333362,3669173.076923077,0.27321,1002454.7763461539,1946798.8365,inventory_state_unit_value_basis,52,55.349375081323174
268967,same_day,item:038005,107591.89885201924,4.57,491694.97775372793,574504.39446439,inventory_state_unit_value_basis,52,27.14836658117376
268967,same_day,item:042342,121193962.42307693,0.00221,267838.656955,306637.49116000003,inventory_state_unit_value_basis,52,14.788400070389889
268967,same_day,item:708073,8929.5225,3.59,32056.985774999997,37073.4992,inventory_state_unit_value_basis,52,1.7699892020110717
268967,same_day,item:344135,3091480.769230769,0.00403,12458.6675,16975.165999999997,inventory_state_unit_value_basis,52,0.6878908423025706
268967,same_day,item:734545,10871.692307692309,0.42644,4636.124467692308,15390.816616,inventory_state_unit_value_basis,52,0.25597822279954247
268967,previous_day,item:333362,3653019.230769231,0.27321,998041.3840384616,1946798.8365,inventory_state_unit_value_basis,52,55.405330085168
268967,previous_day,item:038005,106438.05269817308,4.57,486421.900830651,574504.39446439,inventory_state_unit_value_basis,52,27.003254982399092
268967,previous_day,item:042342,121193962.42307693,0.00221,267838.656955,306637.49116000003,inventory_state_unit_value_basis,52,14.868811489672632
268967,previous_day,item:708073,8929.5225,3.59,32056.985774999997,37073.4992,inventory_state_unit_value_basis,52,1.7796134577230749
268967,previous_day,item:344135,3077634.6153846155,0.00403,12402.867499999998,16975.165999999997,inventory_state_unit_value_basis,52,0.6885335406228207
268967,previous_day,item:734545,10748.615384615385,0.42644,4583.639544615385,15390.816616,inventory_state_unit_value_basis,52,0.25445644441439086
