day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,522.5439,1066692.4675,42280.9876,254.5699,42.9793,1062.84,0.0,0.0
1,47.5,0.0,87.5,64.96,82.0,264.6474,1064782.2082,42217.5715,182.3392,74.5233,2450.706,0.0,0.0
2,52.5,0.0,140.0,20.0,93.2,311.7661,1062635.158,42148.6353,228.5825,88.7503,3017.1,0.0,942.156
3,60.0,0.0,200.0,178.904,94.64,316.219,1060643.9861,42079.7042,231.4983,88.9505,3017.1,0.0,2450.706
4,55.0,0.0,255.0,149.2,94.928,1424.3496,1058578.1049,42010.77,757.2974,100.0629,3017.1,1062.84,2896.416
5,50.0,43.0,262.0,174.2,94.9856,2794.2737,1056512.2228,41941.8357,1390.3045,113.7684,3017.1,2450.706,1954.26
6,45.0,43.0,264.0,199.2,91.223,3278.4945,1054696.7968,41881.6406,1631.1279,132.1003,3105.5518,3017.1,331.8422
7,40.0,0.0,304.0,205.002,86.2446,3209.7359,1053188.0121,41828.075,1537.7073,127.8487,1747.1929,3017.1,0.0
8,47.5,75.0,276.5,141.9822,91.2489,3154.0961,1051406.8918,41769.8281,1439.8607,105.6329,200.0,3017.1,63.4403
9,52.5,50.0,279.0,193.8064,95.0,1770.8678,1050943.4303,41765.2355,809.1363,92.2216,200.0,3017.1,163.4403
10,60.0,68.7356,270.2644,210.9041,95.0,1857.4441,1050480.2063,41760.651,846.1577,106.3633,200.0,3105.5518,174.9884
11,55.0,50.0,275.2644,307.3971,95.0,1923.0744,1048708.2217,41698.4298,870.1713,119.4008,200.0,1747.1929,104.0462
12,50.0,50.0,275.2644,164.7942,95.0,1902.1322,1045267.3835,41574.16,847.977,123.5528,200.0,200.0,4.0462
13,45.0,0.0,320.2644,1298.3645,91.226,1850.2068,1043205.3095,41500.8542,839.8041,89.4702,96.4982,200.0,0.0
14,40.0,116.8601,243.4044,248.0444,86.2452,598.6608,1041416.6822,41440.051,288.4118,62.6922,1017.3733,200.0,0.0
15,47.5,0.0,290.9044,294.2411,91.249,345.5866,1039854.2304,41390.2276,235.4772,75.6491,2412.753,200.0,0.0
16,52.5,48.1245,295.2799,236.6715,95.0,339.8197,1038049.4574,41329.3045,247.8718,89.2254,3017.1,200.0,904.203
17,60.0,93.7356,261.5443,245.234,95.0,318.5822,1036125.3716,41264.2439,233.0969,89.013,3017.1,96.4982,2412.753
18,55.0,23.1245,293.4197,239.5432,95.0,1399.4172,1034106.2462,41195.3178,752.4601,99.8893,3020.4984,1017.3733,2903.9298
19,50.0,0.0,343.4197,1660.1489,95.0,2746.1853,1033579.4627,41187.5419,1371.8061,113.56,3030.6484,2412.753,1999.7267
20,45.0,48.1245,340.2952,233.4108,91.226,3265.1252,1031806.492,41126.5201,1621.5217,128.7991,3104.8405,3017.1,379.9437
21,40.0,68.7356,311.5596,3267.1317,86.2452,3201.3637,1033299.4735,41193.6389,1538.3459,122.3529,1791.9512,3017.1,11.0051
22,47.5,100.0,259.0596,304.0527,91.249,3285.4243,1031527.4939,41133.5871,1524.8955,107.3522,220.3001,3020.4984,59.4242
23,52.5,73.113,238.4466,198.6802,95.0,1705.5307,1031124.6786,41129.2151,762.5967,91.9742,220.3,3030.6484,156.0258
24,60.0,0.0,298.4466,106.4676,74.8309,562.5589,1033356.8186,41224.0148,231.7425,88.4176,220.3,3104.8405,138.0971
25,55.0,43.7356,309.711,289.5438,79.3219,965.3843,1033692.6373,41241.0979,426.0753,102.598,204.4311,1791.9512,62.5288
26,50.0,70.6226,289.0884,255.9314,74.6594,673.7123,1033020.1388,41217.8483,272.0495,80.7916,103.6,220.3001,12.5288
27,45.0,0.0,334.0884,116.239,77.4349,874.9656,1031753.9903,41173.2786,382.5063,57.5807,58.7548,220.3,0.0
28,40.0,37.2773,336.8111,384.6512,74.9445,884.7061,1030720.8958,41130.9214,395.9785,36.3917,0.0,220.3,0.0
29,47.5,25.0,359.3111,1649.5779,68.1245,248.0395,1032238.1993,41195.1466,93.6133,17.7532,0.0,204.4311,0.0
