snapshot_dt,day,sim_day,real_value_eur,day_sim,physical_stock_value_eur,mrp_target_excess_eur,physical_minus_future_need_7d_eur,useful_for_future_need_7d_eur,physical_minus_future_need_14d_eur,useful_for_future_need_14d_eur,physical_minus_future_need_21d_eur,useful_for_future_need_21d_eur,physical_minus_future_need_30d_eur,useful_for_future_need_30d_eur,physical_minus_future_need_45d_eur,useful_for_future_need_45d_eur,physical_minus_future_need_60d_eur,useful_for_future_need_60d_eur,physical_minus_future_need_90d_eur,useful_for_future_need_90d_eur,physical_minus_future_need_120d_eur,useful_for_future_need_120d_eur,physical_minus_future_need_180d_eur,useful_for_future_need_180d_eur,physical_minus_future_need_270d_eur,useful_for_future_need_270d_eur,physical_minus_future_need_365d_eur,useful_for_future_need_365d_eur,physical_minus_future_need_540d_eur,useful_for_future_need_540d_eur,physical_minus_future_need_730d_eur,useful_for_future_need_730d_eur,physical_minus_future_need_lead_only_eur,useful_for_future_need_lead_only_eur,physical_minus_future_need_safety_only_eur,useful_for_future_need_safety_only_eur,physical_minus_future_need_lead_plus_safety_eur,useful_for_future_need_lead_plus_safety_eur
2025-08-04 00:06:53,215,214,927498.18,214,1201847.8426013151,1139333.0756706551,1201847.8426013151,0.0,1201847.8426013151,0.0,1201847.8426013151,0.0,1160603.020860515,41244.8217408,1084987.514335715,116860.32826559998,1060355.190240515,141492.65236079998,1047488.3756381151,154359.4669632,1034203.128040515,167644.7145608,968404.5395453151,233443.30305599998,943336.631770115,258511.21083119998,917274.968920515,284572.87368079997,885065.2805989151,316782.56200239994,848205.065538915,353642.77706239995,1087498.948425315,114348.89417599999,1197801.022985315,4046.8196160000016,1054381.866659315,147465.97594199996
2025-08-11 00:06:43,222,221,927498.18,221,1201847.8426013151,1138957.9601840351,1201847.8426013151,0.0,1201847.8426013151,0.0,1167477.157817315,34370.684784,1126232.336076515,75615.5065248,1060355.190240515,141492.65236079998,1060355.190240515,141492.65236079998,1045971.556030515,155876.28657079997,1030280.318710515,171567.5238908,962353.9521705151,239493.89043079998,939874.5658565151,261973.27674479998,916072.8627005151,285774.9799008,881460.815233165,320387.02736814995,847495.4535589151,354352.38904239994,1060177.432159315,141670.41044199996,1194521.367977315,7326.4746239999995,1048259.238628115,153588.60397319996
2025-08-18 00:06:33,229,228,927498.18,228,1201847.8426013151,1138263.523175575,1201847.8426013151,0.0,1167477.157817315,34370.684784,1139980.609990115,61867.2326112,1091861.651292515,109986.19130879999,1060355.190240515,141492.65236079998,1060355.190240515,141492.65236079998,1044663.9529205151,157183.8896808,1019819.493830515,182028.3487708,960851.559783085,240996.28281822999,935907.6153305151,265940.2272708,915772.576533085,286075.26606823,881418.4376005151,320429.4050008,846253.774493685,355594.06810762995,1054470.1706045151,147377.67199679997,1183946.9023493151,17900.940252,1043591.476874115,158256.36572719997
2025-08-25 00:08:15,236,235,951028.42,235,1201847.8426013151,1137554.843374495,1167477.157817315,34370.684784,1139980.609990115,61867.2326112,1105609.925206115,96237.9173952,1060355.190240515,141492.65236079998,1060355.190240515,141492.65236079998,1057739.984020515,144107.85858079998,1040741.143590515,161106.6990108,1009358.668950515,192489.1736508,957846.294233085,244001.54836823,935306.562220515,266541.28038079996,915772.576533085,286075.26606823,877771.5946021151,324076.24799919996,844479.744543685,357368.09805762995,1048303.908740515,153543.93386079997,1146858.041945315,54989.800656,1042528.325274115,159319.51732719995
2025-09-01 00:08:34,243,242,936323.01,242,1167477.157817315,1083343.504473315,1139980.609990115,27496.547827199996,1105609.925206115,61867.2326112,1060355.190240515,107121.96757679999,1060355.190240515,107121.96757679999,1060355.190240515,107121.96757679999,1049894.365360515,117582.79245679999,1035510.731150515,131966.4266668,1008051.0658405151,159426.09197679997,954841.028683085,212636.12913423,933804.169833085,233672.98798422999,912767.3109830851,254709.84683422997,876555.9802693151,290921.17754799995,844479.744543685,322997.41327362997,1046547.086678515,120930.07113879998,1119539.283142115,47937.87467519999,1039596.8141165151,127880.34370079997
2025-09-08 00:08:41,250,249,954057.28,249,1139980.609990115,1075283.284364315,1105609.925206115,34370.684784,1060355.190240515,79625.41974959998,1060355.190240515,79625.41974959998,1060355.190240515,79625.41974959998,1057739.9840205149,82240.62596959999,1045971.5560305151,94009.0539596,1032895.524930515,107085.0850596,998531.715199715,141448.8947904,953722.829510915,186257.7804792,933804.169833085,206176.44015702998,909762.0454330851,230218.56455702995,875129.4905831651,264851.11940694996,844479.744543685,295500.86544643,1043861.6874005151,96118.92258959998,1082405.490718115,57575.11927199999,1032090.9428445151,107889.66714559997
2025-09-15 00:09:32,257,256,1070103.57,256,1105609.925206115,1032096.0918621151,1060355.190240515,45254.73496559999,1060355.190240515,45254.73496559999,1060355.190240515,45254.73496559999,1060355.190240515,45254.73496559999,1051254.272594915,54355.65261119999,1045971.556030515,59638.36917559999,1021127.0969405151,84482.8282656,988437.0191905149,117172.90601559999,951991.796554115,153618.12865199998,933804.169833085,171805.75537302997,909762.0454330851,195847.87977302997,870908.607483165,234701.31772294996,842705.714593685,262904.21061242995,1038533.727580515,67076.19762559998,1060135.117940515,45474.807265599986,1029631.404644115,75978.52056199998
2025-09-22 00:06:49,264,263,1134444.24,263,1060355.190240515,1007303.936896515,1060355.190240515,0.0,1060355.190240515,0.0,1060355.190240515,0.0,1058786.066508515,1569.1237320000002,1045971.556030515,14383.634210000002,1043722.478681315,16632.7115592,1010666.272060515,49688.91817999999,984514.2098605148,75840.98038,951835.763133085,108519.42710742999,933804.169833085,126551.02040742998,906786.113833165,153569.07640734996,870908.607483165,189446.58275734997,842705.714593685,217649.47564683,1033629.530598115,26725.659642399987,1059347.922510515,1007.2677299999974,1026075.479234115,34279.711006399986
2025-09-29 00:06:39,271,270,991637.45,270,1060355.190240515,1007303.936896515,1060355.190240515,0.0,1060355.190240515,0.0,1060355.190240515,0.0,1052509.571580515,7845.618660000002,1045971.556030515,14383.634210000002,1035510.731150515,24844.45909,1008051.065840515,52304.12439999999,975936.3334589149,84418.85678159998,951835.763133085,108519.42710742999,929488.368115715,130866.82212479998,905730.724256515,154624.46598399995,868798.165933165,191557.02430734996,842705.714593685,217649.47564683,1029317.580824115,31037.609416399988,1059060.080690515,1295.109549999998,1016438.590184115,43916.6000564
2025-10-06 00:07:10,278,277,896029.67,277,1060355.190240515,1007303.936896515,1060355.190240515,0.0,1060355.190240515,0.0,1056432.3809105149,3922.809330000001,1045971.556030515,14383.634210000002,1044663.952920515,15691.237320000004,1032895.524930515,27459.665310000004,1002297.612156515,58057.578084,964157.1115005149,96198.07874,951835.763133085,108519.42710742999,927793.638733085,132561.55150742998,903198.1943965149,157156.99584399996,868798.165933165,191557.02430734996,837560.885838915,222794.30440159998,1022276.841634115,38078.34860639999,1058840.526040515,1514.664199999998,1012458.158014115,47897.03222639999
2025-10-13 00:06:49,285,284,888479.56,284,1060355.190240515,1007303.936896515,1060355.190240515,0.0,1056432.3809105149,3922.809330000001,1047279.1591405149,13076.031100000004,1045971.556030515,14383.634210000002,1036190.6847677149,24164.505472800003,1024892.993897315,35462.196343200005,991052.225410515,69302.96483,960851.559783085,99503.63045743,951835.763133085,108519.42710742999,926026.302202115,134328.88803839998,902083.881258115,158271.30898239996,866831.065606915,193524.12463359997,837560.885838915,222794.30440159998,1014261.4898805149,46093.70035999999,1055650.694118515,4704.496121999999,1008260.729754115,52094.46048639999
2025-10-20 00:07:14,292,291,878742.0,291,1060355.190240515,1007303.936896515,1056432.3809105149,3922.809330000001,1047279.1591405149,13076.031100000004,1045971.556030515,14383.634210000002,1044663.952920515,15691.237320000004,1032895.524930515,27459.665310000004,1013595.303026915,46759.8872136,985821.812970515,74533.37727,960851.559783085,99503.63045743,945825.232033085,114529.95820743,924788.373183085,135566.81705743,900454.7891831651,159900.40105734998,866687.724383165,193667.46585734998,837383.6247436849,222971.56549682998,1011672.055814115,48683.1344264,1049670.837460515,10684.352779999997,998336.105514115,62019.08472639999
2025-10-27 00:07:23,299,298,820347.49,298,1056432.380910515,1003381.127566515,1047279.159140515,9153.221770000002,1045971.556030515,10460.824880000002,1044663.952920515,11768.427990000004,1036818.3342605149,19614.046650000004,1028658.890854115,27773.490056400005,1009358.668950515,47073.71195999999,980591.400530515,75840.98038,957846.294233085,98586.08667743,945825.2320330851,110607.14887743,919679.1813605151,136753.19954999996,900454.7891831651,155977.59172734997,866687.724383165,189744.65652735,837383.624743685,219048.75616683,1004762.225264115,51670.15564639999,1044888.856090515,11543.524819999997,990704.943834115,65727.43707639998
