snapshot_dt,sim_day,real_value_eur,day,node_id,product_code,component_item_id,threshold_mode,stock_qty,useful_qty,immobilized_qty,unit_value_eur,stock_value_eur,useful_value_eur,immobilized_value_eur,need_next_7d_qty,physical_minus_future_need_7d_eur,useful_for_future_need_7d_eur,need_next_14d_qty,physical_minus_future_need_14d_eur,useful_for_future_need_14d_eur,need_next_21d_qty,physical_minus_future_need_21d_eur,useful_for_future_need_21d_eur,need_next_30d_qty,physical_minus_future_need_30d_eur,useful_for_future_need_30d_eur,need_next_45d_qty,physical_minus_future_need_45d_eur,useful_for_future_need_45d_eur,need_next_60d_qty,physical_minus_future_need_60d_eur,useful_for_future_need_60d_eur,need_next_90d_qty,physical_minus_future_need_90d_eur,useful_for_future_need_90d_eur,need_next_120d_qty,physical_minus_future_need_120d_eur,useful_for_future_need_120d_eur,need_next_180d_qty,physical_minus_future_need_180d_eur,useful_for_future_need_180d_eur,need_next_270d_qty,physical_minus_future_need_270d_eur,useful_for_future_need_270d_eur,need_next_365d_qty,physical_minus_future_need_365d_eur,useful_for_future_need_365d_eur,need_next_540d_qty,physical_minus_future_need_540d_eur,useful_for_future_need_540d_eur,need_next_730d_qty,physical_minus_future_need_730d_eur,useful_for_future_need_730d_eur,need_lead_only_qty,physical_minus_future_need_lead_only_eur,useful_for_future_need_lead_only_eur,need_safety_only_qty,physical_minus_future_need_safety_only_eur,useful_for_future_need_safety_only_eur,need_lead_plus_safety_qty,physical_minus_future_need_lead_plus_safety_eur,useful_for_future_need_lead_plus_safety_eur,physical_stock_value_eur,mrp_target_excess_eur
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:001757,target_stock,8476.2684,265.737208,8210.531192,5.43,46026.137412,1442.95303944,44583.18437256,0.0,46026.137412000004,0.0,0.0,46026.137412000004,0.0,70.1568,45645.185988,380.951424,70.1568,45645.185988,380.951424,70.1568,45645.185988,380.951424,163.69920000000002,45137.25075600001,888.886656,163.69920000000002,45137.25075600001,888.886656,163.69920000000002,45137.25075600001,888.886656,163.69920000000002,45137.25075600001,888.886656,645.0527999999999,42523.50070800001,3502.6367039999996,1028.9664,40438.84986,5587.287552,1753.4295519999994,36505.01494464,9521.122467359995,2403.0295519999995,32977.68694464,13048.450467359997,163.69920000000002,45137.25075600001,888.886656,70.1568,45645.185988,380.951424,163.69920000000002,45137.25075600001,888.886656,46026.137412,44583.18437256
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:001848,target_stock,10245.1068,155.898084,10089.208716,2.89,29608.358652,450.5454627600001,29157.81318924,0.0,29608.358652,0.0,0.0,29608.358652,0.0,52.6176,29456.293788000003,152.06486400000003,52.6176,29456.293788000003,152.06486400000003,52.6176,29456.293788000003,152.06486400000003,122.77439999999999,29253.540635999998,354.818016,122.77439999999999,29253.540635999998,354.818016,122.77439999999999,29253.540635999998,354.818016,122.77439999999999,29253.540635999998,354.818016,483.7895999999999,28210.206708,1398.1519439999997,771.7248000000004,27378.07398,2230.284672000001,1315.0721640000002,25807.800098040003,3800.5585539600006,1802.2721639999993,24399.79209804,5208.566553959999,52.6176,29456.293788000003,152.06486400000003,52.6176,29456.293788000003,152.06486400000003,122.77439999999999,29253.540635999998,354.818016,29608.358652,29157.81318924
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:001893,target_stock,9672.4184,1148.715748,8523.702652,4.64,44880.021376,5330.04107072,39549.98030528,0.0,44880.021376,0.0,0.0,44880.021376,0.0,333.2448,43333.765503999995,1546.255872,333.2448,43333.765503999995,1546.255872,333.2448,43333.765503999995,1546.255872,777.5712,41272.091007999996,3607.930368,777.5712,41272.091007999996,3607.930368,777.5712,41272.091007999996,3607.930368,777.5712,41272.091007999996,3607.930368,3064.0008,30663.057664,14216.963711999999,4887.5904,22201.60192,22678.419456,8328.790372000003,6234.434049919987,38645.587326080014,11414.390372,0.0,44880.021376,333.2448,43333.765503999995,1546.255872,0.0,44880.021376,0.0,777.5712,41272.091007999996,3607.930368,44880.021376,39549.98030528
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:002612,target_stock,153492.404719,259.83014,153232.574579,1.26,193400.42994594,327.38597639999995,193073.04396954,0.0,193400.42994594,0.0,0.0,193400.42994594,0.0,87.696,193289.93298594002,110.49696,87.696,193289.93298594002,110.49696,87.696,193289.93298594002,110.49696,204.624,193142.60370594,257.82624,204.624,193142.60370594,257.82624,204.624,193142.60370594,257.82624,204.624,193142.60370594,257.82624,806.3159999999995,192384.47178594003,1015.9581599999993,1286.2080000000005,191779.80786594,1620.6220800000008,2191.786940000001,190638.77840154004,2761.651544400001,3003.7869400000013,189615.65840154001,3784.771544400002,87.696,193289.93298594002,110.49696,87.696,193289.93298594002,110.49696,204.624,193142.60370594,257.82624,193400.42994594,193073.04396954
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:007923,target_stock,54972.2088,327.3984,54644.8104,2.0,109944.4176,654.7968,109289.6208,0.0,109944.4176,0.0,0.0,109944.4176,0.0,140.3136,109663.7904,280.6272,140.3136,109663.7904,280.6272,140.3136,109663.7904,280.6272,327.39840000000004,109289.6208,654.7968000000001,327.39840000000004,109289.6208,654.7968000000001,327.39840000000004,109289.6208,654.7968000000001,327.39840000000004,109289.6208,654.7968000000001,1290.1055999999999,107364.2064,2580.2111999999997,2057.9328,105828.552,4115.8656,3506.8591039999988,102930.69939200001,7013.7182079999975,4806.059103999999,100332.299392,9612.118207999998,0.0,109944.4176,0.0,0.0,109944.4176,0.0,0.0,109944.4176,0.0,109944.4176,109289.6208
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:016332,target_stock,876.00432,50.0,826.00432,27.62,24195.2393184,1381.0,22814.2393184,0.0,24195.2393184,0.0,0.0,24195.2393184,0.0,21.04704,23613.9200736,581.3192448,21.04704,23613.9200736,581.3192448,21.04704,23613.9200736,581.3192448,49.10976000000001,22838.8277472,1356.4115712000003,49.10976000000001,22838.8277472,1356.4115712000003,49.10976000000001,22838.8277472,1356.4115712000003,49.10976000000001,22838.8277472,1356.4115712000003,193.51584000000005,18850.3318176,5344.907500800002,308.68992,15669.223728,8526.0155904,526.0288659999994,9666.322039480016,14528.917278919984,720.9088659999993,4283.73643948002,19911.502878919982,42.094080000000005,23032.6008288,1162.6384896000002,0.0,24195.2393184,0.0,49.10976000000001,22838.8277472,1356.4115712000003,24195.2393184,22814.2393184
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:029313,target_stock,226.24536,50.0,176.24536,2.07,468.3278952,103.5,364.8278952,0.0,468.3278952,0.0,0.0,468.3278952,0.0,1.7539200000000001,464.6972808,3.6306144000000002,1.7539200000000001,464.6972808,3.6306144000000002,1.7539200000000001,464.6972808,3.6306144000000002,4.092480000000001,459.8564616,8.471433600000001,4.092480000000001,459.8564616,8.471433600000001,4.092480000000001,459.8564616,8.471433600000001,4.092480000000001,459.8564616,8.471433600000001,16.126320000000003,434.9464128,33.3814824,25.72415999999999,415.078884,53.24901119999998,43.83573900000001,377.5879154699999,90.73997973000002,60.075739000000034,343.9711154699999,124.35677973000006,4.092480000000001,459.8564616,8.471433600000001,0.0,468.3278952,0.0,4.092480000000001,459.8564616,8.471433600000001,468.3278952,364.8278952
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:039668,target_stock,459.11036,50.0,409.11036,12.21,5605.7374956,610.5,4995.2374956,0.0,5605.7374956,0.0,0.0,5605.7374956,0.0,1.7539200000000001,5584.322132400001,21.4153632,1.7539200000000001,5584.322132400001,21.4153632,1.7539200000000001,5584.322132400001,21.4153632,4.092480000000001,5555.768314800001,49.96918080000002,4.092480000000001,5555.768314800001,49.96918080000002,4.092480000000001,5555.768314800001,49.96918080000002,4.092480000000001,5555.768314800001,49.96918080000002,16.126320000000003,5408.8351284,196.90236720000004,25.72415999999999,5291.645502,314.0919935999999,43.83573900000001,5070.50312241,535.2343731900002,60.075739000000034,4872.2127224099995,733.5247731900005,1.7539200000000001,5584.322132400001,21.4153632,0.0,5605.7374956,0.0,1.7539200000000001,5584.322132400001,21.4153632,5605.7374956,4995.2374956
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:049371,target_stock,4117.29832,888.0,3229.29832,14.65,60318.420388,13009.2,47309.220388,0.0,60318.420388,0.0,0.0,60318.420388,0.0,64.89504,59367.708052,950.7123359999999,64.89504,59367.708052,950.7123359999999,64.89504,59367.708052,950.7123359999999,151.42175999999998,58100.091603999994,2218.328784,151.42175999999998,58100.091603999994,2218.328784,151.42175999999998,58100.091603999994,2218.328784,151.42175999999998,58100.091603999994,2218.328784,596.6738399999999,51577.148632000004,8741.271755999998,951.793919999999,46374.63946000001,13943.780927999986,1621.9223359999985,36557.25816560002,23761.16222239998,2222.802335999998,27754.36616560003,32564.05422239997,151.42175999999998,58100.091603999994,2218.328784,64.89504,59367.708052,950.7123359999999,151.42175999999998,58100.091603999994,2218.328784,60318.420388,47309.220388
2025-01-06 00:05:56,4,656921.88,4,M-1810,268091,item:055703,target_stock,568.635721,50.0,518.635721,34.775,19774.307197775,1738.75,18035.557197775,0.0,19774.307197775,0.0,0.0,19774.307197775,0.0,3.5078400000000003,19652.322061774998,121.98513600000001,3.5078400000000003,19652.322061774998,121.98513600000001,3.5078400000000003,19652.322061774998,121.98513600000001,8.184960000000002,19489.675213774997,284.63198400000005,8.184960000000002,19489.675213774997,284.63198400000005,8.184960000000002,19489.675213774997,284.63198400000005,8.184960000000002,19489.675213774997,284.63198400000005,32.25264000000001,18652.721641775,1121.5855560000002,51.44831999999998,17985.191869775,1789.1153279999992,87.67147800000002,16725.531550325,3048.7756474500006,120.15147800000007,15596.039550324997,4178.267647450002,3.5078400000000003,19652.322061774998,121.98513600000001,3.5078400000000003,19652.322061774998,121.98513600000001,8.184960000000002,19489.675213774997,284.63198400000005,19774.307197775,18035.557197775
