output_dir,case_dir,size_bytes,size_mb,file_count,keep,sim_days,fill_rate,ending_backlog,total_cost,total_produced,lot_count,archive_destination,action
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_node_SDC-VD1095770A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_node_SDC-VD1095770A_low,3110561,2.966,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_node_SDC-VD1096202A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_node_SDC-VD1096202A_high,3110509,2.966,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_node_SDC-VD1096202A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_node_SDC-VD1096202A_low,3110486,2.966,9,False,365,0.888075,593478.1966,27920896.5609,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_scale_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_scale_high,3109094,2.965,9,False,365,0.887872,594555.6572,27822882.5932,17843454.8879,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_scale_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_capacity_scale_low,3127395,2.983,9,False,365,0.887715,595383.9033,27981751.4285,17857231.1785,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-1450_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-1450_high,3109549,2.965,9,False,365,0.890745,579319.8603,27808976.6577,17853026.3367,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-1450_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-1450_low,3107887,2.964,9,False,365,0.889006,588540.9724,27690067.6594,17828140.1384,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0500655A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0500655A_high,3110060,2.966,9,False,365,0.888075,593478.1966,27920896.0052,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0500655A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0500655A_low,3110051,2.966,9,False,365,0.888075,593478.1966,27920897.1585,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0505677A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0505677A_high,3110185,2.966,9,False,365,0.888075,593478.1966,27921059.9591,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0505677A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0505677A_low,3112590,2.968,9,False,365,0.885396,607683.6106,27773788.2972,17836814.6413,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_high,3109030,2.965,9,False,365,0.89208,572238.1118,27633403.7605,17855791.8189,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_low,3095964,2.953,9,False,365,0.894726,558209.3382,27800653.5996,17852745.7291,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0514881A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0514881A_high,3109694,2.966,9,False,365,0.886587,601367.5583,27828297.112,17856324.5642,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0514881A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0514881A_low,3110042,2.966,9,False,365,0.888075,593478.1966,27920718.7241,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0518684A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0518684A_high,3093264,2.95,9,False,365,0.868897,695166.2022,27185775.3679,16958548.2527,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0518684A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0518684A_low,3108107,2.964,9,False,365,0.884793,610877.1732,27839503.6947,17866415.328,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0519670A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0519670A_high,3104807,2.961,9,False,365,0.891726,574119.6222,27868059.4691,17846689.5253,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0519670A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0519670A_low,3097040,2.954,9,False,365,0.887893,594443.7669,27785157.4927,17842748.6613,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0520115A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0520115A_high,3109048,2.965,9,False,365,0.887138,598446.7217,27881326.8636,17874409.7175,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0520115A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0520115A_low,3110020,2.966,9,False,365,0.888075,593478.1966,27920771.3775,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0520132A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0520132A_high,3106889,2.963,9,False,365,0.886865,599894.3974,27722892.6739,17855264.485,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0520132A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0520132A_low,3119675,2.975,9,False,365,0.891681,574354.4926,27920516.6698,17864976.6459,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_high,3109081,2.965,9,False,365,0.888075,593478.1966,27922658.5046,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_low,3107721,2.964,9,False,365,0.879029,641444.6903,27851468.594,17860258.6081,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_high,3088066,2.945,9,False,365,0.888199,592817.5918,27608414.6906,17551981.4373,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_low,3097120,2.954,9,False,365,0.885578,606719.2988,27839060.9995,17867984.6007,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0910216A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0910216A_high,3109410,2.965,9,False,365,0.892064,572323.2279,27825079.7666,17859883.1811,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0910216A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0910216A_low,3110077,2.966,9,False,365,0.888075,593478.1966,27920989.1456,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914320A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914320A_high,3110040,2.966,9,False,365,0.888075,593478.1966,27920886.4499,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914320A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914320A_low,3110056,2.966,9,False,365,0.888075,593478.1966,27920910.5903,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_high,3097585,2.954,9,False,365,0.889668,585029.9397,27759402.7159,17840548.4374,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_low,3113594,2.969,9,False,365,0.891875,573327.0053,27770048.0474,17850515.3451,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_high,3102340,2.959,9,False,365,0.881734,627099.7334,27858455.7005,17859006.8048,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_low,3116476,2.972,9,False,365,0.888758,589852.8671,27942940.5228,17893466.9798,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_high,3108595,2.965,9,False,365,0.888528,591074.3482,28334510.1231,17862079.3106,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_low,3110012,2.966,9,False,365,0.888075,593478.1966,27948743.1087,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0951020A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0951020A_high,3106414,2.963,9,False,365,0.889563,585588.7091,27935190.6667,17863530.583,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0951020A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0951020A_low,3094527,2.951,9,False,365,0.88398,615188.5163,28040166.8099,17856741.6644,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0960508A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0960508A_high,3108595,2.965,9,False,365,0.888528,591074.3482,28334510.1231,17862079.3106,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0960508A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0960508A_low,3110012,2.966,9,False,365,0.888075,593478.1966,27948743.1087,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0964290A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0964290A_high,3110060,2.966,9,False,365,0.888075,593478.1966,27920938.1757,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0964290A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0964290A_low,3110027,2.966,9,False,365,0.888075,593478.1966,27920848.4913,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0972460A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0972460A_high,3108597,2.965,9,False,365,0.888528,591074.3482,28333629.0577,17862079.3106,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0972460A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0972460A_low,3110010,2.966,9,False,365,0.888075,593478.1966,27952561.6137,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0975221A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0975221A_high,3108597,2.965,9,False,365,0.888528,591074.3482,28333629.0577,17862079.3106,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0975221A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0975221A_low,3110012,2.966,9,False,365,0.888075,593478.1966,28170216.3995,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0989480A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0989480A_high,3106195,2.962,9,False,365,0.8843,613494.4858,27746696.8742,17697949.6236,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0989480A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0989480A_low,3110021,2.966,9,False,365,0.888075,593478.1966,27920841.335,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0990780A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0990780A_high,3109423,2.965,9,False,365,0.892064,572323.2279,27825162.8666,17859883.1811,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0990780A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0990780A_low,3110109,2.966,9,False,365,0.888075,593478.1966,27920901.9553,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_high,3111108,2.967,9,False,365,0.884183,614116.7141,27710806.1996,17853813.0065,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_low,3115785,2.971,9,False,365,0.882834,621265.7019,27932757.0174,17848003.3885,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1091642A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1091642A_high,3109468,2.965,9,False,365,0.892064,572323.2279,27825079.2089,17859883.1811,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1091642A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1091642A_low,3110026,2.966,9,False,365,0.888075,593478.1966,27920985.2105,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1095770A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1095770A_high,3107795,2.964,9,False,365,0.889613,585320.2928,27948983.7938,17835308.6635,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1095770A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1095770A_low,3108212,2.964,9,False,365,0.887031,599010.1943,27861922.3523,17856872.9459,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1096202A_high\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1096202A_high,3110026,2.966,9,False,365,0.888075,593478.1966,27920900.8843,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1096202A_low\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_lead_time_node_SDC-VD1096202A_low,3110035,2.966,9,False,365,0.888075,593478.1966,27920892.3525,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-1450_adverse\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-1450_adverse,3121379,2.977,9,False,365,0.89158,574891.8827,28004407.8038,18570629.2446,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0500655A_adverse\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0500655A_adverse,3110724,2.967,9,False,365,0.888075,593478.1966,27920896.2896,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0505677A_adverse\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0505677A_adverse,3111147,2.967,9,False,365,0.888075,593478.1966,27920857.0713,17869743.232,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0508918A_adverse\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0508918A_adverse,3107075,2.963,9,False,365,0.884309,613447.146,27764625.0755,17508664.5068,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0514881A_adverse\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0514881A_adverse,3110288,2.966,9,False,365,0.886587,601367.5583,27828113.9029,17856324.5642,,,deleted
etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0518684A_adverse\simulation_output,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_31_realistic_all_suppliers\cases\local\local_supplier_reliability_node_SDC-VD0518684A_adverse,3103215,2.959,9,False,365,0.895251,555428.8669,27918449.1466,17851432.6438,,,deleted
