output_dir,case_dir,size_bytes,size_mb,file_count,keep,sim_days,fill_rate,ending_backlog,total_cost,total_produced,lot_count,archive_destination,action
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0514881A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0514881A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0514881A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0514881A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0518684A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0518684A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0518684A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0518684A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0519670A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0519670A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0519670A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0519670A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0520115A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0520115A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0520115A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0520115A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0520132A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0520132A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0520132A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0520132A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0901566A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0910216A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0910216A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0910216A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0910216A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914320A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914320A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914320A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914320A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914360C_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0951020A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0951020A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0951020A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0951020A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0960508A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0960508A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0960508A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0960508A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0964290A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0964290A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0964290A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0964290A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0972460A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0972460A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0972460A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0972460A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0975221A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0975221A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0975221A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0975221A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0989480A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0989480A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0989480A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0989480A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0990780A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0990780A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0990780A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0990780A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1091642A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1091642A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1091642A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1091642A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1095770A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1095770A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1095770A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1095770A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1096202A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1096202A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1096202A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_lead_time_node_SDC-VD1096202A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-1450_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-1450_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0500655A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0500655A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0505677A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0505677A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0508918A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0508918A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0514881A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0514881A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0518684A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0518684A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0519670A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0519670A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0520115A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0520115A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0520132A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0520132A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0525412A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0525412A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0901566A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0901566A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0910216A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0910216A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0914320A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0914320A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0914360C_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0914360C_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0914690A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0914690A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0949099A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0949099A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0951020A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0951020A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0960508A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0960508A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0964290A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0964290A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0972460A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0972460A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0975221A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0975221A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0989480A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0989480A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0990780A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0990780A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0993480A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD0993480A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD1091642A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD1091642A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD1095770A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD1095770A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD1096202A_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_node_SDC-VD1096202A_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_scale_adverse\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_reliability_scale_adverse,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-1450_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-1450_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-1450_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-1450_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0500655A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0500655A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0500655A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0500655A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0505677A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0505677A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0505677A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0505677A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0508918A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0508918A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0508918A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0508918A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0514881A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0514881A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0514881A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0514881A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0518684A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0518684A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0518684A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0518684A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0519670A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0519670A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0519670A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0519670A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0520115A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0520115A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0520115A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0520115A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0520132A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0520132A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0520132A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0520132A_low,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0525412A_high\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0525412A_high,0,0.0,0,False,,,,,,,,deleted
etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0525412A_low\simulation_output,etudecas\simulation\sensibility\rb_rdtc_260331_real_all\cases\local\local_supplier_stock_node_SDC-VD0525412A_low,0,0.0,0,False,,,,,,,,deleted
