day,supplier_id,dst_node_id,item_id,edge_id,event_ids,stock_multiplier,capacity_multiplier,lead_time_multiplier,lead_time_extra_days,quality_delay_days,reliability_multiplier,quality_yield_multiplier,availability_multiplier,purchase_cost_multiplier,transport_cost_multiplier,external_capacity_multiplier,external_availability_multiplier,external_lead_time_multiplier,external_lead_time_extra_days,external_quality_yield_multiplier,external_cost_multiplier,stock_writeoff_fraction
0,SDC-VD0989480A,M-1810,item:426331,edge:SDC-VD0989480A_TO_M-1810_426331,pf268091_key_capacity_20_90d_capacity_SDC_VD0989480A_426331_3,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0,SDC-1450,M-1810,item:693055,edge:SDC-1450_TO_M-1810_693055,pf268091_key_capacity_20_90d_capacity_SDC_1450_693055_4,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
0,SDC-VD0951020A,M-1810,item:007923,edge:SDC-VD0951020A_TO_M-1810_007923,pf268091_key_capacity_20_90d_capacity_SDC_VD0951020A_007923_1,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1,SDC-VD0989480A,M-1810,item:426331,edge:SDC-VD0989480A_TO_M-1810_426331,pf268091_key_capacity_20_90d_capacity_SDC_VD0989480A_426331_3,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1,SDC-1450,M-1810,item:693055,edge:SDC-1450_TO_M-1810_693055,pf268091_key_capacity_20_90d_capacity_SDC_1450_693055_4,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1,SDC-VD0951020A,M-1810,item:007923,edge:SDC-VD0951020A_TO_M-1810_007923,pf268091_key_capacity_20_90d_capacity_SDC_VD0951020A_007923_1,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2,SDC-VD0989480A,M-1810,item:426331,edge:SDC-VD0989480A_TO_M-1810_426331,pf268091_key_capacity_20_90d_capacity_SDC_VD0989480A_426331_3,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2,SDC-1450,M-1810,item:693055,edge:SDC-1450_TO_M-1810_693055,pf268091_key_capacity_20_90d_capacity_SDC_1450_693055_4,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2,SDC-VD0951020A,M-1810,item:007923,edge:SDC-VD0951020A_TO_M-1810_007923,pf268091_key_capacity_20_90d_capacity_SDC_VD0951020A_007923_1,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3,SDC-VD0989480A,M-1810,item:426331,edge:SDC-VD0989480A_TO_M-1810_426331,pf268091_key_capacity_20_90d_capacity_SDC_VD0989480A_426331_3,1.0,0.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
