day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,538.5439,1067764.1231,42324.0075,260.4501,42.4193,1026.84,0.0,0.0
1,47.5,0.0,87.5,64.96,82.0,260.5474,1065844.2508,42260.3837,179.5009,73.9423,2423.706,0.0,0.0
2,52.5,0.0,140.0,19.0,93.2,305.1561,1063686.7497,42191.2215,225.2131,88.6842,3017.1,0.0,915.156
3,60.0,0.0,200.0,177.754,94.64,309.2445,1061685.1262,42122.0645,227.8895,88.8807,3017.1,0.0,2423.706
4,55.0,0.0,255.0,145.8,94.928,1325.6312,1059608.7935,42052.9044,710.0063,99.0757,3017.1,1026.84,2905.416
5,50.0,38.8075,266.1925,167.5075,94.9856,2636.4641,1057532.4596,41983.7441,1315.9346,112.1903,3017.1,2423.706,2041.602
6,45.0,38.8075,272.385,191.2575,91.223,3204.2176,1055618.9174,41919.802,1588.679,116.3125,3017.1,3017.1,540.3695
7,40.0,0.0,312.385,194.752,86.2446,3071.6793,1054076.272,41865.4001,1482.4394,101.6804,1997.5463,3017.1,0.0
8,47.5,67.6875,292.1975,134.6697,91.2489,3044.1483,1052244.8811,41805.3201,1405.6668,99.5614,620.2079,3017.1,0.0
9,52.5,22.5625,322.135,143.3407,95.0,2356.4268,1051048.8099,41771.6153,1075.7941,98.0772,200.0,3017.1,55.4403
10,60.0,43.4219,338.7131,201.8389,95.0,1776.3353,1050501.0,41763.8394,814.187,92.2763,200.0,3017.1,155.4403
11,55.0,67.6875,326.0256,296.5848,95.0,1778.7624,1049001.5619,41712.8021,800.4418,101.1287,200.0,1997.5463,193.5269
12,50.0,22.5625,353.4631,113.8748,95.0,1867.613,1045893.6736,41603.9298,838.9407,115.353,200.0,620.2079,141.1823
13,45.0,0.0,398.4631,1207.3663,91.226,1796.8791,1043699.3564,41525.5119,817.9498,120.5757,200.0,200.0,41.4063
14,40.0,144.948,293.5151,271.1074,86.2452,375.8868,1042108.6947,41472.9477,199.7018,110.1624,1409.9423,200.0,0.0
15,47.5,22.5625,318.4526,3296.6581,91.249,413.0284,1043436.9171,41534.544,269.8012,107.7844,2707.8202,200.0,0.0
16,52.5,0.0,370.9526,63.5709,95.0,395.5683,1041430.6002,41471.4292,275.729,96.7464,3017.1,200.0,1162.8754
17,60.0,22.5625,408.3901,246.845,95.0,350.8757,1039632.0397,41410.284,258.1385,89.3726,3018.9325,200.0,2671.4254
18,55.0,126.3361,337.0539,292.2397,95.0,1532.1,1037741.6487,41346.4946,805.2054,101.3962,3029.4984,1409.9423,2903.9298
19,50.0,0.0,387.0539,86.6834,95.0,2839.0989,1035694.127,41279.5964,1409.1148,114.6242,3037.4,2707.8202,1807.1051
20,45.0,0.0,432.0539,195.475,91.226,3194.8369,1033833.484,41215.6672,1588.2015,116.6251,3037.4,3017.1,327.6448
21,40.0,107.1589,364.8951,3097.3539,86.2452,3025.8675,1035136.337,41276.6132,1451.1673,100.2479,1810.9825,3018.9325,18.1725
22,47.5,67.6875,344.7076,207.6444,91.249,3067.3978,1033365.8461,41216.5455,1413.0101,101.0336,432.7696,3029.4984,15.2543
23,52.5,0.0,397.2076,255.2096,91.7324,1962.6907,1032971.7533,41208.8459,895.5979,94.1815,220.3,3037.4,71.2474
24,60.0,20.8595,436.3481,86.2117,70.0,230.1258,1035759.8214,41327.4345,88.1203,74.364,216.8892,3037.4,115.5232
25,55.0,43.422,447.9261,383.4848,83.2837,1102.134,1035731.9227,41326.8949,486.4914,95.7051,207.7542,1810.9825,112.6845
26,50.0,45.125,452.8011,212.0218,78.8544,876.0455,1034706.1861,41289.6711,366.7287,91.8523,150.023,432.7696,62.2821
27,45.0,39.4818,458.3193,231.2512,72.5409,643.9133,1034061.3879,41266.7505,280.6015,74.4537,100.0,220.3,12.8096
28,40.0,0.0,498.3193,1549.3825,78.9063,1089.6696,1033682.33,41257.0942,483.8313,60.1751,59.0548,216.8892,0.0
29,47.5,60.7879,485.0314,1759.8233,68.1245,245.2597,1035267.2856,41321.4368,85.0692,29.624,10.3038,207.7542,0.0
