day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,24267.5486,40.0,331.2827,803600.0242,1398.4433,1797.9985,799.1104,3995.5522,1823.2166,53.8067,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
1,47.5,43.75,43.75,24427.5486,38.0,178.1697,851849.4428,1494.1284,1921.0222,853.7877,4268.9383,790.6744,2.5492,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
2,52.5,26.25,70.0,23942.7486,49.6,137.3215,899232.0508,1589.3954,2043.5083,908.2259,4541.1296,636.2944,2.375,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
3,60.0,130.0,0.0,24152.7486,57.92,170.6787,946371.7082,1684.7027,2166.0464,962.6873,4813.4364,800.479,2.8766,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
4,55.0,55.0,0.0,24050.2986,55.584,75.8322,993667.4412,1779.9481,2288.5047,1017.1132,5085.566,278.6292,1.881,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
5,50.0,50.0,0.0,24144.3006,51.1168,66.3451,1041241.247,1875.3188,2411.1242,1071.6107,5358.0537,237.3542,1.6959,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
6,45.0,45.0,0.0,24015.4986,46.2234,56.4298,1088886.9306,1970.6503,2533.6932,1126.0859,5630.4294,194.7961,1.4979,0.0,0.0,0.0,0.0,25486.3441,0.0,0.0
7,40.0,40.0,0.0,23931.7086,41.2447,46.4289,1136224.2545,2065.5999,2655.7713,1180.3428,5901.7139,151.9814,1.2973,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
8,47.5,47.5,0.0,23979.2746,46.2489,188.5784,1183269.5232,2160.4843,2777.7655,1234.5624,6172.8122,712.6263,2.8199,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
9,52.5,52.5,0.0,23982.041,51.2498,222.2083,1230089.0863,2255.3064,2899.6797,1288.7465,6443.7326,674.5524,3.2572,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
10,60.0,60.0,0.0,24184.284,58.25,265.6103,1276794.2503,2350.257,3021.759,1343.004,6715.0201,839.3181,3.8978,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
11,55.0,55.0,0.0,24064.221,55.65,166.2764,1323582.3849,2445.1521,3143.7669,1397.2298,6986.1488,314.9849,2.8522,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
12,50.0,50.0,0.0,24167.874,51.13,149.3955,1370667.6412,2540.1423,3265.8973,1451.5099,7257.5495,270.6142,2.5868,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
13,45.0,45.0,0.0,24096.7236,46.226,131.5053,1417890.8028,2635.1125,3388.0018,1505.7786,7528.8928,224.8381,2.3031,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
14,40.0,40.0,0.0,23933.4955,41.2452,113.4133,1465162.9091,2730.0131,3510.0169,1560.0075,7800.0375,178.7809,2.0157,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
15,47.5,47.5,0.0,23981.7924,46.249,221.5659,1512177.7042,2824.8683,3631.9735,1614.2104,8071.0522,725.8264,3.2042,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
16,52.5,52.5,0.0,24082.6268,51.2498,222.2105,1559097.8501,2919.8075,3754.0383,1668.4615,8342.3073,674.5587,3.3175,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
17,60.0,60.0,0.0,24152.3768,58.25,265.6104,1605771.1066,3014.7189,3876.0672,1722.6965,8613.4826,839.3185,3.9012,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
18,55.0,55.0,0.0,24219.4508,55.65,166.2764,1652714.4711,3109.7188,3998.2099,1776.9822,8884.9108,314.9849,2.8522,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
19,50.0,50.0,0.0,23156.0451,51.13,149.3955,1698787.8984,3203.8987,4119.2983,1830.7992,9153.9961,270.6142,2.5868,0.0,0.0,0.0,0.0,25057.7727,0.0,0.0
20,45.0,45.0,0.0,23240.788,46.226,131.5053,1743196.1511,3298.0288,4240.3227,1884.5879,9422.9394,224.8381,2.3031,0.0,0.0,0.0,0.0,23098.7995,0.0,0.0
21,40.0,40.0,0.0,23488.6294,41.2452,113.4133,1764965.6186,3339.5374,4293.691,1908.3071,9541.5355,178.7809,2.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,47.5,47.5,0.0,23265.8367,46.249,221.5659,1786206.6854,3380.8642,4346.8254,1931.9224,9659.6119,725.8264,3.2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,52.5,52.5,0.0,23332.3119,51.2498,222.2105,1807318.7438,3422.2286,4400.0082,1955.5592,9777.7959,674.5587,3.3175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,60.0,60.0,0.0,23297.2468,58.25,265.6104,1828079.0977,3463.5307,4453.111,1979.1604,9895.8021,839.3185,3.9012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,55.0,55.0,0.0,23259.8912,55.65,166.2764,1849005.1298,3504.8075,4506.181,2002.7471,10013.7356,314.9849,2.8522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,50.0,50.0,0.0,23470.0945,51.13,149.3955,1870334.834,3546.2843,4559.5083,2026.4482,10132.2408,270.6142,2.5868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,45.0,45.0,0.0,23325.7951,46.226,131.5053,1891729.2943,3587.6802,4612.7317,2050.103,10250.5149,224.8381,2.3031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,40.0,40.0,0.0,23168.3758,41.2452,113.4133,1913178.5082,3629.008,4665.8674,2073.7188,10368.5942,178.7809,2.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,47.5,47.5,0.0,23363.9951,46.249,221.5659,1934517.7333,3670.4177,4719.1084,2097.3815,10486.9076,725.8264,3.2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,47.5,47.5,0.0,23214.6902,47.2498,171.6964,1955719.5319,3711.6991,4772.1846,2120.9709,10604.8546,437.2951,2.7269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,47.5,47.5,0.0,23283.7556,47.45,172.2225,1976982.2716,3753.0762,4825.3837,2144.615,10723.0749,438.0277,2.7364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,47.5,47.5,0.0,23327.6542,47.49,172.3278,1998287.285,3794.4697,4878.604,2168.2684,10841.3421,438.1742,2.7383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,47.5,47.5,0.0,23299.479,47.498,172.3488,2019563.7982,3835.8421,4931.7969,2191.9098,10959.5488,438.2035,2.7387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,47.5,47.5,0.0,23384.7686,47.4996,172.353,2040925.536,3877.3016,4985.1021,2215.6009,11078.0047,438.2093,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,47.5,47.5,0.0,23202.6228,47.4999,172.3539,2062105.1151,3918.5719,5038.1638,2239.1839,11195.9196,438.2105,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,47.5,47.5,0.0,23278.8167,47.5,172.354,2083360.8854,3959.944,5091.3566,2262.8252,11314.1258,438.2107,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,47.5,47.5,0.0,23403.4884,47.5,172.3541,2104741.3269,4001.3798,5144.6312,2286.5028,11432.5138,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,47.5,47.5,0.0,23328.1974,47.5,172.3541,2126046.4773,4042.7733,5197.8513,2310.1561,11550.7807,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,47.5,47.5,0.0,18498.7498,47.5,172.3541,2142522.1801,4084.1631,5251.0668,2333.8075,11669.0374,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,47.5,47.5,0.0,18474.6222,47.5,172.3541,2158973.7552,4125.5332,5304.257,2357.4475,11787.2377,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,47.5,47.5,0.0,18450.7496,47.5,172.3541,2175401.4577,4166.864,5357.3966,2381.0652,11905.3258,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,47.5,47.5,0.0,18356.4752,47.5,172.3541,2191734.8859,4208.1763,5410.5124,2404.6722,12023.3608,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,47.5,47.5,0.0,18527.982,47.5,172.3541,2208239.8208,4249.61,5463.7843,2428.3486,12141.7428,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,47.5,47.5,0.0,18444.8033,47.5,172.3541,2224661.5771,4290.9163,5516.8924,2451.9522,12259.7609,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,47.5,47.5,0.0,18474.774,47.5,172.3541,2241113.3041,4332.2866,5570.0827,2475.5923,12377.9616,438.2108,2.7388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
