day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,44.0,44.0,0.0,0.0,44.0,634.3654,42245.9118,1324.2978,61.153,44.4581,990.84,0.0,0.0
1,44.0,44.0,0.0,77.952,44.0,242.6785,40393.4834,1262.8757,107.7952,70.201,2479.8635,0.0,0.0
2,44.0,44.0,0.0,0.0,44.0,213.1751,38364.8104,1196.7836,156.7426,94.7945,3731.5252,0.0,394.661
3,48.0,48.0,0.0,143.5479,47.2,227.7391,36314.0838,1125.3645,161.9703,98.5968,3849.8195,0.0,2061.5631
4,52.0,52.0,0.0,162.1747,51.0392,1257.3728,34088.3616,1051.0033,194.9515,110.4708,3849.8195,990.84,2995.6328
5,56.0,56.0,0.0,282.8011,53.0078,2786.6542,31929.7911,975.003,244.3524,126.6497,3849.8195,2479.8635,2440.6791
6,56.0,56.0,0.0,358.9406,55.0,4028.0432,29848.3062,907.3288,283.8971,139.9603,3849.8195,3731.5252,634.0636
7,56.0,56.0,0.0,281.1579,53.96,4186.3222,27723.1451,833.2922,233.3702,112.8694,2435.6204,3849.8195,50.5568
8,52.0,52.0,0.0,107.5103,51.992,4114.1649,25640.6986,766.7899,148.1139,73.7161,375.1155,3849.8195,0.0
9,48.0,42.8,5.2,290.7227,48.9584,2177.6666,25834.0602,786.2923,77.951,66.4388,122.3149,3849.8195,0.0
10,44.0,49.2,0.0,442.931,44.9917,1602.6071,26899.8965,823.6731,61.2835,89.2959,212.1482,3849.8195,0.1501
11,44.0,44.0,0.0,251.9262,44.1983,1678.7823,26213.3785,790.8892,63.9551,92.19,220.0,2435.6204,80.695
12,44.0,44.0,0.0,5142.7186,44.0397,1878.8721,28035.3265,855.4478,71.0438,97.6862,220.0,375.1155,144.3762
13,48.0,48.0,0.0,2527.3143,47.2079,2041.1535,26676.9637,821.5516,74.7485,114.5071,220.0,122.3149,116.4771
14,52.0,52.0,0.0,155.7333,51.04,2332.468,22591.0094,683.0086,84.6922,130.4833,217.2139,212.1482,9.195
15,56.0,56.0,0.0,3669.1661,53.008,712.1632,23633.4307,748.0465,96.8679,115.0249,1788.8318,220.0,0.0
16,56.0,56.0,0.0,753.7624,55.0,423.3078,22039.9777,678.0539,159.3665,116.9159,3610.5116,220.0,0.0
17,56.0,46.384,9.616,1354.8918,53.96,300.5177,21254.1511,664.4138,164.843,103.5055,3849.8195,220.0,1603.6112
18,52.0,51.54,10.076,2432.9702,51.992,263.2357,21715.9481,667.6683,163.4144,101.1851,3849.8195,217.2139,3317.971
19,48.0,58.076,0.0,365.4202,48.9584,2000.9314,20084.4787,613.5762,219.7115,117.3469,3849.8195,1788.8318,3216.3783
20,44.0,44.0,0.0,4112.7499,44.9917,3886.4967,22302.1364,690.191,279.6176,134.5677,3849.8195,3610.5116,1049.972
21,44.0,37.4141,6.5859,375.0848,44.1983,4165.9727,20672.3716,639.085,237.8493,110.9998,2554.0667,3849.8195,18.3829
22,44.0,41.6999,8.886,2182.52,44.0397,4108.6498,20781.3473,639.5799,149.5214,71.5525,404.361,3849.8195,0.0
23,48.0,56.886,0.0,3873.2838,47.2079,2282.6421,24246.084,769.4049,79.9217,66.7776,134.9734,3849.8195,0.0
24,52.0,52.0,0.0,650.0836,51.04,2059.8106,24564.8087,764.2134,76.3686,94.4362,232.531,3849.8195,14.0796
25,56.0,56.0,0.0,3577.6574,53.008,2093.4785,26468.4727,846.5351,78.2428,97.7704,242.33,2554.0667,117.0996
26,56.0,56.0,0.0,2288.96,55.0,2162.3114,24855.5747,785.8395,80.983,103.0139,242.33,404.361,200.7023
27,56.0,56.0,0.0,156.1722,53.96,2188.6651,20888.2384,655.1473,81.519,116.4265,242.33,134.9734,184.8139
28,52.0,39.0811,12.9189,6506.9233,51.992,1230.6344,24484.3657,821.9059,88.2648,139.3255,1170.4903,232.531,74.1127
29,48.0,44.4984,16.4205,1329.2147,48.9584,466.2934,23818.4046,765.5604,120.9993,146.2108,2627.4324,242.33,0.0
