product_code,alignment,metric_id,metric_label,comparison_role,source_date,source_day,sim_day,observed_value_eur,simulated_value_eur,gap_eur,gap_pct
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-05-19,138,138,977680.69,1477062.0773853147,499381.3873853148,51.07816820902076
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-05-26,145,145,964313.13,1540716.577385315,576403.447385315,59.77347289519069
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-06-02,152,152,913515.99,1582908.077385315,669392.087385315,73.27644997054895
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-06-09,159,159,901349.11,1639792.077385315,738442.967385315,81.92640999948566
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-06-16,166,166,1030088.41,1672759.577385315,642671.1673853149,62.38990373508958
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-06-23,173,173,1018792.36,1706806.327385315,688013.967385315,67.53230534486094
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-06-30,180,180,1056984.52,1750372.077385315,693387.557385315,65.60054043036648
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-07-07,187,187,955981.86,1777648.327385315,821666.467385315,85.9500061418859
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-07-14,194,194,943812.41,1794916.327385315,851103.9173853149,90.17723314162768
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-07-21,201,201,979933.29,1795995.577385315,816062.2873853149,83.27733078496752
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-07-28,208,208,927498.18,1799528.327385315,872030.1473853149,94.0196073899913
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-08-04,215,215,927498.18,1799528.327385315,872030.1473853149,94.0196073899913
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-08-11,222,222,927498.18,1803061.077385315,875562.8973853149,94.40049762526917
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-08-18,229,229,927498.18,1803061.077385315,875562.8973853149,94.40049762526917
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-08-25,236,236,951028.42,1810126.577385315,859098.1573853149,90.33359459282141
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-09-01,243,243,936323.01,1769073.118687715,832750.1086877149,88.93833642812163
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-09-08,250,250,954057.28,1745109.3208605149,791052.0408605149,82.9145227905514
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-09-15,257,257,1070103.57,1718883.3860765148,648779.8160765148,60.62775924357628
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-09-22,264,264,1134444.24,1676455.6773789155,542011.4373789155,47.77770632242934
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-09-29,271,271,991637.45,1645514.1056381152,653876.6556381152,65.93908445451665
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-10-06,278,278,896029.67,1650317.4686813147,754287.7986813147,84.18111854279498
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-10-13,285,285,888479.56,1616922.396940515,728442.8369405149,81.98757402370796
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-10-20,292,292,878742.0,1623133.3251997149,744391.3251997149,84.71102157399042
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-10-27,299,299,820347.49,1611631.2773725153,791283.7873725153,96.45714736964885
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-11-03,306,306,839166.59,1626825.6165021146,787659.0265021146,93.86205741366736
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-11-10,313,313,922272.23,1586556.407804515,664284.177804515,72.0269087799071
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-11-17,320,320,940190.38,1565623.0860637152,625432.7060637152,66.52192144996368
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-11-24,327,327,1054580.85,1504715.555625315,450134.70562531496,42.68375493688463
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-12-01,334,334,1185097.87,1482702.983884515,297605.1138845149,25.112281560721637
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-12-08,341,341,1273667.17,1487299.0730141152,213631.9030141153,16.772977120397577
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-12-15,348,348,1241546.58,1453003.0904029151,211456.51040291507,17.031701734695694
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-12-22,355,355,1434836.3,1410978.673007715,-23857.62699228502,-1.6627420836986782
268091,same_day,stock_total_value,"Diagnostic: stock composant brut, PFI inclus si valorise",diagnostic,2025-12-29,362,362,1435465.25,1409974.125180515,-25491.124819485005,-1.7758092590179388
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-01-06,5,5,656921.88,334307.682304215,-322614.197695785,-49.10997905805558
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-01-13,12,12,720134.07,334307.682304215,-385826.387695785,-53.577021803146316
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-01-20,19,19,606978.55,334307.682304215,-272670.86769578507,-44.92265298267707
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-01-27,26,26,692705.41,333408.972083415,-359296.437916585,-51.86857684806951
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-02-03,33,33,613334.5,420574.428083415,-192760.07191658497,-31.428212813168827
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-02-10,40,40,656472.97,431006.928083415,-225466.04191658495,-34.34506098805331
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-02-17,47,47,695644.81,481076.928083415,-214567.88191658503,-30.844459533391046
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-02-24,54,54,740448.32,480178.217862615,-260270.10213738494,-35.15034001797518
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-03-03,61,61,715265.49,480178.217862615,-235087.27213738498,-32.867134710691126
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-03-10,68,68,823262.17,492529.96336661506,-330732.206633385,-40.17337595305575
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-03-17,75,75,899331.26,509869.96336661506,-389461.29663338495,-43.30565543039002
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-03-24,82,82,826291.24,520729.96336661506,-305561.2766333849,-36.97985187805996
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-03-31,89,89,860620.24,520729.96336661506,-339890.2766333849,-39.493642007929644
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-04-07,96,96,844469.28,520729.96336661506,-323739.31663338497,-38.3364231595713
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-04-14,103,103,949947.4,547099.963366615,-402847.436633385,-42.407341357362
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-04-21,110,110,986757.36,573469.963366615,-413287.396633385,-41.883386269688934
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-04-28,117,117,950013.26,619023.092374615,-330990.167625385,-34.84058397515262
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-05-05,124,124,952816.2,645393.092374615,-307423.10762538493,-32.26468101879302
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-05-12,131,131,904276.21,671763.092374615,-232513.11762538494,-25.71262132677193
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-05-19,138,138,977680.69,671763.092374615,-305917.5976253849,-31.290133962386527
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-05-26,145,145,964313.13,698133.092374615,-266180.037625385,-27.603070967765937
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-06-02,152,152,913515.99,698133.092374615,-215382.89762538497,-23.577353870443467
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-06-09,159,159,901349.11,724503.092374615,-176846.01762538496,-19.62014669603268
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-06-16,166,166,1030088.41,724503.092374615,-305585.317625385,-29.665931065604845
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-06-23,173,173,1018792.36,724503.092374615,-294289.26762538496,-28.88608897944474
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-06-30,180,180,1056984.52,724503.092374615,-332481.427625385,-31.45565723378664
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-07-07,187,187,955981.86,724503.092374615,-231478.76762538496,-24.213719664658175
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-07-14,194,194,943812.41,724503.092374615,-219309.317625385,-23.23653676320965
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-07-21,201,201,979933.29,725129.057374615,-254804.23262538505,-26.002201907579344
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-07-28,208,208,927498.18,725129.057374615,-202369.12262538506,-21.81881614316322
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-08-04,215,215,927498.18,725129.057374615,-202369.12262538506,-21.81881614316322
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-08-11,222,222,927498.18,725129.057374615,-202369.12262538506,-21.81881614316322
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-08-18,229,229,927498.18,725129.057374615,-202369.12262538506,-21.81881614316322
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-08-25,236,236,951028.42,725129.057374615,-225899.36262538505,-23.753166348633936
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-09-01,243,243,936323.01,712385.861677015,-223937.14832298504,-23.91665546305276
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-09-08,250,250,954057.28,705461.729849815,-248595.550150185,-26.056669275683845
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-09-15,257,257,1070103.57,696806.565065815,-373297.00493418507,-34.88419396023369
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-09-22,264,264,1134444.24,684689.334368215,-449754.90563178505,-39.645395496193366
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-09-29,271,271,991637.45,675288.305569015,-316349.144430985,-31.901693953872453
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-10-06,278,278,896029.67,673751.045693815,-222278.62430618505,-24.807060720007748
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-10-13,285,285,888479.56,664527.486442615,-223952.073557385,-25.206215611463815
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-10-20,292,292,878742.0,682181.708189015,-196560.29181098496,-22.368373403226993
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-10-27,299,299,820347.49,675257.5763618151,-145089.9136381849,-17.686396972846822
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-11-03,306,306,839166.59,670064.4774914151,-169102.11250858486,-20.151196976107553
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-11-10,313,313,922272.23,657947.246793815,-264324.98320618493,-28.66019105944293
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-11-17,320,320,940190.38,647561.049053015,-292629.33094698505,-31.124476188214672
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-11-24,327,327,1054580.85,626890.9374496151,-427689.912550385,-40.555440822805096
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-12-01,334,334,1185097.87,618113.0843488149,-566984.7856511852,-47.84286597791161
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-12-08,341,341,1273667.17,613724.157798415,-659943.0122015849,-51.814400790560136
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-12-15,348,348,1241546.58,602938.181171215,-638608.398828785,-51.436523535732746
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-12-22,355,355,1434836.3,617775.2297570151,-817061.0702429849,-56.94454971922475
268091,same_day,excess_vs_mrp_target_with_internal_rollup,"Diagnostic brut: excedent au-dessus cible MRP, PFI inclus si valorise",diagnostic,2025-12-29,362,362,1435465.25,612912.772425815,-822552.477574185,-57.30215186847504
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-01-06,5,5,656921.88,146542.81284594003,-510379.06715406,-77.69250540932812
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-01-13,12,12,720134.07,146542.81284594003,-573591.25715406,-79.65062077316519
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-01-20,19,19,606978.55,146542.81284594003,-460435.73715406004,-75.8570030446809
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-01-27,26,26,692705.41,146505.98052594002,-546199.42947406,-78.85017520998716
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-02-03,33,33,613334.5,203983.38372594002,-409351.11627406,-66.74190287258584
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-02-10,40,40,656472.97,203983.38372594002,-452489.58627405996,-68.92737507136965
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-02-17,47,47,695644.81,232333.38372594002,-463311.42627406004,-66.60172254775537
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-02-24,54,54,740448.32,232203.00900594002,-508245.3109940599,-68.64021394417641
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-03-03,61,61,715265.49,232203.00900594002,-483062.48099405994,-67.5361090039532
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-03-10,68,68,823262.17,232203.00900594002,-591059.16099406,-71.7947675154392
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-03-17,75,75,899331.26,232203.00900594002,-667128.25099406,-74.18048061556983
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-03-24,82,82,826291.24,232203.00900594002,-594088.2309940599,-71.8981640170916
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-03-31,89,89,860620.24,232203.00900594002,-628417.2309940599,-73.01910898517329
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-04-07,96,96,844469.28,232203.00900594002,-612266.27099406,-72.50308394806972
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-04-14,103,103,949947.4,232203.00900594002,-717744.39099406,-75.55622458612551
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-04-21,110,110,986757.36,232203.00900594002,-754554.3509940599,-76.46807427857036
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-04-28,117,117,950013.26,232203.00900594002,-717810.25099406,-75.55791915936625
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-05-05,124,124,952816.2,232203.00900594002,-720613.1909940599,-75.62982146966644
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-05-12,131,131,904276.21,232203.00900594002,-672073.2009940599,-74.32167224592361
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-05-19,138,138,977680.69,232203.00900594002,-745477.6809940599,-76.24960670892047
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-05-26,145,145,964313.13,232203.00900594002,-732110.12099406,-75.92037256550265
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-06-02,152,152,913515.99,232203.00900594002,-681312.9809940599,-74.58139632499042
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-06-09,159,159,901349.11,232203.00900594002,-669146.1009940599,-74.23828276638116
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-06-16,166,166,1030088.41,232203.00900594002,-797885.40099406,-77.45795343858495
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-06-23,173,173,1018792.36,232203.00900594002,-786589.3509940599,-77.20801429979902
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-06-30,180,180,1056984.52,232203.00900594002,-824781.51099406,-78.0315601021347
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-07-07,187,187,955981.86,232203.00900594002,-723778.8509940599,-75.71052143123929
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-07-14,194,194,943812.41,232203.00900594002,-711609.40099406,-75.39733462437307
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-07-21,201,201,979933.29,232203.00900594002,-747730.28099406,-76.30420240076343
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-07-28,208,208,927498.18,232203.00900594002,-695295.17099406,-74.96458602151219
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-08-04,215,215,927498.18,232203.00900594002,-695295.17099406,-74.96458602151219
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-08-11,222,222,927498.18,232203.00900594002,-695295.17099406,-74.96458602151219
268091,same_day,excess_over_90d_with_internal_rollup,"Diagnostic brut: excedent au-dessus couverture 90j, PFI inclus si valorise",diagnostic,2025-08-18,229,229,927498.18,232203.00900594002,-695295.17099406,-74.96458602151219
