role,supplier,family,path_count,switch_ready_topology,candidate_requires_validation,blocked_until_transport_fixed,blocked,components,status_examples,best_verdict,issue_codes
T2,Plastiservice Charleroi,textile_leather,560,0,560,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=560;lca_mass_requires_review=168
T2,Plastitek,polymer_plastic,314,0,314,0,0,110:NIDA - GLO (moulage par injection plastique) | 159:Moulage plastique | 163:11% Moulage plastique | 172:Moulage plastique | 173:Moulage plastique | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon | 97:GLO: moulage par injection plastique,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=314;lca_mass_low_confidence=60;baseline_node_is_assumption=8;lca_mass_requires_review=4
T2,Plastitek,adhesive_composite,2,0,2,0,0,128:Résine BR623 - composite,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T2,Plastitek,textile_leather,168,0,168,0,0,"160:autre (silicium, cuirs synthétique) | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique)",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=168;lca_mass_low_confidence=168
T2,SCHROTH Safety Products,steel,6474,0,6474,0,0,122:acier | 15:acier | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=6474;material_certificate_required=5185
T2,SCHROTH Safety Products,textile_leather,560,0,560,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=560;lca_mass_requires_review=168
T2,SEKISUI KYDEX,polymer_plastic,490,0,490,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=490
T2,SUMPAR - internal machining/forming process,copper,11,0,11,0,0,5:alliage Cu,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=11;baseline_node_is_assumption=11
T2,SUMPAR - internal machining/forming process,steel,84,0,84,0,0,13:30NCD6 (nickel-chrome- molibdene) | 14:35NC6 (nickel-chrome) | 154:de: aluminium cast part machining glo: steel sheet stamping and bending | 155:de: aluminium cast part machining glo: steel sheet stamping and bending | 50:de: aluminium cast part machining + tth compris dans le steel tinplated,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=84;baseline_node_is_assumption=84;material_certificate_required=73
T2,SUMPAR - internal machining/forming process,aluminium,921,0,921,0,0,123:Alu | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 19:A2017 - Aluminium | 25:A2024 - Aluminium | 66:Alu | 67:Alu | 68:Alu | 70:Alu,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=921;baseline_node_is_assumption=921;material_certificate_required=275;lca_mass_requires_review=142
T2,Senior Aerospace Thailand - internal machining/forming process,steel,2056,0,2056,0,0,100:inox | 101:inox | 102:inox | 138:inox | 33:4140 (acier) | 51:35NC6 (nickel-chrome) | 81:inox | 94:inox | 95:inox | 96:inox | 98:inox | 99:inox,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=2056;baseline_node_is_assumption=2056;material_certificate_required=1651
T2,Senior Aerospace Thailand - internal machining/forming process,aluminium,283,0,283,0,0,54:A2017 - Aluminium | 55:A2024 - Aluminium,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=283;baseline_node_is_assumption=283;material_certificate_required=95
T2,Sika,adhesive_composite,5,0,5,0,0,4:FILM DECOR AERFILM - Ep0.33 714g-m2,baseline_primary_inferred_after_business_review,switch_possible_after_validation,inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
T2,Silicone Engineering,rubber_silicone,16,0,16,0,0,129:Silicone50 shore | 9:Silicone,baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=16;baseline_node_is_assumption=16
T2,TE Connectivity - electronics routing/EMS package,general,71,0,71,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,baseline_primary_assumed_internalized_process,switch_possible_after_validation,inactive_alternate_requires_allocation=71;baseline_node_is_assumption=71;material_certificate_required=48
T2,e2ip technologies,electronics_cots,5,0,5,0,0,73:Clavier | 7:lightning,baseline_primary | baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
T3,AMAG Austria Metall,aluminium,863,0,863,0,0,167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium | 54:A2017 - Aluminium | 55:A2024 - Aluminium,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=863;baseline_node_is_assumption=863;material_certificate_required=298
T3,ASD Textiles,textile_leather,420,0,420,0,0,"11:tissu | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 149:velcro | 150:velours | 158:Tissu, mousse, polyéthylène | 162:16 % Tissu, mousse, polyéthylène | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=420;baseline_node_is_assumption=228;lca_mass_low_confidence=180;lca_mass_requires_review=60;raw_material_source_missing=60
T3,Altec Etirage,steel,2169,0,2169,0,0,"100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 151:Z10CNT18 | 15:acier | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 46:acier | 47:acier | 48:acier | 49:acier | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier | 81:inox | 94:inox | 95:inox",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2169;material_certificate_required=1736;baseline_node_is_assumption=554
T3,Altec Etirage,general,18,0,18,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=18;baseline_node_is_assumption=18;material_certificate_required=12
T3,Aluminium France,aluminium,1030,0,1030,0,0,123:Alu | 161:65% aluminium | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=1030;baseline_node_is_assumption=1030;material_certificate_required=332;lca_mass_requires_review=64
T3,Ampco Metal France,copper,4,0,4,0,0,5:alliage Cu,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4
T3,Aubert & Duval,steel,2177,0,2177,0,0,"100:inox | 101:inox | 102:inox | 116:35NC6 (nickel-chrome) | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 151:Z10CNT18 | 15:acier | 16:35NC6 (nickel-chrome) | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 45:acier | 46:acier | 47:acier | 48:acier | 49:acier | 51:35NC6 (nickel-chrome) | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier",alternate_requires_allocation_source | baseline_primary | baseline_primary_assumed_material_processor,switch_possible_after_validation,inactive_alternate_requires_allocation=2177;material_certificate_required=1760;baseline_node_is_assumption=548
T3,Aubert & Duval,general,18,0,18,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate_demoted_by_researched_correction,switch_possible_after_validation,inactive_alternate_requires_allocation=18;baseline_node_is_assumption=18;material_certificate_required=12
T3,Aurubis,copper,3,0,3,0,0,5:alliage Cu,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=3;baseline_node_is_assumption=3
T3,COTS electronics PCB/subassembly package,electronics_cots,7,0,7,0,0,73:Clavier | 7:lightning,alternate_demoted_by_researched_correction | baseline_primary_assumed_non_switchable_cots,switch_possible_after_validation,inactive_alternate_requires_allocation=7;baseline_node_is_assumption=7
T3,COTS electronics PCB/subassembly package,general,2,0,2,0,0,130:télécommande,baseline_primary_assumed_non_switchable_cots,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2;site_is_fallback_or_centroid=2
T3,Constellium,aluminium,894,0,894,0,0,167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium | 54:A2017 - Aluminium | 55:A2024 - Aluminium,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=894;baseline_node_is_assumption=894;material_certificate_required=298
T3,DIATEX,textile_leather,348,0,348,0,0,"11:tissu | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 149:velcro | 158:Tissu, mousse, polyéthylène | 162:16 % Tissu, mousse, polyéthylène | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène",alternate_requires_allocation_source,switch_possible_after_validation,inactive_alternate_requires_allocation=348;lca_mass_low_confidence=180;baseline_node_is_assumption=156;lca_mass_requires_review=60;raw_material_source_missing=60
T3,Daio Paper Corporation,general,8,0,8,0,0,8:AIRVOLT LAMINAT,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=8
T3,EPODEX,adhesive_composite,2,0,2,0,0,4:FILM DECOR AERFILM - Ep0.33 714g-m2,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=2;baseline_node_is_assumption=2
T3,EXSTO / Baule-Exsto Polymere,polymer_plastic,2208,0,2208,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 110:NIDA - GLO (moulage par injection plastique) | 159:Moulage plastique | 163:11% Moulage plastique | 172:Moulage plastique | 173:Moulage plastique | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon | 97:GLO: moulage par injection plastique,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=2208;lca_mass_low_confidence=120;baseline_node_is_assumption=18;lca_mass_requires_review=8
T3,EXSTO / Baule-Exsto Polymere,rubber_silicone,8,0,8,0,0,129:Silicone50 shore,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=8;baseline_node_is_assumption=8
T3,EXSTO / Baule-Exsto Polymere,textile_leather,168,0,168,0,0,"160:autre (silicium, cuirs synthétique) | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique)",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=168;lca_mass_low_confidence=168
T3,Ensinger - material intermediate sourcing,polymer_plastic,190,0,190,0,0,124:caoutchouc | 125:Polychloroprene,baseline_primary_assumed_material_processor,switch_possible_after_validation,inactive_alternate_requires_allocation=190;baseline_node_is_assumption=190
T3,Euralliage Ile de France,aluminium,1024,0,1024,0,0,123:Alu | 161:65% aluminium | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium,alternate_requires_allocation_source | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1024;baseline_node_is_assumption=1024;material_certificate_required=326;lca_mass_requires_review=61
T3,Euralliage Ile de France,steel,15,0,15,0,0,14:35NC6 (nickel-chrome) | 154:de: aluminium cast part machining glo: steel sheet stamping and bending | 155:de: aluminium cast part machining glo: steel sheet stamping and bending | 50:de: aluminium cast part machining + tth compris dans le steel tinplated,alternate_demoted_by_researched_correction | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=15;baseline_node_is_assumption=15;material_certificate_required=15
T3,FRANKLIN - FRMC55 certified foam/fabric sourcing package,textile_leather,100,0,100,0,0,86:FRMC55 (C55 = % de carbone) et FMR = ? | 87:FRMC55 (C55 = % de carbone) et FMR = ? | 88:FRMC55 (C55 = % de carbone) et FMR = ? | 89:FRMC55 (C55 = % de carbone) et FMR = ? | 90:FRMC55 (C55 = % de carbone) et FMR = ?,baseline_primary_assumed_material_package_requires_bom,switch_possible_after_validation,inactive_alternate_requires_allocation=100;baseline_node_is_assumption=100
T3,Formica,general,8,0,8,0,0,8:AIRVOLT LAMINAT,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=8
T3,Groupe SAGAERT,textile_leather,348,0,348,0,0,"11:tissu | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 149:velcro | 158:Tissu, mousse, polyéthylène | 162:16 % Tissu, mousse, polyéthylène | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=348;lca_mass_low_confidence=180;baseline_node_is_assumption=156;lca_mass_requires_review=60;raw_material_source_missing=60
T3,Gruppo Mastrotto,textile_leather,15,0,15,0,0,6:cuir | 76:cuir | 77:cuir,baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=15;baseline_node_is_assumption=15
T3,Henkel,adhesive_composite,7,0,7,0,0,128:Résine BR623 - composite | 4:FILM DECOR AERFILM - Ep0.33 714g-m2,alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=7;baseline_node_is_assumption=7
T3,Huddersfield Textiles,textile_leather,676,0,676,0,0,"11:tissu | 12:FRMC55:EU28 polyuréthane flexible traité UL | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 149:velcro | 150:velours | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 160:autre (silicium, cuirs synthétique) | 162:16 % Tissu, mousse, polyéthylène | 164:8% autre (silicium, cuirs synthétique) | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique)",alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=676;lca_mass_low_confidence=348;baseline_node_is_assumption=228;lca_mass_requires_review=84;raw_material_source_missing=60
T3,Kronotex GmbH & Co,general,7,0,7,0,0,8:AIRVOLT LAMINAT,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=7
T3,Krupp,steel,2168,0,2168,0,0,"100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 151:Z10CNT18 | 15:acier | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 46:acier | 47:acier | 48:acier | 49:acier | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier | 81:inox | 94:inox | 95:inox",alternate | baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=2168;material_certificate_required=1735;baseline_node_is_assumption=553
T3,Liebherr Aerospace - COTS electronics subassembly/PCB package,electronics_cots,1,0,1,0,0,74:Commande actionnement ECU,baseline_primary_non_switchable_cots_placeholder,switch_possible_after_validation,inactive_alternate_requires_allocation=1;baseline_node_is_assumption=1;raw_material_source_missing=1
T3,MGA Villeneuve St Lot - FRMC55 certified foam/fabric sourcing package,textile_leather,17,0,17,0,0,91:FRMC55 (C55 = % de carbone) et FMR = ?,baseline_primary_assumed_material_package_requires_bom,switch_possible_after_validation,inactive_alternate_requires_allocation=17;baseline_node_is_assumption=17
T3,MGR Foamtex Ltd - FRMC55 certified foam/fabric sourcing package,textile_leather,40,0,40,0,0,92:FRMC55 (C55 = % de carbone) et FMR = ? | 93:FRMC55 (C55 = % de carbone) et FMR = ?,baseline_primary_assumed_material_package_requires_bom,switch_possible_after_validation,inactive_alternate_requires_allocation=40;baseline_node_is_assumption=40
T3,SOMANI,textile_leather,66,0,66,0,0,144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 150:velours,baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=66;baseline_node_is_assumption=66
T3,Saint-Gobain,rubber_silicone,12,0,12,0,0,129:Silicone50 shore | 9:Silicone,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=12;baseline_node_is_assumption=12
T3,Shin-Etsu Silicones,rubber_silicone,14,0,14,0,0,129:Silicone50 shore | 9:Silicone,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=14;baseline_node_is_assumption=14
T3,TE Connectivity - COTS electronics subassembly/PCB package,general,17,0,17,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,baseline_primary_non_switchable_cots_placeholder,switch_possible_after_validation,inactive_alternate_requires_allocation=17;baseline_node_is_assumption=17;material_certificate_required=12
T3,TELATEX,textile_leather,420,0,420,0,0,"11:tissu | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 149:velcro | 150:velours | 158:Tissu, mousse, polyéthylène | 162:16 % Tissu, mousse, polyéthylène | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène",alternate | alternate_requires_allocation_source,switch_possible_after_validation,inactive_alternate_requires_allocation=420;baseline_node_is_assumption=228;lca_mass_low_confidence=180;lca_mass_requires_review=60;raw_material_source_missing=60
T3,Thales - COTS electronics subassembly/PCB package,electronics_cots,17,0,17,0,0,"10:System IFE boitier ref FJKL1-3K1100-01ATAB | 121:Display, liquid crystal, 17 pouces | 126:powerbox | 153:Display, liquid crystal, 17 pouces | 73:Clavier | 78:Display, liquid crystal, 17 pouces",baseline_primary_non_switchable_cots_placeholder,switch_possible_after_validation,inactive_alternate_requires_allocation=17;baseline_node_is_assumption=17;lca_mass_low_confidence=4
T3,Toray Industries,polymer_plastic,2188,0,2188,0,0,103:kydex | 104:kydex | 105:kydex | 106:kydex | 107:kydex | 108:kydex | 109:kydex | 110:NIDA - GLO (moulage par injection plastique) | 159:Moulage plastique | 163:11% Moulage plastique | 172:Moulage plastique | 173:Moulage plastique | 3:Ertalon par moulage par injection plastique | 79:Ertalon | 80:Ertalon | 82:Ertalon | 83:Ertalon | 84:Ertalon | 85:Ertalon | 97:GLO: moulage par injection plastique,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=2188;lca_mass_low_confidence=117;baseline_node_is_assumption=16;lca_mass_requires_review=7
T3,Toray Industries,textile_leather,2230,0,2230,0,0,111:nylon | 112:nylon | 113:nylon | 114:nylon | 115:nylon | 117:nylon | 118:nylon | 119:nylon | 120:nylon | 139:nylon,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=2230;lca_mass_requires_review=669
T3,Toray Industries - Ehime Plant,adhesive_composite,5,0,5,0,0,128:Résine BR623 - composite,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=5;baseline_node_is_assumption=5
T3,Toray Industries - Nagoya Plant,polymer_plastic,192,0,192,0,0,124:caoutchouc | 125:Polychloroprene,alternate_demoted_by_primary_complete_baseline,switch_possible_after_validation,inactive_alternate_requires_allocation=192
T3,Toray Textiles - Tokai Plant,textile_leather,607,0,607,0,0,"11:tissu | 12:FRMC55:EU28 polyuréthane flexible traité UL | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 149:velcro | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 160:autre (silicium, cuirs synthétique) | 162:16 % Tissu, mousse, polyéthylène | 164:8% autre (silicium, cuirs synthétique) | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique) | 32:velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",alternate | alternate_demoted_by_primary_complete_baseline,switch_possible_after_validation,inactive_alternate_requires_allocation=607;lca_mass_low_confidence=348;baseline_node_is_assumption=159;lca_mass_requires_review=84;raw_material_source_missing=60
T3,Ultrafabrics,textile_leather,1,0,1,0,0,137:ULTRA LEATHER SMOKE,baseline_primary,switch_possible_after_validation,inactive_alternate_requires_allocation=1;lca_mass_low_confidence=1
T3,Yamazaki Velvet Co.,textile_leather,77,0,77,0,0,"144:velours | 145:velours | 146:velours | 147:velours | 148:velours | 150:velours | 32:velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",alternate | baseline_primary_assumed_textile_processor,switch_possible_after_validation,inactive_alternate_requires_allocation=77;baseline_node_is_assumption=77
T3,"Zhejiang Yuxin Textile Co.,Ltd.",textile_leather,580,0,580,0,0,"11:tissu | 12:FRMC55:EU28 polyuréthane flexible traité UL | 131:tissu | 132:tissu | 133:tissu | 134:tissu | 135:tissu | 136:tissu | 140:velcro | 141:velcro | 142:velcro | 143:velcro | 149:velcro | 152:FRMC55:EU28 polyuréthane flexible traité UL | 158:Tissu, mousse, polyéthylène | 160:autre (silicium, cuirs synthétique) | 162:16 % Tissu, mousse, polyéthylène | 164:8% autre (silicium, cuirs synthétique) | 165:16 % Tissu, mousse | 168:Tissu, mousse, polyéthylène | 169:Tissu, mousse, polyéthylène | 170:autre (silicium, cuirs synthétique) | 171:autre (silicium, cuirs synthétique)",baseline_primary | baseline_primary_inferred_after_review,switch_possible_after_validation,inactive_alternate_requires_allocation=580;lca_mass_low_confidence=341;baseline_node_is_assumption=142;lca_mass_requires_review=78;raw_material_source_missing=55
T3,thyssenkrupp Materials France,aluminium,1030,0,1030,0,0,123:Alu | 161:65% aluminium | 167:A2024 - Aluminium | 17:A2017 - Aluminium | 18:A2017 - Aluminium | 19:A2017 - Aluminium | 1:A5086 - Aluminium | 20:A2017 - Aluminium | 21:A2017 - Aluminium | 22:A2017 - Aluminium | 23:A2017 - Aluminium | 24:A2017 - Aluminium | 25:A2024 - Aluminium | 26:A2024 - Aluminium | 27:A2024 - Aluminium | 28:A2024 - Aluminium | 29:A5086 - Aluminium | 30:A5086 - Aluminium | 31:A5086 - Aluminium | 34:A5086 - Aluminium | 35:A5086 - Aluminium | 36:A5086 - Aluminium | 37:A5086 - Aluminium | 38:A5086 - Aluminium | 39:A5086 - Aluminium | 40:A5086 - Aluminium | 41:A5086 - Aluminium | 42:A5086 - Aluminium | 43:A5086 - Aluminium | 44:A6060 - Aluminium,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=1030;baseline_node_is_assumption=1030;material_certificate_required=332;lca_mass_requires_review=64
T3,thyssenkrupp Materials France,steel,2179,0,2179,0,0,"100:inox | 101:inox | 102:inox | 122:acier | 138:inox | 13:30NCD6 (nickel-chrome- molibdene) | 151:Z10CNT18 | 154:de: aluminium cast part machining glo: steel sheet stamping and bending | 155:de: aluminium cast part machining glo: steel sheet stamping and bending | 15:acier | 2:15CDV6 (chrome, molibdene, vanadium) | 33:4140 (acier) | 46:acier | 47:acier | 48:acier | 49:acier | 50:de: aluminium cast part machining + tth compris dans le steel tinplated | 52:acier | 53:acier | 56:acier | 57:acier | 58:acier | 59:acier | 60:acier | 61:acier | 62:acier | 63:acier | 64:acier | 65:acier | 72:acier",alternate | baseline_primary_assumed_steel_stockist_requires_certificate,switch_possible_after_validation,inactive_alternate_requires_allocation=2179;material_certificate_required=1746;baseline_node_is_assumption=564
T3,thyssenkrupp Materials France,copper,4,0,4,0,0,5:alliage Cu,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=4;baseline_node_is_assumption=4
T3,thyssenkrupp Materials France,general,18,0,18,0,0,71:cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,alternate,switch_possible_after_validation,inactive_alternate_requires_allocation=18;baseline_node_is_assumption=18;material_certificate_required=12
