day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,25.0,1391.4212,534286.4252,21124.852,6455.0686,9498.1587,0.0,0.0,0.0,840.9749
1,47.5,0.0,87.5,16.24,64.0,326.7225,532349.6426,21058.0118,114.3383,157.2775,0.0,0.0,0.0,597.4301
2,52.5,0.0,140.0,59.24,73.2,337.3918,530309.842,20987.8224,138.2856,32.3866,0.0,0.0,0.0,395.4828
3,60.0,0.0,200.0,16.24,74.64,243.8838,528321.9766,20919.7105,90.3407,20.6537,0.0,0.0,0.0,245.4836
4,55.0,43.0,212.0,53.0,74.928,210.5354,526361.505,20853.3433,82.2952,8.8347,0.0,0.0,0.0,139.1207
5,50.0,10.0,252.0,81.24,74.9856,236.9223,524435.9436,20787.2771,109.6558,9.0985,0.0,0.0,0.0,51.4286
6,45.0,0.0,297.0,32.48,73.1101,143.7201,522699.2726,20726.8895,60.8826,7.9561,0.0,0.0,0.0,0.0
7,40.0,5.0,332.0,236.24,70.622,124.7203,521357.7829,20674.8046,60.6385,4.1118,0.0,0.0,0.0,0.0
8,47.5,50.0,329.5,91.3052,73.1244,117.3063,519655.5302,20616.4472,55.1068,4.3167,0.0,0.0,0.0,0.0
9,52.5,0.0,382.0,10.0,75.0,104.2445,517801.4208,20553.388,45.7396,4.3952,0.0,0.0,0.0,0.0
10,60.0,35.0,407.0,135.9871,75.0,142.9917,515999.5514,20490.3309,72.696,4.7827,0.0,0.0,0.0,0.0
11,55.0,25.0,437.0,133.793,66.9869,119.0766,514800.2729,20447.3493,57.2551,3.6499,0.0,0.0,0.0,0.0
12,50.0,53.7471,433.2529,60.8299,50.0,73.4088,514755.1357,20447.004,28.0213,1.2989,0.0,0.0,0.0,0.0
13,45.0,5.0,473.2529,181.5549,63.9381,124.7997,513835.1028,20411.6628,61.6921,3.3672,0.0,0.0,0.0,0.0
14,40.0,70.0999,443.153,193.8156,54.6594,103.224,513544.8348,20399.5654,48.0678,2.1167,0.0,0.0,0.0,0.0
15,47.5,0.0,490.653,222.1586,50.0,68.4088,513719.7734,20407.3741,24.5428,1.2489,0.0,0.0,0.0,0.0
16,52.5,35.0,508.153,92.1501,50.0,78.0683,513720.044,20408.1961,31.2629,1.3455,0.0,0.0,0.0,0.0
17,60.0,5.0,563.153,76.9667,54.6609,83.2255,513397.9234,20396.1225,34.1546,1.9169,0.0,0.0,0.0,0.0
18,55.0,4.6594,613.4936,62.8552,50.0,73.4088,513403.8993,20397.1727,28.0213,1.2989,0.0,0.0,0.0,0.0
19,50.0,5.0,658.4936,124.6036,54.6606,82.8861,513129.7719,20387.6677,33.9185,1.9134,0.0,0.0,0.0,0.0
20,45.0,15.0,688.4936,48.4523,50.0,68.4088,513116.0042,20387.2793,24.5428,1.2489,0.0,0.0,0.0,0.0
21,40.0,9.6609,718.8327,128.5743,54.6609,96.8243,512827.2273,20377.1883,43.6153,2.0529,0.0,0.0,0.0,0.0
22,47.5,23.5987,742.734,135.0788,59.3219,83.0423,512212.7449,20353.4202,33.331,2.4348,0.0,0.0,0.0,0.0
23,52.5,0.0,795.234,21.6576,50.0,73.4088,512182.1825,20353.0089,28.0213,1.2989,0.0,0.0,0.0,0.0
24,60.0,0.0,855.234,87.3522,54.6609,81.2015,511877.4672,20340.9152,33.6869,1.8966,0.0,0.0,0.0,0.0
25,55.0,10.0,900.234,81.1949,54.6609,80.8565,511556.9395,20328.8242,33.6394,1.8932,0.0,0.0,0.0,0.0
26,50.0,4.6609,945.5731,35.3042,50.0,80.7007,511528.0709,20328.3995,34.2272,1.3718,0.0,0.0,0.0,0.0
27,45.0,14.6609,975.9121,175.773,59.3219,81.0123,510965.2497,20306.6167,33.0516,2.4145,0.0,0.0,0.0,0.0
28,40.0,19.3219,996.5903,156.5692,59.3219,81.0123,510378.5637,20283.8793,33.0516,2.4145,0.0,0.0,0.0,0.0
29,47.5,5.0,1039.0903,29.0078,50.0,90.3616,510333.3987,20283.4518,40.9483,1.4685,0.0,0.0,0.0,0.0
30,47.5,0.0,1086.5903,136.8728,59.3219,90.3342,509737.0163,20259.6776,39.5369,2.5077,0.0,0.0,0.0,0.0
31,47.5,0.0,1134.0903,45.0457,50.0,71.3788,509731.8721,20260.2019,27.742,1.2786,0.0,0.0,0.0,0.0
32,47.5,15.0,1166.5903,51.4694,50.0,71.3788,509718.1515,20261.0321,27.742,1.2786,0.0,0.0,0.0,0.0
33,47.5,23.3047,1190.7856,84.6048,54.6609,71.1956,509397.3899,20248.9317,26.9183,1.7966,0.0,0.0,0.0,0.0
34,47.5,10.0,1228.2856,156.842,59.3219,100.3342,508800.9768,20225.1563,46.4939,2.6077,0.0,0.0,0.0,0.0
35,47.5,0.0,1275.7856,6.3177,50.0,71.0398,508757.4435,20224.794,27.5061,1.2752,0.0,0.0,0.0,0.0
36,47.5,0.0,1323.2856,136.9981,59.3219,90.3342,508161.1865,20201.0248,39.5369,2.5077,0.0,0.0,0.0,0.0
37,47.5,28.9828,1341.8028,129.0774,59.3219,86.0123,507532.3478,20177.2503,36.5301,2.4645,0.0,0.0,0.0,0.0
38,47.5,9.3219,1379.981,163.8323,54.6609,71.1956,507304.7966,20168.2293,26.9183,1.7966,0.0,0.0,0.0,0.0
39,47.5,5.0,1422.481,81.0478,54.6609,85.5175,506984.4609,20156.146,36.882,1.9398,0.0,0.0,0.0,0.0
40,47.5,10.0,1459.981,29.2232,50.0,85.3616,506939.5113,20155.727,37.4698,1.4185,0.0,0.0,0.0,0.0
41,47.5,0.0,1507.481,54.7385,54.6609,80.8565,506602.5272,20143.6267,33.6394,1.8932,0.0,0.0,0.0,0.0
42,47.5,14.3219,1540.6591,133.991,54.6609,71.1956,506340.1347,20132.5632,26.9183,1.7966,0.0,0.0,0.0,0.0
43,47.5,5.0,1583.1591,75.8033,54.6609,71.1956,506028.8764,20121.4918,26.9183,1.7966,0.0,0.0,0.0,0.0
44,47.5,23.6437,1607.0154,205.5177,63.9828,95.1509,505140.6235,20086.0428,42.1917,3.0757,0.0,0.0,0.0,0.0
45,47.5,0.0,1654.5154,31.1147,50.0,81.0398,505111.8872,20085.6235,34.4631,1.3752,0.0,0.0,0.0,0.0
46,47.5,0.0,1702.0154,72.0,50.0,90.3616,505114.7144,20086.4666,40.9483,1.4685,0.0,0.0,0.0,0.0
47,47.5,18.9828,1730.5326,64.1859,54.6609,71.1956,504777.8559,20074.3713,26.9183,1.7966,0.0,0.0,0.0,0.0
48,47.5,23.9828,1754.0498,230.4738,68.6437,95.6458,503581.6703,20027.2539,41.8398,3.6004,0.0,0.0,0.0,0.0
49,47.5,10.0,1791.5498,201.2399,63.9828,104.4728,502693.4614,19991.8067,48.6769,3.1689,0.0,0.0,0.0,0.0
50,47.5,28.6437,1810.406,90.5619,50.0,86.0398,502690.5286,19992.4195,37.9416,1.4252,0.0,0.0,0.0,0.0
51,47.5,5.0,1852.906,86.1996,50.0,66.3788,502726.5383,19994.5899,24.2635,1.2286,0.0,0.0,0.0,0.0
52,47.5,15.0,1885.406,60.261,50.0,85.3616,502707.6265,19995.2125,37.4698,1.4185,0.0,0.0,0.0,0.0
53,47.5,0.0,1932.906,32.7301,50.0,66.3788,502695.1666,19994.7952,24.2635,1.2286,0.0,0.0,0.0,0.0
54,47.5,9.6609,1970.7451,54.9579,54.6609,71.1956,502358.402,19982.7036,26.9183,1.7966,0.0,0.0,0.0,0.0
55,47.5,13.9828,2004.2623,82.6274,54.6609,76.1956,502039.9849,19970.6159,30.3968,1.8466,0.0,0.0,0.0,0.0
56,47.5,0.0,2051.7623,196.8081,63.9828,100.49,501161.3271,19936.1996,45.9061,3.1291,0.0,0.0,0.0,0.0
57,47.5,20.0,2079.2623,86.4884,54.6609,76.1956,500840.7539,19924.1068,30.3968,1.8466,0.0,0.0,0.0,0.0
58,47.5,0.0,2126.7623,162.3446,56.8219,79.3057,500292.5762,19900.5437,38.3922,2.115,0.0,0.0,0.0,0.0
59,47.5,9.6609,2164.6014,69.4822,47.4578,62.2009,500159.6943,19894.3785,34.0456,0.8961,0.0,0.0,0.0,0.0
