day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,2368.4743,535857.7923,21177.0804,6774.495,9856.6032,0.0,0.0,0.0
1,47.5,0.0,87.5,64.96,82.0,158.1115,534054.0688,21117.5526,39.4178,6.7443,0.0,0.0,0.0
2,52.5,0.0,140.0,94.704,93.2,195.9299,532097.5588,21052.8472,58.7894,7.5714,0.0,0.0,0.0
3,60.0,0.0,200.0,81.2,94.64,177.3699,530147.532,20988.1415,45.5937,7.3858,0.0,0.0,0.0
4,55.0,20.0,235.0,169.2,94.928,245.6579,528197.5025,20923.4357,93.0449,8.0687,0.0,0.0,0.0
5,50.0,45.0,240.0,194.4,94.9856,202.7155,526290.6725,20858.7317,63.1585,7.6393,0.0,0.0,0.0
6,45.0,23.0,262.0,179.2,91.223,242.7084,524493.9326,20798.909,96.1885,7.6156,0.0,0.0,0.0
7,40.0,25.0,277.0,205.0,86.2446,154.4888,522998.293,20745.5347,41.6884,6.1744,0.0,0.0,0.0
8,47.5,25.0,299.5,274.167,91.2489,238.8855,521297.4681,20685.686,93.4965,7.58,0.0,0.0,0.0
9,52.5,0.0,352.0,94.0357,95.0,271.4655,519266.5381,20620.989,110.985,8.3268,0.0,0.0,0.0
10,60.0,73.113,338.887,342.1139,95.0,200.8544,517481.1844,20556.2898,61.8609,7.6207,0.0,0.0,0.0
11,55.0,139.8601,254.027,162.9846,95.0,200.8544,515449.9543,20491.5807,61.8609,7.6207,0.0,0.0,0.0
12,50.0,23.1245,280.9025,189.5374,71.264,228.2005,515225.6681,20486.7473,84.4309,5.2472,0.0,0.0,0.0
13,45.0,25.0,300.9025,171.8529,72.7739,169.2651,514807.5898,20473.154,47.8495,4.8235,0.0,0.0,0.0
14,40.0,20.6226,320.2799,199.9356,65.6226,231.2904,514703.6598,20471.4399,98.1995,4.6426,0.0,0.0,0.0
15,47.5,75.0,292.7799,578.3182,68.1245,145.1391,514998.173,20483.9218,31.7311,4.0637,0.0,0.0,0.0
16,52.5,0.0,345.2799,93.1239,74.6609,204.8354,514481.9644,20470.1686,67.6685,5.3923,0.0,0.0,0.0
17,60.0,49.377,355.9028,171.4374,74.6609,156.7109,514042.8124,20456.4962,34.1883,4.9111,0.0,0.0,0.0
18,55.0,98.1245,312.7783,214.7116,70.0,181.8386,513905.1144,20454.6387,52.3657,4.6426,0.0,0.0,0.0
19,50.0,20.6226,342.1557,356.9448,74.6609,186.3719,513650.5633,20448.107,54.8234,5.2077,0.0,0.0,0.0
20,45.0,0.0,387.1557,106.201,68.113,168.8258,513524.3265,20446.1874,48.24,4.2993,0.0,0.0,0.0
21,40.0,34.3218,392.8339,171.0783,65.6226,187.8384,513421.2921,20444.5091,67.9699,4.2081,0.0,0.0,0.0
22,47.5,84.3219,356.012,159.5787,68.1245,143.8751,513289.0079,20442.5957,30.8517,4.0511,0.0,0.0,0.0
23,52.5,0.0,408.512,159.0053,79.3216,161.5274,512549.9508,20417.2519,36.8429,5.479,0.0,0.0,0.0
24,60.0,0.0,468.512,256.6451,83.9813,212.5804,511525.5104,20380.168,71.6645,6.5092,0.0,0.0,0.0
25,55.0,0.0,523.512,217.2328,74.6609,166.0325,511172.2093,20366.4416,40.6733,5.0043,0.0,0.0,0.0
26,50.0,46.2375,527.2745,173.1125,70.0,197.5168,511029.1211,20364.3684,63.2731,4.7994,0.0,0.0,0.0
27,45.0,0.0,572.2745,43.4706,68.113,182.8071,510826.1725,20362.6251,57.9668,4.4391,0.0,0.0,0.0
28,40.0,45.6226,566.6519,427.5235,70.2835,137.9942,510686.0717,20356.4643,32.5971,4.2294,0.0,0.0,0.0
29,47.5,0.0,614.1519,226.2171,77.4464,222.2442,509962.2689,20331.2134,83.9807,5.8743,0.0,0.0,0.0
30,47.5,107.7169,553.935,232.0746,77.9468,189.97,509166.5382,20305.9,60.221,5.6081,0.0,0.0,0.0
31,47.5,9.3216,592.1134,117.8808,68.725,179.3893,509029.231,20303.9498,53.991,4.4741,0.0,0.0,0.0
32,47.5,25.0,614.6134,404.093,73.4059,151.3448,508858.3535,20297.5182,33.7321,4.7156,0.0,0.0,0.0
33,47.5,23.6249,638.4885,92.7897,73.4099,175.0869,508353.7868,20283.8856,50.239,4.9535,0.0,0.0,0.0
34,47.5,33.0468,652.9417,133.9602,68.7498,169.6731,508218.4336,20281.9393,47.1667,4.3797,0.0,0.0,0.0
35,47.5,32.4464,667.9953,277.7739,73.4109,189.0939,507876.0183,20268.6287,59.9811,5.0937,0.0,0.0,0.0
36,47.5,0.0,715.4953,217.2228,82.7328,165.6606,506864.8215,20231.6487,42.2862,5.8989,0.0,0.0,0.0
37,47.5,37.7278,725.2675,232.4714,73.4109,222.615,506438.3009,20218.0557,83.3017,5.4289,0.0,0.0,0.0
38,47.5,4.6609,768.1066,155.4051,73.4109,178.5145,506011.8813,20204.4163,53.4362,4.9879,0.0,0.0,0.0
39,47.5,0.0,815.6066,5.1803,68.75,74.0704,505876.3969,20202.4647,30.4647,3.4237,0.0,0.0,0.0
40,47.5,94.9988,768.1078,330.0929,82.7328,107.6097,504941.1223,20165.4895,51.7094,5.3184,0.0,0.0,0.0
41,47.5,9.3219,806.286,187.0067,82.7328,126.2535,503929.7946,20128.5042,64.6799,5.5048,0.0,0.0,0.0
42,47.5,0.0,853.786,62.4805,68.75,130.8923,503794.7884,20126.5718,69.9956,3.9919,0.0,0.0,0.0
43,47.5,23.75,877.536,69.2839,73.4109,74.2262,503367.4469,20112.946,29.8769,3.945,0.0,0.0,0.0
44,47.5,56.3765,868.6594,139.6357,73.4109,111.959,502940.0978,20099.3198,56.1276,4.3224,0.0,0.0,0.0
45,47.5,37.7328,878.4266,66.6108,68.75,97.8204,502804.5612,20097.3662,46.9875,3.6612,0.0,0.0,0.0
46,47.5,0.0,925.9266,74.3181,73.4109,102.6372,502377.5929,20083.7553,49.6424,4.2291,0.0,0.0,0.0
47,47.5,4.6609,968.7657,142.4116,78.0719,126.543,501658.0965,20058.4433,65.5775,4.988,0.0,0.0,0.0
48,47.5,75.9109,940.3548,166.6946,55.7004,56.0503,501066.8639,20034.9952,28.0329,1.7558,0.0,0.0,0.0
49,47.5,23.75,964.1048,62.2082,45.0,82.7328,501067.187,20035.0082,48.6967,0.8273,0.0,0.0,0.0
50,47.5,47.5,964.1048,47.9591,45.0,45.0,501067.2439,20035.0104,22.446,0.45,0.0,0.0,0.0
51,47.5,37.7328,973.872,94.1869,49.6609,60.5171,500775.7236,20023.3496,32.5451,1.1249,0.0,0.0,0.0
52,47.5,0.0,1021.372,24.6294,45.0,68.75,500776.2006,20023.3687,38.9689,0.6875,0.0,0.0,0.0
53,47.5,0.0,1068.872,0.9359,45.0,45.0,500776.7342,20023.3901,22.446,0.45,0.0,0.0,0.0
54,47.5,33.0719,1083.3001,173.5407,58.9828,64.1112,499901.5248,19988.3817,33.6531,2.2004,0.0,0.0,0.0
55,47.5,1.3785,1129.4216,2.1152,45.0,45.0,499901.8592,19988.3951,22.446,0.45,0.0,0.0,0.0
56,47.5,4.6609,1172.2607,49.6909,49.6609,49.8167,499609.6152,19976.7053,25.1008,1.0179,0.0,0.0,0.0
57,47.5,0.0,1219.7607,108.9737,54.3219,73.2772,499025.7996,19953.3527,40.7261,1.7723,0.0,0.0,0.0
58,47.5,0.0,1267.2607,226.2214,49.6609,49.8167,498914.747,19941.7178,25.1008,1.0179,0.0,0.0,0.0
59,47.5,0.0,1314.7607,144.8153,56.7797,66.4953,498198.4549,19912.2161,35.6408,1.9786,0.0,0.0,0.0
