day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:007923,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,SDC-1450 | item:021081
0,108.844875,54307.8,2460.0,1460.0,9.3574,487.6,7.2,5213.54772,5.55408,2.8014,17.7422,2.9638,635.04,0.984144,0.09338,0.059276,8.923068,0.141288,2.9638,2860.0,1740.0,12.98,1161.16,1090680.0
1,108.494891,53100.96,2440.0,1440.0,9.1988,483.36,7.04,5020.45336,5.5216,2.77704,17.58792,2.9232,635.04,0.9744,0.092568,0.058464,8.893024,0.139664,2.9232,2840.0,1720.0,12.76,1153.04,1090679.67816
2,108.144908,51894.12,2420.0,1420.0,9.0402,479.12,6.88,4827.359,5.48912,2.75268,17.43364,2.8826,570.08,0.964656,0.091756,0.057652,8.86298,0.13804,2.8826,2820.0,1700.0,12.54,1144.92,1090679.35632
3,107.794924,50687.28,2400.0,1400.0,8.8816,474.88,6.72,4634.26464,5.45664,2.72832,17.27936,2.842,505.12,0.954912,0.090944,0.05684,8.832936,0.136416,2.842,2800.0,1680.0,12.32,1136.8,1090679.098848
4,107.444941,49480.44,2380.0,1380.0,8.723,470.64,6.56,4441.17028,5.42416,2.70396,17.12508,2.8014,440.16,0.945168,0.090132,0.056028,8.802892,0.134792,2.8014,2780.0,1660.0,12.1,1128.68,1090678.905744
5,107.094957,48273.6,2360.0,1360.0,8.5644,466.4,6.4,4248.07592,5.39168,2.6796,16.9708,2.7608,375.2,0.935424,0.08932,0.055216,8.772848,0.133168,2.7608,2760.0,1640.0,11.88,1120.56,1090678.545283
6,106.744974,47066.76,2340.0,1340.0,8.4058,462.16,6.24,4054.98156,5.3592,2.65524,16.81652,2.7202,310.24,0.92568,0.088508,0.054404,8.742804,0.131544,2.7202,2740.0,1620.0,11.66,1112.44,1090678.223443
7,106.39499,45859.92,2320.0,1320.0,8.2472,457.92,6.08,3861.8872,5.32672,2.63088,16.66224,2.6796,245.28,0.915936,0.087696,0.053592,8.71276,0.12992,2.6796,2720.0,1600.0,11.44,1104.32,1090677.973695
8,106.045007,44653.08,2300.0,1300.0,8.0886,453.68,5.92,3668.79284,5.29424,2.60652,16.50796,2.639,440.16,0.906192,0.086884,0.05278,8.682716,0.128296,2.639,2700.0,1580.0,11.22,1096.2,1090677.788316
9,105.695023,43446.24,2280.0,1280.0,7.93,449.44,5.76,3475.69848,5.26176,2.58216,16.35368,2.5984,375.2,0.896448,0.086072,0.051968,8.652672,0.126672,2.5984,2680.0,1560.0,11.0,1088.08,1090677.4294
10,105.34504,42239.4,2260.0,1260.0,7.7714,445.2,5.6,3423.00412,5.22928,2.5578,16.1994,2.5578,570.08,0.886704,0.08526,0.051156,8.622628,0.125048,2.5578,2660.0,1540.0,10.78,1079.96,1090677.10756
11,104.995056,41032.56,2240.0,1240.0,7.6128,440.96,5.44,3229.90976,5.1968,2.53344,16.04512,2.5172,505.12,0.87696,0.084448,0.050344,8.592584,0.123424,2.5172,2640.0,1520.0,10.56,1071.84,1090676.857503
