baseline::avg_inventory,baseline::ending_backlog,baseline::fill_rate,baseline::total_cost,baseline::total_external_procured_ordered_qty,case_id,case_input,case_output_dir,delta::avg_inventory,delta::ending_backlog,delta::fill_rate,delta::total_cost,delta::total_external_procured_ordered_qty,delta_pct::avg_inventory,delta_pct::ending_backlog,delta_pct::fill_rate,delta_pct::total_cost,delta_pct::total_external_procured_ordered_qty,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,notes,parameter_group,parameter_key,parameter_label,status,study
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_capacity_node_M-1810_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_capacity_node_M-1810_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_capacity_node_M-1810_stress\simulation_output,-445576.0828000009,249698.78500000003,-0.047090999999999994,-461835.4792999998,0.0,-2.254202129161717,42.07379250501686,-5.302592686428511,-1.6540854205475162,nan,stress,0.85,19320889.2681,0.149706,0.085546,0.169576,0.402694,0.192479,843176.9816,18875486.9681,0.840984,5302452.7143,0.0,126036663.6523,27459061.0816,5302452.7143,103194286.443,732755.4074,101570442.481,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4110773.1771,11745066.2204,2349013.2441,22802658.5771,0.0,17628869.1468,4656402.5044,4459275.7327,125160151.4764,205923.0957,11057592.3568,0.0,5285279.7992,1966578.8994,,capacity_node,capacity_node::M-1810,Capacite M-1810,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_capacity_node_SDC-1450_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_capacity_node_SDC-1450_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_capacity_node_SDC-1450_stress\simulation_output,-647096.7945000008,0.0,0.0,-1569209.7267000005,0.0,-3.273710210766324,0.0,0.0,-5.6201982027235395,nan,stress,0.85,19119368.5564,0.138042,0.078881,0.181792,0.423803,0.177482,593478.1966,18276821.7433,0.888075,5302452.7143,0.0,125642411.0774,26351686.8342,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,3637631.1406,10393231.8304,2078646.3661,21561153.2948,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,4676954.3237,2131254.1763,,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_stock_node_SDC-VD0914690A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0914690A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0914690A_stress\simulation_output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,stress,0.75,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_capacity_node_SDC-VD0914690A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0914690A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0914690A_stress\simulation_output,138320.9705999978,-6317.335199999972,0.0011910000000000531,-40602.90560000017,0.0,0.6997759495412254,-1.0644595262625647,0.13411029473862604,-0.14542120992224822,nan,stress,0.75,19904786.3215,0.150119,0.085782,0.171277,0.399811,0.19301,587160.8614,19162213.8521,0.889266,5302452.7143,0.0,126177801.9509,27880293.6553,5302452.7143,104474223.2424,28140161.884,103001485.7407,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4185367.2216,11958192.0618,2391638.4124,23105038.8727,0.0,17839662.6991,4775254.7826,4715291.8529,126842597.0445,1577790.4974,11146846.8109,0.0,5381186.4278,2240873.6434,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_lead_time_node_SDC-VD0914690A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0914690A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-VD0914690A_stress\simulation_output,-724508.7445,33621.5368,-0.00634099999999993,-63036.376699998975,0.0,-3.6653429515004907,5.665167986392038,-0.7140162711482623,-0.22576773837654682,nan,stress,1.5,19041956.6064,0.14906,0.085177,0.172729,0.401385,0.191649,627099.7334,18285770.6538,0.881734,5302452.7143,0.0,126127818.9853,27857860.1842,5302452.7143,104659914.8413,41318000.0,103020304.3557,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4152498.998,11864282.8513,2372856.5703,23045997.3272,0.0,17859006.8048,4811862.857,4675352.9808,127136662.4102,0.0,11181714.4759,0.0,5338927.2831,1895449.088,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_reliability_node_SDC-VD0914690A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0914690A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-VD0914690A_stress\simulation_output,-627432.6129000001,-34328.17080000008,0.006474000000000091,102608.68670000136,0.0,-3.174227671774569,-5.784234534084664,0.7289924837429373,0.3674978218417707,nan,stress,0.85,19139032.738,0.150287,0.085878,0.1715,0.399109,0.193226,559150.0258,18018969.8545,0.894549,5302452.7143,0.0,125775722.664,28023505.2476,5302452.7143,119161696.4861,41318000.0,117221899.5748,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4211570.4311,12033058.3746,2406611.6749,23217486.6647,0.0,17863455.2036,4806018.583,4743302.6884,127182867.1768,0.0,11184428.2901,14475441.7239,5414876.2686,2043735.2283,,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_stock_node_SDC-1450_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-1450_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-1450_stress\simulation_output,-4.351500000804663,0.0,0.0,-10.552499998360872,0.0,-2.201455810917925e-05,0.0,0.0,-3.7794273458748576e-05,nan,stress,0.75,19766460.9994,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812488.4074,27920886.0084,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35121.3627,0.0,0.0,0.0,0.0,0.0,4186850.8516,11962431.0047,2392486.2009,23130352.469,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383093.9521,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_capacity_node_SDC-1450_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-1450_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-1450_stress\simulation_output,431937.9464999996,-8417.581300000078,0.001587000000000005,-58603.732200000435,0.0,2.1852057959382845,-1.4183471858315744,0.1787011232159452,-0.20989201429179108,nan,stress,0.75,20198403.2974,0.150398,0.085942,0.170442,0.399848,0.193369,585060.6153,19282334.2387,0.889662,5302452.7143,0.0,126015233.3877,27862292.8287,5302452.7143,104364761.7102,9753.3093,102671481.8215,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4190444.9976,11972699.9931,2394539.9986,23113392.9289,0.0,17867469.5899,4748899.8998,4717392.0989,126876607.1104,4947675.835,11140692.9358,0.0,5387714.9969,2490957.3185,,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_lead_time_node_SDC-1450_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-1450_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_lead_time_node_SDC-1450_stress\simulation_output,785804.6785999984,41980.99170000001,-0.007916999999999952,-247204.7773000002,0.0,3.9754435841217273,7.073720979221567,-0.8914787602398392,-0.8853754991742709,nan,stress,1.5,20552270.0295,0.154122,0.08807,0.168928,0.390724,0.198157,635459.1883,19444335.0228,0.880158,5302452.7143,0.0,119828169.8368,27673691.7836,5302452.7143,101507479.9238,27777238.8602,97505141.699,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4265125.067,12186071.6201,2437214.324,22998835.2014,0.0,17329088.3752,4674856.5822,4666993.526,123337530.7527,1575025.8319,10812763.5813,0.0,5483732.229,2189097.9211,,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_reliability_node_SDC-1450_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-1450_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_reliability_node_SDC-1450_stress\simulation_output,183768.01099999994,16928.939799999935,-0.0031930000000000014,118862.6064000018,0.0,0.929695864878708,2.8524956598211673,-0.3595417053739833,0.4257119972517472,nan,stress,0.85,19950233.3619,0.147871,0.084498,0.178504,0.399008,0.19012,610407.1364,18776437.5811,0.884882,5302452.7143,0.0,125848760.2072,28039759.1673,5302452.7143,106761011.9991,10978977.7781,105078080.5751,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4146260.8012,11846459.4321,2369291.8864,23034542.5871,0.0,20094244.1843,5005216.5803,4692045.5779,126990028.7381,4805418.7199,11188083.1549,4485556.4385,5330906.7444,2345679.7588,,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_stock_node_SDC-VD0901566A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0901566A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_stock_node_SDC-VD0901566A_stress\simulation_output,-51.66780000180006,0.0,0.0,11.196000002324581,0.0,-0.0002613911950598064,0.0,0.0,4.00989988910431e-05,nan,stress,0.75,19766413.6831,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812494.8774,27920907.7569,5302452.7143,104693328.3055,28210724.5899,103072244.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.0339,11962440.0969,2392488.0194,23130367.8585,0.0,17869743.232,4790539.8984,4708974.5176,127074661.6123,1580070.6283,11167927.7616,0.0,5383098.0436,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0901566A,Stock fournisseur SDC-VD0901566A,ok,stress
19766465.3509,593478.1966,0.888075,27920896.5609,0.0,stress_supplier_capacity_node_SDC-VD0901566A_stress,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0901566A_stress\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\stress\stress_supplier_capacity_node_SDC-VD0901566A_stress\simulation_output,-38951.29310000315,623427.2984999999,-0.11757399999999996,-923439.6801999994,0.0,-0.19705745265290756,105.04636936480168,-13.2391971398812,-3.3073425066628066,nan,stress,0.75,19727514.0578,0.154333,0.08819,0.161595,0.397455,0.198428,1216905.4951,17548885.9961,0.770501,5302452.7143,0.0,115718044.9607,26997456.8807,5302452.7143,99326306.327,61393000.0,94975873.1239,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4166586.3996,11904532.5704,2380906.5141,22634798.309,0.0,16911606.2487,4362658.5717,4085547.2192,120526165.5058,0.0,10730265.7386,0.0,5357039.6567,2125294.9934,,supplier_capacity_node,supplier_capacity_node::SDC-VD0901566A,Debit fournisseur SDC-VD0901566A,ok,stress
