case_id,case_input,case_output_dir,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,notes,parameter_group,parameter_key,parameter_label,status,study
local_supplier_capacity_node_SDC-VD0525412A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0525412A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0525412A_high\simulation_output,high,1.1,19997233.1523,0.149188,0.08525,0.171952,0.401796,0.191814,587982.3817,19736564.2605,0.889111,5302452.7143,0.0,126576859.2622,27753339.2247,5302452.7143,104527218.736,23238738.9569,102804933.4277,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4140473.8863,11829925.3894,2365985.0779,22981105.3992,0.0,17852783.275,4772233.8255,4714470.3326,126900564.5903,2165162.7447,11151180.0098,0.0,5323466.4253,2237887.1451,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,local
local_supplier_lead_time_node_SDC-VD0525412A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_low\simulation_output,low,0.9,19898885.3765,0.150179,0.085817,0.170876,0.40004,0.193088,641444.6903,19667037.1524,0.879029,5302452.7143,0.0,125854221.6436,27851468.594,5302452.7143,104430335.7677,5624110.2862,102267256.3216,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4182711.2176,11950603.4788,2390120.6958,23092317.1256,0.0,17860258.6081,4759151.4684,4661008.024,126857651.0572,4946517.5414,11141713.6467,0.0,5377771.5655,2266092.9342,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,local
local_supplier_lead_time_node_SDC-VD0525412A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_high\simulation_output,high,1.1,19798710.5777,0.149967,0.085695,0.171564,0.399959,0.192814,593478.1966,18951629.8703,0.888075,5302452.7143,0.0,125794862.3934,27922658.5046,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4187471.2253,11964203.5008,2392840.7002,23132124.9652,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383891.5754,2131254.1763,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,local
local_supplier_reliability_node_SDC-VD0525412A_adverse,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0525412A_adverse\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0525412A_adverse\simulation_output,adverse,0.95,19762182.3456,0.149952,0.085687,0.171577,0.399988,0.192796,593478.1966,18937249.5439,0.888075,5302452.7143,0.0,125812449.8774,27920662.5289,5302452.7143,104764909.8581,28206355.8413,103142581.6535,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186772.6338,11962207.5252,2392441.505,23130128.9895,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,71572.4747,5382993.3863,2131254.1763,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,ok,local
local_supplier_stock_node_SDC-VD0993480A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0993480A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0993480A_low\simulation_output,low,0.9,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,ok,local
local_supplier_stock_node_SDC-VD0993480A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0993480A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0993480A_high\simulation_output,high,1.1,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0993480A,Stock fournisseur SDC-VD0993480A,ok,local
local_supplier_capacity_node_SDC-VD0993480A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0993480A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0993480A_low\simulation_output,low,0.9,19451804.0689,0.149879,0.085645,0.172167,0.399608,0.192701,595270.8771,19041220.5764,0.887737,5302452.7143,0.0,126340948.8398,28013056.3902,5302452.7143,104754531.8016,41318000.0,103043935.8219,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4198555.1497,11995871.8564,2399174.3713,23190126.449,0.0,17876185.1972,4822929.9412,4707181.8371,127281516.1184,0.0,11194254.5927,0.0,5398142.3354,1776890.9502,,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A,ok,local
local_supplier_capacity_node_SDC-VD0993480A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0993480A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0993480A_high\simulation_output,high,1.1,19842393.271,0.148441,0.084824,0.173046,0.402836,0.190853,598749.4013,19578752.8838,0.887081,5302452.7143,0.0,127090758.4277,27757019.686,5302452.7143,104675427.9804,39008954.5408,102896600.9391,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4120285.8533,11772245.295,2354449.059,22953781.5565,0.0,17866048.0399,4803238.1295,4703703.313,127164321.5967,1317317.5328,11181536.2615,0.0,5297510.3828,2043175.9245,,supplier_capacity_node,supplier_capacity_node::SDC-VD0993480A,Debit fournisseur SDC-VD0993480A,ok,local
local_supplier_lead_time_node_SDC-VD0993480A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_low\simulation_output,low,0.9,20002416.7155,0.150449,0.085971,0.170878,0.399267,0.193435,621265.7019,19504919.8945,0.882834,5302452.7143,0.0,124771385.0769,27932757.0174,5302452.7143,104534938.2795,28313419.0039,101699716.8562,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4202466.7427,12007047.8362,2401409.5672,23159667.6627,0.0,17848003.3885,4773089.3547,4681187.0123,126909451.3843,1576138.7708,11152619.8265,0.0,5403171.5263,2289940.1601,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,ok,local
local_supplier_lead_time_node_SDC-VD0993480A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0993480A_high\simulation_output,high,1.1,19971951.1427,0.148576,0.084901,0.172634,0.402864,0.191026,614116.7141,18951224.757,0.884183,5302452.7143,0.0,124890183.1347,27710806.1996,5302452.7143,104601632.8239,27604055.7217,100868101.6868,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4117159.5616,11763313.033,2352662.6066,22926990.2619,0.0,17853813.0065,4783815.9377,4688336.0002,127005470.8226,1577790.4974,11163677.2288,0.0,5293490.8649,2156878.5879,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0993480A,Lead time fournisseur SDC-VD0993480A,ok,local
local_supplier_reliability_node_SDC-VD0993480A_adverse,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0993480A_adverse\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0993480A_adverse\simulation_output,adverse,0.95,19976432.7181,0.149795,0.085597,0.171491,0.400522,0.192594,613442.1774,19387664.6984,0.88431,5302452.7143,0.0,126859963.1209,27885468.3271,5302452.7143,104752241.8896,28320499.9181,103077008.4746,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4177116.2678,11934617.9079,2386923.5816,23103351.5023,0.0,17865800.1951,4782116.8248,4689010.5369,127069756.3433,1580070.6283,11168733.5943,71569.4697,5370578.0586,2219473.5201,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0993480A,Fiabilite fournisseur SDC-VD0993480A,ok,local
local_supplier_stock_node_SDC-VD0508918A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0508918A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0508918A_low\simulation_output,low,0.9,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,ok,local
local_supplier_stock_node_SDC-VD0508918A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0508918A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0508918A_high\simulation_output,high,1.1,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0508918A,Stock fournisseur SDC-VD0508918A,ok,local
local_supplier_capacity_node_SDC-VD0508918A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0508918A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0508918A_low\simulation_output,low,0.9,21051119.498,0.15822,0.090412,0.16874,0.379201,0.203426,733073.2644,18575739.8687,0.861748,5302452.7143,0.0,112987990.3887,26340143.9495,5302452.7143,94201786.3637,38783711.8836,92544053.3624,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4167549.0441,11907282.9831,2381456.5966,21895498.7778,0.0,16083022.0365,4444645.1717,4569379.4499,114716897.689,1393876.4062,9988215.7947,0.0,5358277.3424,2006364.5399,,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A,ok,local
local_supplier_capacity_node_SDC-VD0508918A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0508918A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0508918A_high\simulation_output,high,1.1,19766465.3509,0.149954,0.085688,0.171575,0.399984,0.192798,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27920896.5609,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186854.545,11962441.5571,2392488.3114,23130363.0215,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383098.7007,2131254.1763,,supplier_capacity_node,supplier_capacity_node::SDC-VD0508918A,Debit fournisseur SDC-VD0508918A,ok,local
local_supplier_lead_time_node_SDC-VD0508918A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_low\simulation_output,low,0.9,19800602.2231,0.149183,0.085247,0.172321,0.401443,0.191806,558209.3382,18406438.6859,0.894726,5302452.7143,0.0,125208730.5945,27800653.5996,5302452.7143,104598568.9176,27973806.0689,102921499.8008,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4147373.132,11849637.52,2369927.504,23010004.7928,0.0,17852745.7291,4790648.8068,4744243.3761,126989122.7311,1580070.6283,11160367.2728,0.0,5332336.884,2105742.1558,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A,ok,local
local_supplier_lead_time_node_SDC-VD0508918A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0508918A_high\simulation_output,high,1.1,19967067.57,0.147998,0.08457,0.173231,0.403918,0.190283,572238.1118,18679733.9774,0.89208,5302452.7143,0.0,125557618.2805,27633403.7605,5302452.7143,104602617.9218,27659445.8235,102998405.3805,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4089681.4935,11684804.2671,2336960.8534,22846435.6952,0.0,17855791.8189,4786968.0652,4730214.6024,126993301.6862,1580070.6283,11161631.4281,0.0,5258161.9202,2145867.2067,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0508918A,Lead time fournisseur SDC-VD0508918A,ok,local
local_supplier_reliability_node_SDC-VD0508918A_adverse,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0508918A_adverse\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0508918A_adverse\simulation_output,adverse,0.95,20415719.8796,0.151827,0.086758,0.170027,0.396181,0.195206,613447.146,19537671.4448,0.884309,5302452.7143,0.0,121151887.3773,27764625.0755,5302452.7143,103000926.7367,28115845.047,98512251.6819,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4215425.7253,12044073.5008,2408814.7002,23043890.1245,0.0,17508664.5068,4720734.9509,4689005.5683,125312036.6579,1575025.8319,10999816.6237,14912.788,5419833.0754,2191702.2078,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0508918A,Fiabilite fournisseur SDC-VD0508918A,ok,local
local_supplier_stock_node_SDC-VD0949099A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0949099A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0949099A_low\simulation_output,low,0.9,19764878.9427,0.149955,0.085689,0.171574,0.399982,0.192799,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125830065.8824,27921027.0887,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4186900.2297,11962572.0849,2392514.417,23130493.5492,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5383157.4382,2131254.1763,,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,ok,local
local_supplier_stock_node_SDC-VD0949099A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0949099A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_stock_node_SDC-VD0949099A_high\simulation_output,high,1.1,19876845.55,0.150172,0.085812,0.171471,0.399467,0.193078,605974.4817,18458872.011,0.885718,5302452.7143,0.0,125196068.9228,27891769.3573,5302452.7143,104431199.8445,28246038.8734,102856309.2431,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4188557.519,11967307.1971,2393461.4394,23109136.711,0.0,17827076.7903,4782632.6463,4696478.2325,126795186.9083,1580070.6283,11141829.5139,0.0,5385288.2387,2128243.487,,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,ok,local
local_supplier_capacity_node_SDC-VD0949099A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0949099A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0949099A_low\simulation_output,low,0.9,19767942.4763,0.14998,0.085703,0.171553,0.399933,0.192831,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27924478.59,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4188108.2552,11966023.5862,2393204.7172,23133945.0506,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5384710.6138,2131254.1763,,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A,ok,local
local_supplier_capacity_node_SDC-VD0949099A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0949099A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_capacity_node_SDC-VD0949099A_high\simulation_output,high,1.1,19765060.2804,0.14993,0.085674,0.171596,0.400033,0.192767,593478.1966,18941957.7433,0.888075,5302452.7143,0.0,125812449.8774,27917489.2649,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4185661.9914,11959034.2612,2391806.8522,23126955.7255,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5381565.4175,2131254.1763,,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Debit fournisseur SDC-VD0949099A,ok,local
local_supplier_lead_time_node_SDC-VD0949099A_low,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_low\simulation_output,low,0.9,19777948.4634,0.150153,0.085802,0.171404,0.399586,0.193054,593478.1966,18945822.4203,0.888075,5302452.7143,0.0,125691031.0252,27948743.1087,5302452.7143,104693283.3055,28206355.8413,103072199.171,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4196600.8367,11990288.1049,2398057.621,23158209.5692,0.0,17869743.232,4790533.5394,4708974.5176,127074616.6123,1580070.6283,11167921.4643,0.0,5395629.6472,2131254.1763,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0949099A,Lead time fournisseur SDC-VD0949099A,ok,local
local_supplier_lead_time_node_SDC-VD0949099A_high,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0949099A_high\simulation_output,high,1.1,19999550.5003,0.152877,0.087358,0.169029,0.394179,0.196556,591074.3482,20161842.9356,0.888528,5302452.7143,0.0,126785837.0541,28334510.1231,5302452.7143,104655512.0935,27551829.7823,102978442.8764,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4331699.8239,12376285.2111,2475257.0422,23545149.2822,0.0,17862079.3106,4789360.841,4711378.366,127053999.9944,1569564.7694,11168864.071,0.0,5569328.345,2112536.5472,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0949099A,Lead time fournisseur SDC-VD0949099A,ok,local
local_supplier_reliability_node_SDC-VD0949099A_adverse,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0949099A_adverse\input_case.json,etudecas\simulation\sensibility\reference_baseline_real_demand_target_calibrated_2026_03_30_realistic\cases\local\local_supplier_reliability_node_SDC-VD0949099A_adverse\simulation_output,adverse,0.95,19932390.9616,0.149981,0.085703,0.171529,0.399955,0.192832,617760.3455,19109350.4926,0.883495,5302452.7143,0.0,125171215.3486,27898052.3669,5302452.7143,104556980.7757,27865821.3101,102879815.3773,0.0,35076.3627,0.0,0.0,0.0,0.0,0.0,4184165.6251,11954758.9289,2390951.7858,23112724.7656,0.0,17844654.127,4785327.6014,4684692.3687,126946884.4685,1580070.6283,11157965.8367,4321.6763,5379641.518,2125541.2498,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0949099A,Fiabilite fournisseur SDC-VD0949099A,ok,local
