capacity_node::M-1430,capacity_node::M-1810,capacity_node::SDC-1450,case_id,case_input,case_output_dir,demand_item::item:268091,demand_item::item:268967,edge_src_lead_time::SDC-1450,edge_src_lead_time::SDC-VD0500655A,edge_src_lead_time::SDC-VD0505677A,edge_src_lead_time::SDC-VD0508918A,edge_src_lead_time::SDC-VD0514881A,edge_src_lead_time::SDC-VD0518684A,edge_src_lead_time::SDC-VD0519670A,edge_src_lead_time::SDC-VD0520115A,edge_src_lead_time::SDC-VD0520132A,edge_src_lead_time::SDC-VD0525412A,edge_src_lead_time::SDC-VD0901566A,edge_src_lead_time::SDC-VD0910216A,edge_src_lead_time::SDC-VD0914320A,edge_src_lead_time::SDC-VD0914360C,edge_src_lead_time::SDC-VD0914690A,edge_src_lead_time::SDC-VD0949099A,edge_src_lead_time::SDC-VD0951020A,edge_src_lead_time::SDC-VD0960508A,edge_src_lead_time::SDC-VD0964290A,edge_src_lead_time::SDC-VD0972460A,edge_src_lead_time::SDC-VD0975221A,edge_src_lead_time::SDC-VD0989480A,edge_src_lead_time::SDC-VD0990780A,edge_src_lead_time::SDC-VD0993480A,edge_src_lead_time::SDC-VD1091642A,edge_src_lead_time::SDC-VD1095770A,edge_src_lead_time::SDC-VD1096202A,edge_src_reliability::SDC-1450,edge_src_reliability::SDC-VD0500655A,edge_src_reliability::SDC-VD0505677A,edge_src_reliability::SDC-VD0508918A,edge_src_reliability::SDC-VD0514881A,edge_src_reliability::SDC-VD0518684A,edge_src_reliability::SDC-VD0519670A,edge_src_reliability::SDC-VD0520115A,edge_src_reliability::SDC-VD0520132A,edge_src_reliability::SDC-VD0525412A,edge_src_reliability::SDC-VD0901566A,edge_src_reliability::SDC-VD0910216A,edge_src_reliability::SDC-VD0914320A,edge_src_reliability::SDC-VD0914360C,edge_src_reliability::SDC-VD0914690A,edge_src_reliability::SDC-VD0949099A,edge_src_reliability::SDC-VD0951020A,edge_src_reliability::SDC-VD0960508A,edge_src_reliability::SDC-VD0964290A,edge_src_reliability::SDC-VD0972460A,edge_src_reliability::SDC-VD0975221A,edge_src_reliability::SDC-VD0989480A,edge_src_reliability::SDC-VD0990780A,edge_src_reliability::SDC-VD0993480A,edge_src_reliability::SDC-VD1091642A,edge_src_reliability::SDC-VD1095770A,edge_src_reliability::SDC-VD1096202A,error,factor::capacity_scale,factor::demand_scale,factor::lead_time_scale,factor::production_stock_scale,factor::safety_stock_days_scale,factor::supplier_capacity_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,level,parameter,status,supplier_capacity_node::SDC-1450,supplier_capacity_node::SDC-VD0500655A,supplier_capacity_node::SDC-VD0505677A,supplier_capacity_node::SDC-VD0508918A,supplier_capacity_node::SDC-VD0514881A,supplier_capacity_node::SDC-VD0518684A,supplier_capacity_node::SDC-VD0519670A,supplier_capacity_node::SDC-VD0520115A,supplier_capacity_node::SDC-VD0520132A,supplier_capacity_node::SDC-VD0525412A,supplier_capacity_node::SDC-VD0901566A,supplier_capacity_node::SDC-VD0910216A,supplier_capacity_node::SDC-VD0914320A,supplier_capacity_node::SDC-VD0914360C,supplier_capacity_node::SDC-VD0914690A,supplier_capacity_node::SDC-VD0949099A,supplier_capacity_node::SDC-VD0951020A,supplier_capacity_node::SDC-VD0960508A,supplier_capacity_node::SDC-VD0964290A,supplier_capacity_node::SDC-VD0972460A,supplier_capacity_node::SDC-VD0975221A,supplier_capacity_node::SDC-VD0989480A,supplier_capacity_node::SDC-VD0990780A,supplier_capacity_node::SDC-VD0993480A,supplier_capacity_node::SDC-VD1091642A,supplier_capacity_node::SDC-VD1095770A,supplier_capacity_node::SDC-VD1096202A,supplier_node::SDC-1450,supplier_node::SDC-VD0500655A,supplier_node::SDC-VD0505677A,supplier_node::SDC-VD0508918A,supplier_node::SDC-VD0514881A,supplier_node::SDC-VD0518684A,supplier_node::SDC-VD0519670A,supplier_node::SDC-VD0520115A,supplier_node::SDC-VD0520132A,supplier_node::SDC-VD0525412A,supplier_node::SDC-VD0901566A,supplier_node::SDC-VD0910216A,supplier_node::SDC-VD0914320A,supplier_node::SDC-VD0914360C,supplier_node::SDC-VD0914690A,supplier_node::SDC-VD0949099A,supplier_node::SDC-VD0951020A,supplier_node::SDC-VD0960508A,supplier_node::SDC-VD0964290A,supplier_node::SDC-VD0972460A,supplier_node::SDC-VD0975221A,supplier_node::SDC-VD0989480A,supplier_node::SDC-VD0990780A,supplier_node::SDC-VD0993480A,supplier_node::SDC-VD1091642A,supplier_node::SDC-VD1095770A,supplier_node::SDC-VD1096202A,value
,,,supplier_stock_node_SDC-VD0914690A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0914690A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0914690A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040391.3336,0.329767,0.188438,0.000482,0.057326,0.423986,653.5224,5036936.7069,0.962441,4381979.9872,9719620.5082,17400.0,35066.5622,0.0,560770.2274,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205211.2364,9157746.3896,1831549.2779,9714934.9373,0.0,70755.6874,4685.5709,16746.4776,168596.5038,0.0,557188.5477,0.0,4120985.8753,low,supplier_node_scale::SDC-VD0914690A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0914690A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0914690A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0914690A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040523.1907,0.329649,0.188371,0.000483,0.057663,0.423834,642.7836,5036911.4783,0.963058,4382753.3158,9723099.1033,17400.0,35860.8388,0.0,561492.5041,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205209.5662,9157741.6177,1831548.3235,9718403.1369,0.0,70870.1056,4695.9664,16757.2164,169516.297,0.0,560661.5192,0.0,4120983.728,high,supplier_node_scale::SDC-VD0914690A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0949099A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0949099A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0949099A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040421.2621,0.329708,0.188404,0.000483,0.057495,0.42391,648.153,5036888.0926,0.96275,4382366.6515,9721272.5057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205179.8463,9157656.7036,1831531.3407,9716581.7371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120945.5166,low,supplier_node_scale::SDC-VD0949099A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0949099A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0949099A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0949099A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040493.2621,0.329708,0.188405,0.000483,0.057494,0.423911,648.153,5036960.0926,0.96275,4382366.6515,9721447.1057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205240.9563,9157831.3036,1831566.2607,9716756.3371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121024.0866,high,supplier_node_scale::SDC-VD0949099A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0951020A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0951020A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0951020A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040385.2621,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036852.0926,0.96275,4382366.6515,9721299.9017,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205189.4349,9157684.0996,1831536.8199,9716609.1331,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120957.8448,low,supplier_node_scale::SDC-VD0951020A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0951020A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0951020A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0951020A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040529.2621,0.329708,0.188405,0.000483,0.057494,0.42391,648.153,5036996.0926,0.96275,4382366.6515,9721419.7097,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205231.3677,9157803.9076,1831560.7815,9716728.9411,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121011.7584,high,supplier_node_scale::SDC-VD0951020A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0960508A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0960508A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0960508A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040421.2621,0.329708,0.188404,0.000483,0.057495,0.42391,648.153,5036888.0926,0.96275,4382366.6515,9721272.5057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205179.8463,9157656.7036,1831531.3407,9716581.7371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120945.5166,low,supplier_node_scale::SDC-VD0960508A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0960508A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0960508A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0960508A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040493.2621,0.329708,0.188405,0.000483,0.057494,0.423911,648.153,5036960.0926,0.96275,4382366.6515,9721447.1057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205240.9563,9157831.3036,1831566.2607,9716756.3371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121024.0866,high,supplier_node_scale::SDC-VD0960508A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0964290A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0964290A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0964290A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040421.2621,0.329708,0.188404,0.000483,0.057496,0.42391,648.153,5036888.0926,0.96275,4382366.6515,9721109.4257,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205122.7683,9157493.6236,1831498.7247,9716418.6571,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120872.1306,low,supplier_node_scale::SDC-VD0964290A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0964290A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0964290A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0964290A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040493.2621,0.329709,0.188405,0.000483,0.057493,0.423911,648.153,5036960.0926,0.96275,4382366.6515,9721610.1857,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205298.0343,9157994.3836,1831598.8767,9716919.4171,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121097.4726,high,supplier_node_scale::SDC-VD0964290A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0972460A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0972460A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0972460A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040421.2621,0.329708,0.188404,0.000483,0.057495,0.42391,648.153,5036888.0926,0.96275,4382366.6515,9721272.5057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205179.8463,9157656.7036,1831531.3407,9716581.7371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120945.5166,low,supplier_node_scale::SDC-VD0972460A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0972460A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0972460A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0972460A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040493.2621,0.329708,0.188405,0.000483,0.057494,0.423911,648.153,5036960.0926,0.96275,4382366.6515,9721447.1057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205240.9563,9157831.3036,1831566.2607,9716756.3371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121024.0866,high,supplier_node_scale::SDC-VD0972460A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0975221A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0975221A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0975221A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040421.2621,0.329708,0.188404,0.000483,0.057495,0.42391,648.153,5036888.0926,0.96275,4382366.6515,9721272.5057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205179.8463,9157656.7036,1831531.3407,9716581.7371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120945.5166,low,supplier_node_scale::SDC-VD0975221A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,0.8
,,,supplier_stock_node_SDC-VD0975221A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0975221A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0975221A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040493.2621,0.329708,0.188405,0.000483,0.057494,0.423911,648.153,5036960.0926,0.96275,4382366.6515,9721447.1057,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205240.9563,9157831.3036,1831566.2607,9716756.3371,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4121024.0866,high,supplier_node_scale::SDC-VD0975221A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,1.2
,,,supplier_stock_node_SDC-VD0989480A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0989480A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0989480A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040421.2621,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036888.0926,0.96275,4382366.6515,9721356.1774,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205209.1314,9157740.3754,1831548.0751,9716665.4088,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120983.1689,low,supplier_node_scale::SDC-VD0989480A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,0.8
,,,supplier_stock_node_SDC-VD0989480A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0989480A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0989480A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040493.2621,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036960.0926,0.96275,4382366.6515,9721363.434,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205211.6712,9157747.6319,1831549.5264,9716672.6654,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120986.4344,high,supplier_node_scale::SDC-VD0989480A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,1.2
,,,supplier_stock_node_SDC-VD0990780A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0990780A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0990780A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040421.2621,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036888.0926,0.96275,4382366.6515,9721350.7337,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205207.2261,9157734.9316,1831546.9863,9716659.9651,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120980.7192,low,supplier_node_scale::SDC-VD0990780A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,0.8
,,,supplier_stock_node_SDC-VD0990780A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0990780A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0990780A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040493.2621,0.329708,0.188405,0.000483,0.057494,0.42391,648.153,5036960.0926,0.96275,4382366.6515,9721368.8777,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205213.5765,9157753.0756,1831550.6151,9716678.1091,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120988.884,high,supplier_node_scale::SDC-VD0990780A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,1.2
,,,supplier_stock_node_SDC-VD0993480A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0993480A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0993480A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040469.5111,0.329735,0.18842,0.000482,0.057418,0.423945,645.17,5036676.7983,0.962921,4382342.8541,9720645.1956,17400.0,35104.3329,0.0,560806.7334,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205237.7586,9157822.1675,1831564.4335,9715957.3393,0.0,70844.2649,4687.8563,16754.83,168731.8985,0.0,558135.1717,0.0,4121019.9754,low,supplier_node_scale::SDC-VD0993480A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,0.8
,,,supplier_stock_node_SDC-VD0993480A_high,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0993480A_high\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD0993480A_high\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040566.2176,0.329671,0.188384,0.000483,0.057599,0.423863,645.17,5037227.9761,0.962921,4382895.5001,9722471.0781,17400.0,35824.3329,0.0,561455.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205219.0975,9157768.8501,1831553.77,9717776.0218,0.0,70842.1454,4695.0563,16754.83,169451.8985,0.0,560007.1717,0.0,4120995.9825,high,supplier_node_scale::SDC-VD0993480A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,1.2
,,,supplier_stock_node_SDC-VD1091642A_low,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD1091642A_low\input_case.json,etudecas\simulation\sensibility\reference_baseline_explicit_30_25_20_local\cases\supplier_stock_node_SDC-VD1091642A_low\simulation_output,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4040385.2621,0.329708,0.188405,0.000483,0.057495,0.42391,648.153,5036852.0926,0.96275,4382366.6515,9721317.3257,17400.0,35463.7005,0.0,561131.3657,4743556.8755,794048.5399,0.0,0.0,0.0,0.0,0.0,3205195.5333,9157701.5236,1831540.3047,9716626.5571,0.0,70812.8965,4690.7686,16751.847,169056.4004,0.0,558925.0334,0.0,4120965.6856,low,supplier_node_scale::SDC-VD1091642A,ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,0.8
