ending_backlog__baseline,ending_backlog__high,ending_backlog__low,ending_backlog__normalized_sensitivity,ending_backlog__slope_dy_dx,fill_rate__baseline,fill_rate__high,fill_rate__low,fill_rate__normalized_sensitivity,fill_rate__slope_dy_dx,parameter,total_cost__baseline,total_cost__high,total_cost__low,total_cost__normalized_sensitivity,total_cost__slope_dy_dx
648.153,648.153,6375.7271,-44.183812309747864,-28637.870500000005,0.96275,0.96275,0.633579,1.709535185666061,1.6458550000000003,supplier_reliability_scale,9721359.8057,9721359.8057,9635966.8793,0.04392025812578768,426964.63200000126
648.153,2282.187,0.0,8.80265539155107,5705.467500000001,0.96275,0.880763,1.0,-0.30962607115035073,-0.29809250000000015,demand_item_scale::item:268967,9721359.8057,9723561.2923,9687848.1828,0.009184185703902328,89282.77375000065
648.153,0.0,2023.6075,-7.805284786153888,-5059.018750000001,0.96275,1.0,0.883701,0.30199688392625307,0.29074750000000016,capacity_node_scale::M-1430,9721359.8057,9769149.6605,9660622.7847,0.02790938664166233,271317.18949999666
648.153,296.903,1581.221,-4.953760917561133,-3210.7950000000005,0.96275,0.982937,0.909125,0.19166969618280968,0.18453,lead_time_scale,9721359.8057,10073372.5375,8807251.7469,0.32560280040700323,3165301.976500001
648.153,319.886,1564.204,-4.799476358205548,-3110.7950000000005,0.96275,0.981616,0.910103,0.1856998182290316,0.17878250000000015,edge_src_lead_time_scale::SDC-VD0914690A,9721359.8057,9743900.8077,9650502.339,0.024018879705809775,233496.1717500026
648.153,648.153,778.5224,-1.005699271622595,-651.8469999999998,0.96275,0.96275,0.955257,0.03891456764476745,0.037464999999999866,edge_src_reliability_scale::SDC-VD0914690A,9721359.8057,9721359.8057,9685479.9242,0.01845414747377338,179399.4075000007
648.153,520.17,773.153,-0.9757842669863447,-632.4575000000003,0.96275,0.970105,0.955566,0.03775383017398071,0.03634749999999993,supplier_capacity_node_scale::SDC-VD0914690A,9721359.8057,9755722.681,9687247.7208,0.017609408963510206,171187.40050000141
648.153,520.17,770.17,-0.9642784959724018,-625.0000000000001,0.96275,0.970105,0.955737,0.03730978966502221,0.035920000000000125,supplier_capacity_scale,9721359.8057,9982793.7647,9459720.0224,0.13451660898131307,1307684.3557500003
648.153,645.17,648.153,-0.011505771013942932,-7.457500000000154,0.96275,0.966292,0.958611,0.019945468709426255,0.019202500000000126,demand_item_scale::item:268091,9721359.8057,9738191.7628,9703314.353,0.008969272431298797,87193.52450000124
648.153,642.7836,653.5224,-0.04142077565019359,-26.84699999999993,0.96275,0.963058,0.962441,0.0016021812516228999,0.0015424999999999471,supplier_node_scale::SDC-VD0914690A,9721359.8057,9723099.1033,9719620.5082,0.0008945752367793418,8696.487750001254
648.153,642.7836,653.5224,-0.04142077565019359,-26.84699999999993,0.96275,0.963058,0.962441,0.0016021812516228999,0.0015424999999999471,supplier_stock_scale,9721359.8057,9729994.3626,9713073.6249,0.004351432834036022,42301.84425000102
648.153,648.153,645.17,0.023011542027885863,14.915000000000308,0.96275,0.96275,0.962921,-0.0008880810179175918,-0.0008550000000001614,edge_src_reliability_scale::SDC-1450,9721359.8057,9721359.8057,9720699.8153,0.00033945374576742175,3299.951999997721
648.153,648.153,645.17,0.023011542027885863,14.915000000000308,0.96275,0.96275,0.962921,-0.0008880810179175918,-0.0008550000000001614,edge_src_reliability_scale::SDC-VD0525412A,9721359.8057,9721359.8057,9719987.3995,0.0007058715176843485,6862.031000005083
648.153,648.153,645.17,0.011505771013942932,7.457500000000154,0.96275,0.96275,0.962921,-0.0004440405089587959,-0.0004275000000000807,capacity_node_scale::M-1810,9721359.8057,9722284.2972,9720729.4616,0.0003998503375752578,3887.088999999688
648.153,645.17,648.153,-0.011505771013942932,-7.457500000000154,0.96275,0.962921,0.96275,0.0004440405089587959,0.0004275000000000807,edge_src_lead_time_scale::SDC-1450,9721359.8057,9710435.7113,9735835.5404,-0.006531964048153754,-63499.572749999366
648.153,648.153,645.17,0.011505771013942932,7.457500000000154,0.96275,0.96275,0.962921,-0.0004440405089587959,-0.0004275000000000807,edge_src_lead_time_scale::SDC-VD0518684A,9721359.8057,9721413.9568,9721358.806,1.418289238932891e-05,137.8770000021905
648.153,648.153,645.17,0.011505771013942932,7.457500000000154,0.96275,0.96275,0.962921,-0.0004440405089587959,-0.0004275000000000807,edge_src_lead_time_scale::SDC-VD0525412A,9721359.8057,9721394.1076,9721734.1973,-8.745939528978066e-05,-850.2242500009017
648.153,645.17,648.153,-0.011505771013942932,-7.457500000000154,0.96275,0.962921,0.96275,0.0004440405089587959,0.0004275000000000807,edge_src_lead_time_scale::SDC-VD0914320A,9721359.8057,9721672.0072,9720758.7209,0.00023486588251423734,2283.2157500041653
648.153,648.153,645.17,0.011505771013942932,7.457500000000154,0.96275,0.96275,0.962921,-0.0004440405089587959,-0.0004275000000000807,edge_src_lead_time_scale::SDC-VD0914360C,9721359.8057,9721381.2306,9721997.5469,-0.00015849539373072736,-1540.790750002489
648.153,645.17,648.153,-0.011505771013942932,-7.457500000000154,0.96275,0.962921,0.96275,0.0004440405089587959,0.0004275000000000807,edge_src_lead_time_scale::SDC-VD0990780A,9721359.8057,9721589.5468,9721485.114,2.6856530898923366e-05,261.0820000013337
648.153,648.153,645.17,0.011505771013942932,7.457500000000154,0.96275,0.96275,0.962921,-0.0004440405089587959,-0.0004275000000000807,production_stock_scale,9721359.8057,9722352.9351,9720730.034,0.0004173544474325492,4057.2527500009173
648.153,645.17,648.153,-0.011505771013942932,-7.457500000000154,0.96275,0.962921,0.96275,0.0004440405089587959,0.0004275000000000807,safety_stock_days_scale,9721359.8057,9721723.505,9721170.5824,0.00014219271044697303,1382.306500002742
648.153,648.153,645.17,0.011505771013942932,7.457500000000154,0.96275,0.96275,0.962921,-0.0004440405089587959,-0.0004275000000000807,supplier_capacity_node_scale::SDC-1450,9721359.8057,9721638.0125,9721325.1568,8.045574545441134e-05,782.139249998145
648.153,645.17,648.153,-0.011505771013942932,-7.457500000000154,0.96275,0.962921,0.96275,0.0004440405089587959,0.0004275000000000807,supplier_capacity_node_scale::SDC-VD0525412A,9721359.8057,9721683.7324,9720893.7217,0.00020316363034347237,1975.0267500011255
648.153,648.153,645.17,0.011505771013942932,7.457500000000154,0.96275,0.96275,0.962921,-0.0004440405089587959,-0.0004275000000000807,supplier_node_scale::SDC-1450,9721359.8057,9722352.9351,9720730.034,0.0004173544474325492,4057.2527500009173
648.153,648.153,645.17,0.011505771013942932,7.457500000000154,0.96275,0.96275,0.962921,-0.0004440405089587959,-0.0004275000000000807,supplier_node_scale::SDC-VD0525412A,9721359.8057,9722396.5396,9720539.7734,0.0004774965223773861,4641.915500001051
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,capacity_node_scale::SDC-1450,9721359.8057,11313502.2857,8129217.3257,0.8188887726727632,7960712.400000004
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0500655A,9721359.8057,9721522.6584,9721397.7839,3.2113434358681004e-05,312.18624999746686
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0505677A,9721359.8057,9721361.3394,9721923.6622,-0.00014461011917014837,-1405.8069999981674
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0508918A,9721359.8057,9721456.2243,9721096.1615,9.259579091760256e-05,900.1570000033828
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0514881A,9721359.8057,9721361.1262,9721356.347,1.2290461664339926e-06,11.948000001721086
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0519670A,9721359.8057,9722207.6955,9721309.677,0.00023093952850960635,2245.0462500005965
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0520115A,9721359.8057,9721361.39,9721354.7177,1.7158864945600204e-06,16.680749999359254
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0520132A,9721359.8057,9721367.9582,9721495.0516,-3.268405926225043e-05,-317.73349999915814
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0901566A,9721359.8057,9721379.628,9721313.3382,1.7047460778696856e-05,165.72450000327083
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0910216A,9721359.8057,9721344.2264,9721412.5896,-1.7580668077251568e-05,-170.9080000035465
648.153,648.153,648.153,0.0,0.0,0.96275,0.96275,0.96275,0.0,0.0,edge_src_lead_time_scale::SDC-VD0949099A,9721359.8057,9738323.272,10737625.6443,-0.25698626330908775,-2498255.9307500026
