day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,7.962125,27455.61,455.0,455.0,3.60815,96.46,3.64,4392.89669,0.732424,0.549318,3.479014,0.91553,0.219727,0.018311,0.018311,0.677492,0.036621,0.91553,451.0,451.0,4.961,183.106,622.048
1,7.584143,26152.2228,433.4,433.4,3.436862,91.8808,3.4672,4184.354781,0.696046,0.522035,3.30622,0.870058,0.208814,0.017401,0.017401,0.643843,0.034802,0.870058,428.6,428.6,4.7146,174.0116,627.2448
2,7.248159,24993.6564,414.2,414.2,3.284606,87.8104,3.3136,3998.984196,0.670062,0.502547,3.182796,0.837578,0.201019,0.016752,0.016752,0.619808,0.033503,0.837578,412.6,412.6,4.5386,167.5156,575.2768
3,6.959772,23999.22024,397.72,397.72,3.15392,88.55664,3.18176,3839.874443,0.648756,0.486567,3.081589,0.810944,0.194627,0.016219,0.016219,0.600099,0.032438,0.810944,399.48,399.48,4.39428,162.18888,532.66304
4,6.710584,23139.95016,383.48,383.48,3.040996,85.53776,3.06784,3702.391259,0.630047,0.472535,3.177859,0.787559,0.189014,0.015751,0.015751,0.582794,0.031502,0.787559,411.96,411.96,4.26756,157.51176,495.24608
5,6.273105,21631.40016,358.48,358.48,3.001346,80.23776,2.86784,3641.023309,0.592526,0.444395,2.999635,0.740658,0.177758,0.014813,0.014813,0.548087,0.029626,0.740658,388.856,388.856,4.013416,148.131536,624.958208
6,5.874655,20437.436957,335.7104,335.7104,2.820783,75.410605,2.685683,3421.189242,0.556149,0.417111,2.826842,0.695186,0.166845,0.013904,0.016463,0.514437,0.027807,0.743906,366.456,366.456,3.767016,139.037136,552.203008
7,5.598168,19484.033357,319.9104,319.9104,2.695489,72.061005,2.559283,3268.644697,0.524677,0.42274,2.67735,0.655846,0.157403,0.015676,0.016651,0.485326,0.026234,0.704566,347.0768,347.0768,3.553845,140.913181,489.259366
8,5.42937,18901.969597,310.26432,330.26432,2.618996,70.016036,2.482115,3175.514515,0.503079,0.406541,2.57476,0.75682,0.150924,0.015136,0.016111,0.465348,0.025154,0.80554,333.7776,333.7776,3.407554,135.513706,446.063565
9,6.339166,17723.537646,290.735104,310.735104,2.464129,81.038082,2.325881,2986.965442,0.46498,0.377967,2.393791,0.709196,0.139494,0.015158,0.015158,0.430107,0.023249,0.757916,310.31776,310.31776,3.149495,125.989011,623.80244
10,6.409163,16758.065646,274.735104,366.255104,2.904403,77.646082,2.197881,2845.584314,0.433799,0.354581,2.245682,0.67022,0.13014,0.014379,0.014379,0.401264,0.026809,0.71894,291.11776,291.11776,3.202295,143.788051,561.44084
11,6.169526,15931.732836,261.040947,352.560947,3.376409,74.742921,2.248328,2713.371092,0.412837,0.338859,2.6324,0.644017,0.123851,0.013855,0.013855,0.381874,0.025761,0.692737,278.209728,278.209728,3.060307,138.54739,519.515552
12,5.957888,15201.947226,268.94679,413.68247,3.280502,72.17896,2.151574,2596.605418,0.400709,0.329763,2.574792,0.628857,0.158303,0.013552,0.013552,0.488101,0.025154,0.677577,333.781696,270.741696,3.838165,135.515369,495.259384
13,5.551578,14827.716504,245.727959,390.463639,3.096377,67.256567,1.965824,2372.434149,0.472077,0.306507,3.030603,0.590097,0.149001,0.012776,0.012776,0.459419,0.023604,0.638817,392.87049,314.68809,3.628135,127.763364,637.983966
14,5.159596,16493.155704,223.327959,368.063639,2.918745,62.507767,1.786624,2638.904366,0.479873,0.359904,2.882494,0.551121,0.151339,0.011997,0.015171,0.430576,0.028393,0.758551,373.67049,295.48809,3.416935,119.968164,575.622366
15,4.820878,15325.161849,203.971725,348.707405,2.76525,58.404246,2.203934,2452.025388,0.452295,0.339221,2.751501,0.516649,0.173777,0.014482,0.014482,0.535819,0.027014,0.724079,356.689211,278.506811,3.230141,113.073765,520.467173
16,4.588555,14524.047353,190.695492,335.431172,2.659969,55.589684,2.683449,2323.847095,0.555323,0.321266,2.637786,0.694154,0.166595,0.013883,0.013883,0.608367,0.027766,0.694154,341.947932,341.947932,3.067987,138.83086,472.5875
17,4.178108,13108.710854,167.240245,311.975925,2.473969,50.617172,2.495807,2097.393302,0.514723,0.386043,2.931195,0.643404,0.154415,0.012868,0.01827,0.570812,0.025736,0.643404,316.947932,316.947932,2.792987,154.273437,618.8
18,4.91513,11950.144454,148.040245,292.775925,2.321713,46.546772,2.832748,1912.022717,0.477713,0.358285,2.755396,0.597141,0.174025,0.011943,0.017345,0.536577,0.023886,0.725104,294.158281,294.158281,2.542301,145.020839,544.779213
19,4.689234,11171.192554,135.131294,279.866974,2.705593,56.809391,2.729476,1787.390438,0.452054,0.33904,2.633515,0.565067,0.166327,0.011301,0.016703,0.512842,0.022603,0.69303,278.358281,278.358281,2.368501,138.606039,493.460813
20,4.558533,13737.601134,199.182344,287.662344,2.646364,55.225973,2.669724,2680.751626,0.550101,0.327296,2.559136,0.545494,0.16163,0.01091,0.016312,0.498358,0.02182,0.673457,316.974515,283.493811,2.262438,134.691359,462.14337
21,4.224408,12585.44365,195.352873,268.568553,2.494951,66.699814,2.516974,2496.406467,0.518387,0.380288,2.408494,0.633814,0.152115,0.012676,0.015519,0.469022,0.020234,0.782475,297.446101,263.965397,3.511199,126.762823,636.571711
22,5.257757,11426.87725,226.152873,249.368553,2.342695,62.629414,2.363374,2311.035881,0.492403,0.44608,2.28507,0.601334,0.14432,0.012027,0.014869,0.444987,0.024053,0.749995,296.223701,247.965397,3.335199,148.693385,584.603711
23,4.960599,10402.195146,255.224841,232.387311,2.208033,59.02939,2.227524,2147.086779,0.470164,0.4294,2.179432,0.573535,0.137648,0.011471,0.014313,0.424416,0.022941,0.722195,282.529384,234.27108,3.184561,143.133492,540.124569
24,4.702639,9512.679123,240.483599,217.646069,2.091135,55.904247,2.109594,2004.764244,0.450522,0.41467,2.086136,0.548983,0.201546,0.013822,0.013822,0.406248,0.021959,0.839776,270.435067,222.176763,3.744964,138.2232,500.842227
25,5.546374,8004.129123,288.699279,192.646069,1.892885,50.604247,1.909594,2246.132194,0.412815,0.386389,1.907026,0.501849,0.190234,0.01288,0.01288,0.371368,0.020074,0.792642,247.216203,198.957899,3.489556,128.796341,425.427358
26,5.147574,6628.956082,265.909629,169.85642,2.332696,45.772841,1.727277,2026.104553,0.376437,0.359106,1.734232,0.59851,0.179321,0.01197,0.01197,0.442897,0.024201,0.74717,224.816203,176.557899,3.243156,119.701941,551.829932
27,4.871087,5675.552482,250.109629,204.05642,2.207402,42.423241,2.226887,1873.560009,0.345003,0.33553,2.149828,0.559217,0.16989,0.011184,0.011184,0.523829,0.02263,0.707877,205.459976,157.201672,3.835786,111.843313,488.960905
28,5.927586,5093.730691,240.467559,194.41435,2.130941,40.379123,2.149751,2263.204442,0.442371,0.319359,2.58752,0.532266,0.163422,0.010645,0.010645,0.503885,0.027237,0.8054,192.183749,143.925445,3.689748,106.453165,445.839719
29,5.585855,3915.347132,220.939145,174.885936,1.97608,36.239099,1.993524,2074.663111,0.404279,0.290791,2.406586,0.609125,0.151995,0.009693,0.012183,0.468651,0.025332,0.757786,268.728503,120.470199,3.43174,96.930335,369.657082
