day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,558.5439,1072298.1175,42505.2136,269.8735,42.6193,1026.84,0.0,0.0
1,47.5,0.0,87.5,64.96,82.0,264.6474,1070387.8582,42441.7975,180.8992,73.8033,2414.706,0.0,0.0
2,52.5,0.0,140.0,20.0,93.2,311.7661,1068240.808,42372.8613,228.5825,88.7503,3017.1,0.0,906.156
3,60.0,0.0,200.0,178.904,94.64,316.219,1066249.6361,42303.9302,231.4983,88.9505,3017.1,0.0,2414.706
4,55.0,0.0,255.0,149.2,94.928,1388.3496,1064183.7549,42234.996,740.5538,99.7029,3017.1,1026.84,2896.416
5,50.0,43.0,262.0,174.2,94.9856,2758.2737,1062117.8728,42166.0617,1373.5609,113.4084,3017.1,2414.706,1990.26
6,45.0,43.0,264.0,199.2,91.223,3366.9463,1060213.9949,42102.3285,1665.916,117.9398,3017.1,3017.1,367.8422
7,40.0,0.0,304.0,205.002,86.2446,3265.284,1058649.6621,42046.541,1557.4564,91.3549,1639.1929,3017.1,0.0
8,47.5,75.0,276.5,141.9822,91.2489,3190.0961,1056832.5418,41986.8541,1453.3819,80.1989,119.4403,3017.1,0.0
9,52.5,25.0,304.0,148.1839,95.0,1750.2452,1056369.0803,41982.2615,794.7892,92.0154,200.0,3017.1,19.4403
10,60.0,48.113,315.887,210.9041,95.0,1789.6149,1055905.8563,41977.677,822.1787,92.4091,200.0,3017.1,119.4403
11,55.0,75.0,295.887,307.3971,95.0,1754.0744,1054169.8717,41916.8958,790.3836,96.0975,200.0,1639.1929,192.4981
12,50.0,25.0,320.887,119.7943,95.0,1846.5725,1050684.0336,41792.6242,830.463,110.9058,200.0,119.4403,173.0578
13,45.0,0.0,365.887,235.5245,91.226,1850.2068,1047559.1196,41676.8048,843.9441,122.6099,200.0,200.0,65.5098
14,40.0,160.6072,245.2799,1318.9065,86.2452,619.6722,1046776.596,41656.2458,303.436,113.4434,1165.3734,200.0,0.0
15,47.5,0.0,292.7799,195.241,91.249,453.0885,1045007.6421,41596.3641,283.6777,105.8263,2453.2513,200.0,0.0
16,52.5,25.0,320.2799,213.382,95.0,380.318,1043162.2059,41533.8144,265.4197,95.7089,3017.1,200.0,904.203
17,60.0,95.6226,284.6573,3232.8644,95.0,341.6952,1044304.2522,41593.1973,249.1766,89.2441,3017.1,200.0,2412.753
18,55.0,71.2375,268.4197,444.7068,95.0,1376.3042,1042613.2906,41537.3978,736.3804,99.6582,3020.4984,1165.3734,2903.9298
19,50.0,0.0,318.4197,171.3834,95.0,2721.1853,1040663.2399,41470.893,1354.4136,113.31,3030.6484,2453.2513,1999.7267
20,45.0,48.1245,315.2952,213.3995,91.226,3357.5657,1038777.8174,41407.1714,1665.4385,118.2523,3037.4,3017.1,379.9437
21,40.0,43.7356,311.5596,270.0066,86.2452,3256.9119,1037243.1257,41351.3849,1557.4954,91.8667,1668.9625,3017.1,11.0051
22,47.5,100.0,259.0596,193.3349,91.249,3241.6887,1035404.1638,41291.3305,1491.2463,81.1208,139.7404,3020.4984,16.9952
23,52.5,25.0,286.5596,160.6533,95.0,1728.6437,1034988.3216,41286.7621,778.6764,92.2054,220.3,3030.6484,33.0371
24,60.0,48.113,298.4466,3254.1102,79.4918,825.9204,1039657.1343,41479.2722,366.6188,81.4487,220.3,3037.4,91.8707
25,55.0,23.113,330.3336,352.0419,79.3219,844.2711,1040074.1982,41496.3603,374.4557,85.523,213.5968,1668.9625,130.1255
26,50.0,70.6226,309.711,281.5105,74.6594,613.4917,1039406.9398,41473.3203,254.6257,91.6956,186.922,139.7404,86.5289
27,45.0,23.1245,331.5865,173.688,72.7739,660.0353,1038722.1011,41448.7582,274.0557,79.3815,100.0,220.3,32.7549
28,40.0,78.2389,293.3476,233.1638,70.2835,597.6512,1038115.6673,41429.7121,268.6277,58.2045,74.0001,220.3,0.0
29,47.5,25.0,315.8476,222.4595,72.7855,559.3631,1037571.6397,41408.4842,232.7408,38.9065,20.2491,213.5968,0.0
