day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
92,47.5,109.44,653.6844,1049.5182,286.3537,2356.1068,1029702.7878,40878.8495,1092.6116,128.3878,168.48,1812.6857,74.6956,3146.8577
93,47.5,43.776,657.4084,636.4043,286.3537,2377.7124,1027106.1823,40772.6836,1107.8002,128.6038,168.48,854.0246,20.4306,2771.5062
94,47.5,65.664,639.2444,2329.3561,286.3537,2249.6905,1025621.1903,40713.7144,1082.4185,117.5541,416.6864,161.2181,16.8477,2014.9093
95,47.5,0.0,686.7444,2591.8712,286.3537,2253.5858,1024465.5073,40652.6293,1143.7473,130.0998,1926.1615,166.4057,42.1283,146.7218
96,47.5,87.552,646.6924,524.3038,286.3537,534.2341,1022947.7706,40594.9387,384.3805,110.1362,2568.32,168.48,943.3136,139.6303
97,47.5,0.0,694.1924,2657.0147,286.3537,417.1719,1023772.2365,40612.0394,317.9127,102.3647,2568.32,168.48,2461.0817,126.6094
98,47.5,43.776,697.9164,2258.9849,286.3537,416.0171,1024156.0996,40629.8993,317.5036,102.0823,2568.32,168.48,3977.8809,113.5886
99,47.5,87.552,657.8644,2140.7185,286.3537,726.0074,1024303.2202,40648.4148,433.3174,105.1822,2568.32,416.6864,5194.5736,100.5678
100,47.5,21.888,683.4764,1972.6968,286.3537,2232.0315,1024288.6831,40659.5064,1110.2974,120.2408,2568.2337,1926.1615,4854.5817,87.5469
101,47.5,43.776,687.2004,343.3222,286.3537,2383.8812,1023106.8651,40619.2574,1181.7587,123.2724,2576.3928,2568.32,3889.402,588.5826
102,47.5,43.776,690.9244,480.8603,286.3537,2361.0332,1022086.3852,40583.169,1184.7268,163.2298,2673.3498,2568.32,2930.7409,1055.985
103,47.5,21.888,716.5364,2289.2311,286.3537,2258.5062,1023002.963,40627.4788,1126.3573,244.3361,2723.4701,2568.32,2020.0559,1583.9775
104,47.5,65.664,698.3724,1932.0242,286.3537,2277.8729,1023498.3842,40659.9263,1141.0764,244.5298,2723.4701,2568.32,1156.3948,2111.97
105,47.5,21.888,723.9844,2223.4376,286.3537,2277.8729,1024328.9086,40695.8101,1139.6445,243.8139,2687.6722,2568.2337,328.5316,2639.9625
106,47.5,43.776,727.7084,1950.2878,286.3537,2266.7993,1024884.0894,40730.6479,1094.8071,227.5066,1819.5666,2576.3928,321.7112,3167.955
107,47.5,43.776,731.4324,650.9065,286.3537,2405.8914,1024091.9583,40706.6094,1128.2093,187.2028,859.3861,2673.3498,306.6093,3695.9475
108,47.5,21.888,757.0444,2495.7696,286.3537,2369.0676,1025255.0566,40740.6069,1093.6311,128.369,161.0616,2723.4701,246.0314,4241.44
109,47.5,65.664,738.8804,295.906,286.3537,2356.1068,1024188.0162,40703.3437,1092.5226,128.3433,166.2556,2723.4701,186.7314,3900.7037
110,47.5,65.664,720.7164,442.6305,286.3537,2377.9948,1023209.1023,40663.7747,1107.8391,128.6067,168.48,2687.6722,130.2419,3525.3521
111,47.5,0.0,768.2164,6394.6239,286.3537,2356.1068,1027402.5403,40811.5063,1092.6116,128.3878,168.48,1819.5666,75.9769,3150.0005
112,47.5,109.44,706.2764,2800.4925,286.3537,2356.1068,1026932.2263,40771.7683,1092.6116,128.3878,168.48,859.3861,21.7119,2774.649
113,47.5,21.888,731.8884,2013.4635,286.3537,2249.6972,1025174.9542,40711.0772,1082.3286,118.1512,414.655,161.0616,16.8539,2020.9435
114,47.5,65.664,713.7244,2441.4018,286.3537,2362.8817,1023689.1379,40652.0299,1219.7922,131.7988,1924.5759,166.2556,41.8392,152.756
115,47.5,21.888,739.3364,386.8815,286.3537,496.2509,1022139.2087,40593.4572,356.6198,109.7564,2568.32,168.48,940.0014,139.7344
116,47.5,153.216,633.6204,5958.1261,286.3537,418.5035,1026110.1831,40755.764,318.3844,102.6903,2568.32,168.48,2458.0108,126.7136
117,47.5,0.0,681.1204,741.8602,286.3537,416.0171,1025020.6975,40697.3268,317.5036,102.0823,2568.32,168.48,3974.81,113.6928
118,47.5,43.776,684.8444,413.0152,286.3537,722.683,1023485.3222,40638.7566,431.9734,142.6816,2569.8709,414.655,5194.9656,100.6719
119,47.5,43.776,688.5684,427.7673,286.3537,2229.135,1021905.3991,40576.1116,1109.0989,208.0619,2571.9501,1924.5759,4857.7661,87.6511
120,47.5,21.888,714.1804,325.0224,286.3537,2341.3302,1020771.4933,40537.7791,1151.8336,210.3463,2578.7911,2568.32,3892.4078,588.7826
121,47.5,0.0,761.6804,2232.3728,286.3537,2383.1132,1021523.3018,40571.3193,1200.1197,231.9401,2675.0239,2568.32,2933.7467,1055.985
122,47.5,43.776,765.4044,2047.7146,286.3537,2302.4264,1022130.7249,40603.2629,1156.8413,244.7753,2723.4701,2568.32,2021.7447,1583.9775
123,47.5,43.776,769.1284,1001.3281,286.3537,2255.9849,1021741.689,40572.0386,1125.7274,170.7471,2720.4303,2569.8709,1158.0836,2111.97
124,47.5,65.664,750.9644,4200.2299,286.3537,2255.9849,1024531.7461,40682.1248,1124.2714,155.7464,2684.0308,2571.9501,330.2317,2639.9625
