day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,44.0,44.0,0.0,0.0,44.0,585.271,37031.8896,1180.145,61.5312,44.949,1039.9344,0.0,0.0
1,44.0,44.0,0.0,77.952,44.0,225.271,35303.3652,1122.6138,105.6961,69.3477,2439.8687,0.0,0.0
2,22.0,22.0,0.0,0.0,26.4,135.1626,34223.8794,1088.2692,136.054,77.9268,3279.8293,0.0,0.0
3,22.0,22.0,0.0,128.9651,22.88,117.1409,33414.3568,1058.5612,141.7949,79.4773,3439.5544,0.0,568.2408
4,22.0,22.0,0.0,80.2212,22.176,1173.4709,32564.2899,1031.9797,177.9805,90.9534,3499.8359,1039.9344,173.5919
5,22.0,22.0,0.0,301.1922,22.0352,2589.1644,31924.3539,1004.9439,160.9131,73.748,1934.6462,2439.8687,0.0
6,22.0,22.0,0.0,256.9948,22.007,2612.5836,32057.7458,1016.0743,91.4265,38.7121,171.7253,3279.8293,0.0
7,22.0,22.0,0.0,150.4362,22.0014,1008.38,33848.7045,1085.4073,33.4536,19.2332,0.0,3439.5544,0.0
8,22.0,22.0,0.0,96.068,22.0003,824.6323,35829.3637,1156.3304,27.017,17.3952,0.0,3499.8359,0.0
9,22.0,22.0,0.0,157.3159,22.0001,844.784,36285.9371,1166.8269,27.9928,17.5967,0.0,1934.6462,0.0
10,22.0,22.0,0.0,194.0358,22.0,824.6069,35036.4882,1118.7371,27.016,17.3949,0.0,171.7253,0.0
11,22.0,22.0,0.0,856.5358,22.0,822.6029,34279.8184,1091.4514,26.9189,17.3748,0.0,0.0,0.0
12,44.0,44.0,0.0,2620.8567,39.6,1481.5023,33991.6879,1085.299,49.8044,36.0351,25.2,0.0,0.0
13,44.0,44.0,0.0,2464.0792,43.12,1577.4613,33327.8445,1075.3217,54.5422,51.6078,72.44,0.0,0.0
14,44.0,44.0,0.0,1257.3336,43.824,1563.0567,31447.0648,1016.1944,57.1817,67.6081,140.04,0.0,20.048
15,44.0,44.0,0.0,931.7142,43.9648,1589.8796,29208.9238,941.9363,60.0017,79.2115,180.008,0.0,68.0096
16,44.0,44.0,0.0,73.5802,43.993,928.2853,26798.4593,862.897,64.1414,95.1863,833.8742,25.2,110.8035
17,44.0,44.0,0.0,493.7947,43.9986,209.7066,25573.8312,811.494,97.4482,123.9553,2233.7637,72.44,126.3607
18,44.0,44.0,0.0,100.4739,43.9997,342.8109,23890.3387,758.8789,157.5081,162.7049,3608.5402,140.04,99.4691
19,44.0,44.0,0.0,232.0267,43.9999,366.8628,22354.3072,708.2703,159.7815,156.6593,3662.3959,180.008,1353.5378
20,44.0,44.0,0.0,259.0095,44.0,995.1444,20870.8415,657.4265,175.6525,135.6022,3570.1479,833.8742,2099.8456
21,44.0,34.904,9.096,2114.3481,44.0,2396.8597,21249.9843,679.607,218.1994,121.9068,3499.8359,2233.7637,1466.0162
22,44.0,14.5,38.596,1583.7625,44.0,3677.8109,21212.7708,682.4048,237.5533,114.2206,2957.2463,3608.5402,0.0
23,44.0,65.5008,17.0952,2413.1873,44.0,3739.9709,21945.6769,707.8763,155.3866,72.9469,862.4807,3662.3959,0.0
24,44.0,49.5792,11.516,1360.0566,44.0,2516.806,22772.2908,724.8943,82.7019,43.7633,14.88,3570.1479,0.0
25,44.0,20.0,35.516,778.9362,44.0,1639.4614,23854.3962,770.9398,54.6487,35.0982,20.3,3499.8359,4.324
26,44.0,79.516,0.0,396.5835,44.0,1722.0207,23869.4838,776.053,59.969,40.7213,45.74,2957.2463,14.068
27,44.0,44.0,0.0,333.5949,44.0,1596.5974,21887.7567,709.3636,55.9416,52.8076,93.74,862.4807,18.676
28,44.0,44.0,0.0,331.6896,44.0,1562.3414,19090.7796,615.6422,56.3917,64.9833,140.3,14.88,34.98
29,44.0,44.0,0.0,3122.9413,44.0,1587.7614,19065.0541,633.1603,59.5915,73.9338,180.3,20.3,72.424
