capacity_node::M-1430,capacity_node::M-1810,demand_item::item:268091,demand_item::item:268967,error,factor::capacity_scale,factor::demand_scale,factor::external_procurement_cost_multiplier_scale,factor::external_procurement_daily_cap_days_scale,factor::external_procurement_lead_days_scale,factor::external_procurement_transport_cost_scale,factor::fg_target_days_scale,factor::holding_cost_scale,factor::lead_time_scale,factor::production_gap_gain_scale,factor::production_smoothing_scale,factor::production_stock_scale,factor::purchase_cost_floor_scale,factor::review_period_scale,factor::safety_stock_days_scale,factor::supplier_reliability_scale,factor::supplier_stock_scale,factor::transport_cost_scale,is_baseline,is_corner_case,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,run_id,status
0.937605,1.181758,0.745929,0.789319,,1.218657,1.144167,1.06638,1.430249,1.610673,0.891055,2.287043,1.429873,1.028008,0.738071,0.951129,1.044951,1.114143,5.0,1.631067,0.872463,1.069564,1.263784,False,False,41170.7084,0.938598,0.025022,0.03638,499.9389,34293.8873,0.620521,14304.8828,60380.2835,1317.4351,24452.4324,30541.3689,30541.3689,25540.9,2436.9779,56672.8185,58869.4265,45780.0838,948.8356,1510.8569,817.4961,19651.6217,2196.608,2872.6821,full_run_0420,ok
0.985341,0.840587,0.963395,0.972145,,1.189492,0.747526,0.946483,1.011261,1.657335,1.104127,1.76756,0.925891,1.020698,0.94673,1.294617,1.212791,1.215528,2.0,1.433037,0.84181,1.007892,1.041466,False,False,32258.5749,0.839911,0.067526,0.092564,195.7494,28935.1568,0.819611,23884.1498,34324.8259,1085.1499,40776.0046,41479.1871,41479.1871,21219.6675,3428.7031,28829.7847,32007.0141,37019.728,969.0873,2317.8118,889.4005,37450.7693,3177.2294,7037.618,full_run_0421,ok
1.027143,1.088996,1.254081,1.223501,,1.042985,0.894348,0.981893,0.764025,0.732979,1.163545,1.576979,1.026561,1.238347,1.66824,0.909872,0.640412,1.296257,3.0,1.102067,0.986261,1.018109,1.048998,False,False,34450.1704,0.892398,0.045506,0.062096,674.3374,25019.8804,0.594229,19651.5401,38617.2025,1661.8654,24972.5056,28023.3513,28023.3513,45834.1536,2388.6097,34461.9307,36859.9004,44349.5053,1126.5895,1757.3021,987.528,29608.7212,2397.9697,412.461,full_run_0422,ok
0.857546,1.024448,1.210867,1.112968,,1.195388,1.104764,0.80543,1.443425,2.056983,0.720202,1.727149,1.359166,0.93972,1.540475,1.211961,0.750207,1.444251,3.0,1.603806,0.824322,0.871689,1.088355,False,False,19407.9832,0.822116,0.086141,0.091744,1010.1083,15404.4745,0.475396,23359.0881,30153.8533,1925.4669,39456.4699,50534.7956,50534.7956,62981.7808,3324.5832,24789.9599,27556.3821,33331.4579,1331.2548,2597.4711,915.3587,32796.076,2766.4222,6989.4399,full_run_0423,ok
0.895751,1.022178,1.05779,1.059609,,0.989412,1.25584,1.769747,0.930603,1.451446,1.240865,1.379693,1.29632,0.828931,0.946713,1.241632,1.284664,1.23168,6.0,1.66408,0.933099,1.121841,1.193638,False,False,20069.3582,0.898477,0.049687,0.051836,902.4711,7637.9874,0.547483,10970.3797,26006.6113,1994.3358,10159.8186,13223.3752,13223.3752,50107.8136,1640.319,23366.3456,24714.4257,31638.7683,1101.9632,1292.1856,1091.8647,13940.1592,1348.0801,999.4766,full_run_0424,ok
1.067678,0.983488,1.186767,0.842023,,1.158604,0.959286,0.957138,1.00087,1.726138,1.118509,1.298531,1.063352,1.224497,1.353968,1.53961,1.134525,1.318176,2.0,1.258816,0.894494,0.91996,1.328472,False,False,39359.2608,0.857131,0.05535,0.087519,562.6111,35434.12,0.614556,26842.5485,48703.5341,1459.6424,40812.3595,41490.1634,41490.1634,23455.9919,4192.6548,41745.3094,46007.8019,46090.0905,1238.0899,2695.7322,897.0313,41183.8254,4262.4925,4857.6521,full_run_0425,ok
0.929837,0.896226,1.010069,1.128004,,0.970507,1.099277,1.047917,1.277633,2.081119,1.478536,1.728399,1.548122,1.086597,0.817561,1.031859,1.206656,1.3213,3.0,1.471876,0.954095,1.318968,1.004491,False,False,21402.3931,0.843145,0.063147,0.093708,538.7593,15887.0819,0.694364,13482.3385,35312.3766,1762.7509,30245.0964,38777.5339,38777.5339,84170.6331,3786.4749,29773.4421,33082.4907,31971.847,1133.3658,2229.8859,1223.9915,30295.7401,3309.0486,1457.6389,full_run_0426,ok
1.044777,0.925488,0.861722,1.371004,,1.165549,0.886449,1.501776,0.90922,1.765326,1.558968,1.770846,1.393674,1.002841,1.483117,0.898407,1.144204,0.854278,2.0,1.430475,0.861521,1.026759,1.177791,False,False,24258.7758,0.780372,0.077889,0.141738,481.612,14238.5844,0.675551,22866.0521,40778.5036,1484.3983,45475.99,57759.5706,57759.5706,131738.6304,6681.5828,31822.4184,37602.292,38580.0143,1216.07,3176.2116,1002.7863,40098.0768,5779.8736,6445.2771,full_run_0427,ok
0.914426,0.854022,0.966079,1.399129,,0.866395,1.060645,0.951217,0.624139,2.054506,1.440886,0.944937,0.983863,1.272455,1.43029,0.995774,1.238211,1.259802,2.0,0.739695,0.950185,0.802419,1.293118,False,False,17365.8895,0.781471,0.074018,0.144511,971.4418,6146.0155,0.483683,13200.2487,20360.0692,1881.4845,19084.6228,26426.9871,26426.9871,182302.9524,2898.1963,15910.8027,18853.0493,30993.3399,1074.8275,1507.0199,910.0427,22603.1375,2942.2466,1185.0064,full_run_0428,ok
0.861246,1.088318,1.128406,1.206269,,0.935419,0.958273,1.467111,1.386704,1.883835,1.757486,0.868271,1.065146,1.160828,0.856458,1.558587,0.901427,1.468758,3.0,1.090457,0.96008,0.771599,1.308949,False,False,17082.5729,0.682245,0.127717,0.190039,807.2691,11737.8024,0.518893,21075.2797,25327.949,1677.942,29872.4158,38255.2922,38255.2922,79217.5932,5960.7327,17279.8547,22093.1436,30338.9001,1250.5825,3234.8054,870.6729,29620.7206,4813.2889,1231.6257,full_run_0429,ok
0.746897,0.801308,1.229838,1.053208,,0.858244,0.974354,1.162479,1.676585,0.580026,0.899712,1.220593,1.254521,1.224944,1.077446,1.190626,1.179639,1.157524,2.0,1.268673,0.876734,1.257498,1.254127,False,False,19515.8118,0.802188,0.082288,0.115523,719.4432,11228.9986,0.568775,18329.2084,26848.7994,1668.3712,34470.7603,37183.7606,37183.7606,0.0,3114.712,21537.7932,24639.4574,23991.199,996.5533,2209.342,948.928,34738.9675,3101.6641,4884.1879,full_run_0430,ok
1.030065,1.082302,1.38701,1.087197,,1.258684,1.137483,0.727524,0.852901,1.092743,1.072211,0.987425,1.261308,1.011211,1.152812,1.229106,1.162016,1.161555,2.0,1.230768,0.791902,1.161636,1.332407,False,False,25378.7335,0.794863,0.067734,0.137403,933.0325,13696.5085,0.557967,32319.0459,39091.6325,2110.7763,50080.5431,58520.3249,58520.3249,101323.6265,4908.2732,31072.4914,36443.8063,41355.8008,1770.7919,2647.8262,1177.7438,45949.0148,5371.3149,12074.5977,full_run_0431,ok
0.850287,1.05713,1.146315,1.004657,,0.934368,1.103006,1.810099,0.673354,1.673648,1.343201,0.951989,1.063203,1.436336,1.47144,0.711041,0.978474,1.014112,5.0,1.00516,0.865177,1.564215,1.132589,False,False,34946.3824,0.948653,0.023347,0.028,732.4731,23326.5074,0.58836,6754.6275,36512.646,1779.4013,8528.1618,10520.4654,10520.4654,54870.633,1159.7128,34637.84,35660.179,38869.3245,913.3428,852.467,1046.9282,9794.7142,1022.3389,1526.3383,full_run_0432,ok
0.934954,1.23372,0.917299,1.38064,,0.831588,0.904483,1.728649,0.918019,0.993118,1.437364,1.366115,1.268679,1.026121,0.976525,0.843141,0.916072,1.18656,4.0,0.844574,0.934848,0.881587,1.165265,False,False,16458.1197,0.831341,0.077615,0.091044,766.4138,7024.0424,0.508342,10419.7243,22639.3041,1558.8351,16722.9453,19405.655,19405.655,74875.1733,2540.5943,18820.9762,20882.1468,27865.8438,900.9538,1757.1573,792.4213,19621.8692,2061.1706,1367.4993,full_run_0433,ok
1.072424,0.887162,0.777895,0.938353,,1.057632,0.996332,1.68311,0.848228,1.162726,0.979754,0.89802,0.924976,1.039052,1.348265,1.323586,1.320308,1.174662,2.0,1.499316,0.901411,0.837084,1.034257,False,False,29844.4182,0.791167,0.109928,0.098905,378.0562,22140.9102,0.705211,22936.4377,34110.9132,1282.4646,42915.4447,50033.635,50033.635,46630.6122,4933.9103,26987.4279,30361.1552,37900.2542,1091.3449,3749.758,904.4084,39719.5863,3373.7274,4344.2051,full_run_0434,ok
1.038036,1.172783,1.021038,1.025228,,1.070902,0.907431,1.93458,0.874746,0.837733,1.184604,0.703059,0.971207,0.756375,1.132772,1.060439,0.603564,1.278542,3.0,1.044249,0.978166,0.806753,1.176449,False,False,23149.3226,0.769414,0.116679,0.113906,269.3536,16137.5094,0.806587,23636.1713,27485.688,1392.6339,29426.734,33059.3722,33059.3722,17436.6685,4261.0857,21147.8853,24278.6767,31584.2961,1072.9711,3207.0113,1123.2803,33284.7121,3130.7915,742.9602,full_run_0435,ok
0.893199,0.882997,0.758783,1.215475,,1.059896,1.105715,1.507668,1.828363,1.221129,1.414541,1.161789,1.181438,1.011996,1.00398,1.357533,1.35738,0.961816,5.0,1.084201,0.8365,0.923866,1.085023,False,False,22815.4625,0.835684,0.066292,0.098024,917.2484,8458.7661,0.439754,15505.0027,29747.7913,1637.225,26365.2395,32740.2862,32740.2862,25108.516,3455.981,24859.7549,27775.7489,35334.613,1035.1219,1972.0423,719.9766,25463.2314,2915.994,4976.9735,full_run_0436,ok
1.173276,1.034436,1.052136,1.269513,,1.032875,1.32427,1.412694,1.210791,0.877431,1.085969,2.083659,0.917302,1.029945,0.713604,1.319555,1.095202,1.179105,4.0,1.605785,0.836593,0.853677,1.03353,False,False,24197.8434,0.789979,0.102927,0.107094,1305.8779,12885.8571,0.433672,27372.7561,27570.8402,2305.8676,34107.3268,39768.7064,39768.7064,101902.8875,3803.9419,21780.39,24733.0544,45281.9585,1556.4196,2837.7858,999.9897,33916.5231,2952.6644,6624.7235,full_run_0437,ok
1.135284,1.053851,0.951162,1.083504,,0.974547,1.310056,1.439158,1.253048,0.603285,0.783283,1.82195,1.074097,0.98791,1.230392,1.352164,1.387147,1.327831,2.0,1.915054,0.780833,0.998289,1.317793,False,False,22950.2705,0.701057,0.148995,0.149948,990.2399,18899.1701,0.504668,39741.0878,33573.6563,1999.1448,61546.7509,66370.5844,66370.5844,314.2636,6488.8393,23537.0591,28571.3473,35178.5623,1502.8125,5002.309,1008.9049,53421.662,5034.2882,14994.5832,full_run_0438,ok
0.979732,1.001922,1.086799,1.131658,,0.751511,1.181908,1.350049,0.853478,2.280739,1.087808,1.110647,1.129836,1.056038,0.944923,0.767272,0.994317,1.143159,5.0,0.977757,0.80063,1.008237,1.29732,False,False,18025.0941,0.900405,0.044199,0.055396,1132.6499,8834.6658,0.42403,8026.4345,20844.2863,1966.5091,10109.3296,12448.7686,12448.7686,71617.864,1291.8287,18768.3077,19923.0001,28887.0333,985.4486,921.2863,833.8591,10029.1446,1154.6924,2497.4215,full_run_0439,ok
1.07742,1.263311,0.964677,1.003789,,0.818992,1.025046,1.448161,1.361083,1.849956,1.559422,0.94656,0.91214,1.039556,0.864263,1.412069,0.891188,1.468662,1.0,1.282485,0.937124,0.987353,1.118645,False,False,22413.8871,0.650131,0.160238,0.189632,263.1866,21128.7231,0.826087,41008.0226,29892.1106,1513.3262,47095.5444,55283.0335,55283.0335,33944.6272,7362.9466,19433.7754,25102.2647,28292.768,1368.6998,4789.8459,1250.1396,49565.7604,5668.4893,3325.597,full_run_0440,ok
1.247708,0.796672,1.248735,0.92533,,0.99504,0.942819,0.789778,1.065309,1.475839,1.514757,0.63796,1.210885,1.411937,0.977758,1.345934,0.888988,1.152948,2.0,1.420654,0.922086,1.423184,1.153801,False,False,47723.7405,0.89093,0.033285,0.075785,460.1077,41735.0657,0.700706,27318.3134,63345.2833,1537.3123,34689.9107,48475.8227,48475.8227,16655.9158,4648.7488,56436.2385,61236.8403,52698.9402,1176.3852,2108.443,1077.2047,37400.7702,4800.6018,3160.2731,full_run_0441,ok
1.059073,0.979279,1.036175,1.21827,,0.899276,1.138223,1.088337,0.949774,0.919716,1.7954,1.825242,0.887171,1.15556,0.94291,0.83647,0.868462,1.284735,2.0,1.598621,0.96513,0.780343,1.149523,False,False,18851.6546,0.648579,0.122415,0.229006,755.4517,6439.6908,0.607465,25728.3155,24669.5597,1924.5459,41116.2812,47839.9138,47839.9138,70460.2801,5929.3136,16000.1607,21649.6432,33891.9227,1348.2844,3019.9165,1169.0942,45028.8517,5649.4825,1626.8856,full_run_0442,ok
1.145923,1.019896,0.854692,0.975932,,1.047237,0.992034,1.304773,0.731207,1.392358,0.899536,1.120934,1.187701,1.301076,1.520729,0.972631,0.55059,1.481228,5.0,0.67902,0.926513,1.071991,1.005605,False,False,50119.6389,0.964251,0.018928,0.01682,599.9165,43239.0766,0.559543,8979.6293,60743.7522,1362.0309,13469.837,16706.7449,16706.7449,32459.6233,1391.1139,58572.2453,59593.9754,53884.7134,709.6337,1149.7768,762.1145,12539.232,1021.7301,994.5576,full_run_0443,ok
1.108826,1.103063,1.195682,1.053569,,0.868478,1.189954,0.800419,1.616758,0.997951,1.333653,0.652097,0.847295,1.441417,1.42179,0.92456,1.149739,1.291639,5.0,0.880501,0.940689,0.8802,0.74861,False,False,39526.512,0.907758,0.041625,0.050617,1218.151,39393.6737,0.393163,19938.9926,36425.1896,2007.3789,29742.6136,29742.6136,29742.6136,6207.3922,2063.0761,33065.2576,34908.9891,48532.5357,1049.7572,1516.2005,789.2279,26532.3698,1843.7315,1672.8817,full_run_0444,ok
1.023696,0.858808,1.134054,1.338108,,1.091669,0.858761,1.0833,0.753692,0.870179,1.013038,1.333546,1.096231,0.970584,1.1555,0.905027,0.619129,1.50887,4.0,1.625714,0.95171,1.096857,1.111362,False,False,29495.1898,0.896379,0.048153,0.055469,671.7622,12464.2679,0.578104,11923.114,33798.6387,1592.2472,19492.2755,22597.0584,22597.0584,70529.4342,1989.3208,30296.3755,32171.1375,39865.0814,1070.8902,1627.5012,920.485,23193.8906,1874.7619,1176.8637,full_run_0445,ok
1.043122,1.027193,1.319267,1.018047,,1.047605,1.081209,1.208229,1.629044,1.282781,1.251858,1.2517,1.322177,1.062089,1.240626,1.346411,0.848955,1.427909,2.0,1.099354,0.83234,1.255536,1.0101,False,False,29743.7986,0.801082,0.095022,0.103896,695.8149,26722.2455,0.632882,34463.2652,47730.7233,1895.3437,54796.1296,67555.0683,67555.0683,14893.1289,6724.7866,38236.2005,43195.2547,36781.8271,1499.401,4535.4686,1199.5288,46333.5764,4959.0542,9333.0699,full_run_0446,ok
0.926803,1.125283,1.129451,0.821611,,0.956162,0.886745,1.247358,0.312348,0.838946,1.279206,1.930853,0.895639,1.029255,1.512166,1.084311,1.183957,1.505841,4.0,1.444575,0.988753,1.061049,0.986274,False,False,30122.5655,0.944028,0.028046,0.027926,478.1549,19356.9658,0.6315,6463.1284,26964.4251,1297.5709,6668.1326,7698.1549,7698.1549,57997.9247,763.8559,25455.1796,26208.1873,33373.5499,783.1632,756.2378,819.4159,10710.4675,753.0077,121.8309,full_run_0447,ok
0.826141,0.91709,1.245133,1.024456,,1.097283,1.273125,1.401962,1.113353,1.848501,1.558974,2.02898,1.45648,1.284392,0.828223,0.845227,1.105653,1.048972,2.0,1.601586,0.993563,0.816669,1.018469,False,False,22345.1681,0.789186,0.088857,0.121957,1125.8603,16664.6086,0.480477,28150.5955,39789.6215,2167.1029,42033.5839,53337.505,53337.505,99256.2103,5983.4197,31401.4249,36254.0476,35809.2516,1434.4914,3535.5738,1041.2425,43862.4835,4852.6227,284.172,full_run_0448,ok
0.839768,1.004427,0.872247,0.892151,,1.066892,1.27926,1.388308,1.112812,0.920162,1.308338,1.695996,1.240457,0.971516,1.11123,1.281116,0.721466,1.480459,3.0,0.460685,0.96257,0.628437,1.214338,False,False,16929.1312,0.761803,0.109948,0.128249,579.8818,7457.2048,0.657451,19893.6424,26842.5129,1692.8428,30833.5426,34696.8009,34696.8009,73510.8512,4327.4861,20448.7,23891.231,30299.7685,1255.9788,2951.2819,1112.961,30782.5892,3442.531,1196.9959,full_run_0449,ok
0.768486,1.057296,0.907886,1.013025,,1.11781,1.200673,1.378748,1.318933,1.11452,0.958345,0.464936,1.297509,1.437227,1.363201,1.497246,0.693585,1.449639,3.0,0.720823,0.871068,1.519438,0.861008,False,False,32474.6609,0.887307,0.065154,0.047539,525.0696,18617.6933,0.696455,15558.7081,45027.7555,1729.7895,33888.0791,38122.5417,38122.5417,59757.4208,3362.9192,39953.4215,42094.0088,39050.6354,1218.8301,2933.7466,1204.7198,31010.4701,2140.5873,4590.0457,full_run_0450,ok
0.976541,1.126307,1.219876,0.912605,,1.184558,0.844823,1.592315,0.75354,1.741418,1.019483,0.534811,1.373426,0.750138,0.6224,1.388492,0.700192,1.124374,4.0,2.187792,0.939576,1.296613,1.090485,False,False,29290.3219,0.910781,0.04456,0.044658,149.6481,20295.363,0.889246,17347.1015,39961.6408,1351.1767,16418.846,22916.0784,22916.0784,58590.9997,2248.8437,36396.3189,38180.9428,34407.1117,1093.266,1780.698,1201.5286,20823.1519,1784.6239,1339.134,full_run_0451,ok
1.033872,0.954198,1.072532,1.028203,,1.179596,0.846277,1.286772,0.707816,1.193842,1.213211,2.363414,0.923288,0.767265,1.507666,0.765042,1.399696,1.476944,2.0,1.325516,0.921198,0.82251,1.020924,False,False,25700.2676,0.771013,0.111503,0.117484,322.3316,24390.1714,0.758255,28474.0795,29639.9602,1333.3528,38624.8204,45031.3909,45031.3909,41764.1756,4613.9846,22852.795,26335.0063,31794.8311,1107.0398,3304.9539,1011.0212,37181.7932,3482.2113,3180.6405,full_run_0452,ok
1.088528,0.9061,0.816767,1.139969,,0.762827,0.806911,1.377117,1.177758,1.820669,1.062571,2.073286,1.021081,1.102438,0.987998,0.90801,0.987509,1.517862,4.0,1.153641,0.899956,1.141411,0.944288,False,False,25321.8773,0.870649,0.068753,0.060597,344.6632,14694.8186,0.708945,13011.3635,27412.8492,1184.1839,18348.1941,25552.0082,25552.0082,56262.9101,2363.0956,23866.9796,25528.1212,32376.2773,838.793,1884.728,839.5207,20261.7094,1661.1415,2252.4017,full_run_0453,ok
0.787296,0.851349,0.877605,1.0435,,0.859291,1.350012,0.995088,0.527724,1.644162,1.534783,1.939743,1.130771,0.872332,1.6809,1.587786,1.23333,1.369096,4.0,1.654048,0.819177,0.896781,0.784752,False,False,13172.6788,0.899901,0.048946,0.051153,1142.9324,6520.6446,0.412415,6134.0349,14559.4257,1945.1361,7354.0581,10017.3271,10017.3271,89344.8135,871.1389,13102.0383,13846.7976,21527.7091,760.8262,712.6281,802.2037,9583.4041,744.7593,2115.4157,full_run_0454,ok
1.074795,1.088972,1.306139,1.181897,,1.042056,0.872986,1.275314,0.732588,1.844176,1.213067,0.663212,1.428784,1.008624,1.17585,1.132115,0.830322,1.309134,3.0,1.964096,0.834663,1.590983,1.259341,False,False,30217.2197,0.898229,0.042683,0.059088,431.7148,14167.8041,0.734984,10626.4324,43626.8397,1629.0154,21631.2091,27704.7895,27704.7895,111269.9181,2960.8165,39186.8719,41764.712,38338.3479,1234.7669,1862.1277,1197.3007,20847.0219,2577.8402,4129.5518,full_run_0455,ok
1.108524,1.166407,0.655811,0.696378,,0.892551,1.289535,1.852163,1.65272,1.469626,0.947383,1.671104,0.869149,1.34781,0.987311,0.843919,1.132558,1.077777,4.0,1.727653,0.970819,1.459743,1.423646,False,False,43123.6276,0.851174,0.064079,0.084747,222.8571,31197.8444,0.82959,15263.2353,42060.682,1307.7713,28956.5593,37749.0764,37749.0764,7053.4911,4082.3216,35800.9485,39365.4848,44636.2342,932.2469,2695.1972,1084.9142,32762.3938,3564.5363,984.7762,full_run_0456,ok
0.957187,1.086719,0.947683,1.064693,,1.038437,1.137514,1.197952,0.896734,1.567004,1.021144,1.567581,1.231447,1.046012,1.447543,1.005025,0.943852,0.918248,2.0,1.03305,0.983282,1.360116,0.882891,False,False,22959.2311,0.827699,0.079816,0.092484,270.1199,14413.2381,0.842664,27992.7382,31587.3902,1716.8294,36716.333,46668.0775,46668.0775,99228.1978,3347.1551,26144.8627,29066.2051,33551.0628,1356.2259,2521.1851,1446.7095,42368.8419,2921.3424,720.3654,full_run_0457,ok
0.966412,1.092776,1.093411,1.169798,,1.063781,0.97624,1.02449,1.712365,1.595127,1.012934,1.500311,0.955296,0.995986,1.646529,1.109374,0.602709,1.577502,5.0,1.056879,0.811399,1.268276,0.908044,False,False,37714.1912,0.906006,0.047404,0.046591,849.1463,33578.4061,0.487564,13990.8474,38210.6127,1657.0764,26164.2411,32700.4433,32700.4433,10516.832,2511.8785,34619.0305,36399.2888,38825.329,826.7021,1811.3239,807.9301,19232.7694,1780.2582,4470.4511,full_run_0458,ok
0.943248,0.986375,1.027168,1.207006,,1.024633,1.203375,1.272136,1.827991,1.092664,1.180855,1.441254,0.867489,1.125846,0.891573,1.471281,0.789634,1.051678,5.0,0.786411,0.89368,1.237312,1.095389,False,False,27941.2517,0.826302,0.072972,0.100726,1037.6572,17513.9892,0.485394,17693.5967,27539.5211,2016.4119,33374.635,33374.635,33374.635,31243.8131,3077.3789,22755.9631,25529.901,39858.0925,1294.5214,2009.62,978.7546,28832.7071,2773.938,3430.1914,full_run_0459,ok
1.015981,1.196041,1.330193,0.986945,,0.975755,1.034897,1.539656,0.742929,1.016613,1.375661,0.691689,0.76189,1.041492,1.244277,0.935061,1.10632,1.501046,4.0,1.391474,0.858911,1.250815,0.904565,False,False,29185.1644,0.858215,0.076678,0.065107,855.9461,17809.9356,0.524078,14449.9673,24463.2308,1798.4994,17085.9025,19841.4911,19841.4911,64987.142,2250.9869,20994.7154,22587.4455,37377.3366,1164.9152,1875.7853,942.5533,19836.6303,1592.7301,3258.4637,full_run_0460,ok
1.060767,1.000685,1.397168,1.270091,,0.837614,1.226215,1.339342,0.959888,1.451933,1.170394,1.730666,1.051227,0.991626,0.908855,1.111528,0.673405,1.058127,3.0,1.525673,0.867504,0.8668,1.242455,False,False,15110.4062,0.759836,0.09816,0.142004,1434.7716,5303.0737,0.415089,13914.5107,19139.7047,2452.9748,23031.5711,29365.5572,29365.5572,102784.9346,3016.1216,14543.0365,17260.9564,30058.1144,1101.4724,1878.7484,1018.2031,24458.2346,2717.9199,3735.5658,full_run_0461,ok
1.228479,1.031952,1.351711,1.446368,,1.021555,0.940736,1.358718,1.517874,0.999852,0.750511,1.395835,1.563573,1.490132,1.267718,0.827247,1.012901,1.013641,3.0,1.017885,0.866455,0.931719,0.926311,False,False,44995.2101,0.910369,0.048045,0.041587,1086.9255,34583.4554,0.449432,24400.5319,77146.6328,1974.1902,56371.4129,62912.5357,62912.5357,12964.9493,4497.2709,70231.8824,73440.1478,58266.6198,1432.6445,3706.4849,887.2647,48246.6324,3208.2655,7436.1583,full_run_0462,ok
1.159906,0.778301,0.893755,0.715935,,0.953813,0.878978,1.4163,1.550787,1.181356,1.371095,1.86539,0.838921,1.063785,1.185887,1.196936,0.906783,1.187483,2.0,0.732238,0.974466,1.145607,1.31545,False,False,37025.2532,0.831556,0.066377,0.102067,18.2971,35741.9855,0.982757,23340.7861,36352.6466,1061.1616,25090.6328,35320.3344,35320.3344,382.5051,4281.7298,30229.2567,33939.6694,36778.7788,908.6399,2412.9772,1042.8644,26766.6911,3710.4127,701.3695,full_run_0463,ok
0.789066,0.889672,0.834248,0.948274,,1.208366,1.245204,1.43003,1.718672,1.502059,0.812546,0.715786,0.936819,1.051706,0.773139,1.274903,1.040879,1.245249,2.0,1.204279,0.844017,1.054922,1.324806,False,False,21322.286,0.693465,0.14806,0.158475,601.2129,21322.8772,0.638847,37200.3359,27731.927,1664.7027,45697.3714,57654.5083,57654.5083,13720.3272,5531.2771,19231.1231,23625.9276,32181.3244,1366.4109,4105.9993,1063.4898,43941.0729,4394.8046,8120.761,full_run_0464,ok
0.974041,0.793286,1.056129,0.897054,,0.915137,1.00842,0.944394,1.254926,0.980389,0.916493,1.713993,1.346733,1.245504,1.057288,1.160592,0.757352,1.469682,2.0,1.842528,0.877455,1.323395,1.266204,False,False,28132.8108,0.838424,0.067281,0.094295,417.8863,23161.8398,0.717113,27362.1812,42058.0185,1477.2216,41121.4561,49009.2049,49009.2049,4337.1506,4092.2472,35262.4596,39228.3232,34965.2574,1132.7997,2829.6953,1059.3353,40977.3532,3965.8636,5722.8801,full_run_0465,ok
1.06851,1.23194,1.355708,0.832077,,0.891994,1.26354,0.922435,1.243642,1.625342,1.58664,1.517444,0.961113,1.044968,1.352806,0.995544,0.862943,1.146826,2.0,1.451551,0.990584,1.094983,1.048281,False,False,23633.315,0.7185,0.099904,0.181596,707.0064,20965.7257,0.658989,32117.917,30171.711,2073.2654,48340.0866,56246.7695,56246.7695,46682.573,5663.7431,21678.3761,27157.4263,32490.5206,1471.411,3014.2847,1366.259,50206.3938,5479.0502,477.2371,full_run_0466,ok
1.235958,0.788745,0.722615,0.983317,,0.981442,1.042825,1.593051,0.933991,1.374181,1.185488,1.261775,0.905895,1.115487,0.891866,0.950625,0.895032,1.292551,3.0,0.93298,0.970784,1.171496,0.911721,False,False,36607.7121,0.855206,0.074486,0.070308,269.5425,24657.0282,0.797981,17513.0247,37351.1143,1334.2414,33603.7831,37754.5209,37754.5209,54341.8722,3659.0277,31942.8796,34568.9702,44757.6226,1083.3066,2782.1441,1064.6989,33236.378,2626.0905,1000.2575,full_run_0467,ok
1.095715,1.140407,0.943273,1.165017,,1.143525,1.335905,1.794164,0.970289,0.851995,1.550194,1.700359,1.065116,0.849368,0.760185,0.761798,1.299119,0.977566,3.0,2.015343,0.960421,0.856654,0.991328,False,False,19308.691,0.717864,0.130448,0.151688,583.9895,7954.45,0.723536,29981.3209,26245.2355,2112.3564,37673.7,42215.1897,42215.1897,91671.5826,5107.4373,18840.5077,22821.5856,38061.1206,1584.4625,3423.6499,1528.3669,42391.0336,3981.0778,1746.9367,full_run_0468,ok
1.10604,0.933331,1.107141,1.069762,,1.119262,1.037291,1.297612,1.164787,1.954087,1.711885,1.783208,0.92757,1.181311,1.301487,1.182631,0.992016,1.250456,2.0,1.822024,0.862593,0.887458,0.96371,False,False,31053.5708,0.722829,0.116685,0.160486,771.6645,25056.4949,0.544354,31344.2303,39329.8272,1693.5614,53046.4973,71307.1463,71307.1463,50378.8963,8172.2943,28428.7286,34740.6181,46374.6991,1423.5534,4589.2091,921.8969,51024.0196,6311.8895,8127.8859,full_run_0469,ok
0.949006,1.117697,1.103659,0.935895,,0.875966,1.168683,1.000026,0.842865,1.575998,0.892278,1.645663,1.027088,1.374076,0.567342,1.297853,1.09656,1.247446,4.0,2.063453,0.90028,0.798477,1.162211,False,False,23454.2176,0.892336,0.049435,0.058229,873.2057,4308.0804,0.511546,9934.3433,25894.7287,1787.6941,14072.28,19364.4268,19364.4268,113922.7978,1560.482,23106.8018,24614.6272,39404.1552,1313.1365,1280.1015,914.4884,17709.5285,1507.8255,1961.6055,full_run_0470,ok
