case_id,case_input,case_output_dir,guard::backlog_days,guard::max_daily_backlog_qty,guard::min_daily_service_rate,guard::raw_material_max_safety_floor_gap_qty,guard::raw_material_max_target_gap_qty,guard::raw_material_safety_floor_breach_days,guard::raw_material_safety_floor_breach_pairs,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_production,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_open_order_qty,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_production_cost,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,safe_direction,status
baseline,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\baseline\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\baseline\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,141.0,8.0,349372358.9144,0.124199,0.070971,0.3,0.254959,0.090185,0.159685,0.0,244487279.5635,1.0,25762139.9999,0.0,708941285.9838,61416154.1416,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,338178005.3397,338885789.8898,338885789.8898,0.0,46820838.9134,7627855.252,21793872.1485,4358774.4297,27332704.9018,68338188.0,0.0,106327600.0,18424846.2425,15658602.9973,25762139.9999,643413507.9017,0.0,5538832.7534,0.0,9807242.4668,0.0,1.0,baseline,baseline,Baseline,baseline,ok
supplier_stock_scale_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_01\simulation_output,34.0,146807.639599,0.0,7595955.6435,21126077.4487,183.0,9.0,361637221.7953,0.123349,0.070485,0.3,0.282775,0.064799,0.158592,0.0,350297174.4034,1.0,25762139.9999,0.0,894502513.2536,84217314.6417,25762139.9999,0.0,0.0,0.0,68338188.0,208018727.3465,513089584.9955,513717584.9955,513717584.9955,0.0,73097041.346,10388124.4023,29680355.4353,5936071.0871,35137548.847,68338188.0,0.0,117423200.0,25265194.3925,23814571.4023,25762139.9999,828814712.2536,0.0,5457193.4117,0.0,13356159.9459,0.0,0.01,supplier_stock_global,supplier_stock_scale,Stock fournisseur global,lower_is_riskier,ok
supplier_stock_scale_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,34272585.6,94.0,8.0,367729779.0259,0.119078,0.068045,0.3,0.274875,0.084902,0.1531,0.0,344206409.8761,1.0,25762139.9999,0.0,864612413.5841,63676259.9004,25762139.9999,0.0,0.0,0.0,68338188.0,208017301.7465,486575823.3386,487207330.9504,487207330.9504,0.0,59408235.5119,7582450.5239,21664144.3539,4332828.8708,27070382.6081,68338188.0,0.0,113799000.0,19102877.9701,17502999.3222,25762139.9999,798632482.3239,0.0,5406238.2541,0.0,9748864.9593,0.0,0.25,supplier_stock_global,supplier_stock_scale,Stock fournisseur global,lower_is_riskier,ok
supplier_stock_scale_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,118.0,8.0,340759124.4191,0.121682,0.069533,0.3,0.262303,0.090034,0.156448,0.0,235583939.9427,1.0,25762139.9999,0.0,738380571.501,60166552.0327,25762139.9999,0.0,0.0,0.0,68338188.0,208015816.7465,366311607.5416,367151932.4636,367151932.4636,0.0,47692238.9102,7321183.2401,20917666.4002,4183533.28,26334709.5541,68338188.0,0.0,113482600.0,18049965.6098,15781876.8688,25762139.9999,674150765.501,0.0,5417043.1539,0.0,9412949.8801,0.0,0.5,supplier_stock_global,supplier_stock_scale,Stock fournisseur global,lower_is_riskier,ok
supplier_stock_scale_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,107.0,8.0,345523907.5229,0.123301,0.070458,0.3,0.253991,0.093721,0.15853,0.0,234351650.7912,1.0,25762139.9999,0.0,712959871.381,59923143.8765,25762139.9999,0.0,0.0,0.0,68338188.0,208014331.7465,334865174.7732,334865251.9984,334865251.9984,0.0,44827463.402,7388571.619,21110204.6256,4222040.9251,26726257.1559,68338188.0,0.0,109844000.0,17976943.1629,15219943.5577,25762139.9999,645173607.381,0.0,5616052.5303,0.0,9499592.0815,0.0,0.75,supplier_stock_global,supplier_stock_scale,Stock fournisseur global,lower_is_riskier,ok
supplier_stock_scale_0_9,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_9\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_0_9\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,127.0,8.0,341106953.3156,0.121722,0.069555,0.3,0.262913,0.08931,0.1565,0.0,233796005.4009,1.0,25762139.9999,0.0,706458059.0359,60132345.8164,25762139.9999,0.0,0.0,0.0,68338188.0,208013440.7465,329873642.2892,329873823.5426,329873823.5426,0.0,45637577.3069,7319434.0606,20912668.7446,4182533.7489,26283076.3512,68338188.0,0.0,106478600.0,18039703.7449,15809565.7203,25762139.9999,639052002.3178,0.0,5370407.6066,0.0,9410700.935,0.0,0.9,supplier_stock_global,supplier_stock_scale,Stock fournisseur global,lower_is_riskier,ok
supplier_stock_scale_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_stock_scale_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,141.0,8.0,349372358.9144,0.124199,0.070971,0.3,0.254959,0.090185,0.159685,0.0,244487279.5635,1.0,25762139.9999,0.0,708941285.9838,61416154.1416,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,338178005.3397,338885789.8898,338885789.8898,0.0,46820838.9134,7627855.252,21793872.1485,4358774.4297,27332704.9018,68338188.0,0.0,106327600.0,18424846.2425,15658602.9973,25762139.9999,643413507.9017,0.0,5538832.7534,0.0,9807242.4668,0.0,1.0,supplier_stock_global,supplier_stock_scale,Stock fournisseur global,lower_is_riskier,ok
supplier_capacity_scale_0_01,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_scale_0_01\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_scale_0_01\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,139.0,8.0,347252280.6758,0.123853,0.070773,0.3,0.256118,0.090015,0.15924,0.0,247939629.9443,1.0,25762139.9999,0.0,711579092.917,61558046.7244,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,336042064.8025,336042242.2936,336042242.2936,0.0,45900899.2659,7624177.0732,21783363.0663,4356672.6133,27324534.8882,68338188.0,0.0,106327600.0,18467414.0173,15766097.8188,25762139.9999,644128023.917,6431765.604,5541171.8219,0.0,9802513.3798,0.0,0.01,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_capacity_scale_0_05,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_scale_0_05\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_scale_0_05\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,132.0,8.0,348734315.5809,0.124261,0.071006,0.3,0.254798,0.090169,0.159765,0.0,244553521.4011,1.0,25762139.9999,0.0,709015879.4118,61512074.943,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,338475956.2593,339135389.2593,339135389.2593,0.0,46847266.8153,7643572.3362,21838778.1035,4367755.6207,27385290.1685,68338188.0,0.0,106327600.0,18453622.4829,15673162.2916,25762139.9999,643744810.4118,3098113.004,5546512.0649,0.0,9827450.1466,0.0,0.05,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
supplier_capacity_scale_0_1,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_scale_0_1\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result\cases\supplier_capacity_scale_0_1\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,141.0,8.0,349372358.9144,0.124199,0.070971,0.3,0.254959,0.090185,0.159685,0.0,244487279.5635,1.0,25762139.9999,0.0,708941285.9838,61416154.1416,25762139.9999,0.0,0.0,0.0,68338188.0,208012846.7465,338178005.3397,338885789.8898,338885789.8898,0.0,46820838.9134,7627855.252,21793872.1485,4358774.4297,27332704.9018,68338188.0,0.0,106327600.0,18424846.2425,15658602.9973,25762139.9999,643413507.9017,453981.0,5538832.7534,0.0,9807242.4668,0.0,0.1,supplier_capacity_global,supplier_capacity_scale,Capacite fournisseur globale,lower_is_riskier,ok
