day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,558.5439,1067772.4675,42324.1876,258.9709,37.168,754.275,0.0,272.565
1,47.5,0.0,87.5,64.96,82.0,264.6474,1065862.2082,42260.7715,114.482,40.5947,754.275,0.0,1660.431
2,52.5,0.0,140.0,20.0,93.2,311.7661,1063715.158,42191.8353,138.0695,43.4938,754.275,0.0,3168.981
3,60.0,0.0,200.0,178.904,94.64,316.219,1061723.9861,42122.9042,140.9853,43.694,754.275,0.0,4677.531
4,55.0,0.0,255.0,149.2,94.928,361.5096,1059658.1049,42053.97,172.4576,44.178,754.275,0.0,6186.081
5,50.0,43.0,262.0,93.0,94.9856,343.5677,1057511.0228,41985.0325,159.9681,44.0048,754.275,0.0,7694.631
6,45.0,25.0,282.0,156.2,91.223,324.8463,1055607.1449,41921.2993,154.7573,42.2623,754.275,0.0,9089.3132
7,40.0,0.0,322.0,261.2,86.2446,977.459,1054124.0101,41865.5149,453.3049,51.3172,781.2172,754.275,9579.4467
8,47.5,118.0,251.5,233.3701,91.2489,984.8537,1052297.6951,41805.4602,466.2119,50.9982,804.275,754.275,10289.9916
9,52.5,25.0,279.0,268.9656,95.0,1041.5928,1050400.8428,41740.5307,499.8865,51.9866,804.275,754.275,11144.2666
10,60.0,93.7356,245.2644,162.6827,95.0,1016.6043,1048353.9604,41675.6012,482.5021,51.7367,804.275,754.275,11998.5416
11,55.0,48.113,252.1515,255.5124,95.0,947.8572,1046514.2774,41610.6719,434.6747,51.0493,804.275,754.275,12852.8166
12,50.0,0.0,302.1515,114.7942,95.0,972.8572,1044556.9892,41545.7441,452.0672,51.2993,804.275,754.275,13707.0916
13,45.0,0.0,347.1515,179.3245,91.226,1034.7971,1042745.5599,41485.7089,500.9931,51.4951,804.275,754.275,14439.9533
14,40.0,93.7471,293.4044,211.132,86.2452,948.8537,1041174.1575,41432.1481,441.8326,54.1204,804.275,781.2172,14985.6354
15,47.5,98.1245,242.7799,499.4198,91.249,1061.7409,1039606.8805,41379.4551,506.5823,59.2717,804.275,804.275,15669.2383
16,52.5,0.0,295.2799,207.5614,95.0,1085.3284,1037679.8883,41314.5245,517.1934,59.9286,804.275,804.275,16473.5133
17,60.0,25.0,330.2799,25.1056,95.0,997.8572,1035632.9114,41249.5912,456.3397,59.0539,804.275,804.275,17277.7883
18,55.0,137.4712,247.8087,388.6009,95.0,994.4588,1033840.3572,41184.685,456.008,59.0879,807.6734,804.275,18082.0633
19,50.0,0.0,297.8087,2405.0243,95.0,1058.9563,1034137.2,41211.3008,504.714,59.7664,809.35,804.275,18894.8117
20,45.0,23.1245,319.6841,179.8449,91.226,1052.2887,1032335.6749,41151.2867,505.4822,59.2761,809.35,804.275,19587.0572
21,40.0,48.1245,311.5596,372.7014,86.2452,1086.6517,1030856.7243,41097.73,536.5242,59.0607,809.35,804.275,20118.0543
22,47.5,75.0,284.0596,120.3856,91.249,977.3523,1029017.9261,41037.6798,453.3159,58.5293,809.35,804.275,20811.0457
23,52.5,123.113,213.4466,379.7301,95.0,1028.9524,1027196.3657,40973.8814,483.8403,59.4663,809.35,804.275,21625.4707
24,60.0,0.0,273.4466,161.564,79.4903,1039.6286,1026374.018,40947.9475,495.209,57.8435,809.35,804.275,21472.992
25,55.0,41.2452,287.2014,264.4107,70.0,1008.0944,1026324.3161,40946.3651,473.7856,56.4698,809.35,807.6734,20725.4686
26,50.0,0.0,337.2014,126.3635,74.6609,967.4514,1025888.0768,40932.5658,443.3901,56.5832,809.35,809.35,20266.8404
27,45.0,119.362,262.8394,225.1194,72.7739,993.8733,1025413.644,40919.9632,466.6991,56.6342,809.35,809.35,19803.6723
28,40.0,0.0,302.8394,246.4304,70.2835,998.7346,1025086.6824,40909.3278,476.584,56.4015,809.35,809.35,19334.5122
29,47.5,34.4903,315.849,1071.7004,86.7683,1004.6208,1024536.7362,40890.7079,470.5928,58.3023,809.35,809.35,19743.0873
