day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
1,47.5,0.0,87.5,0.0,86.228,448.9037,1069982.2908,42251.2042,273.3424,76.1484,2413.68,0.0,16.866,0.0
2,52.5,0.0,140.0,178.064,136.4902,525.1851,1067800.9061,42182.0565,317.6427,83.6232,2413.68,0.0,1525.416,0.0
3,60.0,0.0,200.0,103.28,178.7296,509.8955,1065602.5258,42112.8773,309.9833,88.0915,2413.68,0.0,3033.966,0.0
4,55.0,18.432,236.568,145.712,211.7165,533.2304,1063436.5304,42043.6753,328.5427,91.9337,2413.68,0.0,4542.516,0.0
5,50.0,39.6288,246.9392,309.6873,236.2556,1529.6994,1061435.4846,41974.4621,794.2059,104.5831,2413.68,1035.84,5015.226,0.0
6,45.0,44.2368,247.7024,254.6581,250.4232,2301.1007,1060110.1514,41931.8954,1157.5703,112.9019,2417.9652,2413.68,4037.6618,527.9925
7,40.0,23.04,264.6624,315.2053,254.6807,2154.8978,1059217.091,41899.32,1094.5239,126.7276,2503.9822,2413.68,2943.8178,1055.985
8,47.5,69.12,243.0424,139.3186,260.3254,2238.0291,1057826.1479,41860.2362,1142.7685,150.5083,2573.68,2413.68,2023.7452,1583.9775
9,52.5,0.0,295.5424,164.2791,267.9019,2221.0568,1056408.3621,41816.2843,1121.9183,151.1792,2573.68,2413.68,1294.0427,2111.97
10,60.0,67.3809,288.1615,89.5804,275.3716,2221.1343,1054855.819,41772.3215,1122.4987,151.9972,2573.68,2413.68,564.3402,2639.9625
11,55.0,0.0,343.1615,100.9977,282.0762,2223.0022,1053391.0582,41728.3573,1103.6649,143.6036,2085.5175,2417.9652,318.5151,3167.955
12,50.0,65.6525,327.509,294.0497,287.2869,2349.9767,1052012.613,41684.3928,1137.5122,141.2434,1255.815,2503.9822,328.3843,3695.9475
13,45.0,19.0058,353.5033,437.595,287.3826,2399.6717,1050989.3955,41646.0336,1129.5078,131.8074,312.2471,2573.68,264.4484,4241.44
14,40.0,44.3516,349.1517,113.6367,281.4339,2314.9771,1049893.2191,41614.9805,1076.7932,127.2491,160.0,2573.68,192.6388,4082.6703
15,47.5,65.0858,331.5659,350.6134,279.6867,2347.928,1048782.3151,41583.3247,1086.8185,127.4031,160.0,2573.68,130.8369,3668.0035
16,52.5,111.1658,272.9001,538.4589,281.9126,2378.727,1047149.0265,41520.5477,1098.8255,127.9663,160.0,2085.5175,76.5369,3371.2222
17,60.0,42.0458,290.8543,306.329,285.5101,2357.5765,1044548.6226,41424.6016,1084.6167,128.1493,160.0442,1255.815,22.2369,3074.441
18,55.0,0.0,345.8543,749.2285,289.4125,2370.9392,1041479.5442,41290.9196,1098.7423,119.2458,138.5353,312.2471,0.0,2777.6597
19,50.0,42.6125,353.2418,543.7708,292.5955,2395.7467,1037987.4619,41152.1299,1165.3934,128.2444,1367.7382,160.0,4.5084,1033.2545
20,45.0,44.3409,353.9009,177.7932,291.224,1383.5381,1035327.7069,41057.4101,729.0968,120.9922,2441.7089,160.0,348.1857,140.0
21,40.0,46.08,347.8209,610.2997,284.2136,449.3188,1034258.9339,41005.4316,300.1647,100.6343,2429.92,160.0,1637.3976,132.4892
22,47.5,23.04,372.2809,383.532,281.6981,524.8631,1032710.3778,40947.2003,342.5445,99.5962,2429.92,160.0442,3042.1217,118.1653
23,52.5,42.6125,382.1684,347.9873,283.368,560.7102,1030903.3985,40882.673,351.5138,101.0288,2429.92,138.5353,4550.2251,107.7486
24,60.0,65.0858,377.0826,532.3937,286.5632,1774.4625,1029226.3967,40816.971,910.236,113.5158,2429.92,1367.7382,4775.2478,97.332
25,55.0,0.0,432.0826,1770.7907,290.1746,2382.787,1029296.756,40808.6987,1199.1438,119.9942,2429.92,2441.7089,3915.7918,614.9078
26,50.0,46.08,436.0026,233.3698,293.1469,2301.4854,1027859.4606,40761.7235,1158.6972,135.5459,2511.9113,2429.92,3080.6489,1081.3663
27,45.0,44.3516,436.6511,1889.1013,291.623,2224.3622,1028305.4602,40794.4627,1128.2438,155.7202,2589.92,2429.92,2148.3605,1583.9775
28,40.0,84.6583,391.9928,2649.4346,284.5023,2185.4221,1029699.0089,40834.3203,1117.2712,152.9364,2589.92,2429.92,1130.805,2111.97
29,47.5,46.08,393.4128,410.5157,281.907,2221.3839,1028657.2702,40795.3065,1129.6978,152.9276,2584.91,2429.92,279.2385,2639.9625
30,47.5,46.08,394.8328,2325.5082,280.769,2205.8785,1029506.5646,40827.3552,1083.0716,135.9926,1751.9816,2429.92,287.9893,3167.955
31,47.5,44.3409,397.9918,2415.8295,281.3567,2306.7721,1030417.5991,40859.1383,1096.423,129.9035,840.1106,2511.9113,300.8979,3695.9475
32,47.5,0.0,445.4918,4026.4847,282.4133,2357.5705,1033008.2113,40965.7841,1090.5506,127.8017,160.0,2589.92,239.1576,4241.44
33,47.5,63.3467,429.6451,1943.8055,283.4006,2360.4082,1033450.5082,40999.1868,1092.574,127.9381,160.0,2589.92,179.8535,3885.8836
34,47.5,19.0058,458.1393,488.6959,284.1863,2339.1161,1032499.922,40961.9582,1077.8124,127.8111,160.0,2584.91,120.5527,3510.5195
35,47.5,64.3958,441.2435,441.4557,284.7764,2426.7349,1030533.0799,40889.7363,1138.8095,128.7519,160.0,1751.9816,61.2526,3135.1654
36,47.5,43.7483,444.9952,2070.8585,285.2098,2338.0934,1029397.179,40854.3761,1077.8452,127.9288,160.7953,840.1106,1.9526,2759.8133
37,47.5,87.4081,405.087,112.048,285.5253,2285.4812,1025633.8137,40717.8796,1083.2364,114.6203,379.3235,160.0,0.0,1994.7234
38,47.5,0.0,452.587,2437.5555,285.754,2274.3538,1024295.1818,40655.5162,1158.159,127.5156,1912.5375,160.0,4.1942,126.5359
39,47.5,43.775,456.312,2247.0313,285.9197,503.8149,1024566.7261,40669.3809,372.3162,108.7565,2563.7325,160.0,908.8716,139.3178
40,47.5,0.0,503.812,3120.7491,286.0396,407.8735,1025855.8211,40733.1823,315.8384,101.9666,2568.32,160.0,2429.4313,126.2969
41,47.5,43.7758,507.5362,589.973,286.1264,430.5258,1024547.6494,40675.4154,331.1776,102.2026,2568.32,160.7953,3953.576,113.2761
42,47.5,87.5518,467.4844,2410.4214,286.1893,651.5909,1025004.4643,40688.0015,403.7274,104.4201,2568.32,379.3235,5201.8769,100.2553
43,47.5,43.776,471.2084,1932.4998,286.2347,2246.0688,1024899.4779,40696.0623,1127.4633,120.3698,2568.32,1912.5375,4868.6988,87.2344
44,47.5,21.888,496.8204,2288.345,286.2676,2396.6289,1025666.6191,40723.9275,1194.7511,124.8016,2584.8178,2563.7325,3904.6737,587.9826
45,47.5,109.44,434.8804,218.5196,286.2914,2360.4567,1024318.6733,40682.3184,1184.8493,146.9066,2683.9081,2568.32,2942.7233,1055.985
46,47.5,21.888,460.4924,9345.3361,286.3086,2280.9783,1032267.9029,41007.936,1141.8931,156.8772,2728.32,2568.32,2033.944,1583.9775
47,47.5,21.888,486.1044,1251.8255,286.3211,2259.0904,1032146.4343,40968.6946,1126.6666,156.6596,2728.32,2568.32,1167.1771,2111.97
48,47.5,65.664,467.9404,2040.1498,286.3301,2302.8665,1032723.9227,41004.0201,1155.9936,156.5341,2700.1043,2568.32,328.6259,2639.9625
49,47.5,0.0,515.4404,2352.47,286.3366,2296.8164,1033702.2018,41036.6519,1112.6197,141.2262,1822.9475,2584.8178,322.5181,3167.955
50,47.5,87.552,475.3884,2165.476,286.3413,2370.0552,1034428.7395,41073.3606,1100.2646,136.9555,862.5609,2683.9081,301.5618,3695.9475
51,47.5,43.776,479.1124,115.7183,286.3448,2380.9761,1033182.3349,41034.6035,1094.9072,128.5318,163.2966,2728.32,241.1853,4241.44
