day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty
0,40.0,0.0,40.0,0.0,40.0,414.5439,1065096.8675,42324.0806,198.0463,41.1793,1026.84,0.0,0.0
1,47.5,0.0,87.5,64.96,53.2,235.5899,1063187.1232,42260.6851,164.3245,70.3999,2414.706,0.0,0.0
2,52.5,0.0,140.0,20.0,58.64,276.8972,1061040.6909,42191.7736,208.6928,84.6662,3017.1,0.0,906.156
3,60.0,0.0,200.0,178.904,58.928,278.4297,1059051.9155,42122.8681,210.774,84.7478,3018.858,0.0,2414.706
4,55.0,0.0,255.0,149.2,58.9856,1341.9359,1056996.827,42053.96,718.9482,95.5921,3029.008,1026.84,2896.416
5,50.0,43.0,262.0,93.0,58.9971,2711.8135,1054860.5383,41985.0486,1352.2644,109.46,3037.4,2414.706,1992.018
6,45.0,25.0,282.0,156.2,55.2253,3296.2429,1052966.688,41921.3415,1627.3271,113.748,3037.4,3017.1,378.9841
7,40.0,0.0,322.0,117.202,50.2451,3190.8308,1051355.0887,41865.5779,1519.1823,87.2557,1666.01,3018.858,17.7566
8,47.5,118.0,251.5,226.5781,55.249,3129.2984,1049616.5919,41805.9198,1466.804,77.7384,221.3658,3029.008,15.2372
9,52.5,25.0,279.0,218.8064,59.0,1688.4959,1049270.1241,41802.3567,810.455,91.1608,382.7,3037.4,24.953
10,60.0,93.7356,245.2644,137.6827,59.0,1638.5075,1048823.7854,41797.7985,775.4755,90.5597,377.6372,3037.4,201.0658
11,55.0,48.113,252.1515,82.1128,59.0,1653.2197,1046981.3972,41737.0388,774.0271,94.5477,367.4872,1666.01,348.8065
12,50.0,43.7471,258.4044,68.5447,59.0,1790.7634,1043547.6189,41611.8039,799.5693,109.7046,362.4,221.3658,328.9407
13,45.0,0.0,303.4044,1181.59,55.226,1901.2139,1041464.7852,41537.0845,834.0881,122.4769,362.4,382.7,134.0637
14,40.0,25.0,318.4044,219.7849,50.2452,678.7681,1039801.6101,41474.4734,292.9099,112.854,1300.9096,377.6372,0.0
15,47.5,0.0,365.9044,396.9756,55.249,483.4356,1038335.8528,41421.8235,254.9064,103.2036,2501.4959,367.4872,0.0
16,52.5,73.1245,345.2799,358.9359,59.0,460.3615,1036634.5244,41359.3053,294.5051,92.6182,3017.1,362.4,904.203
17,60.0,75.0,330.2799,2642.5735,59.0,278.6269,1037396.6928,41395.0055,210.9021,84.7576,3018.858,362.4,2412.753
18,55.0,0.0,385.2799,89.9986,59.0,1264.4836,1035633.939,41332.0294,667.2459,94.8191,3029.008,1300.9096,2903.9298
19,50.0,68.7356,366.5443,216.8311,59.0,2706.1009,1033688.2512,41265.5695,1348.7402,109.4032,3037.4,2501.4959,2001.4848
20,45.0,68.7471,342.7971,1670.5834,55.226,3321.2439,1033240.0336,41262.2132,1644.7201,113.9981,3037.4,3017.1,388.4533
21,40.0,0.0,382.7971,1771.935,41.6766,3249.6063,1033834.8383,41289.479,1542.7263,72.4388,1144.9609,3018.858,17.7567
22,47.5,71.2375,359.0596,139.8774,33.9874,1317.824,1035382.6023,41354.7661,621.1595,40.8386,161.7053,3029.008,15.2372
23,52.5,123.113,288.4466,250.4961,35.8641,213.6254,1038092.8346,41464.4095,108.3515,46.5838,286.4878,3037.4,15.2328
24,60.0,50.0,298.4466,82.3827,35.8644,183.8135,1040737.8572,41573.8608,87.5538,47.2405,285.1537,3037.4,141.3457
25,55.0,43.7471,309.6995,3112.6089,34.0,98.1758,1044745.3794,41737.812,47.5531,48.2442,275.0037,1144.9609,252.5575
26,50.0,0.0,359.6995,68.2073,35.8644,356.2391,1044378.1062,41726.5691,147.2833,59.7746,273.5856,161.7053,242.4118
27,45.0,37.0299,367.6696,96.1758,32.113,360.271,1044264.1789,41724.6902,120.4404,65.6021,269.7979,286.4878,101.3088
28,40.0,50.0,357.6696,282.7968,29.6226,333.4463,1044361.0523,41724.8125,99.9139,53.6091,209.5363,285.1537,0.0
29,47.5,51.8641,353.3056,312.3828,33.0567,365.7754,1044365.0443,41718.7693,103.6928,32.6472,68.4937,275.0037,0.0
