day,node_id,item_id,produced_qty,cum_produced_qty,stock_end_of_day
0,M-1430,item:268967,0.0,0.0,0.0
0,M-1810,item:268091,14400.0,14400.0,14400.0
0,SDC-1450,item:773474,500000.0,500000.0,10100000.0
1,M-1430,item:268967,107800.0,107800.0,107800.0
1,M-1810,item:268091,0.0,14400.0,14400.0
1,SDC-1450,item:773474,500000.0,1000000.0,10600000.0
2,M-1430,item:268967,0.0,107800.0,74482.857141
2,M-1810,item:268091,14400.0,28800.0,14400.0
2,SDC-1450,item:773474,500000.0,1500000.0,11100000.0
3,M-1430,item:268967,0.0,107800.0,71919.999998
3,M-1810,item:268091,14400.0,43200.0,16600.0
3,SDC-1450,item:773474,500000.0,2000000.0,11600000.0
4,M-1430,item:268967,0.0,107800.0,69357.142855
4,M-1810,item:268091,0.0,43200.0,14700.0
4,SDC-1450,item:773474,500000.0,2500000.0,12100000.0
5,M-1430,item:268967,0.0,107800.0,66794.285712
5,M-1810,item:268091,0.0,43200.0,12800.0
5,SDC-1450,item:773474,500000.0,3000000.0,12600000.0
6,M-1430,item:268967,0.0,107800.0,64231.428569
6,M-1810,item:268091,0.0,43200.0,10900.0
6,SDC-1450,item:773474,200000.0,3200000.0,12800000.0
7,M-1430,item:268967,0.0,107800.0,61668.571426
7,M-1810,item:268091,14400.0,57600.0,23400.0
7,SDC-1450,item:773474,500000.0,3700000.0,13300000.0
8,M-1430,item:268967,0.0,107800.0,59105.714283
8,M-1810,item:268091,14400.0,72000.0,35900.0
8,SDC-1450,item:773474,500000.0,4200000.0,13800000.0
9,M-1430,item:268967,97325.0,205125.0,98459.999995
9,M-1810,item:268091,14400.0,86400.0,14400.0
9,SDC-1450,item:773474,500000.0,4700000.0,14300000.0
10,M-1430,item:268967,0.0,205125.0,92203.285709
10,M-1810,item:268091,14400.0,100800.0,14400.0
10,SDC-1450,item:773474,500000.0,5200000.0,14800000.0
11,M-1430,item:268967,0.0,205125.0,85946.571423
11,M-1810,item:268091,14400.0,115200.0,18953.857138
11,SDC-1450,item:773474,500000.0,5700000.0,15300000.0
12,M-1430,item:268967,0.0,205125.0,79689.857137
12,M-1810,item:268091,14400.0,129600.0,28251.142852
12,SDC-1450,item:773474,500000.0,6200000.0,15800000.0
13,M-1430,item:268967,0.0,205125.0,73433.142851
13,M-1810,item:268091,0.0,129600.0,23148.428566
13,SDC-1450,item:773474,200000.0,6400000.0,16000000.0
14,M-1430,item:268967,0.0,205125.0,67176.428565
14,M-1810,item:268091,14400.0,144000.0,32445.71428
14,SDC-1450,item:773474,0.0,6400000.0,16000000.0
15,M-1430,item:268967,0.0,205125.0,60919.714279
15,M-1810,item:268091,14400.0,158400.0,41742.999994
15,SDC-1450,item:773474,0.0,6400000.0,16000000.0
16,M-1430,item:268967,0.0,205125.0,60919.714279
16,M-1810,item:268091,14400.0,172800.0,17093.142853
16,SDC-1450,item:773474,0.0,6400000.0,16000000.0
17,M-1430,item:268967,0.0,205125.0,60919.714279
17,M-1810,item:268091,14400.0,187200.0,24127.28571
17,SDC-1450,item:773474,0.0,6400000.0,16000000.0
18,M-1430,item:268967,0.0,205125.0,60919.714279
18,M-1810,item:268091,14400.0,201600.0,31161.428567
18,SDC-1450,item:773474,0.0,6400000.0,16000000.0
19,M-1430,item:268967,0.0,205125.0,60919.714279
19,M-1810,item:268091,14400.0,216000.0,38195.571424
19,SDC-1450,item:773474,0.0,6400000.0,16000000.0
20,M-1430,item:268967,0.0,205125.0,60919.714279
20,M-1810,item:268091,14400.0,230400.0,45229.714281
20,SDC-1450,item:773474,0.0,6400000.0,16000000.0
21,M-1430,item:268967,0.0,205125.0,60919.714279
21,M-1810,item:268091,14400.0,244800.0,52263.857138
21,SDC-1450,item:773474,0.0,6400000.0,16000000.0
22,M-1430,item:268967,0.0,205125.0,60919.714279
22,M-1810,item:268091,14400.0,259200.0,59297.999995
22,SDC-1450,item:773474,0.0,6400000.0,16000000.0
23,M-1430,item:268967,0.0,205125.0,60696.142847
23,M-1810,item:268091,14400.0,273600.0,14400.0
23,SDC-1450,item:773474,0.0,6400000.0,16000000.0
24,M-1430,item:268967,0.0,205125.0,56787.571418
24,M-1810,item:268091,14400.0,288000.0,14400.0
24,SDC-1450,item:773474,0.0,6400000.0,16000000.0
25,M-1430,item:268967,10475.0,215600.0,63353.999989
25,M-1810,item:268091,14400.0,302400.0,14400.0
25,SDC-1450,item:773474,0.0,6400000.0,16000000.0
26,M-1430,item:268967,0.0,215600.0,59445.42856
26,M-1810,item:268091,14400.0,316800.0,14400.0
26,SDC-1450,item:773474,0.0,6400000.0,16000000.0
27,M-1430,item:268967,0.0,215600.0,55536.857131
27,M-1810,item:268091,14400.0,331200.0,14400.0
27,SDC-1450,item:773474,0.0,6400000.0,16000000.0
28,M-1430,item:268967,0.0,215600.0,51628.285702
28,M-1810,item:268091,14400.0,345600.0,15385.714277
28,SDC-1450,item:773474,0.0,6400000.0,16000000.0
29,M-1430,item:268967,0.0,215600.0,47719.714273
29,M-1810,item:268091,14400.0,360000.0,18113.999991
29,SDC-1450,item:773474,0.0,6400000.0,16000000.0
30,M-1430,item:268967,0.0,215600.0,28605.428569
30,M-1810,item:268091,14400.0,374400.0,32513.999991
30,SDC-1450,item:773474,0.0,6400000.0,16000000.0
31,M-1430,item:268967,0.0,215600.0,23683.142855
31,M-1810,item:268091,14400.0,388800.0,44951.142859
31,SDC-1450,item:773474,0.0,6400000.0,16000000.0
32,M-1430,item:268967,106980.188679,322580.188679,125741.04582
32,M-1810,item:268091,14400.0,403200.0,49015.714288
32,SDC-1450,item:773474,0.0,6400000.0,16000000.0
33,M-1430,item:268967,0.0,322580.188679,120818.760106
33,M-1810,item:268091,14400.0,417600.0,53080.285717
33,SDC-1450,item:773474,0.0,6400000.0,16000000.0
34,M-1430,item:268967,0.0,322580.188679,115896.474392
34,M-1810,item:268091,0.0,417600.0,42744.857146
34,SDC-1450,item:773474,0.0,6400000.0,16000000.0
35,M-1430,item:268967,0.0,322580.188679,110974.188678
35,M-1810,item:268091,14400.0,432000.0,46809.428575
35,SDC-1450,item:773474,0.0,6400000.0,16000000.0
36,M-1430,item:268967,0.0,322580.188679,106051.902964
36,M-1810,item:268091,14400.0,446400.0,50874.000004
36,SDC-1450,item:773474,0.0,6400000.0,16000000.0
37,M-1430,item:268967,0.0,322580.188679,106051.902964
37,M-1810,item:268091,0.0,446400.0,50874.000004
37,SDC-1450,item:773474,0.0,6400000.0,16000000.0
38,M-1430,item:268967,0.0,322580.188679,106051.902964
38,M-1810,item:268091,0.0,446400.0,44456.857134
38,SDC-1450,item:773474,0.0,6400000.0,16000000.0
39,M-1430,item:268967,0.0,322580.188679,106051.902964
39,M-1810,item:268091,14400.0,460800.0,49412.285705
39,SDC-1450,item:773474,0.0,6400000.0,16000000.0
40,M-1430,item:268967,0.0,322580.188679,105936.474386
40,M-1810,item:268091,0.0,460800.0,39967.714276
40,SDC-1450,item:773474,0.0,6400000.0,16000000.0
41,M-1430,item:268967,0.0,322580.188679,102101.617243
41,M-1810,item:268091,14400.0,475200.0,44923.142847
41,SDC-1450,item:773474,0.0,6400000.0,16000000.0
42,M-1430,item:268967,0.0,322580.188679,98266.7601
42,M-1810,item:268091,0.0,475200.0,35478.571418
42,SDC-1450,item:773474,0.0,6400000.0,16000000.0
43,M-1430,item:268967,0.0,322580.188679,94431.902957
43,M-1810,item:268091,14400.0,489600.0,40433.999989
43,SDC-1450,item:773474,0.0,6400000.0,16000000.0
44,M-1430,item:268967,0.0,322580.188679,45337.760104
44,M-1810,item:268091,0.0,489600.0,40433.999989
44,SDC-1450,item:773474,0.0,6400000.0,16000000.0
45,M-1430,item:268967,0.0,322580.188679,38485.617247
45,M-1810,item:268091,0.0,489600.0,40433.999989
45,SDC-1450,item:773474,0.0,6400000.0,16000000.0
46,M-1430,item:268967,0.0,322580.188679,31633.47439
46,M-1810,item:268091,0.0,489600.0,40433.999989
46,SDC-1450,item:773474,0.0,6400000.0,16000000.0
47,M-1430,item:268967,0.0,322580.188679,24781.331533
47,M-1810,item:268091,0.0,489600.0,40433.999989
47,SDC-1450,item:773474,0.0,6400000.0,16000000.0
48,M-1430,item:268967,0.0,322580.188679,17929.188676
48,M-1810,item:268091,0.0,489600.0,38512.571429
48,SDC-1450,item:773474,0.0,6400000.0,16000000.0
49,M-1430,item:268967,0.0,322580.188679,11077.045819
49,M-1810,item:268091,14400.0,504000.0,45852.285715
49,SDC-1450,item:773474,0.0,6400000.0,16000000.0
50,M-1430,item:268967,0.0,322580.188679,4224.902962
50,M-1810,item:268091,14400.0,518400.0,53192.000001
50,SDC-1450,item:773474,0.0,6400000.0,16000000.0
51,M-1430,item:268967,0.0,322580.188679,4224.902962
51,M-1810,item:268091,14400.0,532800.0,14400.0
51,SDC-1450,item:773474,0.0,6400000.0,16000000.0
52,M-1430,item:268967,0.0,322580.188679,4224.902962
52,M-1810,item:268091,14400.0,547200.0,14400.0
52,SDC-1450,item:773474,0.0,6400000.0,16000000.0
53,M-1430,item:268967,0.0,322580.188679,4224.902962
53,M-1810,item:268091,14400.0,561600.0,14400.0
53,SDC-1450,item:773474,0.0,6400000.0,16000000.0
54,M-1430,item:268967,0.0,322580.188679,4224.902962
54,M-1810,item:268091,14400.0,576000.0,14400.0
54,SDC-1450,item:773474,0.0,6400000.0,16000000.0
55,M-1430,item:268967,0.0,322580.188679,4224.902962
55,M-1810,item:268091,14400.0,590400.0,14400.0
55,SDC-1450,item:773474,0.0,6400000.0,16000000.0
