day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
27,45.0,25.6435,393.4371,579.553,307.7195,513.0924,6351305.9399,251349.9781,233.2402,54.2891,0.0,0.0,0.0,223.8989,212.9527,0.0,0.0
28,40.0,68.5434,364.8937,453.9405,297.0806,427.6779,6350084.5806,251296.638,198.9097,44.7427,0.0,0.0,0.0,204.5434,150.9418,0.0,0.0
29,47.5,42.5665,369.8273,254.3773,291.2661,425.8116,6348426.4387,251236.7744,199.2556,36.2679,0.0,0.0,0.0,142.1792,86.4785,0.0,0.0
30,47.5,25.6435,391.6837,505.2341,287.6124,414.0243,6347015.9656,251175.6282,187.789,35.7535,0.0,0.0,0.0,95.8221,96.693,0.0,0.0
31,47.5,97.3467,341.837,196.7572,286.3283,392.0011,6345249.4366,251114.3152,171.322,35.3934,0.0,0.0,0.0,98.6722,106.9457,0.0,0.0
32,47.5,67.1483,322.1887,293.0485,286.0162,394.1823,6343619.5961,251054.8877,171.9267,35.3812,0.0,0.0,0.0,100.0829,121.2851,0.0,0.0
33,47.5,0.0,369.6887,351.4711,286.0092,412.2595,6342090.9786,250994.5988,184.7775,35.5612,0.0,0.0,0.0,101.6333,116.0865,0.0,0.0
34,47.5,43.0843,374.1044,211.9496,286.0743,458.4232,6340322.5142,250933.1746,217.4064,36.03,0.0,0.0,0.0,101.0981,106.9303,0.0,0.0
35,47.5,40.3173,381.2871,466.1867,286.1427,370.0447,6338893.1618,250872.6977,156.4812,35.1537,0.0,0.0,0.0,100.1458,96.9221,0.0,0.0
36,47.5,65.521,363.266,310.7719,286.1985,412.8058,6337228.5181,250811.2154,186.7981,35.5874,0.0,0.0,0.0,99.11,86.7393,0.0,0.0
37,47.5,0.0,410.766,491.8961,286.2407,435.713,6335796.8418,250749.7681,202.1707,35.8211,0.0,0.0,0.0,98.0574,96.8818,0.0,0.0
38,47.5,43.7528,414.5133,622.4218,286.2717,392.9541,6334499.9434,250689.1449,171.859,35.3969,0.0,0.0,0.0,99.116,100.3157,0.0,0.0
39,47.5,43.775,418.2382,527.5901,286.2943,429.1777,6333063.9312,250635.4193,201.2765,35.7616,0.0,0.0,0.0,100.1737,93.7662,0.0,0.0
40,47.5,0.0,465.7382,572.8215,286.3107,404.4389,6331739.5313,250577.2377,185.658,35.516,0.0,0.0,0.0,92.3064,90.5864,0.0,0.0
41,47.5,65.6592,447.579,824.9295,286.3226,404.4391,6330601.0315,250517.8137,185.6589,35.5173,0.0,0.0,0.0,89.3369,90.0261,0.0,0.0
42,47.5,65.6631,429.416,289.2138,286.3312,568.5991,6328926.1336,250457.2843,262.0104,37.1598,0.0,0.0,0.0,89.337,260.3391,0.0,0.0
43,47.5,87.552,389.364,660.3035,286.3374,426.3272,6327576.9292,250397.2467,200.8875,35.7378,0.0,0.0,0.0,260.3371,88.6257,0.0,0.0
44,47.5,0.0,436.864,352.5824,286.3419,492.5592,6326030.9722,250335.7942,221.4417,48.408,0.0,0.0,0.0,89.3371,181.0295,0.0,0.0
45,47.5,87.552,396.812,700.6007,286.3452,505.7773,6324746.1629,250274.4649,226.8092,50.3416,0.0,0.0,0.0,181.1288,195.4763,0.0,0.0
46,47.5,21.888,422.424,196.8418,286.3475,473.4569,6323069.8364,250213.8777,201.006,51.5797,0.0,0.0,0.0,194.8976,208.3848,0.0,0.0
47,47.5,65.664,404.26,464.9879,286.3492,532.742,6321572.0011,250153.5187,237.7586,54.286,0.0,0.0,0.0,206.8305,224.2594,0.0,0.0
48,47.5,65.664,386.096,486.0901,286.3505,527.0318,6320094.6933,250094.8119,235.44,53.451,0.0,0.0,0.0,222.9859,217.7354,0.0,0.0
49,47.5,43.776,389.82,659.7115,286.3514,538.9658,6318789.4045,250036.0759,246.6257,52.214,0.0,0.0,0.0,217.0378,206.6755,0.0,0.0
50,47.5,0.0,437.32,305.8767,286.352,487.916,6317173.3426,249977.8991,224.8002,44.1908,0.0,0.0,0.0,206.669,152.7835,0.0,0.0
51,47.5,109.44,375.38,286.6663,286.3525,434.7001,6315429.2234,249917.6825,202.0408,35.8232,0.0,0.0,0.0,153.4921,97.9429,0.0,0.0
52,47.5,21.888,400.992,258.4131,286.3528,370.0519,6313812.8986,249856.4974,156.4981,35.1767,0.0,0.0,0.0,98.0589,99.0964,0.0,0.0
53,47.5,21.888,426.604,379.8618,286.3531,414.843,6312272.4368,249795.2643,187.0928,35.6247,0.0,0.0,0.0,99.117,100.1678,0.0,0.0
54,47.5,0.0,474.104,201.0288,286.3532,416.2641,6310575.0323,249733.8337,187.2884,35.6389,0.0,0.0,0.0,100.1745,101.6503,0.0,0.0
55,47.5,43.776,477.828,176.6398,286.3534,415.7363,6308809.464,249672.3841,187.2157,35.6336,0.0,0.0,0.0,101.6547,101.1015,0.0,0.0
56,47.5,43.776,481.552,420.8991,286.3535,371.0427,6307333.7559,249613.2686,156.6345,35.1867,0.0,0.0,0.0,101.1049,100.1465,0.0,0.0
57,47.5,43.776,485.276,648.43,286.3535,435.7112,6306017.1794,249551.8281,202.18,35.8334,0.0,0.0,0.0,100.1491,99.1102,0.0,0.0
58,47.5,0.0,532.776,92.1298,286.3536,456.5881,6304165.2793,249490.3827,217.2684,36.0422,0.0,0.0,0.0,99.1121,98.0575,0.0,0.0
59,47.5,131.328,448.948,345.7857,286.3536,413.8279,6302481.3075,249429.4894,186.9532,35.6146,0.0,0.0,0.0,98.0589,99.116,0.0,0.0
60,47.5,87.552,408.896,361.7488,286.3536,392.955,6300879.8751,249368.7861,171.8654,35.4058,0.0,0.0,0.0,99.117,100.1737,0.0,0.0
61,47.5,0.0,456.396,548.0143,286.3537,429.1783,6299506.6605,249313.9082,201.2811,35.7681,0.0,0.0,0.0,100.1745,92.3064,0.0,0.0
62,47.5,43.776,460.12,677.2344,286.3537,404.4393,6298241.6901,249254.5319,185.6613,35.5207,0.0,0.0,0.0,92.307,89.3369,0.0,0.0
63,47.5,43.776,463.844,616.9297,286.3537,546.7113,6296939.2151,249193.6554,246.7846,36.9434,0.0,0.0,0.0,89.3373,260.337,0.0,0.0
64,47.5,65.664,445.68,534.4114,286.3537,404.4393,6295509.5339,249132.9821,185.6613,35.5207,0.0,0.0,0.0,260.3373,89.3371,0.0,0.0
65,47.5,0.0,493.18,347.9501,286.3537,404.4393,6293959.0556,249074.4308,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3371,0.0,0.0
66,47.5,0.0,540.68,348.3018,286.3537,470.6713,6292431.7289,249013.2716,206.2151,48.1904,0.0,0.0,0.0,89.3373,181.1288,0.0,0.0
67,47.5,65.664,522.516,718.6523,286.3537,527.6653,6291163.4888,248953.7645,242.0373,50.5615,0.0,0.0,0.0,181.1289,194.8976,0.0,0.0
68,47.5,43.776,526.24,874.745,286.3537,517.2329,6290096.0294,248893.1258,231.4614,52.0181,0.0,0.0,0.0,194.8977,206.8305,0.0,0.0
69,47.5,65.664,508.076,321.7361,286.3537,532.7421,6288453.6731,248833.5222,237.7589,54.2865,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
70,47.5,43.776,511.8,92.1373,286.3537,505.1439,6286626.4061,248773.0622,220.2128,53.2324,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
71,47.5,43.776,515.524,421.0858,286.3537,517.0778,6285105.2875,248711.8167,231.3984,51.9954,0.0,0.0,0.0,217.0378,206.669,0.0,0.0
72,47.5,43.776,519.248,244.5527,286.3537,466.028,6283407.6358,248650.3763,209.5729,43.9721,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
73,47.5,65.664,501.084,627.9916,286.3537,369.0361,6282117.1351,248589.9788,156.3584,35.1667,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
74,47.5,21.888,526.696,396.9433,286.3537,413.8279,6280593.7621,248528.7297,186.9532,35.6146,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
75,47.5,43.776,530.42,364.7024,286.3537,458.619,6278970.6602,248467.2735,217.5478,36.0625,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
76,47.5,65.664,512.256,763.3566,286.3537,438.1521,6277747.1244,248406.472,202.5159,35.8578,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
77,47.5,43.776,515.98,398.3504,286.3537,415.7363,6276203.2705,248345.1032,187.2158,35.6337,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
78,47.5,21.888,541.592,212.3626,286.3537,436.7067,6274472.5167,248285.0054,202.317,35.8434,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
79,47.5,109.44,479.652,315.8433,286.3537,435.7112,6272757.6917,248225.9605,202.18,35.8334,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
80,47.5,21.888,505.264,74.7796,286.3537,412.8121,6270912.155,248164.7697,186.8134,35.6044,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
81,47.5,21.888,530.876,644.4264,286.3537,391.9399,6269659.0651,248105.8686,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
82,47.5,43.776,534.6,653.5221,286.3537,414.843,6268370.3829,248045.5438,187.0929,35.6247,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
83,47.5,43.776,538.324,322.4134,286.3537,363.5143,6266796.192,247986.044,155.5986,35.1114,0.0,0.0,0.0,100.1745,92.307,0.0,0.0
84,47.5,43.776,542.048,822.8542,286.3537,590.4873,6265654.0419,247925.0403,277.2396,37.3812,0.0,0.0,0.0,92.307,260.3373,0.0,0.0
85,47.5,21.888,567.66,392.044,286.3537,382.5513,6264148.5695,247864.7553,170.4338,35.3018,0.0,0.0,0.0,260.3373,89.3373,0.0,0.0
86,47.5,65.664,549.496,322.5489,286.3537,382.5513,6262529.8261,247812.6362,170.4338,35.3018,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
87,47.5,0.0,596.996,698.5073,286.3537,426.3273,6261307.105,247751.8674,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
88,47.5,43.776,600.72,424.3506,286.3537,492.5593,6259789.2513,247691.5385,221.4426,48.4093,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
89,47.5,87.552,560.668,564.9588,286.3537,549.5533,6258322.6297,247633.259,257.2648,50.7803,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
90,47.5,0.0,608.168,107.9455,286.3537,517.2329,6256532.1469,247574.2703,231.4614,52.0181,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
91,47.5,43.776,611.892,320.7362,286.3537,532.7421,6254910.6787,247515.4624,237.7589,54.2865,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
92,47.5,65.664,593.728,571.9417,286.3537,505.1439,6253541.3281,247454.9934,220.2128,53.2324,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
93,47.5,0.0,641.228,277.3516,286.3537,517.0778,6251920.2513,247396.241,231.3984,51.9954,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
94,47.5,87.552,601.176,241.3678,286.3537,487.916,6250152.8389,247335.0926,224.8004,44.191,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
95,47.5,65.664,583.012,603.7586,286.3537,369.0361,6248838.1051,247273.7258,156.3584,35.1667,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
96,47.5,0.0,630.512,388.2576,286.3537,435.7159,6247305.1344,247212.3408,202.1807,35.8335,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
97,47.5,65.664,612.348,676.3326,286.3537,392.955,6246040.1747,247152.6304,171.8654,35.4058,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
98,47.5,65.664,594.184,425.5948,286.3537,416.2641,6244501.6772,247091.4758,187.2884,35.6389,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
99,47.5,0.0,641.684,167.4038,286.3537,393.8483,6242793.4526,247032.6949,171.9883,35.4148,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
100,47.5,0.0,689.184,445.8913,286.3537,458.5947,6241295.3156,246973.1548,217.5445,36.0622,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
101,47.5,65.664,671.02,213.3344,286.3537,479.4872,6239476.1576,246912.5677,232.635,36.2712,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
102,47.5,43.776,674.744,445.0496,286.3537,369.0361,6238024.6029,246851.3359,156.3584,35.1667,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
103,47.5,109.44,612.804,826.0545,286.3537,391.9399,6236865.5891,246790.1175,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
104,47.5,65.664,594.64,296.0359,286.3537,458.619,6235151.9326,246730.7046,217.5478,36.0625,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
105,47.5,21.888,620.252,421.7678,286.3537,527.6743,6233698.9841,246669.4747,231.9495,36.753,0.0,0.0,0.0,100.1745,263.307,0.0,0.0
106,47.5,0.0,667.752,238.6492,286.3537,360.6633,6232084.8049,246608.3754,155.2064,35.0829,0.0,0.0,0.0,263.307,89.3373,0.0,0.0
107,47.5,65.664,649.588,312.2889,286.3537,470.1033,6230364.6015,246549.1154,231.3438,36.1773,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
108,47.5,43.776,653.312,167.9629,286.3537,404.4393,6228590.3601,246490.7764,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
109,47.5,87.552,613.26,858.2006,286.3537,382.5513,6227485.3804,246434.3422,170.4338,35.3018,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
110,47.5,43.776,616.984,826.1036,286.3537,514.4473,6226346.4796,246373.1375,236.6701,48.6282,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
111,47.5,21.888,642.596,497.7258,286.3537,483.8893,6224946.6891,246314.4486,211.5823,50.1237,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
112,47.5,21.888,668.208,611.3883,286.3537,517.2329,6223637.7611,246253.314,231.4614,52.0181,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
113,47.5,87.552,628.156,597.827,286.3537,554.6301,6222226.8078,246194.1787,252.9864,54.5054,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
114,47.5,0.0,675.656,529.3135,286.3537,527.0319,6220857.6929,246133.0096,235.4403,53.4513,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
115,47.5,87.552,635.604,255.1376,286.3537,473.3018,6219172.4502,246072.0655,200.9435,51.5577,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
116,47.5,43.776,639.328,155.4316,286.3537,487.916,6217362.8774,246012.3132,224.8004,44.191,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
117,47.5,0.0,686.828,498.1501,286.3537,412.8121,6215962.5992,245953.6049,186.8134,35.6044,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
118,47.5,65.664,668.664,409.3864,286.3537,391.9399,6214430.6933,245892.3794,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
119,47.5,43.776,672.388,616.2068,286.3537,392.955,6213127.4958,245831.0582,171.8654,35.4058,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
120,47.5,21.888,698.0,648.1942,286.3537,416.2641,6211855.3736,245770.9444,187.2884,35.6389,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
121,47.5,0.0,745.5,437.2506,286.3537,459.5123,6210348.5959,245711.0586,217.6707,36.0714,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
122,47.5,65.664,727.336,431.97,286.3537,392.9307,6208839.2736,245649.92,171.862,35.4056,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
123,47.5,21.888,752.948,719.3943,286.3537,435.7112,6207615.5516,245592.1936,202.18,35.8334,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
124,47.5,65.664,734.784,383.8574,286.3537,412.8121,6206035.3166,245538.5323,186.8134,35.6044,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
125,47.5,43.776,738.508,408.2277,286.3537,457.6039,6204455.74,245478.4023,217.4081,36.0523,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
126,47.5,131.328,654.68,275.4061,286.3537,557.115,6202724.1898,245418.216,248.2162,37.0474,0.0,0.0,0.0,99.117,271.1745,0.0,0.0
127,47.5,65.664,636.516,1169.9932,286.3537,363.5143,6201975.6906,245357.0887,155.5986,35.1114,0.0,0.0,0.0,271.1745,92.307,0.0,0.0
128,47.5,0.0,684.016,151.0316,286.3537,426.3273,6200205.4939,245295.8289,200.8888,35.7396,0.0,0.0,0.0,92.307,89.3373,0.0,0.0
129,47.5,43.776,687.74,467.7691,286.3537,426.3273,6198708.2586,245236.3248,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
130,47.5,65.664,669.576,165.2137,286.3537,404.4393,6196909.38,245177.0003,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
131,47.5,21.888,695.188,519.1469,286.3537,426.3273,6195485.4105,245116.7579,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
132,47.5,43.776,698.912,66.4071,286.3537,448.7833,6193655.2133,245055.4313,190.9877,47.9715,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
133,47.5,21.888,724.524,420.6283,286.3537,505.7773,6192155.5253,244994.9817,226.8098,50.3426,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
134,47.5,0.0,772.024,156.2802,286.3537,495.3449,6190436.1771,244934.9248,216.2339,51.7992,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
135,47.5,0.0,819.524,664.5634,286.3537,510.8541,6189225.1122,244874.6222,222.5314,54.0676,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
136,47.5,109.44,757.584,284.7765,286.3537,548.9199,6187479.2203,244813.9199,250.6678,53.6702,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
137,47.5,21.888,783.196,565.8982,286.3537,538.9658,6186102.0022,244759.2165,246.6259,52.2143,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
138,47.5,65.664,765.032,386.6755,286.3537,466.028,6184524.5853,244699.5877,209.5729,43.9721,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
139,47.5,65.664,746.868,573.156,286.3537,412.8121,6183133.649,244641.253,186.8134,35.6044,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
140,47.5,21.888,772.48,399.4636,286.3537,391.9399,6181635.5962,244581.2648,171.7257,35.3957,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
141,47.5,21.888,798.092,222.4089,286.3537,436.731,6179914.8888,244521.1776,202.3203,35.8436,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
142,47.5,65.664,779.928,964.6871,286.3537,394.3761,6178938.2835,244463.7979,172.0609,35.4201,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
143,47.5,65.664,761.764,495.9392,286.3537,437.6243,6177447.3304,244403.6995,202.4433,35.8525,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
144,47.5,21.888,787.376,379.2255,286.3537,458.5947,6175860.6396,244343.3266,217.5445,36.0622,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
145,47.5,21.888,812.988,186.6609,286.3537,370.0472,6174172.5841,244284.6127,156.4976,35.1768,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
146,47.5,21.888,838.6,295.5098,286.3537,434.7001,6172524.9776,244224.4643,202.0409,35.8233,0.0,0.0,0.0,99.1121,98.0589,0.0,0.0
147,47.5,43.776,842.324,665.6394,286.3537,577.9879,6171248.4127,244164.251,263.304,37.2562,0.0,0.0,0.0,98.0589,270.117,0.0,0.0
148,47.5,87.552,802.272,422.6281,286.3537,414.843,6169685.0605,244104.769,187.0929,35.6247,0.0,0.0,0.0,270.117,100.1745,0.0,0.0
149,47.5,87.552,762.22,329.3449,286.3537,385.4023,6168051.2251,244045.8812,170.8261,35.3303,0.0,0.0,0.0,100.1745,92.307,0.0,0.0
150,47.5,65.664,744.056,284.1641,286.3537,426.3273,6166348.4968,243986.9471,200.8888,35.7396,0.0,0.0,0.0,92.307,89.3373,0.0,0.0
151,47.5,0.0,791.556,580.9396,286.3537,426.3273,6165008.2081,243927.168,200.8888,35.7396,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
152,47.5,21.888,817.168,348.9412,286.3537,360.6633,6163482.433,243866.0498,155.2064,35.0829,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
153,47.5,65.664,799.004,225.1012,286.3537,404.4393,6161743.4418,243805.5869,185.6613,35.5207,0.0,0.0,0.0,89.3373,89.3373,0.0,0.0
154,47.5,21.888,824.616,419.1854,286.3537,492.5593,6160242.3109,243745.927,221.4426,48.4093,0.0,0.0,0.0,89.3373,181.1289,0.0,0.0
155,47.5,43.776,828.34,631.2625,286.3537,505.7773,6158931.369,243684.7118,226.8098,50.3426,0.0,0.0,0.0,181.1289,194.8977,0.0,0.0
156,47.5,43.776,832.064,932.8811,286.3537,517.2329,6157922.0457,243625.5751,231.4614,52.0181,0.0,0.0,0.0,194.8977,206.8306,0.0,0.0
157,47.5,87.552,792.012,194.3839,286.3537,510.8541,6156153.2493,243564.3713,222.5314,54.0676,0.0,0.0,0.0,206.8306,222.9859,0.0,0.0
158,47.5,21.888,817.624,628.6649,286.3537,527.0319,6154861.5979,243503.5528,235.4403,53.4513,0.0,0.0,0.0,222.9859,217.0378,0.0,0.0
159,47.5,21.888,843.236,500.1265,286.3537,517.0778,6153441.408,243444.048,231.3984,51.9954,0.0,0.0,0.0,217.0378,206.6691,0.0,0.0
160,47.5,21.888,868.848,419.5286,286.3537,444.14,6151963.4203,243384.9387,194.3454,43.7532,0.0,0.0,0.0,206.6691,153.4921,0.0,0.0
161,47.5,21.888,894.46,224.1115,286.3537,390.9241,6150290.0155,243327.1754,171.5859,35.3855,0.0,0.0,0.0,153.4921,98.0589,0.0,0.0
162,47.5,43.776,898.184,993.4626,286.3537,479.4919,6149272.8737,243268.225,232.6356,36.2712,0.0,0.0,0.0,98.0589,99.117,0.0,0.0
163,47.5,21.888,923.796,326.1915,286.3537,414.843,6147678.749,243213.5928,187.0929,35.6247,0.0,0.0,0.0,99.117,100.1745,0.0,0.0
164,47.5,109.44,861.856,263.5332,286.3537,416.2641,6145934.4139,243152.1658,187.2884,35.6389,0.0,0.0,0.0,100.1745,101.6547,0.0,0.0
165,47.5,21.888,887.468,604.0568,286.3537,393.8483,6144640.9543,243094.3167,171.9883,35.4148,0.0,0.0,0.0,101.6547,101.1049,0.0,0.0
166,47.5,43.776,891.192,705.0308,286.3537,458.5947,6143358.1807,243043.0161,217.5445,36.0622,0.0,0.0,0.0,101.1049,100.1491,0.0,0.0
167,47.5,65.664,873.028,168.9632,286.3537,391.9352,6141585.8516,242981.671,171.7251,35.3957,0.0,0.0,0.0,100.1491,99.1121,0.0,0.0
