day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,6.649687,22929.96,380.0,380.0,3.0134,80.56,3.04,3668.79284,0.610624,0.457968,2.900464,0.76328,0.183187,0.015266,0.015266,0.564827,0.030531,0.76328,376.0,376.0,4.136,152.656,622.048
1,6.271705,21626.5728,358.4,358.4,2.842112,75.9808,2.8672,3460.250931,0.574246,0.430685,2.72767,0.717808,0.172274,0.014356,0.014356,0.531178,0.028712,0.717808,353.6,353.6,3.8896,143.5616,627.2448
2,5.860124,20207.32896,334.88,334.88,2.655598,70.99456,2.67904,3233.171964,0.540987,0.40574,2.569688,0.676234,0.162296,0.013525,0.013525,0.500413,0.027049,0.676234,333.12,333.12,3.66432,135.24672,560.72576
3,5.422645,18698.77896,309.88,309.88,2.457348,69.93456,2.47904,2991.804014,0.505753,0.379314,2.402325,0.632191,0.151726,0.012644,0.012644,0.467821,0.027107,0.632191,311.424,311.424,3.425664,126.438144,629.531392
4,4.985165,17190.22896,284.88,308.4,2.259098,64.63456,2.27904,2750.436064,0.467525,0.350644,2.405879,0.584406,0.140257,0.011688,0.011688,0.46611,0.025195,0.584406,311.8848,311.8848,3.166733,116.881229,553.07607
5,4.547686,15681.67896,259.88,283.4,2.219448,59.33456,2.07904,2689.068114,0.426925,0.345138,2.213029,0.533656,0.128077,0.011583,0.010673,0.428555,0.023165,0.533656,286.8848,309.2848,2.891733,106.731229,618.8
6,4.488189,14353.12896,234.88,258.4,2.021198,54.03456,2.05184,2447.700164,0.419584,0.314688,2.020179,0.482906,0.115897,0.010568,0.009658,0.391,0.021135,0.573201,261.8848,284.2848,3.080669,96.581229,618.8
7,4.488189,12844.57896,209.88,233.4,1.994236,58.61376,1.85184,2206.332214,0.378984,0.340754,1.827329,0.432156,0.103717,0.009553,0.009618,0.421765,0.019105,0.522451,259.2848,259.2848,2.805669,96.175229,618.8
8,4.059599,11366.682619,185.387999,228.907999,1.800015,63.707696,1.655904,1969.868848,0.338384,0.338974,1.816061,0.381406,0.112429,0.008538,0.008603,0.38421,0.017075,0.471701,279.52,278.304,2.530669,94.340109,618.8
9,3.665895,10009.084151,162.889598,206.409598,1.819853,64.238035,1.475917,1752.653138,0.333019,0.308524,1.623211,0.330656,0.100249,0.008497,0.008468,0.346655,0.015045,0.420951,275.0,253.304,2.502069,84.190109,537.6
10,4.094631,8772.092457,163.989918,185.909918,1.85554,59.892103,1.711919,1554.734508,0.331471,0.278693,1.607073,0.370296,0.111066,0.009215,0.008489,0.309863,0.014719,0.371232,250.507997,228.811997,3.030588,93.490756,539.249976
11,3.7149,9182.023568,167.169982,164.209982,1.68346,60.591716,1.89832,1566.864014,0.294934,0.308166,1.43352,0.414139,0.100105,0.009257,0.008407,0.308658,0.012892,0.37631,228.009597,206.313597,3.058106,94.506405,626.925195
12,3.302969,10778.67366,163.629995,165.669995,1.695037,55.601239,1.91,1339.592076,0.29802,0.283197,1.635599,0.472994,0.102298,0.008425,0.007575,0.277863,0.015288,0.424211,207.509917,207.509917,3.107609,94.992111,633.417039
13,2.86549,9270.12366,138.629995,190.669995,1.695037,55.0709,1.71,1098.224126,0.343979,0.256767,1.661055,0.428943,0.091726,0.008559,0.007709,0.245265,0.015556,0.43091,185.809981,185.809981,2.86891,106.481937,629.518608
14,2.428011,8788.41366,113.629995,165.669995,1.496787,49.7709,1.51,856.856176,0.385326,0.228095,1.479468,0.381157,0.103882,0.007603,0.007666,0.245264,0.015633,0.433874,162.269994,187.269994,2.88497,96.924702,553.060729
15,3.670774,7279.86366,112.149995,180.549995,1.298537,49.663204,1.705936,628.582586,0.384501,0.228095,1.444601,0.422771,0.103882,0.008517,0.007561,0.243762,0.017663,0.472522,137.269994,162.269994,2.60997,86.774702,618.8
