day,supplier_id,dst_node_id,item_id,edge_id,event_ids,stock_multiplier,capacity_multiplier,lead_time_multiplier,lead_time_extra_days,quality_delay_days,reliability_multiplier,quality_yield_multiplier,availability_multiplier,purchase_cost_multiplier,transport_cost_multiplier,external_capacity_multiplier,external_availability_multiplier,external_lead_time_multiplier,external_lead_time_extra_days,external_quality_yield_multiplier,external_cost_multiplier,stock_writeoff_fraction
0,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
1,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
4,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
5,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
7,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
8,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
9,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
10,SDC-VD0901566A,M-1810,item:338928,edge:SDC-VD0901566A_TO_M-1810_338928,campaign_lead_SDC-VD0901566A,1.0,1.0,1.0,30.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
