supplier_id,supplier_name,item_id,dst_node_id,edge_id,uom,input_initial_stock_qty,simulated_opening_stock_qty,base_stock_qty,min_stock_end_of_day,avg_stock_end_of_day,final_stock_end_of_day,neutral_opening_stock_floor_qty,neutral_opening_stock_reducible_qty,neutral_opening_stock_scale,nominal_capacity_qty_per_day,effective_capacity_qty_per_day,capacity_basis,applied_capacity_scale,explicit_capacity_qty_per_day,process_capacity_qty_per_day,downstream_requirement_qty_per_day,downstream_signal_qty_per_day,avg_capacity_utilization,max_capacity_utilization,capacity_active_days,max_capacity_used_qty_per_day,neutral_capacity_floor_qty_per_day,industrial_capacity_target_utilization,industrial_capacity_profile,industrial_nominal_capacity_qty_per_day,industrial_peak_utilization_if_nominal,current_capacity_headroom_vs_industrial_nominal,tested_capacity_floor_qty_per_day,tested_capacity_floor_factor,neutral_capacity_scale_if_nominal,current_capacity_headroom_factor,current_capacity_headroom_vs_tested_floor,capacity_floor_basis,planned_lead_time_days,lead_time_type,lead_time_stages,lead_time_source,lead_time_is_default,lead_reference_days,lead_cover_days,delay_step_limit,nominal_reliability_otif,reliability_source,standard_order_qty,standard_order_uom,mrp_share,mrp_rank,unit_purchase_cost,unit_transport_cost,total_shipped_qty,total_pulled_qty,shipment_rows,first_shipment_day,last_shipment_day
SDC-VD0500655A,Supplier of Raw Materials - VD0500655A,item:002612,M-1810,edge:SDC-VD0500655A_TO_M-1810_002612,KG,162.0,21600.0,21600.0,0.0,21246.052734,21600.0,21600.0,0.0,1.0,635.294118,203294.117647,downstream_requirement+fia_hint,320.0,0.0,0.0,413.2065,29.232,0.000349,0.10625,6,21600.0,21600.0,0.7,raw_material_qualified_pharma,30857.142857,0.7,6.588235,54000.0,2.5,1.0,9.411765,3.764706,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,21600.0,KG,0.05,4,1.34,0.21034,129600.0,129600.0,6,3,28
SDC-VD0505677A,Supplier of Raw Materials - VD0505677A,item:099439,M-1810,edge:SDC-VD0505677A_TO_M-1810_099439,KG,162.0,11569.782,11569.782,0.0,4132.307921,4200.0,11569.782,0.0,1.0,516.508125,165282.6,downstream_requirement,320.0,0.0,0.0,413.2065,29.232,0.000111,0.025411,8,4200.0,4200.0,0.7,raw_material_qualified_pharma,6000.0,0.7,27.5471,10500.0,2.5,1.0,39.353,15.7412,max_daily_pulled_qty_observed_x2.5_tested,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,4200.0,KG,1.0,1,9.17,0.17246,33600.0,33600.0,8,0,31
SDC-VD0508918A,Supplier of Packaging - VD0508918A,item:730384,M-1430,edge:SDC-VD0508918A_TO_M-1430_730384,M,162.0,914144.0,914144.0,0.0,360216.840548,370000.0,914144.0,0.0,1.0,40810.0,13059200.0,downstream_requirement,320.0,0.0,0.0,32648.0,22853.6,0.000217,0.056665,13,740000.0,740000.0,0.75,packaging_qualified_pharma,986666.666667,0.75,13.235676,1850000.0,2.5,1.0,17.647568,7.059027,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,370000.0,M,1.0,1,0.01,0.04032,5180000.0,5180000.0,14,0,67
SDC-VD0514881A,Supplier of Raw Materials - VD0514881A,item:016332,M-1810,edge:SDC-VD0514881A_TO_M-1810_016332,KG,162.0,2776.74768,2776.74768,0.0,1181.857294,1212.25088,2776.74768,0.0,1.0,123.96195,39667.824,downstream_requirement,320.0,0.0,0.0,99.16956,7.01568,0.000167,0.02773,11,1100.0,1100.0,0.7,raw_material_qualified_pharma,1571.428571,0.7,25.243161,2750.0,2.5,1.0,36.061658,14.424663,max_daily_pulled_qty_observed_x2.5_tested,49.0,erlang_pipeline,4,case_data_fia,False,49,59,98,1.0,service_level.otif,1100.0,KG,1.0,1,27.62,0.37312,12100.0,12100.0,11,0,46
SDC-VD0518684A,Supplier of Raw Materials - VD0518684A,item:001893,M-1810,edge:SDC-VD0518684A_TO_M-1810_001893,KG,162.0,22800.0,22800.0,0.0,22435.065874,22800.0,22800.0,0.0,1.0,1962.730875,628073.88,downstream_requirement,320.0,0.0,0.0,1570.1847,111.0816,0.000119,0.036301,6,22800.0,22800.0,0.7,raw_material_qualified_pharma,32571.428571,0.7,19.28297,57000.0,2.5,1.0,27.5471,11.01884,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,22800.0,KG,0.1,3,4.4,0.26998,136800.0,136800.0,6,2,27
SDC-VD0519670A,Supplier of Raw Materials - VD0519670A,item:001848,M-1810,edge:SDC-VD0519670A_TO_M-1810_001848,KG,162.0,4000.0,4000.0,0.0,3945.647563,4000.0,4000.0,0.0,1.0,309.904875,99169.56,downstream_requirement+fia_hint,320.0,0.0,0.0,247.9239,17.5392,0.000111,0.040335,5,4000.0,4000.0,0.7,raw_material_qualified_pharma,5714.285714,0.7,17.354673,10000.0,2.5,1.0,24.79239,9.916956,max_daily_pulled_qty_observed_x2.5_tested,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,4000.0,KG,0.7,1,4.2,0.03094,20000.0,20000.0,5,0,20
SDC-VD0519670A,Supplier of Raw Materials - VD0519670A,item:029313,M-1810,edge:SDC-VD0519670A_TO_M-1810_029313,KG,162.0,300.0,300.0,0.0,290.297482,300.0,300.0,0.0,1.0,23.142857,7405.714286,downstream_requirement,320.0,0.0,0.0,8.26413,0.58464,0.000266,0.040509,12,300.0,300.0,0.7,raw_material_qualified_pharma,428.571429,0.7,17.28,750.0,2.5,1.0,24.685714,9.874286,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,300.0,KG,1.0,1,2.07,0.03094,3600.0,3600.0,12,0,55
SDC-VD0520115A,Supplier of Packaging - VD0520115A,item:708073,M-1430,edge:SDC-VD0520115A_TO_M-1430_708073,KG,162.0,29309.28,29309.28,0.0,5183.982443,5000.0,29309.28,0.0,1.0,1526.525,488488.0,downstream_requirement,320.0,0.0,0.0,1221.22,854.854,0.000101,0.051178,14,25000.0,25000.0,0.75,packaging_qualified_pharma,33333.333333,0.75,14.65464,62500.0,2.5,1.0,19.53952,7.815808,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,5000.0,KG,1.0,1,3.59,0.1134,90000.0,90000.0,18,0,1810
SDC-VD0520132A,Supplier of Raw Materials - VD0520132A,item:038005,M-1430,edge:SDC-VD0520132A_TO_M-1430_038005,KG,162.0,75456.446912,75456.446912,779.492416,12654.155151,10779.492416,74676.954496,779.492416,0.98967,3368.59138,1077949.2416,downstream_requirement,320.0,0.0,0.0,2694.873104,1886.411173,6.6e-05,0.009277,13,10000.0,10000.0,0.65,raw_material_high_lead_qualified,15384.615385,0.65,70.066701,25000.0,2.5,1.0,107.794924,43.11797,max_daily_pulled_qty_observed_x2.5_tested,154.0,erlang_pipeline,4,case_data_fia,False,154,185,308,1.0,service_level.otif,10000.0,KG,1.0,1,4.57,0.03992,220000.0,220000.0,22,-140,1630
SDC-VD0520132A,Supplier of Raw Materials - VD0520132A,item:049371,M-1810,edge:SDC-VD0520132A_TO_M-1810_049371,KG,162.0,8561.63868,8561.63868,0.0,1587.273782,1600.0,8561.63868,0.0,1.0,382.216012,122309.124,downstream_requirement,320.0,0.0,0.0,305.77281,21.63168,6.5e-05,0.013082,9,1600.0,1600.0,0.65,raw_material_high_lead_qualified,2461.538462,0.65,49.688082,4000.0,2.5,1.0,76.443202,30.577281,max_daily_pulled_qty_observed_x2.5_tested,147.0,erlang_pipeline,4,case_data_fia,False,147,177,294,1.0,service_level.otif,1600.0,KG,1.0,1,14.65,0.13626,14400.0,14400.0,9,0,24
SDC-VD0525412A,Supplier of Packaging - VD0525412A,item:333362,M-1430,edge:SDC-VD0525412A_TO_M-1430_333362,UN,162.0,4312000.0,4312000.0,66000.0,620012.60274,616000.0,4246000.0,66000.0,0.984694,192500.0,61600000.0,downstream_requirement,320.0,0.0,0.0,154000.0,107800.0,7.4e-05,0.018994,66,1170000.0,1170000.0,0.75,packaging_qualified_pharma,1560000.0,0.75,39.487179,2925000.0,2.5,1.0,52.649573,21.059829,max_daily_pulled_qty_observed_x2.5_tested,60.0,erlang_pipeline,4,case_data_fia,False,60,72,120,1.0,service_level.otif,5000.0,UN,1.0,1,0.27321,0.06942,8914000.0,8914000.0,1501,-6,1881
SDC-VD0901566A,Supplier of Packaging - VD0901566A,item:338928,M-1810,edge:SDC-VD0901566A_TO_M-1810_338928,UN,162.0,5699400.0,5699400.0,767.0,1524844.678356,814200.0,5698633.0,767.0,0.999865,1000000.0,320000000.0,explicit_capacity,320.0,1000000.0,0.0,203550.0,14400.0,3.1e-05,0.003672,229,1175000.0,1175000.0,0.75,packaging_qualified_pharma,1566666.666667,0.75,204.255319,2937500.0,2.5,1.0,272.340426,108.93617,max_daily_pulled_qty_observed_x2.5_tested,70.0,erlang_pipeline,4,case_data_fia,False,70,84,140,1.0,service_level.otif,25000.0,UN,1.0,1,0.14131,0.13994,18690033.0,18690033.0,736,-62,1548
SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,item:001893,M-1810,edge:SDC-VD0910216A_TO_M-1810_001893,KG,162.0,23920.0,23920.0,0.0,23536.898381,23920.0,23920.0,0.0,1.0,1962.730875,628073.88,downstream_requirement+fia_hint,320.0,0.0,0.0,1570.1847,111.0816,0.000125,0.038085,6,23920.0,23920.0,0.7,raw_material_qualified_pharma,34171.428571,0.7,18.380088,59800.0,2.5,1.0,26.257269,10.502908,max_daily_pulled_qty_observed_x2.5_tested,28.0,erlang_pipeline,4,case_data_fia,False,28,34,56,1.0,service_level.otif,23920.0,KG,0.7,1,4.64,0.06348,143520.0,143520.0,6,0,25
SDC-VD0910216A,Supplier of Raw Materials - VD0910216A,item:002612,M-1810,edge:SDC-VD0910216A_TO_M-1810_002612,KG,162.0,22500.0,22500.0,0.0,22132.363424,22500.0,22500.0,0.0,1.0,535.714286,171428.571429,downstream_requirement+fia_hint,320.0,0.0,0.0,413.2065,29.232,0.000432,0.13125,6,22500.0,22500.0,0.7,raw_material_qualified_pharma,32142.857143,0.7,5.333333,56250.0,2.5,1.0,7.619048,3.047619,max_daily_pulled_qty_observed_x2.5_tested,35.0,erlang_pipeline,4,case_data_fia,False,35,42,70,1.0,service_level.otif,22500.0,KG,0.7,1,0.82,0.06348,180000.0,180000.0,8,-16,25
SDC-VD0914320A,Supplier of Raw Materials - VD0914320A,item:055703,M-1810,edge:SDC-VD0914320A_TO_M-1810_055703,KG,162.0,300.0,300.0,0.0,296.741801,300.0,300.0,0.0,1.0,23.142857,7405.714286,downstream_requirement+fia_hint,320.0,0.0,0.0,16.52826,1.16928,8.9e-05,0.040509,4,300.0,300.0,0.7,raw_material_qualified_pharma,428.571429,0.7,17.28,750.0,2.5,1.0,24.685714,9.874286,max_daily_pulled_qty_observed_x2.5_tested,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,300.0,KG,0.7,1,20.35,0.05086,1500.0,1500.0,5,-5,15
SDC-VD0914360C,Supplier of Packaging - VD0914360C,item:338929,M-1810,edge:SDC-VD0914360C_TO_M-1810_338929,UN,162.0,5699400.0,5699400.0,200.0,1588934.90411,814200.0,5699200.0,200.0,0.999965,254437.5,81420000.0,downstream_requirement,320.0,0.0,0.0,203550.0,14400.0,0.000155,0.003869,256,315000.0,315000.0,0.75,packaging_qualified_pharma,420000.0,0.75,193.857143,787500.0,2.5,1.0,258.47619,103.390476,max_daily_pulled_qty_observed_x2.5_tested,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,5000.0,UN,1.0,1,0.21585,0.07228,23152600.0,23152600.0,4495,-34,1708
SDC-VD0914690A,Supplier of Raw Materials - VD0914690A,item:042342,M-1430,edge:SDC-VD0914690A_TO_M-1430_042342,UN,162.0,185853360.0,185853360.0,5853360.0,36593117.086685,37170672.0,180000000.0,5853360.0,0.968505,11615835.0,3717067200.0,downstream_requirement,320.0,0.0,0.0,9292668.0,6504867.6,6.2e-05,0.008071,14,30000000.0,30000000.0,0.7,supplier_material_default_pharma,42857142.857143,0.7,86.731568,75000000.0,2.5,1.0,123.90224,49.560896,max_daily_pulled_qty_observed_x2.5_tested,21.0,erlang_pipeline,4,case_data_fia,False,21,26,42,1.0,service_level.otif,30000000.0,UN,1.0,1,0.00221,0.09302,480000000.0,480000000.0,16,-5,1442
SDC-VD0949099A,Supplier of Raw Materials - VD0949099A,item:021081,SDC-1450,edge:SDC-VD0949099A_TO_SDC-1450_021081,KG,162.0,20000.0,20000.0,20000.0,57098.36274,57216.0,0.0,20000.0,0.0,23.142857,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,0.0,0.0,0.0,,,no_observed_supplier_pull,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.7,1,12.1,1.71616,300000.0,300000.0,8,-114,4
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:001757,M-1810,edge:SDC-VD0951020A_TO_M-1810_001757,KG,162.0,9255.8256,9255.8256,4.1648,3756.10041,1707.9312,9251.6608,4.1648,0.99955,413.2065,132226.08,downstream_requirement,320.0,0.0,0.0,330.5652,23.3856,0.000145,0.009075,109,1200.0,1200.0,0.7,raw_material_qualified_pharma,1714.285714,0.7,77.13188,3000.0,2.5,1.0,110.1884,44.07536,max_daily_pulled_qty_observed_x2.5_tested,84.0,erlang_pipeline,4,case_data_fia,False,84,101,168,1.0,service_level.otif,100.0,KG,1.0,1,5.43,0.1314,43000.0,43000.0,353,-75,1132
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:001848,M-1810,edge:SDC-VD0951020A_TO_M-1810_001848,KG,162.0,6000.0,6000.0,0.0,5934.70788,6000.0,6000.0,0.0,1.0,309.904875,99169.56,downstream_requirement+fia_hint,320.0,0.0,0.0,247.9239,17.5392,0.000133,0.060502,4,6000.0,6000.0,0.7,raw_material_qualified_pharma,8571.428571,0.7,11.569782,15000.0,2.5,1.0,16.52826,6.611304,max_daily_pulled_qty_observed_x2.5_tested,56.0,erlang_pipeline,4,case_data_fia,False,56,68,112,1.0,service_level.otif,6000.0,KG,0.3,2,1.58,0.1314,30000.0,30000.0,5,-6,16
SDC-VD0951020A,Supplier of Raw Materials - VD0951020A,item:007923,M-1810,edge:SDC-VD0951020A_TO_M-1810_007923,KG,162.0,4627.9128,4627.9128,993.926976,2989.347046,1267.88479,3633.985824,993.926976,0.785232,826.413,264452.16,downstream_requirement,320.0,0.0,0.0,661.1304,46.7712,2.1e-05,0.000396,376,104.702676,104.702676,0.7,raw_material_qualified_pharma,149.575251,0.7,1768.020829,261.75669,2.5,1.0,2525.744041,1010.297616,max_daily_pulled_qty_observed_x2.5_tested,3.0,erlang_pipeline,4,simulation_prep_assumption,False,3,4,21,1.0,service_level.otif,0.0,KG,0.3,2,2.18,0.1314,9988.903982,9988.903982,376,0,1821
SDC-VD0956464A,Supplier of Raw Materials - VD0956464A,item:007923,M-1810,edge:SDC-VD0956464A_TO_M-1810_007923,KG,162.0,4627.9128,4627.9128,490.668864,2659.241734,1195.383444,4137.243936,490.668864,0.893976,826.413,264452.16,downstream_requirement,320.0,0.0,0.0,661.1304,46.7712,4.8e-05,0.000924,376,244.306243,244.306243,0.7,raw_material_qualified_pharma,349.008919,0.7,757.723215,610.765607,2.5,1.0,1082.461736,432.984695,max_daily_pulled_qty_observed_x2.5_tested,3.0,erlang_pipeline,4,simulation_prep_assumption,False,3,4,21,1.0,service_level.otif,0.0,KG,0.7,1,1.82,0.116,42447.442632,42447.442632,377,0,1821
SDC-VD0960508A,Supplier of Raw Materials - VD0960508A,item:021081,SDC-1450,edge:SDC-VD0960508A_TO_SDC-1450_021081,KG,162.0,20000.0,20000.0,20000.0,57098.36274,57216.0,0.0,20000.0,0.0,23.142857,20000.0,inventory_fallback+standard_lot_floor,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.65,raw_material_high_lead_qualified,0.0,0.0,,0.0,0.0,0.0,,,no_observed_supplier_pull,120.0,erlang_pipeline,4,case_data_fia,False,120,144,240,1.0,service_level.otif,20000.0,KG,0.2,2,12.1,1.71616,820000.0,820000.0,9,-114,19
SDC-VD0964290A,Supplier of Raw Materials - VD0964290A,item:055703,M-1810,edge:SDC-VD0964290A_TO_M-1810_055703,KG,162.0,300.0,300.0,0.0,296.743082,300.0,300.0,0.0,1.0,23.142857,7405.714286,downstream_requirement+fia_hint,320.0,0.0,0.0,16.52826,1.16928,8.9e-05,0.040509,4,300.0,300.0,0.7,raw_material_qualified_pharma,428.571429,0.7,17.28,750.0,2.5,1.0,24.685714,9.874286,max_daily_pulled_qty_observed_x2.5_tested,42.0,erlang_pipeline,4,case_data_fia,False,42,51,84,1.0,service_level.otif,300.0,KG,0.3,2,49.2,0.13108,1200.0,1200.0,4,1,16
