day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,0.0,40.0,554.1983,1072073.1514,42313.4281,268.8359,42.7672,1035.84,0.0,0.0,0.0
1,47.5,0.0,87.5,0.0,93.327,448.9671,1069849.8627,42249.8271,273.887,76.9257,2413.68,0.0,16.866,0.0
2,52.5,0.0,140.0,178.064,151.7532,525.3215,1067622.301,42180.6664,318.8136,85.2944,2413.68,0.0,1525.416,0.0
3,60.0,0.0,200.0,103.28,201.4466,510.0986,1065385.0617,42111.4691,311.726,90.5788,2413.68,0.0,3033.966,0.0
4,55.0,18.432,236.568,145.712,240.2547,533.4856,1063185.9221,42042.245,330.732,95.0584,2413.68,0.0,4542.516,0.0
5,50.0,39.6288,246.9392,309.6873,269.1242,1529.9932,1061155.9837,41973.0066,796.7274,108.1819,2413.68,1035.84,5015.226,0.0
6,45.0,44.2368,247.7024,254.6581,286.458,2301.4228,1059809.4828,41930.4128,1160.3346,116.8474,2417.9652,2413.68,4037.6618,527.9925
7,40.0,23.04,264.6624,315.2053,292.3458,2155.2345,1058902.9477,41897.8094,1097.4132,130.8517,2503.9822,2413.68,2943.8178,1055.985
8,47.5,69.12,243.0424,139.3186,298.1036,2238.3668,1057492.5201,41858.6973,1145.6666,154.6447,2573.68,2413.68,2023.7452,1583.9775
9,52.5,0.0,295.5424,164.2791,306.3552,2221.4006,1056051.3243,41814.7163,1124.8681,155.3895,2573.68,2413.68,1294.0427,2111.97
10,60.0,67.3809,288.1615,89.5804,315.1431,2221.4898,1054476.6655,41770.7237,1125.5497,156.3519,2573.68,2413.68,564.3402,2639.9625
11,55.0,0.0,343.1615,100.9977,323.0309,2223.3683,1052990.9504,41726.7288,1106.8066,148.0878,2085.5175,2417.9652,318.5151,3167.955
12,50.0,65.6525,327.509,294.0497,329.1611,2350.351,1051592.4536,41682.7329,1140.7245,145.8283,1255.815,2503.9822,328.3843,3695.9475
13,45.0,19.0058,353.5033,437.595,329.9397,2400.0522,1050554.4714,41644.3421,1132.7725,136.467,312.2471,2573.68,264.4484,4241.44
14,40.0,44.3516,349.1517,113.6367,323.8202,2315.356,1049449.4553,41613.2577,1080.0448,131.8901,160.0,2573.68,192.6388,4082.6703
15,47.5,65.0858,331.5659,350.6134,320.8816,2342.2279,1048329.858,41581.5715,1089.3564,131.9593,165.3197,2573.68,130.8369,3668.0035
16,52.5,111.1658,272.9001,538.4589,322.8384,2368.9428,1046688.0255,41518.7643,1101.2171,132.6702,176.2184,2085.5175,76.5369,3371.2222
17,60.0,0.0,332.9001,264.2833,327.0706,2348.2464,1044079.2339,41422.7876,1087.1178,132.9267,176.24,1255.815,32.3653,3074.441
18,55.0,0.0,387.9001,806.4285,331.6618,2348.2769,1041073.538,41289.0773,1086.1801,123.7543,144.1769,312.2471,20.2784,2777.6597
19,50.0,42.6125,395.2876,381.3708,335.4065,2396.1294,1037401.7897,41150.2492,1168.6775,132.9319,1367.7382,160.0,30.4284,1033.2545
20,45.0,21.3009,418.9867,121.5532,334.4589,1434.3455,1034648.4605,41055.4942,765.0686,126.2304,2441.7089,165.3197,368.786,140.0
21,40.0,88.1258,370.8609,838.7455,327.0903,485.9763,1033735.2685,41003.4906,321.3038,105.6917,2429.92,176.2184,1642.7583,132.4892
