product_code,rule,observed_mean_eur,simulated_mean_eur,bias_eur,bias_pct,mae_eur,mae_pct,corr,stock_mean_eur,candidate_useful_mean_eur,implied_useful_mean_eur,useful_bias_eur,useful_mae_eur,component_count_mean
268091,excess_vs_future_need_180d,930695.2119230769,942375.0128528996,11679.800929822664,1.2549544448272087,139182.38834903104,14.954669000761404,0.05274232027992672,1423061.8982661304,480686.88541323075,494028.2676090006,-13341.382195769836,137520.80708308378,14.0
268091,excess_vs_future_need_270d,930695.2119230769,790733.092287861,-139962.119635216,-15.038448446083125,144050.60489520288,15.477742127581594,0.4741368386355619,1423061.8982661304,632328.8059782694,494028.2676090006,138300.5383692688,142389.02362925574,14.0
268091,excess_vs_coverage,930695.2119230769,883137.4711166112,-47557.74080646578,-5.109915705722626,144186.04123430923,15.492294296473332,0.5209107229258072,1423061.8982661304,539924.4271495192,494028.2676090006,45896.15954051858,142524.459968362,14.0
268091,excess_vs_safety_plus_coverage,930695.2119230769,870128.2711166112,-60566.94080646578,-6.507709509036531,146903.48544324652,15.784274331840903,0.520910722925807,1423061.8982661304,552933.6271495193,494028.2676090006,58905.35954051859,145241.90417729935,14.0
268091,excess_vs_future_need_365d,930695.2119230769,707153.9421626608,-223541.26976041618,-24.018740710884,223541.26976041618,24.018740710884,0.4999440263816714,1423061.8982661304,715907.9561034697,494028.2676090006,221879.68849446898,221879.68849446898,14.0
268091,excess_vs_future_need_120d,930695.2119230769,1104142.1622998535,173446.95037677648,18.636278359957018,254866.374417506,27.384515483955347,0.19923137439616392,1423061.8982661304,318919.73596627696,494028.2676090006,-175108.5316427237,253204.79315155878,14.0
268091,excess_vs_future_need_90d,930695.2119230769,1199255.8623456995,268560.6504226227,28.855918348145487,319210.8557884071,34.29810873624547,0.3094480767040268,1423061.8982661304,223806.0359204307,494028.2676090006,-270222.2316885699,317549.27452245983,14.0
268091,excess_vs_max_safety_coverage,930695.2119230769,610716.7388756882,-319978.47304738883,-34.380586571002524,319978.47304738883,34.380586571002524,0.54065759727111,1423061.8982661304,812345.1593904423,494028.2676090006,318316.89178144163,318316.89178144163,14.0
268091,excess_vs_target_stock,930695.2119230769,610716.7388756882,-319978.47304738883,-34.380586571002524,319978.47304738883,34.380586571002524,0.54065759727111,1423061.8982661304,812345.1593904423,494028.2676090006,318316.89178144163,318316.89178144163,14.0
268091,excess_vs_future_need_60d,930695.2119230769,1285446.9641886535,354751.75226557656,38.116855842909104,374992.99003527744,40.29170723468502,0.46122789197878516,1423061.8982661304,137614.9340774769,494028.2676090006,-356413.3335315237,373331.4087693303,14.0
268091,excess_vs_future_need_45d,930695.2119230769,1323915.692158438,393220.48023536114,42.2501883750812,404210.9493729171,43.43107648933791,0.49584070691265086,1423061.8982661304,99146.20610769231,494028.2676090006,-394882.06150130834,402549.3681069699,14.0
268091,excess_vs_future_need_30d,930695.2119230769,1358550.7668253917,427855.5549023149,45.971608043222396,434087.0061467017,46.64115605040628,0.4946753510987558,1423061.8982661304,64511.131440738456,494028.2676090006,-429517.1361682622,432425.42488075444,14.0
268091,excess_vs_future_need_21d,930695.2119230769,1378247.8131054533,447552.60118237656,48.08798793082943,452726.4928949478,48.64390480310822,0.49370178607367543,1423061.8982661304,44814.08516067692,494028.2676090006,-449214.18244832376,451064.9116290006,14.0
