product_code,opening_source_component_value_eur,week1_consumption_value_eur,after_week1_consumption_eur,first_real_immobilized_eur,first_real_snapshot,useful_implied_from_first_snapshot_eur,mean_real_immobilized_eur,useful_implied_using_mean_real_eur
268091,726887.2090245851,6349.0292726,720538.1797519851,656921.88,2025-01-06 00:05:56,63616.29975198512,930695.2119230769,-210157.03217109176
268967,422500.19442500005,9372.7041013008,413127.49032369925,220644.25,2025-01-06 00:05:56,192483.24032369925,259678.40000000002,153449.09032369923
