product_code,snapshot_dt,source_day,sim_day,observed_value_eur,day,rule,stock_value_eur,useful_value_eur,immobilized_value_eur,component_count,implied_useful_value_eur,useful_gap_vs_implied_eur
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_90d,784028.8452989149,13748.273913599998,770280.571385315,14,177050.2952989149,-163302.0213853149
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_120d,784028.8452989149,13748.273913599998,770280.571385315,14,177050.2952989149,-163302.0213853149
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_180d,784028.8452989149,13748.273913599998,770280.571385315,14,177050.2952989149,-163302.0213853149
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_270d,784028.8452989149,240137.3952288,543891.450070115,14,177050.2952989149,63087.099929885095
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_365d,784028.8452989149,374626.4353623999,409402.40993651515,14,177050.2952989149,197576.140063485
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_coverage,777154.7083421149,351885.99883269996,425268.709509415,14,84449.2983421149,267436.70049058506
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_demand_180d,777154.7083421149,677506.344916175,99648.36342594,14,84449.2983421149,593057.0465740601
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_demand_90d,777154.7083421149,630648.727816175,146505.98052594002,14,84449.2983421149,546199.4294740601
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_max_safety_coverage,777154.7083421149,443745.73625869997,333408.972083415,14,84449.2983421149,359296.43791658507
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_safety_plus_coverage,777154.7083421149,364895.19883269997,412259.509509415,14,84449.2983421149,280445.9004905851
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_target_stock,777154.7083421149,443745.73625869997,333408.972083415,14,84449.2983421149,359296.43791658507
268091,2025-01-27 00:06:40,26,25,692705.41,25,physical_stock_value,777154.7083421149,0.0,777154.7083421149,14,84449.2983421149,-84449.2983421149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_7d,777154.7083421149,0.0,777154.7083421149,14,84449.2983421149,-84449.2983421149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_14d,777154.7083421149,0.0,777154.7083421149,14,84449.2983421149,-84449.2983421149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_21d,777154.7083421149,0.0,777154.7083421149,14,84449.2983421149,-84449.2983421149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_30d,777154.7083421149,6874.136956799999,770280.571385315,14,84449.2983421149,-77575.1613853149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_45d,777154.7083421149,6874.136956799999,770280.571385315,14,84449.2983421149,-77575.1613853149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_60d,777154.7083421149,6874.136956799999,770280.571385315,14,84449.2983421149,-77575.1613853149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_90d,777154.7083421149,6874.136956799999,770280.571385315,14,84449.2983421149,-77575.1613853149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_120d,777154.7083421149,6874.136956799999,770280.571385315,14,84449.2983421149,-77575.1613853149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_180d,777154.7083421149,6874.136956799999,770280.571385315,14,84449.2983421149,-77575.1613853149
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_270d,777154.7083421149,255858.64001279997,521296.068329315,14,84449.2983421149,171409.34167068507
268091,2025-01-27 00:06:40,26,25,692705.41,25,excess_vs_future_need_365d,777154.7083421149,372614.75573679985,404539.9526053151,14,84449.2983421149,288165.45739468496
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_coverage,943430.164342115,351885.99883269996,591544.165509415,14,330095.66434211505,21790.334490584908
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_demand_180d,943430.164342115,815431.800916175,127998.36342594,14,330095.66434211505,485336.13657405996
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_demand_90d,943430.164342115,739446.780616175,203983.38372594002,14,330095.66434211505,409351.11627406
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_max_safety_coverage,943430.164342115,522855.73625869997,420574.428083415,14,330095.66434211505,192760.07191658492
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_safety_plus_coverage,943430.164342115,364895.19883269997,578534.965509415,14,330095.66434211505,34799.53449058492
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_target_stock,943430.164342115,522855.73625869997,420574.428083415,14,330095.66434211505,192760.07191658492
268091,2025-02-03 00:06:15,33,32,613334.5,32,physical_stock_value,943430.164342115,0.0,943430.164342115,14,330095.66434211505,-330095.66434211505
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_7d,943430.164342115,0.0,943430.1643421149,14,330095.66434211505,-330095.66434211505
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_14d,943430.164342115,0.0,943430.1643421149,14,330095.66434211505,-330095.66434211505
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_21d,943430.164342115,0.0,943430.1643421149,14,330095.66434211505,-330095.66434211505
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_30d,943430.164342115,6874.136956799999,936556.027385315,14,330095.66434211505,-323221.52738531504
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_45d,943430.164342115,6874.136956799999,936556.027385315,14,330095.66434211505,-323221.52738531504
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_60d,943430.164342115,6874.136956799999,936556.027385315,14,330095.66434211505,-323221.52738531504
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_90d,943430.164342115,6874.136956799999,936556.027385315,14,330095.66434211505,-323221.52738531504
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_120d,943430.164342115,6874.136956799999,936556.027385315,14,330095.66434211505,-323221.52738531504
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_180d,943430.164342115,6874.136956799999,936556.027385315,14,330095.66434211505,-323221.52738531504
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_270d,943430.164342115,259624.53696959998,683805.6273725149,14,330095.66434211505,-70471.12737251507
268091,2025-02-03 00:06:15,33,32,613334.5,32,excess_vs_future_need_365d,943430.164342115,376261.59873519983,567168.565606915,14,330095.66434211505,46165.93439308478
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_coverage,953862.664342115,351885.99883269996,601976.665509415,14,297389.6943421151,54496.30449058488
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_demand_180d,953862.664342115,825864.300916175,127998.36342594,14,297389.6943421151,528474.6065740599
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_demand_90d,953862.664342115,749879.280616175,203983.38372594002,14,297389.6943421151,452489.58627405996
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_max_safety_coverage,953862.664342115,522855.73625869997,431006.928083415,14,297389.6943421151,225466.0419165849
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_safety_plus_coverage,953862.664342115,364895.19883269997,588967.465509415,14,297389.6943421151,67505.50449058489
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_target_stock,953862.664342115,522855.73625869997,431006.928083415,14,297389.6943421151,225466.0419165849
268091,2025-02-10 00:06:11,40,39,656472.97,39,physical_stock_value,953862.664342115,0.0,953862.664342115,14,297389.6943421151,-297389.6943421151
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_7d,953862.664342115,0.0,953862.6643421149,14,297389.6943421151,-297389.6943421151
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_14d,953862.664342115,0.0,953862.6643421149,14,297389.6943421151,-297389.6943421151
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_21d,953862.664342115,6874.136956799999,946988.527385315,14,297389.6943421151,-290515.55738531507
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_30d,953862.664342115,6874.136956799999,946988.527385315,14,297389.6943421151,-290515.55738531507
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_45d,953862.664342115,6874.136956799999,946988.527385315,14,297389.6943421151,-290515.55738531507
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_60d,953862.664342115,6874.136956799999,946988.527385315,14,297389.6943421151,-290515.55738531507
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_90d,953862.664342115,6874.136956799999,946988.527385315,14,297389.6943421151,-290515.55738531507
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_120d,953862.664342115,6874.136956799999,946988.527385315,14,297389.6943421151,-290515.55738531507
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_180d,953862.664342115,6874.136956799999,946988.527385315,14,297389.6943421151,-290515.55738531507
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_270d,953862.664342115,278983.6370904,674879.027251715,14,297389.6943421151,-18406.0572517151
268091,2025-02-10 00:06:11,40,39,656472.97,39,excess_vs_future_need_365d,953862.664342115,381124.05606639985,572738.6082757151,14,297389.6943421151,83734.36172428477
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_coverage,975582.664342115,351885.99883269996,623696.665509415,14,279937.854342115,71948.14449058496
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_demand_180d,975582.664342115,847584.300916175,127998.36342594,14,279937.854342115,567646.44657406
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_demand_90d,975582.664342115,771599.280616175,203983.38372594002,14,279937.854342115,491661.42627406004
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_max_safety_coverage,975582.664342115,522855.73625869997,452726.92808341497,14,279937.854342115,242917.88191658497
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_safety_plus_coverage,975582.664342115,364895.19883269997,610687.465509415,14,279937.854342115,84957.34449058498
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_target_stock,975582.664342115,522855.73625869997,452726.92808341497,14,279937.854342115,242917.88191658497
268091,2025-02-17 00:06:22,47,46,695644.81,46,physical_stock_value,975582.664342115,0.0,975582.664342115,14,279937.854342115,-279937.854342115
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_7d,975582.664342115,0.0,975582.6643421149,14,279937.854342115,-279937.854342115
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_14d,975582.664342115,6874.136956799999,968708.527385315,14,279937.854342115,-273063.717385315
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_21d,975582.664342115,6874.136956799999,968708.527385315,14,279937.854342115,-273063.717385315
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_30d,975582.664342115,6874.136956799999,968708.527385315,14,279937.854342115,-273063.717385315
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_45d,975582.664342115,6874.136956799999,968708.527385315,14,279937.854342115,-273063.717385315
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_60d,975582.664342115,6874.136956799999,968708.527385315,14,279937.854342115,-273063.717385315
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_90d,975582.664342115,6874.136956799999,968708.527385315,14,279937.854342115,-273063.717385315
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_120d,975582.664342115,6874.136956799999,968708.527385315,14,279937.854342115,-273063.717385315
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_180d,975582.664342115,6874.136956799999,968708.527385315,14,279937.854342115,-273063.717385315
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_270d,975582.664342115,289369.83483119996,686212.829510915,14,279937.854342115,9431.980489084963
268091,2025-02-17 00:06:22,47,46,695644.81,46,excess_vs_future_need_365d,975582.664342115,388444.3220247999,587138.342317315,14,279937.854342115,108506.46768268489
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_coverage,1003932.664342115,351885.99883269996,652046.665509415,14,263484.3443421151,88401.65449058486
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_demand_180d,1003932.664342115,847584.300916175,156348.36342593998,14,263484.3443421151,584099.9565740599
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_demand_90d,1003932.664342115,771599.280616175,232333.38372594,14,263484.3443421151,508114.93627405993
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_max_safety_coverage,1003932.664342115,522855.73625869997,481076.92808341497,14,263484.3443421151,259371.39191658486
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_safety_plus_coverage,1003932.664342115,364895.19883269997,639037.465509415,14,263484.3443421151,101410.85449058487
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_target_stock,1003932.664342115,522855.73625869997,481076.92808341497,14,263484.3443421151,259371.39191658486
268091,2025-02-24 00:07:08,54,53,740448.32,53,physical_stock_value,1003932.664342115,0.0,1003932.664342115,14,263484.3443421151,-263484.3443421151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_7d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_14d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_21d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_30d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_45d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_60d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_90d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_120d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_180d,1003932.664342115,6874.136956799999,997058.527385315,14,263484.3443421151,-256610.2073853151
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_270d,1003932.664342115,304949.1314424,698983.532899715,14,263484.3443421151,41464.787100284884
268091,2025-02-24 00:07:08,54,53,740448.32,53,excess_vs_future_need_365d,1003932.664342115,395597.21078319993,608335.4535589151,14,263484.3443421151,132112.86644108483
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_coverage,1023428.527385315,346227.4762087,677201.051176615,14,308163.03738531505,38064.43882338493
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_demand_180d,1023428.527385315,867116.996279375,156311.53110594,14,308163.03738531505,558953.95889406
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_demand_90d,1023428.527385315,791225.518379375,232203.00900594002,14,308163.03738531505,483062.48099405994
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_max_safety_coverage,1023428.527385315,543250.3095227,480178.217862615,14,308163.03738531505,235087.27213738498
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_safety_plus_coverage,1023428.527385315,359236.6762087,664191.851176615,14,308163.03738531505,51073.63882338494
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_target_stock,1023428.527385315,543250.3095227,480178.217862615,14,308163.03738531505,235087.27213738498
268091,2025-03-03 00:06:40,61,60,715265.49,60,physical_stock_value,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_7d,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_14d,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_21d,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_30d,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_45d,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_60d,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_90d,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_120d,1023428.527385315,0.0,1023428.527385315,14,308163.03738531505,-308163.03738531505
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_180d,1023428.527385315,27496.547827199996,995931.979558115,14,308163.03738531505,-280666.4895581151
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_270d,1023428.527385315,322309.4558808,701119.071504515,14,308163.03738531505,14146.418495484919
268091,2025-03-03 00:06:40,61,60,715265.49,60,excess_vs_future_need_365d,1023428.527385315,395875.96258479997,627552.5648005151,14,308163.03738531505,87712.92519948492
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_coverage,1051957.027385315,348385.9762087,703571.051176615,14,228694.85738531488,119691.1188233851
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_demand_180d,1051957.027385315,895645.4962793749,156311.53110594,14,228694.85738531488,666950.63889406
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_demand_90d,1051957.027385315,819754.018379375,232203.00900594002,14,228694.85738531488,591059.1609940601
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_max_safety_coverage,1051957.027385315,559427.0640187,492529.96336661506,14,228694.85738531488,330732.20663338515
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_safety_plus_coverage,1051957.027385315,361395.1762087,690561.851176615,14,228694.85738531488,132700.3188233851
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_target_stock,1051957.027385315,559427.0640187,492529.96336661506,14,228694.85738531488,330732.20663338515
268091,2025-03-10 00:06:22,68,67,823262.17,67,physical_stock_value,1051957.027385315,0.0,1051957.027385315,14,228694.85738531488,-228694.85738531488
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_future_need_7d,1051957.027385315,0.0,1051957.027385315,14,228694.85738531488,-228694.85738531488
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_future_need_14d,1051957.027385315,0.0,1051957.027385315,14,228694.85738531488,-228694.85738531488
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_future_need_21d,1051957.027385315,0.0,1051957.027385315,14,228694.85738531488,-228694.85738531488
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_future_need_30d,1051957.027385315,0.0,1051957.027385315,14,228694.85738531488,-228694.85738531488
268091,2025-03-10 00:06:22,68,67,823262.17,67,excess_vs_future_need_45d,1051957.027385315,0.0,1051957.027385315,14,228694.85738531488,-228694.85738531488
