product_code,snapshot_dt,source_day,sim_day,observed_value_eur,day,rule,stock_value_eur,useful_value_eur,immobilized_value_eur,component_count,implied_useful_value_eur,useful_gap_vs_implied_eur
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_coverage,720013.072068915,293528.7482267,426484.32384221506,14,63091.192068915,230437.556157785
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_demand_180d,720013.072068915,620327.876322975,99685.19574594,14,63091.192068915,557236.68425406
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_demand_90d,720013.072068915,573470.259222975,146542.81284594003,14,63091.192068915,510379.06715406
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_max_safety_coverage,720013.072068915,385705.38976469997,334307.68230421504,14,63091.192068915,322614.19769578497
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_safety_plus_coverage,720013.072068915,306537.94822669995,413475.12384221505,14,63091.192068915,243446.75615778496
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_target_stock,720013.072068915,385705.38976469997,334307.68230421504,14,63091.192068915,322614.19769578497
268091,2025-01-06 00:05:56,5,4,656921.88,4,physical_stock_value,720013.072068915,0.0,720013.072068915,14,63091.192068915,-63091.192068915
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_7d,720013.072068915,0.0,720013.072068915,14,63091.192068915,-63091.192068915
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_14d,720013.072068915,0.0,720013.072068915,14,63091.192068915,-63091.192068915
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_21d,720013.072068915,6874.136956799999,713138.935112115,14,63091.192068915,-56217.055112115
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_30d,720013.072068915,6874.136956799999,713138.935112115,14,63091.192068915,-56217.055112115
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_45d,720013.072068915,6874.136956799999,713138.935112115,14,63091.192068915,-56217.055112115
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_60d,720013.072068915,13748.273913599998,706264.798155315,14,63091.192068915,-49342.918155315
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_90d,720013.072068915,13748.273913599998,706264.798155315,14,63091.192068915,-49342.918155315
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_120d,720013.072068915,13748.273913599998,706264.798155315,14,63091.192068915,-49342.918155315
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_180d,720013.072068915,13748.273913599998,706264.798155315,14,63091.192068915,-49342.918155315
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_270d,720013.072068915,182028.24281079997,537984.829258115,14,63091.192068915,118937.05074188497
268091,2025-01-06 00:05:56,5,4,656921.88,4,excess_vs_future_need_365d,720013.072068915,310610.66213239986,409402.40993651515,14,63091.192068915,247519.47006348486
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_coverage,720013.072068915,293528.7482267,426484.32384221506,14,0.0,293528.7482267
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_demand_180d,720013.072068915,620327.876322975,99685.19574594,14,0.0,620327.876322975
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_demand_90d,720013.072068915,573470.259222975,146542.81284594003,14,0.0,573470.259222975
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_max_safety_coverage,720013.072068915,385705.38976469997,334307.68230421504,14,0.0,385705.38976469997
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_safety_plus_coverage,720013.072068915,306537.94822669995,413475.12384221505,14,0.0,306537.94822669995
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_target_stock,720013.072068915,385705.38976469997,334307.68230421504,14,0.0,385705.38976469997
268091,2025-01-13 00:06:03,12,11,720134.07,11,physical_stock_value,720013.072068915,0.0,720013.072068915,14,0.0,0.0
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_7d,720013.072068915,0.0,720013.072068915,14,0.0,0.0
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_14d,720013.072068915,6874.136956799999,713138.935112115,14,0.0,6874.136956799999
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_21d,720013.072068915,6874.136956799999,713138.935112115,14,0.0,6874.136956799999
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_30d,720013.072068915,6874.136956799999,713138.935112115,14,0.0,6874.136956799999
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_45d,720013.072068915,13748.273913599998,706264.798155315,14,0.0,13748.273913599998
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_60d,720013.072068915,13748.273913599998,706264.798155315,14,0.0,13748.273913599998
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_90d,720013.072068915,13748.273913599998,706264.798155315,14,0.0,13748.273913599998
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_120d,720013.072068915,13748.273913599998,706264.798155315,14,0.0,13748.273913599998
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_180d,720013.072068915,13748.273913599998,706264.798155315,14,0.0,13748.273913599998
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_270d,720013.072068915,187221.34168119996,532791.730387715,14,0.0,187221.34168119996
268091,2025-01-13 00:06:03,12,11,720134.07,11,excess_vs_future_need_365d,720013.072068915,310610.66213239986,409402.40993651515,14,0.0,310610.66213239986
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_coverage,784028.8452989149,357544.5214567,426484.32384221506,14,177050.2952989149,180494.2261577851
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_demand_180d,784028.8452989149,684343.649552975,99685.19574594,14,177050.2952989149,507293.3542540601
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_demand_90d,784028.8452989149,637486.0324529749,146542.81284594003,14,177050.2952989149,460435.73715406004
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_max_safety_coverage,784028.8452989149,449721.16299469996,334307.68230421504,14,177050.2952989149,272670.86769578507
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_safety_plus_coverage,784028.8452989149,370553.7214567,413475.12384221505,14,177050.2952989149,193503.4261577851
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_target_stock,784028.8452989149,449721.16299469996,334307.68230421504,14,177050.2952989149,272670.86769578507
268091,2025-01-20 00:06:36,19,18,606978.55,18,physical_stock_value,784028.8452989149,0.0,784028.8452989149,14,177050.2952989149,-177050.2952989149
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_7d,784028.8452989149,6874.136956799999,777154.708342115,14,177050.2952989149,-170176.15834211488
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_14d,784028.8452989149,6874.136956799999,777154.708342115,14,177050.2952989149,-170176.15834211488
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_21d,784028.8452989149,6874.136956799999,777154.708342115,14,177050.2952989149,-170176.15834211488
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_30d,784028.8452989149,6874.136956799999,777154.708342115,14,177050.2952989149,-170176.15834211488
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_45d,784028.8452989149,13748.273913599998,770280.571385315,14,177050.2952989149,-163302.0213853149
268091,2025-01-20 00:06:36,19,18,606978.55,18,excess_vs_future_need_60d,784028.8452989149,13748.273913599998,770280.571385315,14,177050.2952989149,-163302.0213853149
