product_code,period,opening_sim_component_value_before_j0_eur,day0_end_component_value_eur,sim_consumption_value_eur,opening_minus_consumption_eur,sim_stock_value_end_period_eur,sim_immobilized_target_end_period_eur,sim_useful_mrp_end_period_eur,useful_implied_opening_minus_consumption_minus_sim_immob_eur
268091,J0-J4,726887.2090257151,720013.072068915,6874.136956799999,720013.0720689151,720013.072068915,334307.68230421504,385705.38976469997,385705.3897647001
268091,J0-J5,726887.2090257151,720013.072068915,6874.136956799999,720013.0720689151,720013.072068915,334307.68230421504,385705.38976469997,385705.3897647001
268091,J0-J6,726887.2090257151,720013.072068915,6874.136956799999,720013.0720689151,720013.072068915,334307.68230421504,385705.38976469997,385705.3897647001
268967,J0-J4,422500.19442500005,422500.19442500005,0.0,422500.19442500005,422500.194425,30279.917200000004,392220.277225,392220.277225
268967,J0-J5,422500.19442500005,422500.19442500005,0.0,422500.19442500005,425229.410425,30279.917200000004,394949.49322500004,392220.277225
268967,J0-J6,422500.19442500005,422500.19442500005,0.0,422500.19442500005,425229.410425,30279.917200000004,394949.49322500004,392220.277225
