case_id,case_input,case_output_dir,direction,factor_value,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,notes,parameter_group,parameter_key,parameter_label,status,study
local_demand_item_item_268967_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_demand_item_item_268967_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_demand_item_item_268967_high\simulation_output,high,1.1,4590183.1881,0.268667,0.153524,0.001957,0.230424,0.345428,1042.575,4728660.5351,0.945577,19156.825,886.825,1468713.6585,13837635.6599,18270.0,770710.8839,43979038.4436,771484.1162,782662.7135,168254.5218,0.0,0.0,0.0,0.0,0.0,3717709.4164,10622026.9041,2124405.3808,13810550.3792,0.0,106213.5517,27085.2807,18114.25,863131.4345,1315955.551,3188523.4751,0.0,4779912.1068,,demand_item,demand_item::item:268967,Demande 268967,ok,local
local_capacity_node_M-1430_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_M-1430_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_M-1430_low\simulation_output,low,0.95,4651045.7868,0.275685,0.157534,0.001865,0.210465,0.354452,779.8,4802373.7747,0.957162,18203.55,803.55,1373527.6565,13489159.9502,17400.0,766860.0346,28323538.1257,769482.5,780196.468,166085.7057,0.0,0.0,0.0,0.0,0.0,3718753.1152,10625008.9005,2125001.7801,13464004.9705,0.0,101094.3367,25154.9797,17423.75,770179.3906,329678.5393,2838996.0699,0.0,4781254.0052,,capacity_node,capacity_node::M-1430,Capacite M-1430,ok,local
local_capacity_node_M-1430_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_M-1430_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_M-1430_high\simulation_output,high,1.05,4662096.5708,0.27299,0.155994,0.001949,0.218078,0.350988,677.2,4819532.2134,0.962588,18100.95,700.95,1408408.6499,13633379.2458,17400.0,769982.349,38853509.2206,770779.4746,785125.359,170395.3379,0.0,0.0,0.0,0.0,0.0,3721780.2131,10633657.7518,2126731.5504,13606802.3254,0.0,108658.9289,26576.9204,17423.75,804751.5439,1153587.896,2973144.5736,0.0,4785145.9883,,capacity_node,capacity_node::M-1430,Capacite M-1430,ok,local
local_capacity_node_M-1810_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_M-1810_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_M-1810_low\simulation_output,low,0.95,4655425.3304,0.274268,0.156725,0.001912,0.214465,0.35263,808.6,4810200.9571,0.95565,18232.35,832.35,1391314.8339,13563704.4981,17400.0,769050.8422,33722244.1558,769843.4364,782421.9154,168156.3118,0.0,0.0,0.0,0.0,0.0,3720090.2707,10628829.3448,2125765.869,13537765.4207,0.0,105499.3017,25939.0775,17423.75,787966.0078,674741.2492,2908936.0759,0.0,4782973.2052,,capacity_node,capacity_node::M-1810,Capacite M-1810,ok,local
local_capacity_node_M-1810_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_M-1810_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_M-1810_high\simulation_output,high,1.05,4657778.0269,0.274265,0.156723,0.001912,0.214474,0.352626,648.4,4812741.8139,0.964122,18072.15,672.15,1391781.6959,13565204.9251,17400.0,769632.3301,33821058.7214,770424.9243,782899.9116,168324.7318,0.0,0.0,0.0,0.0,0.0,3720456.2621,10629875.0346,2125975.0069,13539261.7538,0.0,105499.3017,25943.1712,17423.75,788375.3858,700291.2492,2909386.7192,0.0,4783443.7656,,capacity_node,capacity_node::M-1810,Capacite M-1810,ok,local
local_capacity_node_SDC-1450_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_SDC-1450_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_SDC-1450_low\simulation_output,low,0.95,4442688.9518,0.271269,0.155011,0.001988,0.222957,0.348775,731.4689,4589969.8213,0.959756,18176.0,776.0,1331690.6366,13044768.1153,17400.0,769337.8886,33730278.2631,770130.4829,747419.4335,161982.5218,0.0,0.0,0.0,0.0,0.0,3538642.2328,10110406.3795,2022081.2759,13018830.2785,0.0,105496.3329,25937.8368,17444.5311,787953.1936,685634.2607,2908423.899,0.0,4549682.8708,,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450,ok,local
local_capacity_node_SDC-1450_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_SDC-1450_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_capacity_node_SDC-1450_high\simulation_output,high,1.05,4871288.6589,0.277066,0.158324,0.001842,0.20654,0.356228,728.5,5033183.3855,0.959867,18152.25,752.25,1450453.031,14085058.3949,17400.0,769341.5861,33770742.3662,770134.1804,817902.3935,174498.5218,0.0,0.0,0.0,0.0,0.0,3902495.7214,11149987.7756,2229997.5551,14059117.5577,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,5017494.499,,capacity_node,capacity_node::SDC-1450,Capacite SDC-1450,ok,local
local_supplier_stock_node_SDC-VD0914690A_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-VD0914690A_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-VD0914690A_low\simulation_output,low,0.9,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168258.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,ok,local
local_supplier_stock_node_SDC-VD0914690A_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-VD0914690A_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-VD0914690A_high\simulation_output,high,1.1,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168222.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0914690A,Stock fournisseur SDC-VD0914690A,ok,local
local_supplier_capacity_node_SDC-VD0914690A_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914690A_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914690A_low\simulation_output,low,0.9,4574941.2797,0.271807,0.155318,0.001919,0.221491,0.349466,728.5,4691145.6662,0.959867,18152.25,752.25,1414236.8569,13687167.4041,17400.0,700513.9924,45285877.8823,701306.5866,782491.2016,168240.5218,0.0,0.0,0.0,0.0,0.0,3720261.9368,10629319.8195,2125863.9639,13660897.4767,0.0,105499.3017,26269.9273,17423.75,821050.9947,3088792.1969,3031577.6573,0.0,4783193.9188,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,ok,local
local_supplier_capacity_node_SDC-VD0914690A_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914690A_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-VD0914690A_high\simulation_output,high,1.1,4722636.0726,0.278016,0.158866,0.001902,0.203766,0.357449,728.5,4837848.3823,0.959867,18152.25,752.25,1346668.9024,13381542.5238,17400.0,737469.696,15486360.7221,751084.9652,782830.6253,168240.5218,0.0,0.0,0.0,0.0,0.0,3720284.7852,10629385.1006,2125877.0201,13356091.9654,0.0,105499.3017,25450.5584,17423.75,739114.1014,76412.2537,2726706.8649,0.0,4783223.2953,,supplier_capacity_node,supplier_capacity_node::SDC-VD0914690A,Debit fournisseur SDC-VD0914690A,ok,local
local_supplier_lead_time_node_SDC-VD0914690A_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_low\simulation_output,low,0.9,4657073.0652,0.275768,0.157582,0.001908,0.210183,0.354559,728.5,4805942.5498,0.959867,18152.25,752.25,1363760.7739,13490586.0908,17400.0,757993.5188,25804734.7213,766932.283,778146.5776,165223.4218,0.0,0.0,0.0,0.0,0.0,3720274.6426,10629356.1217,2125871.2243,13464843.1754,0.0,105499.3017,25742.9154,17423.75,768349.8004,530996.644,2835487.0537,0.0,4783210.2548,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,ok,local
local_supplier_lead_time_node_SDC-VD0914690A_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0914690A_high\simulation_output,high,1.1,4655562.7122,0.273152,0.156087,0.001916,0.217651,0.351195,728.5,4811571.327,0.959867,18152.25,752.25,1403526.1519,13619806.5611,17400.0,769341.5861,38477763.447,770134.1804,786004.2374,169749.0718,0.0,0.0,0.0,0.0,0.0,3720274.4089,10629355.4541,2125871.0908,13593717.2827,0.0,105499.3017,26089.2785,17423.75,802986.1084,794636.4991,2964361.8285,0.0,4783209.9544,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0914690A,Lead time fournisseur SDC-VD0914690A,ok,local
local_supplier_reliability_node_SDC-VD0914690A_adverse,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_reliability_node_SDC-VD0914690A_adverse\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_reliability_node_SDC-VD0914690A_adverse\simulation_output,adverse,0.95,4613724.9381,0.27243,0.155674,0.001918,0.219711,0.350267,728.5,4754796.75,0.959867,18152.25,752.25,1413987.9461,13655864.1792,17400.0,769341.5861,42485492.0069,770134.1804,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720267.9366,10629336.9618,2125867.3924,13629678.2027,0.0,105499.3017,26185.9765,17423.75,812655.9139,1179133.6389,3000341.2408,32160.6981,4783201.6328,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0914690A,Fiabilite fournisseur SDC-VD0914690A,ok,local
local_supplier_stock_node_SDC-1450_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-1450_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-1450_low\simulation_output,low,0.9,4656605.1185,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391565.3649,13564424.388,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168276.5218,0.0,0.0,0.0,0.0,0.0,3720273.819,10629353.7686,2125870.7537,13538483.5508,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783209.1959,,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,ok,local
local_supplier_stock_node_SDC-1450_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-1450_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-1450_high\simulation_output,high,1.1,4656606.8889,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391531.1649,13564428.6812,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168204.5218,0.0,0.0,0.0,0.0,0.0,3720275.3217,10629358.0619,2125871.6124,13538487.8441,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783211.1279,,supplier_stock_node,supplier_stock_node::SDC-1450,Stock fournisseur SDC-1450,ok,local
local_supplier_capacity_node_SDC-1450_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-1450_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-1450_low\simulation_output,low,0.9,4656326.6872,0.274252,0.156715,0.001913,0.214511,0.352609,728.5,4811471.3855,0.959867,18152.25,752.25,1391995.552,13564871.6876,17400.0,770012.5876,33806019.3486,770751.1818,782644.9835,168240.5218,0.0,0.0,0.0,0.0,0.0,3720190.4961,10629115.7031,2125823.1406,13538924.6805,0.0,105499.3017,25947.0072,17423.75,788758.9779,687516.2492,2909808.9774,0.0,4783102.0664,,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,ok,local
local_supplier_capacity_node_SDC-1450_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-1450_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-1450_high\simulation_output,high,1.1,4656775.1295,0.274272,0.156727,0.001912,0.214454,0.352635,728.5,4811471.3855,0.959867,18152.25,752.25,1391100.9777,13564376.5168,17400.0,768670.5847,33753838.1045,769517.1789,782676.8435,168240.5218,0.0,0.0,0.0,0.0,0.0,3720325.4772,10629501.3634,2125900.2727,13538437.4393,0.0,105499.3017,25939.0775,17423.75,787966.0078,687516.2492,2908936.0759,0.0,4783275.6136,,supplier_capacity_node,supplier_capacity_node::SDC-1450,Debit fournisseur SDC-1450,ok,local
local_supplier_lead_time_node_SDC-1450_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-1450_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-1450_low\simulation_output,low,0.9,4656191.2761,0.274269,0.156725,0.001912,0.214462,0.352632,728.5,4810875.9536,0.959867,18152.25,752.25,1391076.896,13563874.4029,17400.0,768908.7901,33756973.5005,769701.3844,782218.3396,168240.5218,0.0,0.0,0.0,0.0,0.0,3720149.7373,10628999.2495,2125799.8499,13537935.3254,0.0,105499.3017,25939.0775,17423.75,787966.0078,687516.2492,2908936.0759,0.0,4783049.6623,,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,ok,local
local_supplier_lead_time_node_SDC-1450_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-1450_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-1450_high\simulation_output,high,1.1,4656962.7724,0.27426,0.15672,0.001913,0.214488,0.35262,728.5,4811292.4711,0.959867,18152.25,752.25,1392269.4958,13565177.1247,17400.0,769741.0901,33784989.2006,770533.6844,783154.6433,168240.5218,0.0,0.0,0.0,0.0,0.0,3720381.9577,10629662.7364,2125932.5473,13539232.2926,0.0,105499.3017,25944.8322,17423.75,788541.4804,687516.2492,2909569.5562,0.0,4783348.2314,,supplier_lead_time_node,supplier_lead_time_node::SDC-1450,Lead time fournisseur SDC-1450,ok,local
local_supplier_reliability_node_SDC-1450_adverse,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_reliability_node_SDC-1450_adverse\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_reliability_node_SDC-1450_adverse\simulation_output,adverse,0.95,4651196.9106,0.274591,0.156909,0.001912,0.213543,0.353045,728.5,4803948.3512,0.959867,18152.25,752.25,1387357.0166,13542511.5593,17400.0,771363.183,33784172.0226,772145.1197,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3718646.4333,10624704.0952,2124940.819,13516611.5447,0.0,105499.3017,25900.0146,17423.75,784059.7221,687516.2492,2891907.4494,6104.3587,4781116.8429,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-1450,Fiabilite fournisseur SDC-1450,ok,local
local_supplier_stock_node_SDC-VD0525412A_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-VD0525412A_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-VD0525412A_low\simulation_output,low,0.9,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168258.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,local
local_supplier_stock_node_SDC-VD0525412A_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-VD0525412A_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_stock_node_SDC-VD0525412A_high\simulation_output,high,1.1,4656606.0037,0.274267,0.156724,0.001912,0.214468,0.352629,728.5,4811471.3855,0.959867,18152.25,752.25,1391548.2649,13564426.5346,17400.0,769341.5861,33770742.3662,770134.1804,782660.9135,168222.5218,0.0,0.0,0.0,0.0,0.0,3720274.5703,10629355.9153,2125871.1831,13538485.6974,0.0,105499.3017,25940.8371,17423.75,788141.9764,687516.2492,2909129.7822,0.0,4783210.1619,,supplier_stock_node,supplier_stock_node::SDC-VD0525412A,Stock fournisseur SDC-VD0525412A,ok,local
local_supplier_capacity_node_SDC-VD0525412A_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-VD0525412A_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-VD0525412A_low\simulation_output,low,0.9,4654848.5744,0.274199,0.156685,0.001934,0.21464,0.352542,728.5,4810957.2264,0.959867,18152.25,752.25,1392389.9467,13567657.0263,17400.0,770391.0407,34015919.0025,770727.8395,782656.618,168240.5218,0.0,0.0,0.0,0.0,0.0,3720240.96,10629259.8858,2125851.9772,13541418.2102,0.0,105499.3017,26238.8161,17423.75,789232.6355,687516.2492,2912158.3243,0.0,4783166.9486,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,local
local_supplier_capacity_node_SDC-VD0525412A_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-VD0525412A_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_capacity_node_SDC-VD0525412A_high\simulation_output,high,1.1,4657694.2525,0.274335,0.156763,0.001891,0.214296,0.352716,728.5,4811471.3855,0.959867,18152.25,752.25,1390689.424,13561159.4775,17400.0,768155.4725,33618837.6616,769043.5213,782665.2089,168240.5218,0.0,0.0,0.0,0.0,0.0,3720295.3828,10629415.3794,2125883.0759,13535516.6194,0.0,105499.3017,25642.8582,17423.75,787051.3173,687516.2492,2906101.24,0.0,4783236.9207,,supplier_capacity_node,supplier_capacity_node::SDC-VD0525412A,Debit fournisseur SDC-VD0525412A,ok,local
local_supplier_lead_time_node_SDC-VD0525412A_low,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_low\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_low\simulation_output,low,0.9,4657374.2061,0.274398,0.156799,0.001871,0.214136,0.352797,728.5,4810490.1355,0.959867,18152.25,752.25,1389659.2321,13558021.2671,17400.0,767121.6821,33548731.3283,768020.3369,782467.6862,168240.5218,0.0,0.0,0.0,0.0,0.0,3720289.262,10629397.8914,2125879.5783,13532657.9531,0.0,105499.3017,25363.314,17423.75,786028.133,687516.2492,2903260.0617,0.0,4783229.0511,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,local
local_supplier_lead_time_node_SDC-VD0525412A_high,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_high\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_lead_time_node_SDC-VD0525412A_high\simulation_output,high,1.1,4656641.575,0.274216,0.156695,0.001929,0.214596,0.352564,728.5,4812281.3855,0.959867,18152.25,752.25,1392496.4468,13566929.4868,17400.0,770161.5863,33838746.5003,770954.1805,782840.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720275.2506,10629357.859,2125871.5718,13540764.6174,0.0,105499.3017,26164.8694,17423.75,788961.9765,687516.2492,2911406.7585,0.0,4783211.0365,,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0525412A,Lead time fournisseur SDC-VD0525412A,ok,local
local_supplier_reliability_node_SDC-VD0525412A_adverse,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_reliability_node_SDC-VD0525412A_adverse\input_case.json,C:\dev\lca-simu\etudecas\simulation\sensibility\reference_baseline_service96_no_prod_stop_365d_warmup260_fill96_realistic\cases\local\local_supplier_reliability_node_SDC-VD0525412A_adverse\simulation_output,adverse,0.95,4655814.6039,0.274231,0.156703,0.001924,0.214559,0.352583,728.5,4811443.8855,0.959867,18152.25,752.25,1392012.6853,13566153.3018,17400.0,770585.9809,33861961.1485,771352.3251,782660.9135,168240.5218,0.0,0.0,0.0,0.0,0.0,3720259.4351,10629312.6716,2125862.5343,13540053.9129,0.0,105499.3017,26099.389,17423.75,788722.306,687516.2492,2910741.2413,665.3152,4783190.7022,One-sided local sensitivity because reliability is upper bounded.,supplier_reliability_node,supplier_reliability_node::SDC-VD0525412A,Fiabilite fournisseur SDC-VD0525412A,ok,local
