month_index,surimpact_matiere,surimpact_inbound,surimpact_transport_aval,surimpact_rebut,surimpact_total,surimpact_cumule
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.011597042680642058,0.011597042680642058,0.011597042680642058
3,0.0,0.0,0.0,0.023730228941791418,0.023730228941791418,0.03532727162243347
4,0.0,0.0,0.0,0.03558407857307368,0.03558407857307368,0.07091135019550715
5,0.0,0.0,0.0,0.04689537668251214,0.04689537668251214,0.1178067268780193
6,70.79887556463143,36.043063923812376,0.0,1.9300105078396013,108.77194999628341,108.88975672316143
7,0.0,0.0,0.0,2.069832460154244,2.069832460154244,110.95958918331567
8,0.0,0.0,0.0,1.4287355107593818,1.4287355107593818,112.38832469407505
9,0.0,0.0,0.0,0.08075687602804194,0.08075687602804194,112.4690815701031
10,0.0,0.0,0.0,0.08997989716354375,0.08997989716354375,112.55906146726664
11,0.0,0.0,0.0,0.10282203775739693,0.10282203775739693,112.66188350502404
12,0.0,0.0,0.0,0.1183384955186996,0.1183384955186996,112.78022200054274
13,65.89703795276034,33.54758295776891,0.0,0.16855318035533548,99.61317409088458,212.39339609142732
14,0.0,0.0,0.0,0.15292228563414448,0.15292228563414448,212.54631837706145
15,0.0,0.0,0.0,0.16840534860486261,0.16840534860486261,212.71472372566632
16,0.0,0.0,0.0,0.18044562896334576,0.18044562896334576,212.89516935462967
17,0.0,0.0,0.0,0.19031618033549402,0.19031618033549402,213.08548553496516
18,0.0,0.0,0.0,1.69807573877254,1.69807573877254,214.7835612737377
19,67.28962978875063,34.25653880154575,0.0,2.799446561289635,104.34561515158603,319.12917642532375
20,0.0,0.0,0.0,1.5818441869899749,1.5818441869899749,320.71102061231375
21,0.0,0.0,0.0,0.205524493547068,0.205524493547068,320.9165451058608
22,0.0,0.0,0.0,0.21377996064682261,0.21377996064682261,321.1303250665076
23,0.0,0.0,0.0,0.23018370899666113,0.23018370899666113,321.3605087755043
24,0.0,0.0,0.0,0.25155829893348747,0.25155829893348747,321.6120670744378
25,64.76280937267467,32.97015749881621,0.0,0.34025624959920237,98.07322312109008,419.68529019552784
26,0.0,0.0,0.0,0.2984827970168826,0.2984827970168826,419.98377299254474
27,0.0,0.0,0.0,0.3173011601754329,0.3173011601754329,420.30107415272016
28,0.0,0.0,0.0,0.329515212768918,0.329515212768918,420.6305893654891
29,0.0,0.0,0.0,0.33796475502729817,0.33796475502729817,420.9685541205164
30,0.0,0.0,0.0,1.8657821022210732,1.8657821022210732,422.8343362227375
31,66.70668339822038,33.95976609363945,0.0,3.000558609880443,103.66700810174027,526.5013443244777
32,0.0,0.0,0.0,1.7390035609872192,1.7390035609872192,528.240347885465
33,0.0,0.0,0.0,0.3345983495411949,0.3345983495411949,528.5749462350062
34,0.0,0.0,0.0,0.341869437207119,0.341869437207119,528.9168156722134
35,0.0,0.0,0.0,0.36182410308076485,0.36182410308076485,529.2786397752941
36,0.0,0.0,0.0,0.3890217778341112,0.3890217778341112,529.6676615531283
37,64.09331177755558,32.62932235948284,0.0,0.5157447908881335,97.23837892792656,626.9060404810548
38,0.0,0.0,0.0,0.44820500769905586,0.44820500769905586,627.3542454887538
39,0.0,0.0,0.0,0.47032928608481905,0.47032928608481905,627.8245747748387
40,0.0,0.0,0.0,0.48270574497967195,0.48270574497967195,628.3072805198183
41,0.0,0.0,0.0,0.4897528022432829,0.4897528022432829,628.7970333220616
42,0.0,0.0,0.0,2.0373935185899543,2.0373935185899543,630.8344268406515
43,64.40044916398318,32.78568321075508,0.0,17.65754556335849,114.84367793809676,745.6781047787483
44,0.0,0.0,0.0,17.830227953764652,17.830227953764652,763.5083327325129
45,0.0,0.0,0.0,3.9536099641409894,3.9536099641409894,767.461942696654
46,0.0,0.0,0.0,0.474193687840527,0.474193687840527,767.9361363844945
47,0.0,0.0,0.0,0.4976846942281295,0.4976846942281295,768.4338210787226
48,0.0,0.0,0.0,0.5306743975782721,0.5306743975782721,768.964495476301
49,65.05374817310116,33.11827179721511,0.0,0.6979954694332333,98.8700154397495,867.8345109160505
