month_index,year,month,warming,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heat_anomaly,dry_anomaly,storm_anomaly,heatwave,drought,heat_stress,cold_stress,storm_stress,scarcity,climate_event,demand,grid_factor,grid_price,main_material_ef,main_material_cost,inbound_main_ef,inbound_main_cost,truck_ef,truck_cost,air_ef,air_cost,solar_factor,biomass_factor,main_supply_availability,backup_supply_availability,base_capacity
11,2026,11,0.08368200836820083,7.583682008368199,72.0,69.0732030285057,5.152627944162883,7.583682008368199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11171548117154813,aucun,16.9223593539449,0.5082845188284519,0.14223430962343098,18.279330543933053,46.51297071129707,0.7567029288702929,2.5005439330543933,1.7353556485355648,6.083786610878661,9.55397489539749,24.134058577405856,0.5,0.85,0.9783054393305439,0.9616527196652719,34.61297071129707
12,2026,12,0.09205020920502092,2.833719960007321,75.66025403784438,83.3886260061224,5.300000000000001,2.833719960007321,0.0,0.0,0.0,0.0,0.0,0.0,0.013856669999389911,0.0,0.11288702928870294,aucun,17.539879867599826,0.5073901041112849,0.14246559063576492,18.27926359832636,46.58426778242678,0.7567732217573222,2.5015983263598325,1.7338912133891213,6.084665271966527,9.549372384937238,24.135464435146442,0.3901923788646685,0.85,0.9776359832635984,0.9613179916317991,34.624267782426784
13,2027,1,0.100418410041841,1.100418410041841,77.0,94.65247584249853,5.152627944162883,1.100418410041841,0.0,0.0,0.0,0.0,0.0,0.0,0.15829846582984658,0.0,0.11405857740585774,aucun,18.40832357043236,0.5091073919107393,0.14465564853556487,18.279196652719666,46.655564853556484,0.7568435146443515,2.5026527196652717,1.7324267782426779,6.085543933054393,9.544769874476987,24.13687029288703,0.35000000000000003,0.85,0.9769665271966527,0.9609832635983263,34.63556485355648
14,2027,2,0.1087866108786611,2.850456361680958,75.66025403784438,99.84661307031165,4.75,2.850456361680958,0.0,0.0,0.0,0.0,0.0,0.0,0.012461969859920171,0.0,0.11523012552301257,aucun,19.195489351560777,0.505019113874186,0.14249153205835907,18.279129707112972,46.72686192468619,0.7569138075313807,2.5037071129707114,1.7309623430962342,6.08642259414226,9.540167364016735,24.138276150627615,0.3901923788646684,0.85,0.9762970711297071,0.9606485355648535,34.64686192468619
15,2027,3,0.11715481171548117,7.617154811715481,72.0,97.57927281399283,4.2,7.617154811715481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11640167364016737,aucun,19.805640646055103,0.5035983263598327,0.14232803347280337,18.279062761506275,46.798158995815896,0.75698410041841,2.5047615062761506,1.7294979079497907,6.087301255230125,9.535564853556485,24.1396820083682,0.5,0.85,0.9756276150627615,0.9603138075313807,34.6581589958159
16,2027,4,0.12552301255230125,14.125523012552302,67.0,88.45798706418924,3.6500000000000004,14.125523012552302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11757322175732218,aucun,20.048000000000002,0.5024267782426779,0.14235146443514646,18.27899581589958,46.86945606694561,0.7570543933054393,2.50581589958159,1.7280334728033473,6.0881799163179915,9.530962343096235,24.141087866108787,0.65,0.85,0.9749581589958158,0.959979079497908,34.66945606694561
17,2027,5,0.13389121338912133,20.63389121338912,62.0,74.9267969714943,3.2473720558371175,20.63389121338912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11874476987447699,aucun,19.8616406460551,0.501255230125523,0.14237489539748954,18.278928870292887,46.940753138075316,0.7571246861924686,2.506870292887029,1.7265690376569038,6.089058577405858,9.526359832635983,24.142493723849373,0.7999999999999999,0.85,0.9742887029288703,0.9596443514644352,34.68075313807531
18,2027,6,0.14225941422594143,25.400589663423645,58.33974596215561,60.61137399387759,3.1,26.467769340396092,0.0,0.0,0.0,0.0,0.0,0.1370982966886718,0.0,0.0,0.11991631799163181,aucun,19.34787145494038,0.5000836820083682,0.14719676674393617,18.278861924686193,47.01205020920502,0.757194979079498,2.5079246861924687,1.7251046025104602,6.089937238493724,9.521757322175732,24.14389958158996,0.9098076211353316,0.85,0.9736192468619247,0.9593096234309623,34.69205020920502
19,2027,7,0.1506276150627615,27.15062761506276,57.0,49.347524157501475,3.2473720558371175,28.11062761506276,0.0,0.0,0.0,0.0,0.0,0.22836820083682005,0.0,0.0,0.12108786610878662,aucun,18.60507782426778,0.4989121338912134,0.15041464435146445,18.278794979079496,47.08334728033473,0.7572652719665272,2.508979079497908,1.7236401673640167,6.09081589958159,9.51715481171548,24.145305439330542,0.95,0.85,0.9729497907949791,0.9589748953974895,34.703347280334725
20,2027,8,0.1589958158995816,25.417326065097285,58.33974596215561,44.15338692968835,3.6499999999999995,26.484505742069732,0.0,0.0,0.0,0.0,0.0,0.1380280967816518,0.0,0.0,0.12225941422594143,aucun,17.804168990970126,0.4977405857740586,0.14727617167187668,18.278728033472802,47.154644351464434,0.7573355648535565,2.510033472803347,1.7221757322175733,6.091694560669456,9.51255230125523,24.14671129707113,0.9098076211353316,0.85,0.9722803347280334,0.9586401673640167,34.714644351464436
21,2027,9,0.16736401673640167,20.667364016736407,61.99999999999999,46.42072718600717,4.2,20.667364016736407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12343096234309624,aucun,17.2023593539449,0.4965690376569038,0.14246861924686194,18.27866108786611,47.22594142259415,0.7574058577405858,2.5110878661087863,1.7207112970711298,6.0925732217573225,9.507949790794978,24.148117154811715,0.8000000000000002,0.85,0.9716108786610879,0.9583054393305439,34.72594142259415
22,2027,10,0.17573221757322174,14.175732217573223,67.0,55.542012935810746,4.75,14.175732217573223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12460251046025106,aucun,17.016,0.495397489539749,0.14249205020920502,18.278594142259415,47.29723849372385,0.7574761506276151,2.512142259414226,1.7192468619246861,6.093451882845188,9.503347280334728,24.1495230125523,0.65,0.85,0.9709414225941423,0.9579707112970711,34.737238493723844
23,2027,11,0.18410041841004185,7.68410041841004,72.0,69.0732030285057,5.152627944162883,7.68410041841004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12577405857740587,aucun,17.258359353944897,0.49422594142259413,0.14251548117154814,18.27852719665272,47.36853556485356,0.7575464435146444,2.513196652719665,1.7177824267782427,6.094330543933054,9.498744769874477,24.150928870292887,0.5,0.85,0.9702719665271966,0.9576359832635983,34.748535564853555
24,2027,12,0.19246861924686193,2.9341383700491623,75.66025403784438,83.3886260061224,5.300000000000001,2.9341383700491623,0.0,0.0,0.0,0.0,0.0,0.0,0.005488469162569805,0.0,0.12694560669456068,aucun,17.87353677136552,0.49316416268869073,0.14262123917132977,18.278460251046024,47.439832635983265,0.7576167364016736,2.5142510460251044,1.7163179916317992,6.095209205020921,9.494142259414225,24.152334728033473,0.3901923788646685,0.85,0.969602510460251,0.9573012552301254,34.759832635983265
25,2028,1,0.200836820083682,1.200836820083682,77.0,94.65247584249853,5.152627944162883,1.200836820083682,0.0,0.0,0.0,0.0,0.0,0.0,0.1499302649930265,0.0,0.12811715481171548,aucun,18.741980474198048,0.494881450488145,0.14481129707112972,18.27839330543933,47.51112970711297,0.7576870292887029,2.515305439330544,1.7148535564853558,6.096087866108786,9.489539748953975,24.15374058577406,0.35000000000000003,0.85,0.9689330543933055,0.9569665271966526,34.771129707112976
26,2028,2,0.20920502092050208,2.9508747717227988,75.66025403784438,99.84661307031165,4.75,2.9508747717227988,0.0,0.0,0.0,0.0,0.0,0.0,0.004093769023100102,0.0,0.1292887029288703,aucun,19.52914625532647,0.4907931724515917,0.14264718059392392,18.278326359832636,47.58242677824268,0.7577573221757322,2.5163598326359833,1.713389121338912,6.096966527196653,9.484937238493723,24.155146443514646,0.3901923788646684,0.85,0.9682635983263598,0.9566317991631799,34.78242677824267
27,2028,3,0.2175732217573222,7.7175732217573225,72.0,97.57927281399283,4.2,7.7175732217573225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304602510460251,aucun,20.1416406460551,0.4895397489539749,0.1426092050209205,18.278259414225943,47.65372384937238,0.7578276150627615,2.5174142259414225,1.7119246861924686,6.097845188284519,9.480334728033473,24.156552301255232,0.5,0.85,0.9675941422594142,0.9562970711297071,34.793723849372384
28,2028,4,0.22594142259414227,14.225941422594142,67.0,88.45798706418924,3.6500000000000004,14.225941422594142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13163179916317994,aucun,20.384,0.4883682008368201,0.14263263598326362,18.27819246861925,47.72502092050209,0.7578979079497908,2.5184686192468617,1.7104602510460252,6.0987238493723845,9.47573221757322,24.157958158995815,0.65,0.85,0.9669246861924686,0.9559623430962343,34.805020920502095
29,2028,5,0.23430962343096234,20.734309623430963,62.0,74.9267969714943,3.2473720558371175,20.734309623430963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13280334728033474,aucun,20.197640646055103,0.4871966527196653,0.1426560669456067,18.27812552301255,47.796317991631796,0.75796820083682,2.5195230125523014,1.7089958158995815,6.099602510460251,9.47112970711297,24.1593640167364,0.7999999999999999,0.85,0.966255230125523,0.9556276150627615,34.8163179916318
30,2028,6,0.24267782426778242,25.50100807346549,58.33974596215561,60.61137399387759,3.1,26.568187750437936,0.0,0.0,0.0,0.0,0.0,0.14267709724655198,0.0,0.0,0.13397489539748955,aucun,19.6856566711189,0.48602510460251047,0.14767319631157913,18.278058577405858,47.8676150627615,0.7580384937238493,2.5205774058577406,1.707531380753138,6.100481171548117,9.46652719665272,24.160769874476987,0.9098076211353316,0.85,0.9655857740585774,0.9552928870292887,34.82761506276151
31,2028,7,0.2510460251046025,27.251046025104603,57.0,49.347524157501475,3.2473720558371175,28.211046025104604,0.0,0.0,0.0,0.0,0.0,0.23394700139470023,0.0,0.0,0.13514644351464436,aucun,18.9428630404463,0.48485355648535566,0.15089107391910742,18.277991631799164,47.938912133891215,0.7581087866108787,2.52163179916318,1.7060669456066946,6.101359832635984,9.461924686192468,24.162175732217573,0.95,0.85,0.9649163179916318,0.9549581589958158,34.83891213389121
32,2028,8,0.2594142259414226,25.51774447513913,58.33974596215561,44.15338692968835,3.6499999999999995,26.584924152111576,0.0,0.0,0.0,0.0,0.0,0.143606897339532,0.0,0.0,0.13631799163179917,aucun,18.14195420714865,0.48368200836820086,0.1477526012395196,18.277924686192467,48.01020920502092,0.758179079497908,2.522686192468619,1.7046025104602511,6.102238493723849,9.457322175732218,24.16358158995816,0.9098076211353316,0.85,0.9642468619246862,0.954623430962343,34.85020920502092
33,2028,9,0.26778242677824265,20.767782426778247,61.99999999999999,46.42072718600717,4.2,20.767782426778247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13748953974895398,aucun,17.538359353944898,0.48251046025104605,0.1427497907949791,18.277857740585773,48.08150627615063,0.7582493723849373,2.5237405857740587,1.7031380753138075,6.103117154811716,9.452719665271966,24.164987447698746,0.8000000000000002,0.85,0.9635774058577405,0.9542887029288702,34.86150627615063
34,2028,10,0.27615062761506276,14.276150627615065,67.0,55.542012935810746,4.75,14.276150627615065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386610878661088,aucun,17.352,0.48133891213389124,0.14277322175732218,18.27779079497908,48.15280334728034,0.7583196652719665,2.524794979079498,1.701673640167364,6.103995815899582,9.448117154811715,24.166393305439332,0.65,0.85,0.962907949790795,0.9539539748953975,34.87280334728034
35,2028,11,0.28451882845188287,7.784518828451881,72.0,69.0732030285057,5.152627944162883,7.784518828451881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13983263598326362,aucun,17.5943593539449,0.48016736401673643,0.1427966527196653,18.277723849372386,48.224100418410046,0.7583899581589958,2.525849372384937,1.7002092050209205,6.1048744769874475,9.443514644351463,24.167799163179918,0.5,0.85,0.9622384937238494,0.9536192468619247,34.884100418410036
36,2028,12,0.2928870292887029,3.034556780091003,75.66025403784438,83.3886260061224,5.300000000000001,3.034556780091003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14100418410041843,aucun,18.208,0.4789958158995816,0.14282008368200838,18.277656903765692,48.29539748953975,0.7584602510460251,2.5269037656903763,1.698744769874477,6.105753138075314,9.438912133891213,24.1692050209205,0.3901923788646685,0.85,0.9615690376569037,0.9532845188284519,34.89539748953975
37,2029,1,0.301255230125523,1.301255230125523,77.0,94.65247584249853,5.152627944162883,1.301255230125523,0.0,0.0,0.0,0.0,0.0,0.0,0.14156206415620642,0.0,0.14217573221757324,aucun,19.07563737796374,0.48065550906555093,0.14496694560669457,18.277589958158995,48.36669456066946,0.7585305439330544,2.527958158995816,1.6972803347280334,6.10663179916318,9.434309623430963,24.170610878661087,0.35000000000000003,0.85,0.9608995815899581,0.9529497907949791,34.90669456066946
38,2029,2,0.30962343096234307,3.0512931817646396,75.66025403784438,99.84661307031165,4.75,3.0512931817646396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14334728033472804,aucun,19.864,0.476652719665272,0.14286694560669458,18.2775230125523,48.437991631799164,0.7586008368200837,2.529012552301255,1.69581589958159,6.107510460251046,9.42970711297071,24.172016736401673,0.3901923788646684,0.85,0.9602301255230126,0.9526150627615062,34.91799163179916
39,2029,3,0.3179916317991632,7.817991631799163,72.0,97.57927281399283,4.2,7.817991631799163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14451882845188285,aucun,20.4776406460551,0.4754811715481172,0.14289037656903766,18.277456066945607,48.50928870292887,0.7586711297071129,2.5300669456066944,1.6943514644351465,6.108389121338912,9.42510460251046,24.17342259414226,0.5,0.85,0.9595606694560669,0.9522803347280334,34.92928870292887
40,2029,4,0.3263598326359833,14.326359832635983,67.0,88.45798706418924,3.6500000000000004,14.326359832635983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14569037656903766,aucun,20.720000000000002,0.47430962343096233,0.14291380753138078,18.27738912133891,48.58058577405858,0.7587414225941422,2.5311213389121336,1.6928870292887028,6.1092677824267785,9.420502092050208,24.174828451882846,0.65,0.85,0.9588912133891213,0.9519456066945606,34.940585774058576
41,2029,5,0.33472803347280333,20.834728033472803,62.0,74.9267969714943,3.2473720558371175,20.834728033472803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14686192468619247,aucun,20.5336406460551,0.4731380753138075,0.14293723849372386,18.27732217573222,48.65188284518828,0.7588117154811715,2.5321757322175733,1.6914225941422594,6.110146443514644,9.415899581589958,24.176234309623432,0.7999999999999999,0.85,0.9582217573221757,0.9516108786610878,34.95188284518829
42,2029,6,0.34309623430962344,25.60142648350733,58.33974596215561,60.61137399387759,3.1,26.668606160479776,0.0,0.0,0.0,0.0,0.0,0.148255897804432,0.0,0.0,0.14803347280334728,aucun,20.023441887297416,0.4719665271966527,0.14814962587922206,18.277255230125522,48.72317991631799,0.7588820083682009,2.5332301255230125,1.689958158995816,6.11102510460251,9.411297071129706,24.177640167364018,0.9098076211353316,0.85,0.95755230125523,0.9512761506276151,34.96317991631799
43,2029,7,0.3514644351464435,32.413807531380755,57.844832635983266,49.347524157501475,3.2473720558371175,33.44139414225942,5.06234309623431,0.0,0.0,0.051725941422594346,0.0,0.578834135285914,0.0,0.0,0.14920502092050208,canicule,19.389226923291492,0.47389853556485356,0.16324329515341704,18.27718828451883,48.794476987447695,0.7589523012552302,2.5342845188284517,1.6884937238493725,6.111903765690377,9.406694560669456,24.179046025104604,0.9458619246861925,0.85,0.9568828451882845,0.9509414225941423,34.81412656903766
44,2029,8,0.3598326359832636,30.69389510275419,58.582609248119574,44.15338692968835,3.6499999999999995,31.780503842603757,5.075732217573222,0.0,0.0,0.0,0.0,0.4322502134779865,0.0,0.0,0.15037656903765692,aucun,18.570320068312956,0.4696234309623431,0.15813628885248268,18.277121338912135,48.86577405857741,0.7590225941422594,2.535338912133891,1.6870292887029288,6.112782426778242,9.402092050209205,24.180451882845187,0.9098076211353316,0.85,0.9562133891213389,0.9506066945606694,34.985774058577405
45,2029,9,0.3682008368200837,20.868200836820087,61.99999999999999,46.42072718600717,4.2,20.868200836820087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15154811715481173,aucun,17.8743593539449,0.4684518828451883,0.14303096234309626,18.277054393305438,48.937071129707114,0.7590928870292887,2.5363933054393306,1.6855648535564853,6.113661087866109,9.397489539748953,24.181857740585773,0.8000000000000002,0.85,0.9555439330543933,0.9502719665271966,34.99707112970711
46,2029,10,0.37656903765690375,14.376569037656905,67.0,55.542012935810746,4.75,14.376569037656905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15271966527196654,aucun,17.688,0.4672803347280335,0.14305439330543934,18.276987447698748,49.00836820083682,0.759163179916318,2.53744769874477,1.6841004184100419,6.114539748953975,9.392887029288703,24.18326359832636,0.65,0.85,0.9548744769874477,0.9499372384937238,35.00836820083682
47,2029,11,0.38493723849372385,7.884937238493722,72.0,69.0732030285057,5.152627944162883,7.884937238493722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15389121338912135,aucun,17.930359353944898,0.4661087866108787,0.14307782426778243,18.27692050209205,49.07966527196653,0.7592334728033473,2.538502092050209,1.6826359832635984,6.115418410041841,9.388284518828451,24.184669456066946,0.5,0.85,0.9542050209205021,0.949602510460251,35.01966527196653
48,2029,12,0.39330543933054396,3.1349751901328444,75.66025403784438,83.3886260061224,5.300000000000001,3.1349751901328444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15506276150627618,aucun,18.544,0.46493723849372387,0.14310125523012554,18.276853556485353,49.15096234309624,0.7593037656903766,2.5395564853556483,1.6811715481171547,6.116297071129707,9.3836820083682,24.18607531380753,0.3901923788646685,0.85,0.9535355648535565,0.9492677824267782,35.030962343096235
49,2030,1,0.401673640167364,1.401673640167364,77.0,94.65247584249853,5.152627944162883,1.401673640167364,0.0,0.0,0.0,0.0,0.0,0.0,0.13319386331938635,0.0,0.156234309623431,aucun,19.409294281729427,0.4664295676429568,0.14512259414225942,18.276786610878663,49.222259414225945,0.7593740585774058,2.540610878661088,1.6797071129707113,6.117175732217573,9.379079497907949,24.187481171548118,0.35000000000000003,0.85,0.9528661087866108,0.9489330543933054,35.04225941422594
50,2030,2,0.4100418410041841,3.151711591806481,75.66025403784438,99.84661307031165,4.75,3.151711591806481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1574058577405858,aucun,20.2,0.46259414225941425,0.14314811715481174,18.276719665271965,49.29355648535565,0.7594443514644351,2.541665271966527,1.6782426778242678,6.11805439330544,9.374476987447698,24.188887029288704,0.3901923788646684,0.85,0.9521966527196652,0.9485983263598327,35.05355648535565
51,2030,3,0.41841004184100417,7.918410041841004,72.0,97.57927281399283,4.2,7.918410041841004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585774058577406,aucun,20.813640646055102,0.46142259414225945,0.14317154811715482,18.27665271966527,49.36485355648536,0.7595146443514644,2.5427196652719664,1.6767782426778242,6.118933054393305,9.369874476987448,24.19029288702929,0.5,0.85,0.9515271966527197,0.9482635983263598,35.06485355648535
52,2030,4,0.42677824267782427,14.426778242677825,67.0,88.45798706418924,3.6500000000000004,14.426778242677825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597489539748954,aucun,21.056,0.46025104602510464,0.1431949790794979,18.276585774058578,49.43615062761506,0.7595849372384937,2.543774058577406,1.6753138075313807,6.1198117154811715,9.365271966527196,24.191698744769873,0.65,0.85,0.9508577405857741,0.947928870292887,35.076150627615064
53,2030,5,0.4351464435146444,20.935146443514643,62.0,74.9267969714943,3.2473720558371175,20.935146443514643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16092050209205022,aucun,20.869640646055103,0.4590794979079498,0.14321841004184102,18.27651882845188,49.50744769874477,0.759655230125523,2.5448284518828452,1.6738493723849373,6.120690376569038,9.360669456066946,24.19310460251046,0.7999999999999999,0.85,0.9501882845188284,0.9475941422594142,35.08744769874477
54,2030,6,0.4435146443514644,25.70184489354917,58.33974596215561,60.61137399387759,3.1,26.769024570521616,0.0,0.0,0.0,0.0,0.0,0.15383469836231198,0.0,0.0,0.16209205020920503,aucun,20.36122710347594,0.45790794979079497,0.14862605544686502,18.27645188284519,49.578744769874476,0.7597255230125523,2.5458828451882844,1.6723849372384938,6.121569037656903,9.356066945606694,24.194510460251045,0.9098076211353316,0.85,0.9495188284518828,0.9472594142259414,35.09874476987447
55,2030,7,0.45188284518828453,27.451882845188283,57.0,49.347524157501475,3.2473720558371175,28.411882845188284,0.0,0.0,0.0,0.0,0.0,0.24510460251046023,0.0,0.0,0.16326359832635984,aucun,19.618433472803346,0.45673640167364016,0.15184393305439334,18.276384937238493,49.65004184100418,0.7597958158995816,2.5469372384937237,1.6709205020920501,6.12244769874477,9.351464435146443,24.19591631799163,0.95,0.85,0.9488493723849373,0.9469246861924686,35.11004184100418
56,2030,8,0.4602510460251046,25.71858129522281,58.33974596215561,44.15338692968835,3.6499999999999995,26.785760972195256,0.0,0.0,0.0,0.0,0.0,0.15476449845529197,0.0,0.0,0.16443514644351465,aucun,18.817524639505695,0.45556485355648535,0.14870546037480553,18.276317991631796,49.72133891213389,0.7598661087866109,2.547991631799163,1.6694560669456067,6.123326359832636,9.346861924686191,24.197322175732218,0.9098076211353316,0.85,0.9481799163179916,0.9465899581589958,35.12133891213389
57,2030,9,0.4686192468619247,20.968619246861927,61.99999999999999,46.42072718600717,4.2,20.968619246861927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16560669456066945,aucun,18.2103593539449,0.45439330543933054,0.1433121338912134,18.276251046025106,49.792635983263594,0.7599364016736402,2.5490460251046025,1.6679916317991632,6.124205020920502,9.342259414225941,24.198728033472804,0.8000000000000002,0.85,0.947510460251046,0.9462552301255229,35.132635983263604
58,2030,10,0.4769874476987448,13.637891213389123,75.39096234309623,115.67724306133374,10.059811244069879,13.637891213389123,0.0,0.0,0.6992468619246861,0.0,0.0,0.0,0.0,0.11196224881397576,0.1869314474643399,tempete / inondation,18.023999999999997,0.45770024727473474,0.14373862894928682,18.332613073820653,50.22669074055059,0.781369091634376,2.7361816759388695,1.693398136368074,6.4201042076331944,9.38244180329128,25.00805347865504,0.645521510047441,0.85,0.9087738395873487,0.9257672973055345,34.86402743235836
59,2030,11,0.48535564853556484,7.143748953974894,80.4160669456067,129.38834947202034,11.571461592301079,7.143748953974894,0.0,0.0,0.7013389121338912,0.0,0.0,0.0,0.0,0.41429231846021575,0.2425224081178179,tempete / inondation,18.2663593539449,0.46862190194342956,0.14485044816235637,18.484920483315666,51.27753723733411,0.8391239618099079,3.2397086449963597,1.764492917936728,7.217622602238903,9.498771320689524,27.19107311896289,0.48342830726159136,0.85,0.8053121598406814,0.8710131567357385,34.11949932937247
