month_index,classical_weekly_total,td_total,sdd_total,classical_cumulative,td_cumulative,sdd_cumulative
1,449.1619808824142,448.56950556045797,448.56950556045797,449.1619808824142,448.56950556045797,448.56950556045797
2,469.1496135941693,472.0419944970413,472.0961835000479,918.3115944765834,920.6115000574993,920.6656890605059
3,480.4293606747136,482.09841809487494,482.20931924415373,1398.740955151297,1402.7099181523743,1402.8750083046596
4,477.5675404447687,477.26392178823426,477.4285664227305,1876.3084955960658,1879.9738399406085,1880.30357472739
5,484.20959016509823,486.35967825331886,488.25583520747125,2360.518085761164,2366.3335181939274,2368.5594099348614
6,484.9742482873311,491.8824434309026,602.6665621910352,2845.492334048495,2858.21596162483,2971.2259721258965
7,469.93232117222084,479.01426389186383,485.2975189588048,3315.424655220716,3337.2302255166937,3456.523491084701
8,443.0096072373984,450.8924033179933,455.7549975851068,3758.4342624581145,3788.122628834687,3912.278488669808
9,413.3858991174269,418.90269169931014,420.7065980846101,4171.8201615755415,4207.025320533997,4332.985086754418
10,400.59577832669515,405.99989026500833,478.13463002790655,4572.4159399022365,4613.025210799005,4811.119716782325
11,413.90508482154445,422.56090824898524,445.3389686748857,4986.321024723781,5035.586119047991,5256.458685457211
12,434.8775171521391,446.0533519260674,446.60683615478246,5421.1985418759205,5481.639470974058,5703.065521611993
13,459.64555428101124,472.80736002245453,478.94894104687546,5880.844096156931,5954.446830996512,6182.014462658868
14,480.5403372622335,494.0517028940189,590.0108928129383,6361.384433419164,6448.498533890531,6772.0253554718065
15,492.72936681225644,505.29155307874595,506.08819845327423,6854.113800231421,6953.790086969277,7278.113553925081
16,482.4142632378431,493.19682624700124,494.0277470904907,7336.528063469264,7446.986913216278,7772.141301015572
17,496.6728536627092,509.93095011618607,512.566743558743,7833.200917131973,7956.917863332464,8284.708044574316
18,497.43157944928015,515.4982583903998,626.3844056983494,8330.632496581253,8472.416121722863,8911.092450272665
19,482.37110072482704,502.6836508362327,509.8214316352476,8813.00359730608,8975.099772559095,9420.913881907913
20,455.38133835798084,474.57063444714083,480.21528881630417,9268.38493566406,9449.670407006235,9901.129170724216
21,425.3758654552709,442.05961730775977,444.5089916861878,9693.760801119332,9891.730024313994,10345.638162410403
22,412.67037429737553,429.3161811450572,430.31055047222503,10106.431175416707,10321.046205459052,10775.948712882628
23,425.8110038348961,445.7413345559429,446.82204329611227,10532.242179251603,10766.787540014995,11222.77075617874
24,447.15636151727887,469.8822833000094,471.07440022994643,10979.398540768882,11236.669823315004,11693.845156408686
25,471.98099584582025,496.7470666957853,505.74325128856475,11451.379536614702,11733.416890010789,12199.58840769725
26,492.8981035262484,518.0402512008284,612.6674708721423,11944.27764014095,12251.457141211617,12812.255878569393
27,505.1239370118223,529.3198519518587,530.8395379815628,12449.401577152772,12780.776993163476,13343.095416550956
28,489.93455690265944,512.35884485298,513.8796007597841,12939.336134055431,13293.135838016457,13856.97501731074
29,509.09597779999575,533.9999354798194,537.4153765825313,13448.432111855427,13827.135773496277,14394.39039389327
30,509.8294848163746,539.569687045369,650.275878994141,13958.261596671802,14366.705460541645,15044.666272887413
31,494.74304579480275,526.7620385937047,534.8003530735322,14453.004642466605,14893.46749913535,15579.466625960944
32,467.6997169120324,498.6250260469365,505.0954698980768,14920.704359378638,15392.092525182286,16084.56209585902
33,437.693600773718,466.1236031641934,469.257852157287,15358.397960152357,15858.21612834648,16553.81994801631
34,424.990684451319,453.38528145891127,454.99837820969145,15783.388644603676,16311.601409805391,17008.818326226
35,438.0879210983341,469.8205376457706,471.54324429523746,16221.47656570201,16781.421947451163,17480.361570521236
36,459.40224681047494,493.9713476006639,495.840045515974,16680.878812512485,17275.39329505183,17976.20161603721
37,484.2540902763435,520.8759551241683,532.703524160899,17165.132902788828,17796.269250175996,18508.90514019811
38,505.19525717644603,542.1877200375494,634.4760451204525,17670.328159965273,18338.456970213545,19143.38118531856
39,517.466575721793,553.4828218157211,555.7639536416469,18187.794735687065,18891.939792029265,19699.145138960208
40,497.0709212215306,531.2940837803962,533.5263793578447,18684.865656908594,19423.23387580966,20232.671518318053
41,521.4727974979545,558.1646741664167,562.3991410261613,19206.33845440655,19981.398549976075,20795.070659344216
42,522.1639557657938,563.7081834336195,674.3211155359534,19728.502410172343,20545.106733409695,21469.39177488017
43,525.2443723031507,586.2297542340165,627.6645008645692,20253.746782475493,21131.33648764371,22097.056275744737
44,495.5057191431868,553.3799172682376,593.4752323307594,20749.25250161868,21684.71640491195,22690.531508075495
45,458.7593145217324,499.13077403014796,505.00411885490723,21208.011816140413,22183.8471789421,23195.535626930403
46,443.49060277613114,483.81287383787185,583.3552826382503,21651.502418916545,22667.66005277997,23778.890909568654
47,453.18241559805307,496.9882181549659,499.4046525042159,22104.6848345146,23164.648270934937,24278.29556207287
48,473.85993933884754,520.2634442599355,522.8613391831917,22578.544773853446,23684.91171519487,24801.156901256065
49,498.87266668445426,547.3214368320314,566.788370035478,23077.4174405379,24232.2331520269,25367.945271291544
50,520.0594585100811,568.8691947080185,653.9355036509944,23597.476899047982,24801.10234673492,26021.88077494254
51,532.5990724584628,580.3934377563377,583.493277983544,24130.075971506445,25381.495784491257,26605.374052926083
52,495.25924271947713,541.2816996675505,544.1914408655961,24625.33521422592,25922.777484158807,27149.56549379168
53,574.4690399044803,622.8822927815374,633.3899905611179,25199.804254130402,26545.659776940345,27782.9554843528
54,539.8995795550396,593.2469820340515,699.975630027377,25739.703833685442,27138.906758974397,28482.931114380175
55,528.0395701266837,583.7607135014975,593.9088556176455,26267.743403812125,27722.667472475896,29076.83996999782
56,502.01748620674357,556.6496049141084,565.074430571435,26769.760890018868,28279.317077390006,29641.914400569258
57,471.02594623158024,523.303989799323,528.0144936058746,27240.78683625045,28802.621067189328,30169.928894175133
58,457.4377809577637,526.5777481435057,625.9761553500441,27698.224617208212,29329.198815332835,30795.905049525176
