day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,12856.1957,40.0,5926.74,19192.8647,30.3704,39.0476,17.3545,86.7725,68839.2986,10396.506,0.0,0.0,0.0,24887.2914,0.0,2153093.7086,1924.2564
1,47.5,0.0,87.5,12856.1957,810.3774,1563.764,29808.2144,51.0286,65.6082,29.1592,145.796,4311.9453,212.2464,0.0,0.0,0.0,25100.5403,0.0,2129758.0211,1261.3422
2,52.5,70.0,70.0,13739.9386,976.4529,1708.7963,40805.0105,72.2907,92.9452,41.309,206.5449,5002.5469,208.7791,0.0,0.0,0.0,24929.0741,0.0,2105522.3336,669.6329
3,60.0,130.0,0.0,13341.3672,1015.668,1532.0439,51234.7629,93.2643,119.9112,53.2939,266.4694,4935.7595,196.8181,0.0,0.0,0.0,24923.8361,0.0,2081271.8409,307.5846
4,55.0,55.0,0.0,12777.5957,1019.511,1303.8978,61498.693,114.0055,146.5785,65.146,325.73,4683.3887,182.8814,0.0,0.0,0.0,24924.0179,0.0,2056805.1989,159.4807
5,50.0,50.0,0.0,13021.9659,1016.2796,1200.7481,72285.9514,135.0496,173.6352,77.1712,385.856,4308.5349,31.1279,0.0,0.0,0.0,24923.9668,0.0,2032120.8188,59.1429
6,45.0,45.0,0.0,12871.8778,1011.6334,1162.6529,83152.2263,155.991,200.5598,89.1377,445.6885,4230.3199,14.9836,0.0,0.0,0.0,24891.1033,0.0,2007414.1839,9.0
7,40.0,40.0,0.0,16626.0669,1006.7041,1139.1706,98418.7939,180.4293,231.9806,103.1025,515.5124,4330.1098,14.3872,0.0,0.0,0.0,24805.3632,428.5714,1982735.0403,0.0
8,47.5,47.5,0.0,12803.4321,1011.7183,1142.3554,109662.0799,201.6823,259.3058,115.247,576.2351,4328.3479,14.7825,0.0,0.0,0.0,24526.6025,428.5714,1958285.3203,0.0
9,52.5,52.5,0.0,13777.7324,1016.7211,1155.5889,121671.5927,223.6995,287.6136,127.8283,639.1413,4346.9877,15.278,0.0,0.0,0.0,24534.8387,428.5714,1933826.6003,0.0
