day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,9.162189,31593.763227,523.578324,523.578324,4.151976,110.998605,4.188627,5055.001069,0.744712,0.558534,3.537382,0.93089,0.223414,0.018618,0.018618,0.688859,0.037236,0.93089,458.566526,458.566526,5.044232,186.17801,541.608755
1,8.746282,30159.598801,499.811057,499.811057,3.963502,105.959944,3.998488,4825.534809,0.710861,0.533146,3.376592,0.888577,0.213258,0.017772,0.017772,0.657547,0.035543,0.888577,437.722593,437.722593,4.814949,177.715373,541.608755
2,8.364034,28841.503052,477.967304,477.967304,3.790281,101.329068,3.823738,4614.639532,0.677011,0.507758,3.215802,0.846264,0.203103,0.016925,0.016925,0.626235,0.033851,0.846264,416.87866,416.87866,4.585665,169.252736,473.907661
3,8.046442,27746.357551,459.818328,459.818328,3.646359,102.372075,3.678547,4439.416289,0.647769,0.485827,3.076904,0.809712,0.194331,0.016194,0.016194,0.599187,0.032388,0.809712,398.872705,398.872705,4.3876,161.942318,415.424318
4,7.782457,26836.064453,444.732764,444.732764,3.526731,99.173935,3.557862,4293.769423,0.623293,0.46747,3.121432,0.779116,0.186988,0.015582,0.015582,0.576546,0.031165,0.779116,404.64502,404.64502,4.221812,155.823242,366.471705
5,7.557811,26061.422922,431.895246,431.895246,3.424929,96.452381,3.455162,4169.826804,0.602054,0.45154,3.020546,0.752567,0.180616,0.015051,0.015051,0.5569,0.030103,0.752567,391.566741,391.566741,4.077951,150.51346,323.993455
6,7.422029,25593.209769,424.135921,424.135921,3.546334,94.807405,3.393087,4245.717367,0.582985,0.437239,2.929968,0.728731,0.174895,0.014575,0.014575,0.539261,0.029149,0.771044,379.824704,379.824704,3.948788,145.746193,285.855316
7,7.006122,24309.849996,400.368654,400.368654,3.357859,89.768744,3.202949,4016.251106,0.549134,0.411851,2.769178,0.686418,0.16474,0.013728,0.013728,0.507949,0.027457,0.728731,358.980771,358.980771,3.719505,137.283556,541.608755
8,6.624465,22993.794246,378.558709,378.558709,3.184906,85.145035,3.02847,3805.68223,0.515284,0.411851,2.608388,0.644105,0.154585,0.012882,0.017772,0.476637,0.025764,0.686418,338.136838,338.136838,3.490222,137.283556,473.907661
9,6.368352,22110.64567,363.922989,386.991806,3.068845,82.042263,2.911384,3664.378487,0.481433,0.386463,2.447597,0.601791,0.14443,0.012036,0.016925,0.445326,0.024072,0.644105,317.292905,317.292905,3.260939,128.820919,406.206566
10,6.228507,21628.41899,355.93143,379.000247,3.005472,80.348052,2.847451,3587.222234,0.45562,0.367103,2.324985,0.569525,0.136686,0.01628,0.01628,0.421449,0.022781,0.611838,301.398153,301.398153,3.086096,122.36765,354.580414
11,7.856182,21240.539103,349.503405,372.572222,2.954498,78.985311,2.796027,3525.161465,0.441774,0.356718,2.259215,0.754376,0.132532,0.015934,0.015934,0.408641,0.022089,0.796689,292.872024,292.872024,2.992309,118.906042,326.887545
12,8.147585,20853.360408,343.087,465.59822,2.903616,98.706823,2.929247,3463.212887,0.436999,0.353137,2.236533,0.748407,0.1311,0.015814,0.015814,0.404224,0.02185,0.79072,289.931729,289.931729,3.189249,117.712282,317.337466
