day,M-1430 | item:038005,M-1430 | item:042342,M-1430 | item:333362,M-1430 | item:344135,M-1430 | item:708073,M-1430 | item:730384,M-1430 | item:734545,M-1430 | item:773474,M-1810 | item:001757,M-1810 | item:001848,M-1810 | item:001893,M-1810 | item:002612,M-1810 | item:016332,M-1810 | item:029313,M-1810 | item:039668,M-1810 | item:049371,M-1810 | item:055703,M-1810 | item:099439,M-1810 | item:338928,M-1810 | item:338929,M-1810 | item:426331,M-1810 | item:693055,M-1810 | item:693710
0,9.274563,31981.26,530.0,530.0,4.2029,112.36,4.24,5117.00054,0.854224,0.640668,4.057564,1.06778,0.256267,0.021356,0.021356,0.790157,0.042711,1.06778,526.0,526.0,5.786,213.556,652.848
1,8.896581,30677.8728,508.4,508.4,4.031612,107.7808,4.0672,4908.458631,0.817846,0.613385,3.88477,1.022308,0.245354,0.020446,0.020446,0.756508,0.040892,1.022308,503.6,503.6,5.5396,204.4616,658.0448
2,8.560597,29519.3064,489.2,489.2,3.879356,103.7104,3.9136,4723.088046,0.791862,0.593897,3.761346,0.989828,0.237559,0.019797,0.019797,0.732473,0.039593,0.989828,487.6,487.6,5.3636,197.9656,606.0768
3,8.27221,28524.87024,472.72,472.72,3.74867,104.45664,3.78176,4563.978293,0.770556,0.577917,3.660139,0.963194,0.231167,0.019264,0.019264,0.712764,0.038528,0.963194,474.48,474.48,5.21928,192.63888,563.46304
4,8.023022,27665.60016,458.48,458.48,3.635746,101.43776,3.66784,4426.495109,0.751847,0.563885,3.756409,0.939809,0.225554,0.018796,0.018796,0.695459,0.037592,0.939809,486.96,486.96,5.09256,187.96176,526.04608
5,7.803513,26908.670112,445.936,445.936,3.694872,98.778432,3.567488,4485.386326,0.734802,0.551101,3.675443,0.918502,0.22044,0.01837,0.01837,0.679691,0.03674,0.918502,476.464,476.464,4.977104,183.700384,491.955072
6,7.661839,26600.14128,437.84,437.84,3.630671,97.06208,3.50272,4407.221729,0.718899,0.539174,3.599908,0.898624,0.21567,0.017972,0.017972,0.664982,0.035945,0.947344,466.672,466.672,4.869392,179.724832,460.150656
7,7.592067,26359.545658,433.8528,433.8528,3.599053,96.216794,3.470822,4368.726438,0.703808,0.557088,3.528223,0.87976,0.211142,0.017595,0.01857,0.651022,0.03519,0.92848,457.3792,457.3792,4.767171,185.695955,429.967642
8,7.242128,25152.860133,413.85536,433.85536,3.440473,91.977336,3.310843,4175.656794,0.664412,0.527541,3.341093,0.830515,0.199324,0.01661,0.017585,0.614581,0.033221,0.879235,433.12064,433.12064,4.500327,175.84698,351.175839
9,6.934142,24090.840933,396.25536,416.25536,3.300905,88.246136,3.170043,4005.733757,0.630633,0.502207,3.180641,0.788291,0.18919,0.01674,0.020501,0.583335,0.031532,0.837011,412.32064,412.32064,4.271527,167.40218,283.617439
10,7.074127,23366.706038,384.254848,404.254848,3.205741,85.702028,3.074039,3889.872198,0.607331,0.48473,3.069959,0.759164,0.182199,0.019918,0.019918,0.561781,0.030367,0.807884,397.972352,397.972352,4.377696,161.576775,537.846558
11,6.897726,22758.427783,374.174336,394.174336,3.125802,83.564959,3.153395,3792.547697,0.593384,0.47427,3.003709,0.92975,0.178015,0.019569,0.019569,0.54888,0.029669,0.97847,389.384064,389.384064,4.283225,158.08993,509.951798
12,8.417823,22198.429307,384.893926,384.893926,3.052209,101.980719,3.079151,3702.947959,0.586695,0.469253,2.971938,0.921389,0.176009,0.019402,0.019402,0.542693,0.029335,0.970109,385.265434,385.265434,4.23792,156.417766,496.574487
13,8.262705,21663.539282,376.029619,472.176819,3.744362,100.101486,3.008237,3630.459933,0.580197,0.46438,2.941074,0.913267,0.174059,0.01924,0.01924,0.536683,0.036531,0.961987,381.264461,381.264461,4.193909,192.397416,483.579327
14,8.112068,21144.101752,367.421394,463.568594,3.676099,98.276542,2.939371,3547.349945,0.611415,0.458561,3.618699,0.903569,0.183425,0.019046,0.019046,0.529506,0.036143,0.952289,376.487214,376.487214,4.141359,190.457854,468.06283
15,7.674589,19635.551752,342.421394,438.568594,3.477849,92.976542,2.739371,3305.981995,0.576084,0.432063,3.450878,0.859406,0.172825,0.018163,0.018163,0.532878,0.034376,0.908126,447.352565,354.731765,3.902049,181.625141,660.138301
16,7.280082,19302.021851,319.877065,416.024265,3.299072,88.197144,2.559017,3088.322856,0.690123,0.40478,3.278084,0.862654,0.161912,0.017253,0.017253,0.499229,0.034506,0.862654,424.952565,424.952565,3.655649,172.530741,587.383101
17,7.003595,18348.618251,304.077065,464.077065,3.173778,84.847544,2.432617,2935.778312,0.658213,0.49366,3.126512,0.822766,0.152339,0.016455,0.016455,0.469712,0.032911,0.822766,405.303655,405.303655,3.439511,164.553284,523.56344
18,6.834008,17763.835831,358.238731,454.385931,3.096928,82.793024,3.124265,2842.213144,0.636177,0.477133,3.021842,0.959432,0.145728,0.015904,0.019189,0.588464,0.031809,0.795222,391.734744,455.113944,3.290253,159.044306,479.49162
19,6.747717,17466.281331,353.307597,449.454797,3.057824,81.747623,3.084816,2794.604434,0.623122,0.565868,2.959828,0.943113,0.141812,0.015578,0.018862,0.576388,0.031156,0.943113,383.695616,447.074816,3.201823,155.78042,453.380532
20,8.235821,17382.230515,351.914689,448.061889,3.046778,81.452327,3.765124,2781.156306,0.617072,0.56133,2.931091,0.93555,0.139997,0.018711,0.018711,0.692307,0.037422,0.93555,379.97027,443.34947,3.160844,154.26793,441.280608
21,8.200706,17261.1434,349.908009,446.055209,3.030865,81.026911,3.749071,2761.782372,0.616231,0.5607,2.927099,0.9345,0.22428,0.01869,0.01869,0.69153,0.03738,0.9345,379.45275,442.83195,3.155151,154.057816,439.599702
22,7.857698,16078.359576,330.306673,426.453873,2.875427,95.194885,3.59226,3055.272899,0.590079,0.541086,3.426877,0.90181,0.216434,0.018036,0.018036,0.667339,0.036072,0.90181,426.728446,426.728446,3.867825,147.519794,678.495819
23,7.493716,14823.245976,405.653873,405.653873,2.710483,90.785285,3.42586,2854.454765,0.692865,0.519649,3.29111,0.866082,0.20786,0.017322,0.017322,0.6409,0.034643,0.866082,409.128446,409.128446,3.674225,140.374194,621.331019
24,7.170335,13708.141941,387.17414,387.17414,2.563938,86.867582,3.278022,2676.038156,0.666915,0.500186,3.167846,1.015644,0.200074,0.016673,0.016673,0.616896,0.033346,0.833644,393.149147,393.149147,3.498452,133.886598,569.430255
25,6.891753,12747.513426,371.254407,371.254407,2.437695,83.492599,3.150664,2522.337626,0.644083,0.483062,3.059393,0.987104,0.193225,0.016102,0.019742,0.595776,0.032204,0.805103,379.089847,379.089847,3.3438,128.178523,523.765651
26,6.705846,12106.452917,360.630621,360.630621,2.353448,81.240356,3.065674,2419.767966,0.623842,0.577082,2.96325,0.961803,0.187153,0.019236,0.019236,0.577054,0.031192,0.779803,366.626408,366.626408,4.19291,155.960513,483.2844
27,6.603653,11754.065312,354.790781,354.790781,2.992539,97.251941,3.018955,2363.38596,0.605569,0.563377,2.876455,0.938962,0.181671,0.018779,0.018779,0.560152,0.037558,0.756962,355.374829,355.374829,5.087972,187.792409,446.73927
28,6.566641,11626.437009,352.675699,375.254305,3.621,96.803544,3.002034,2342.965436,0.593943,0.554658,2.821231,0.924429,0.178183,0.018489,0.018489,0.549398,0.036977,0.742429,348.215937,348.215937,5.009224,184.885899,423.48719
29,7.675094,10538.892148,357.231288,357.231288,3.478078,92.982664,3.50878,2168.958294,0.557839,0.527579,2.649735,0.879299,0.167352,0.021427,0.017586,0.516001,0.035172,0.697299,343.496944,325.984159,4.764674,175.859797,351.278374
