category,delta::kpi::avg_inventory,delta::kpi::cost_share_holding,delta::kpi::cost_share_purchase,delta::kpi::cost_share_transport,delta::kpi::ending_backlog,delta::kpi::ending_inventory,delta::kpi::fill_rate,delta::kpi::total_arrived,delta::kpi::total_cost,delta::kpi::total_demand,delta::kpi::total_external_procured_arrived_qty,delta::kpi::total_external_procured_ordered_qty,delta::kpi::total_external_procured_qty,delta::kpi::total_external_procured_rejected_qty,delta::kpi::total_external_procurement_cost,delta::kpi::total_holding_cost,delta::kpi::total_logistics_cost,delta::kpi::total_opening_stock_bootstrap_qty,delta::kpi::total_produced,delta::kpi::total_purchase_cost,delta::kpi::total_served,delta::kpi::total_shipped,delta::kpi::total_transport_cost,delta::kpi::total_unreliable_loss_qty,delta_pct::kpi::avg_inventory,delta_pct::kpi::cost_share_holding,delta_pct::kpi::cost_share_purchase,delta_pct::kpi::cost_share_transport,delta_pct::kpi::ending_backlog,delta_pct::kpi::ending_inventory,delta_pct::kpi::fill_rate,delta_pct::kpi::total_arrived,delta_pct::kpi::total_cost,delta_pct::kpi::total_demand,delta_pct::kpi::total_external_procured_arrived_qty,delta_pct::kpi::total_external_procured_ordered_qty,delta_pct::kpi::total_external_procured_qty,delta_pct::kpi::total_external_procured_rejected_qty,delta_pct::kpi::total_external_procurement_cost,delta_pct::kpi::total_holding_cost,delta_pct::kpi::total_logistics_cost,delta_pct::kpi::total_opening_stock_bootstrap_qty,delta_pct::kpi::total_produced,delta_pct::kpi::total_purchase_cost,delta_pct::kpi::total_served,delta_pct::kpi::total_shipped,delta_pct::kpi::total_transport_cost,delta_pct::kpi::total_unreliable_loss_qty,description,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_logistics_cost,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,scenario_id
reference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,Reference run.,1045717.0788,0.980377,0.002157,0.017466,315.8476,1035949.2243,0.787666,15989.339,1273360.3167,1487.5,42489.9504,42871.1216,42871.1216,18148.2001,3318.2119,1248373.7888,1270613.7549,1060029.4897,2610.2267,2746.5618,1171.6524,45988.6462,22239.9661,0.0,baseline
single_factor_global,2934.5455000000075,0.0011079999999999979,-0.000219,-0.0008889999999999974,-55.097699999999975,-5230.476900000009,-0.006784000000000012,-4100.1212,1337.3454999998212,-297.5,-5573.112300000001,-5159.1991999999955,-5159.1991999999955,-6419.593899999998,-381.85249999999996,2722.713699999964,1612.9813999999315,0.0,-141.75120000000015,-275.63589999999976,-242.40229999999997,-2287.9815000000017,-1109.7322999999997,0.0,0.2806251862470784,0.11301774725437233,-10.15299026425591,-5.08988892705827,-17.44439406853178,-0.5048970333014428,-0.8612787653650167,-25.642843647257713,0.10502490791181895,-20.0,-13.11630690912739,-12.03420626158751,-12.03420626158751,-35.373171249087115,-11.507779234954826,0.2181008384209327,0.1269450605095076,0.0,-5.430608766663836,-10.035670779372223,-20.688926169570426,-4.975100789116079,-4.9898111130663985,nan,demand_scale -> 0.8,1048651.6243,0.981485,0.001938,0.016577,260.7499,1030718.7474,0.780882,11889.2178,1274697.6622,1190.0,36916.8381,37711.9224,37711.9224,11728.6062,2936.3594,1251096.5025,1272226.7363,1060029.4897,2468.4755,2470.9259,929.2501,43700.6647,21130.2338,0.0,demand_scale_down
single_factor_global,-495.53080000006594,-0.0002460000000000795,5.3999999999999795e-05,0.0001920000000000012,322.49989999999997,1264.595500000054,-0.14528399999999997,475.1271000000015,-49.3355000000447,297.5,1798.1685999999972,1700.1096000000034,1700.1096000000034,914.9919000000009,111.16530000000012,-361.92500000004657,-117.79350000014529,0.0,42.20889999999963,68.45800000000008,-24.999900000000025,525.8537999999971,244.1314999999995,0.0,-0.04738669856752328,-0.025092387928325476,2.503477051460352,1.099278598419794,102.10617399024085,0.12207118556940397,-18.44487384246622,2.9715243388110135,-0.003874433603200468,20.0,4.231985641480055,3.9656289281687545,3.9656289281687545,5.041777669180543,3.350156751592631,-0.028991717324339788,-0.009270598523421138,0.0,1.6170587788409192,2.492498075229914,-2.1337301063011544,1.1434426612888575,1.097715252362725,nan,demand_scale -> 1.2,1045221.548,0.980131,0.002211,0.017658,638.3475,1037213.8198,0.642382,16464.4661,1273310.9812,1785.0,44288.119,44571.2312,44571.2312,19063.192,3429.3772,1248011.8638,1270495.9614,1060029.4897,2652.4356,2815.0198,1146.6525,46514.5,22484.0976,0.0,demand_scale_up
single_factor_global,-505.42399999999907,-0.0002550000000000052,5.600000000000006e-05,0.00019900000000000126,618.2411999999999,1418.1707999999635,-0.23620799999999997,547.7633999999998,-31.438300000037998,595.0,1907.4828999999954,1802.9181000000026,1802.9181000000026,915.2999000000018,116.5576000000001,-356.0973000000231,-102.59089999995194,0.0,44.2204999999999,71.1525999999999,-23.241199999999935,543.0530999999974,253.5063999999984,0.0,-0.04833276707883477,-0.026010402120817316,2.596198423736674,1.1393564639871825,195.74035072610968,0.13689578279845077,-29.988345313876692,3.425803905965092,-0.002468924120512291,40.0,4.489256593719148,4.20543720974168,4.20543720974168,5.043474807179374,3.512662949584386,-0.02852489400168533,-0.008074121628568869,0.0,1.694124881949905,2.5906061898916635,-1.9836258603660895,1.180841674787107,1.1398686439544454,nan,demand_scale -> 1.4,1045211.6548,0.980122,0.002213,0.017665,934.0888,1037367.3951,0.551458,16537.1024,1273328.8784,2082.5,44397.4333,44674.0397,44674.0397,19063.5,3434.7695,1248017.6915,1270511.164,1060029.4897,2654.4472,2817.7144,1148.4112,46531.6993,22493.4725,0.0,demand_scale_up_severe
single_factor_global,-204975.57110000006,-0.00153100000000006,0.00023999999999999976,0.0012910000000000005,88.8041,-197950.30279999995,-0.059701000000000004,-0.28650000000016007,-248186.83260000008,0.0,-3493.205399999999,-3576.680500000002,-3576.680500000002,-930.5322999999989,-334.7999999999997,-244886.9593,-247897.75,-207500.1409,-95.33910000000014,-289.08259999999973,-88.80409999999983,-6162.366099999999,-3010.7907000000014,0.0,-19.60143668450144,-0.1561644143018512,11.126564673157151,7.391503492499717,28.11612309227615,-19.10810859805959,-7.579481658469453,-0.0017918189113393622,-19.490699477991676,0.0,-8.221250830172771,-8.342866634961101,-8.342866634961101,-5.127408199560237,-10.08977154231771,-19.616477171905196,-19.510079207312696,-19.574940406490466,-3.6525218288511163,-10.52525379184986,-7.5793895868774595,-13.39975539440863,-13.537748602953137,nan,lead_time_scale -> 0.8,840741.5077,0.978846,0.002397,0.018757,404.6517,837998.9215,0.727965,15989.0525,1025173.4841,1487.5,38996.745,39294.4411,39294.4411,17217.6678,2983.4119,1003486.8295,1022716.0049,852529.3488,2514.8876,2457.4792,1082.8483,39826.2801,19229.1754,0.0,lead_time_scale_down
single_factor_global,97891.76890000002,4.899999999996574e-05,-3.899999999999997e-05,-9.999999999999593e-06,128.2235,85545.48220000009,-0.08620099999999997,-3728.7508,118436.41819999996,0.0,-0.7441000000035274,3545.258999999998,3545.258999999998,210.44040000000314,264.8678,116180.0673,118235.71939999983,100665.11009999993,101.11589999999978,200.69880000000012,-128.22349999999983,4165.114199999996,2055.652199999997,0.0,9.3612097272366,0.004998077270271103,-1.8080667593880377,-0.057254093667694905,40.5966358458953,8.257690646740329,-10.94385183567654,-23.320231061459136,9.301092286819177,0.0,-0.001751237629130128,8.269573707630729,8.269573707630729,1.159566231584603,7.982244895209978,9.306512868367586,9.305402129013252,9.49644430443999,3.873835939230864,7.307274134519752,-10.943817466682084,9.056831509860789,9.243054556634403,nan,lead_time_scale -> 1.3,1143608.8477,0.980426,0.002118,0.017456,444.0711,1121494.7065,0.701465,12260.5882,1391796.7349,1487.5,42489.2063,46416.3806,46416.3806,18358.6405,3583.0797,1364553.8561,1388849.4743,1160694.5998,2711.3426,2947.2606,1043.4289,50153.7604,24295.6183,0.0,lead_time_scale_up
single_factor_global,96201.6821000001,4.399999999993298e-05,-4.7999999999999866e-05,4.000000000000531e-06,128.2389,80639.7905,-0.08621199999999996,-9388.8125,116478.35219999985,0.0,0.0,2894.693299999999,2894.693299999999,212.6727000000028,223.82970000000023,114253.66330000013,116293.85679999995,100665.11009999993,92.37339999999995,184.49540000000025,-128.23889999999983,4183.861999999994,2040.1934999999976,0.0,9.199589836516314,0.004488069385545864,-2.225312934631426,0.022901637467081938,40.60151161509538,7.7841450727943755,-10.945248366693491,-58.71920346425827,9.147320728657652,0.0,0.0,6.752082035567736,6.752082035567736,1.171866624944271,6.745491449777521,9.15219979184492,9.152573419855077,9.49644430443999,3.5389033450619416,6.717321998725834,-10.945131849685097,9.09759765878908,9.173545907518257,nan,lead_time_scale -> 1.6,1141918.7609,0.980421,0.002109,0.01747,444.0865,1116589.0148,0.701454,6600.5265,1389838.6689,1487.5,42489.9504,45765.8149,45765.8149,18360.8728,3542.0416,1362627.4521,1386907.6117,1160694.5998,2702.6001,2931.0572,1043.4135,50172.5082,24280.1596,0.0,lead_time_scale_up_severe
single_factor_global,0.0,0.0034369999999999123,7.99999999999976e-06,-0.0034449999999999984,0.0,0.0,0.0,0.0,-4447.993200000143,0.0,0.0,0.0,0.0,0.0,-342.96889999999985,0.0,-4447.993200000143,0.0,0.0,0.0,0.0,0.0,-4447.993200000001,0.0,0.0,0.3505794199578236,0.3708854891052276,-19.724035268521693,0.0,0.0,0.0,0.0,-0.3493114353938263,0.0,0.0,0.0,0.0,0.0,-10.335955337873386,0.0,-0.3500665078468483,0.0,0.0,0.0,0.0,0.0,-19.999999910071807,nan,transport_cost_scale -> 0.8,1045717.0788,0.983814,0.002165,0.014021,315.8476,1035949.2243,0.787666,15989.339,1268912.3235,1487.5,42489.9504,42871.1216,42871.1216,18148.2001,2975.243,1248373.7888,1266165.7617,1060029.4897,2610.2267,2746.5618,1171.6524,45988.6462,17791.9729,0.0,transport_cost_scale_down
single_factor_global,0.0,-0.005110000000000059,-1.1000000000000159e-05,0.0051210000000000006,0.0,0.0,0.0,0.0,6671.989799999865,0.0,0.0,0.0,0.0,0.0,514.4535000000001,0.0,6671.989799999865,0.0,0.0,0.0,0.0,0.0,6671.989799999999,0.0,0.0,-0.5212280581857855,-0.5099675475197106,29.31982136722776,0.0,0.0,0.0,0.0,0.523967153090712,0.0,0.0,0.0,0.0,0.0,15.50393752731705,0.0,0.525099761770245,0.0,0.0,0.0,0.0,0.0,29.9999998651077,nan,transport_cost_scale -> 1.3,1045717.0788,0.975267,0.002146,0.022587,315.8476,1035949.2243,0.787666,15989.339,1280032.3065,1487.5,42489.9504,42871.1216,42871.1216,18148.2001,3832.6654,1248373.7888,1277285.7447,1060029.4897,2610.2267,2746.5618,1171.6524,45988.6462,28911.9559,0.0,transport_cost_scale_up
single_factor_global,0.0,-0.010167000000000037,-2.1999999999999884e-05,0.010189,0.0,0.0,0.0,0.0,13343.979599999962,0.0,0.0,0.0,0.0,0.0,1028.9070000000006,0.0,13343.979700000025,0.0,0.0,0.0,0.0,0.0,13343.979599999995,0.0,0.0,-1.0370500327935108,-1.019935095039401,58.336196038016716,0.0,0.0,0.0,0.0,1.0479343061814423,0.0,0.0,0.0,0.0,0.0,31.007875054634116,0.0,1.0501995314107255,0.0,0.0,0.0,0.0,0.0,59.99999973021539,nan,transport_cost_scale -> 1.6,1045717.0788,0.97021,0.002135,0.027655,315.8476,1035949.2243,0.787666,15989.339,1286704.2963,1487.5,42489.9504,42871.1216,42871.1216,18148.2001,4347.1189,1248373.7888,1283957.7346,1060029.4897,2610.2267,2746.5618,1171.6524,45988.6462,35583.9457,0.0,transport_cost_scale_up_severe
