rule,threshold_mode,value_kind,item_filter,include_internal_rollup,snapshot_count,real_mean_eur,sim_mean_eur,bias_eur,bias_pct_real_mean,mae_eur,mae_pct_real_mean,corr,first_real_eur,first_sim_eur,first_error_eur,min_sim_eur,max_sim_eur
subset/coverage/useful/038005+333362+734545,coverage,useful,subset_038005+333362+734545,False,52,259678.40000000002,29869.023909449883,-229809.37609055013,-0.8849768640385574,229809.37609055013,0.8849768640385574,-0.2555031117076792,220644.25,99910.20395970001,-120734.04604029999,1808.50543875,171453.2989117
subset/target_stock/immobilized/038005+333362+708073,target_stock,immobilized,subset_038005+333362+708073,False,52,259678.40000000002,427777.70210499904,168099.3021049991,0.6473364827609809,229877.04719517607,0.8852374598548668,0.40272688200683715,220644.25,6384.240599999994,-214260.0094,6384.240599999994,598476.9131074301
subset/demand_180d/useful/344135+708073+734545,demand_180d,useful,subset_344135+708073+734545,False,52,259678.40000000002,29477.760866829645,-230200.6391331703,-0.8864835855934505,230200.6391331703,0.8864835855934505,0.12498983290431205,220644.25,37773.28724,-182870.96276,4291.732428451201,43189.07524
subset/coverage/useful/038005+333362+344135,coverage,useful,subset_038005+333362+344135,False,52,259678.40000000002,29425.434705171643,-230252.96529482832,-0.886685089305958,230252.96529482832,0.886685089305958,-0.25431149532127106,220644.25,99210.4159197,-121433.8340803,1818.07492362617,168878.9659197
subset/max_safety_coverage/immobilized/708073+734545,max_safety_coverage,immobilized,subset_708073+734545,False,52,259678.40000000002,29351.08684382098,-230327.313156179,-0.8869713967591413,230327.313156179,0.8869713967591413,0.3586436927166917,220644.25,6384.240599999994,-214260.0094,6384.240599999994,40095.3465535
subset/coverage/useful/038005+333362,coverage,useful,subset_038005+333362,False,52,259678.40000000002,29329.967688617373,-230348.43231138267,-0.8870527248757796,230348.43231138267,0.8870527248757796,-0.2546602241583569,220644.25,99210.4159197,-121433.8340803,1799.79849344,168878.96591970001
subset/safety_plus_coverage/immobilized/708073+734545,safety_plus_coverage,immobilized,subset_708073+734545,False,52,259678.40000000002,29272.956479178454,-230405.4435208215,-0.887272270319062,230405.4435208215,0.887272270319062,0.35442080805621906,220644.25,8411.018179999997,-212233.23182000002,8411.018179999997,39412.37159994
subset/target_stock/immobilized/038005+333362+344135+708073,target_stock,immobilized,subset_038005+333362+344135+708073,False,52,259678.40000000002,428562.1106049992,168883.7106049991,0.6503571748940192,230661.45569517603,0.888258151987905,0.40318039150049845,220644.25,6384.240599999994,-214260.0094,6384.240599999994,599984.9391074302
subset/coverage/immobilized/038005+344135,coverage,immobilized,subset_038005+344135,False,52,259678.40000000002,466678.10992840386,206999.7099284038,0.79713872978424,231047.3064344654,0.889744031211165,0.3940258899949857,220644.25,111479.0001053,-109165.2498947,111479.0001053,575926.2877906089
subset/safety_plus_coverage/immobilized/038005+344135,safety_plus_coverage,immobilized,subset_038005+344135,False,52,259678.40000000002,466678.10992840386,206999.7099284038,0.79713872978424,231047.3064344654,0.889744031211165,0.3940258899949857,220644.25,111479.0001053,-109165.2498947,111479.0001053,575926.2877906089
subset/max_safety_coverage/immobilized/344135+708073,max_safety_coverage,immobilized,subset_344135+708073,False,52,259678.40000000002,28373.626858164338,-231304.77314183567,-0.8907355141661211,231304.77314183567,0.8907355141661211,0.39412584933124445,220644.25,6384.240599999994,-214260.0094,6384.240599999994,39966.16784921721
subset/target_stock/useful/344135+708073+734545,target_stock,useful,subset_344135+708073+734545,False,52,259678.40000000002,28348.35424969231,-231330.04575030768,-0.8908328368871176,231330.04575030768,0.8908328368871176,-0.272139028548698,220644.25,31389.04664,-189255.20335999998,26040.380011999998,34366.877160000004
subset/safety_plus_coverage/immobilized/344135+708073,safety_plus_coverage,immobilized,subset_344135+708073,False,52,259678.40000000002,28135.05956068746,-231543.34043931257,-0.8916542170596883,231543.34043931257,0.8916542170596883,0.391433644942171,220644.25,8411.018179999997,-212233.23182000002,8411.018179999997,39295.166847359316
subset/target_stock/immobilized/038005+333362+708073+734545,target_stock,immobilized,subset_038005+333362+708073+734545,False,52,259678.40000000002,429828.271648076,170149.87164807602,0.6552330561497453,231552.5463567145,0.8916896682847495,0.4008914366841393,220644.25,6384.240599999994,-214260.0094,6384.240599999994,600547.1087314301
subset/coverage/useful/042342+344135+708073+734545,coverage,useful,subset_042342+344135+708073+734545,False,52,259678.40000000002,27930.98427021248,-231747.4157297875,-0.8924400940924908,231747.4157297875,0.8924400940924908,-0.3045232530990137,220644.25,122812.57083200003,-97831.67916799997,166.90071041616997,124687.11578400002
subset/coverage/immobilized/038005+734545,coverage,immobilized,subset_038005+734545,False,52,259678.40000000002,467816.00684689474,208137.60684689487,0.8015206765248664,231748.44022464874,0.8924440393373062,0.3908234805853963,220644.25,111479.0001053,-109165.2498947,111479.0001053,577245.09803103
subset/safety_plus_coverage/immobilized/038005+734545,safety_plus_coverage,immobilized,subset_038005+734545,False,52,259678.40000000002,467816.00684689474,208137.60684689487,0.8015206765248664,231748.44022464874,0.8924440393373062,0.3908234805853963,220644.25,111479.0001053,-109165.2498947,111479.0001053,577245.09803103
subset/coverage/useful/042342+708073+734545,coverage,useful,subset_042342+708073+734545,False,52,259678.40000000002,27835.517253658214,-231842.88274634178,-0.8928077296623121,231842.88274634178,0.8928077296623121,-0.30475498507704596,220644.25,122812.57083200003,-97831.67916799997,148.62428022999998,124687.11578400002
subset/coverage/useful/042342+344135+708073,coverage,useful,subset_042342+344135+708073,False,52,259678.40000000002,27391.928049379978,-232286.4719506201,-0.8945159549297134,232286.4719506201,0.8945159549297134,-0.3048484519896545,220644.25,122112.78279200001,-98531.46720799999,158.19376510616996,122112.78279200001
target_stock/immobilized/exclude_042342/direct_only,target_stock,immobilized,exclude_042342,False,52,259678.40000000002,430612.68014807603,170934.280148076,0.6582537482827836,232336.9548567145,0.8947103604177878,0.40134938633364603,220644.25,6384.240599999994,-214260.0094,6384.240599999994,602055.1347314301
subset/target_stock/immobilized/038005+333362+344135+708073+734545,target_stock,immobilized,subset_038005+333362+344135+708073+734545,False,52,259678.40000000002,430612.68014807603,170934.280148076,0.6582537482827836,232336.9548567145,0.8947103604177878,0.40134938633364603,220644.25,6384.240599999994,-214260.0094,6384.240599999994,602055.1347314301
subset/coverage/useful/042342+708073,coverage,useful,subset_042342+708073,False,52,259678.40000000002,27296.46103282571,-232381.93896717433,-0.8948835904995345,232381.93896717433,0.8948835904995345,-0.30508437638388236,220644.25,122112.78279200001,-98531.46720799999,139.91733491999997,122112.78279200001
subset/demand_180d/useful/708073+734545,demand_180d,useful,subset_708073+734545,False,52,259678.40000000002,27078.432488569353,-232599.96751143067,-0.8957232003564048,232599.96751143067,0.8957232003564048,0.05607810701879862,220644.25,37773.28724,-182870.96276,3821.7670807032,43189.07524
subset/coverage/stock/038005+344135+734545,coverage,stock,subset_038005+344135+734545,False,52,259678.40000000002,485068.17281280673,225389.7728128068,0.8679573380489358,232794.05158876829,0.8964706020553433,0.4045551494041126,220644.25,172525.08156500003,-48119.16843499997,172525.08156500003,584653.77464839
subset/demand_180d/stock/038005+344135+734545,demand_180d,stock,subset_038005+344135+734545,False,52,259678.40000000002,485068.17281280673,225389.7728128068,0.8679573380489358,232794.05158876829,0.8964706020553433,0.4045551494041126,220644.25,172525.08156500003,-48119.16843499997,172525.08156500003,584653.77464839
subset/demand_90d/stock/038005+344135+734545,demand_90d,stock,subset_038005+344135+734545,False,52,259678.40000000002,485068.17281280673,225389.7728128068,0.8679573380489358,232794.05158876829,0.8964706020553433,0.4045551494041126,220644.25,172525.08156500003,-48119.16843499997,172525.08156500003,584653.77464839
subset/max_safety_coverage/stock/038005+344135+734545,max_safety_coverage,stock,subset_038005+344135+734545,False,52,259678.40000000002,485068.17281280673,225389.7728128068,0.8679573380489358,232794.05158876829,0.8964706020553433,0.4045551494041126,220644.25,172525.08156500003,-48119.16843499997,172525.08156500003,584653.77464839
subset/safety_plus_coverage/stock/038005+344135+734545,safety_plus_coverage,stock,subset_038005+344135+734545,False,52,259678.40000000002,485068.17281280673,225389.7728128068,0.8679573380489358,232794.05158876829,0.8964706020553433,0.4045551494041126,220644.25,172525.08156500003,-48119.16843499997,172525.08156500003,584653.77464839
subset/target_stock/stock/038005+344135+734545,target_stock,stock,subset_038005+344135+734545,False,52,259678.40000000002,485068.17281280673,225389.7728128068,0.8679573380489358,232794.05158876829,0.8964706020553433,0.4045551494041126,220644.25,172525.08156500003,-48119.16843499997,172525.08156500003,584653.77464839
subset/demand_180d/useful/344135+708073,demand_180d,useful,subset_344135+708073,False,52,259678.40000000002,26605.96218800645,-233072.43781199356,-0.8975426443323493,233072.43781199356,0.8975426443323493,0.11190424390648163,220644.25,37073.4992,-183570.7508,4067.839581948,38406.139339999994
subset/demand_90d/immobilized/344135+708073+734545,demand_90d,immobilized,subset_344135+708073+734545,False,52,259678.40000000002,26162.67074213549,-233515.72925786453,-0.8992497229567977,233515.72925786453,0.8992497229567977,0.25520106226005423,220644.25,0.0,-220644.25,0.0,41058.5957866266
subset/safety_plus_coverage/useful/038005+344135+708073+734545,safety_plus_coverage,useful,subset_038005+344135+708073+734545,False,52,259678.40000000002,26153.710484839845,-233524.68951516013,-0.8992842281651463,233524.68951516013,0.8992842281651463,-0.29962183036926315,220644.25,89708.5624797,-130935.6875203,8276.70127270479,91583.1074317
subset/safety_plus_coverage/useful/038005+708073+734545,safety_plus_coverage,useful,subset_038005+708073+734545,False,52,259678.40000000002,26058.24346828558,-233620.15653171443,-0.8996518637349675,233620.15653171443,0.8996518637349675,-0.29997010843130145,220644.25,89708.5624797,-130935.6875203,8231.71673988,91583.1074317
subset/target_stock/useful/708073+734545,target_stock,useful,subset_708073+734545,False,52,259678.40000000002,25958.347249692313,-233720.05275030766,-0.9000365557948125,233720.05275030766,0.9000365557948125,-0.30249436898763693,220644.25,31389.04664,-189255.20335999998,24056.814012,34366.877160000004
subset/target_stock/useful/344135+708073,target_stock,useful,subset_344135+708073,False,52,259678.40000000002,25643.022170000004,-234035.37782999998,-0.9012508465471135,234035.37782999998,0.9012508465471135,-0.28026775738938503,220644.25,30689.2586,-189954.9914,23466.047019999998,30689.2586
subset/safety_plus_coverage/useful/038005+344135+708073,safety_plus_coverage,useful,subset_038005+344135+708073,False,52,259678.40000000002,25614.654264007346,-234063.74573599265,-0.9013600890023684,234063.74573599265,0.9013600890023684,-0.29997788001610903,220644.25,89008.7744397,-131635.4755603,8237.20834447479,89008.7744397
subset/safety_plus_coverage/useful/038005+708073,safety_plus_coverage,useful,subset_038005+708073,False,52,259678.40000000002,25519.187247453076,-234159.2127525469,-0.9017277245721896,234159.2127525469,0.9017277245721896,-0.30033570911453916,220644.25,89008.7744397,-131635.4755603,8192.22381165,89008.7744397
max_safety_coverage/immobilized/only_708073/direct_only,max_safety_coverage,immobilized,only_708073,False,52,259678.40000000002,25335.592810384613,-234342.8071896154,-0.9024347315356818,234342.8071896154,0.9024347315356818,0.3876823946114935,220644.25,6384.240599999994,-214260.0094,6384.240599999994,35567.79576
subset/max_safety_coverage/immobilized/708073,max_safety_coverage,immobilized,subset_708073,False,52,259678.40000000002,25335.592810384613,-234342.8071896154,-0.9024347315356818,234342.8071896154,0.9024347315356818,0.3876823946114935,220644.25,6384.240599999994,-214260.0094,6384.240599999994,35567.79576
safety_plus_coverage/immobilized/only_708073/direct_only,safety_plus_coverage,immobilized,only_708073,False,52,259678.40000000002,25056.111077241734,-234622.28892275828,-0.9035109925306004,234622.28892275828,0.9035109925306004,0.38268484895279004,220644.25,8411.018179999997,-212233.23182000002,8411.018179999997,34855.86126604
subset/safety_plus_coverage/immobilized/708073,safety_plus_coverage,immobilized,subset_708073,False,52,259678.40000000002,25056.111077241734,-234622.28892275828,-0.9035109925306004,234622.28892275828,0.9035109925306004,0.38268484895279004,220644.25,8411.018179999997,-212233.23182000002,8411.018179999997,34855.86126604
subset/coverage/immobilized/038005+344135+734545,coverage,immobilized,subset_038005+344135+734545,False,52,259678.40000000002,470894.95533034054,211216.55533034058,0.8133774519957785,234827.3887080944,0.9043008148082181,0.39136642191684873,220644.25,111479.0001053,-109165.2498947,111479.0001053,581527.849365939
subset/safety_plus_coverage/immobilized/038005+344135+734545,safety_plus_coverage,immobilized,subset_038005+344135+734545,False,52,259678.40000000002,470894.95533034054,211216.55533034058,0.8133774519957785,234827.3887080944,0.9043008148082181,0.39136642191684873,220644.25,111479.0001053,-109165.2498947,111479.0001053,581527.849365939
subset/demand_90d/immobilized/708073+734545,demand_90d,immobilized,subset_708073+734545,False,52,259678.40000000002,24215.688312124934,-235462.71168787504,-0.9067473909569491,235462.71168787504,0.9067473909569491,0.24590652996601214,220644.25,0.0,-220644.25,0.0,37841.5039836484
demand_180d/useful/only_708073/direct_only,demand_180d,useful,only_708073,False,52,259678.40000000002,24206.633809746152,-235471.76619025384,-0.9067822590953033,235471.76619025384,0.9067822590953033,0.035572118886786325,220644.25,37073.4992,-183570.7508,3597.8742342,37073.4992
subset/demand_180d/useful/708073,demand_180d,useful,subset_708073,False,52,259678.40000000002,24206.633809746152,-235471.76619025384,-0.9067822590953033,235471.76619025384,0.9067822590953033,0.035572118886786325,220644.25,37073.4992,-183570.7508,3597.8742342,37073.4992
demand_90d/immobilized/only_038005/direct_only,demand_90d,immobilized,only_038005,False,52,259678.40000000002,406929.62617182604,147251.22617182604,0.5670522699301368,235978.1623256722,0.9087323486499923,0.3314817756501668,220644.25,0.0,-220644.25,0.0,537721.9341763901
subset/demand_90d/immobilized/038005,demand_90d,immobilized,subset_038005,False,52,259678.40000000002,406929.62617182604,147251.22617182604,0.5670522699301368,235978.1623256722,0.9087323486499923,0.3314817756501668,220644.25,0.0,-220644.25,0.0,537721.9341763901
subset/max_safety_coverage/useful/042342+344135+734545,max_safety_coverage,useful,subset_042342+344135+734545,False,52,259678.40000000002,23372.757072005195,-236305.64292799484,-0.9099934493126683,236305.64292799484,0.9099934493126683,-0.30488499417741016,220644.25,101330.08981200002,-119314.16018799998,38.54767916013,104307.92033200002
target_stock/useful/only_708073/direct_only,target_stock,useful,only_708073,False,52,259678.40000000002,23253.01517000001,-236425.38483,-0.9104545654548086,236425.38483,0.9104545654548086,-0.30991654452464484,220644.25,30689.2586,-189954.9914,21482.48102,30689.2586
subset/target_stock/useful/708073,target_stock,useful,subset_708073,False,52,259678.40000000002,23253.01517000001,-236425.38483,-0.9104545654548086,236425.38483,0.9104545654548086,-0.30991654452464484,220644.25,30689.2586,-189954.9914,21482.48102,30689.2586
subset/demand_90d/immobilized/344135+708073,demand_90d,immobilized,subset_344135+708073,False,52,259678.40000000002,23249.467616470167,-236428.93238352984,-0.910468226789482,236428.93238352984,0.910468226789482,0.29175457771252444,220644.25,0.0,-220644.25,0.0,36732.236736051906
subset/max_safety_coverage/useful/042342+734545,max_safety_coverage,useful,subset_042342+734545,False,52,259678.40000000002,23236.37561978493,-236442.02438021504,-0.9105186429838409,236442.02438021504,0.9105186429838409,-0.30528126568127545,220644.25,101330.08981200002,-119314.16018799998,12.43849317816,104307.92033200002
subset/coverage/useful/042342+344135+734545,coverage,useful,subset_042342+344135+734545,False,52,259678.40000000002,23130.491267838832,-236547.9087321612,-0.9109263948490177,236547.9087321612,0.9109263948490177,-0.30549643870566795,220644.25,101330.08981200002,-119314.16018799998,26.983375496169998,103204.63476400002
subset/safety_plus_coverage/useful/042342+344135+734545,safety_plus_coverage,useful,subset_042342+344135+734545,False,52,259678.40000000002,23130.491267838832,-236547.9087321612,-0.9109263948490177,236547.9087321612,0.9109263948490177,-0.30549643870566795,220644.25,101330.08981200002,-119314.16018799998,26.983375496169998,103204.63476400002
subset/coverage/useful/042342+734545,coverage,useful,subset_042342+734545,False,52,259678.40000000002,23035.024251284558,-236643.3757487154,-0.9112940304188387,236643.3757487154,0.9112940304188387,-0.3057753633490866,220644.25,101330.08981200002,-119314.16018799998,8.70694531,103204.63476400002
subset/safety_plus_coverage/useful/042342+734545,safety_plus_coverage,useful,subset_042342+734545,False,52,259678.40000000002,23035.024251284558,-236643.3757487154,-0.9112940304188387,236643.3757487154,0.9112940304188387,-0.3057753633490866,220644.25,101330.08981200002,-119314.16018799998,8.70694531,103204.63476400002
subset/max_safety_coverage/useful/042342+344135,max_safety_coverage,useful,subset_042342+344135,False,52,259678.40000000002,22632.349482672333,-237046.05051732768,-0.9128446975848883,237046.05051732768,0.9128446975848883,-0.30578888117293274,220644.25,100630.30177200002,-120013.94822799998,26.10918598197,100630.30177200002
subset/coverage/useful/042342+344135,coverage,useful,subset_042342+344135,False,52,259678.40000000002,22591.435047006333,-237086.96495299367,-0.9130022556862398,237086.96495299367,0.9130022556862398,-0.30591132085331735,220644.25,100630.30177200002,-120013.94822799998,18.27643018617,100630.30177200002
subset/safety_plus_coverage/useful/042342+344135,safety_plus_coverage,useful,subset_042342+344135,False,52,259678.40000000002,22591.435047006333,-237086.96495299367,-0.9130022556862398,237086.96495299367,0.9130022556862398,-0.30591132085331735,220644.25,100630.30177200002,-120013.94822799998,18.27643018617,100630.30177200002
coverage/useful/only_042342/direct_only,coverage,useful,only_042342,False,52,259678.40000000002,22495.968030452055,-237182.4319695479,-0.9133698912560609,237182.4319695479,0.9133698912560609,-0.30619634211962043,220644.25,100630.30177200002,-120013.94822799998,0.0,100630.30177200002
max_safety_coverage/useful/only_042342/direct_only,max_safety_coverage,useful,only_042342,False,52,259678.40000000002,22495.968030452055,-237182.4319695479,-0.9133698912560609,237182.4319695479,0.9133698912560609,-0.30619634211962043,220644.25,100630.30177200002,-120013.94822799998,0.0,100630.30177200002
safety_plus_coverage/useful/only_042342/direct_only,safety_plus_coverage,useful,only_042342,False,52,259678.40000000002,22495.968030452055,-237182.4319695479,-0.9133698912560609,237182.4319695479,0.9133698912560609,-0.30619634211962043,220644.25,100630.30177200002,-120013.94822799998,0.0,100630.30177200002
subset/coverage/useful/042342,coverage,useful,subset_042342,False,52,259678.40000000002,22495.968030452055,-237182.4319695479,-0.9133698912560609,237182.4319695479,0.9133698912560609,-0.30619634211962043,220644.25,100630.30177200002,-120013.94822799998,0.0,100630.30177200002
subset/max_safety_coverage/useful/042342,max_safety_coverage,useful,subset_042342,False,52,259678.40000000002,22495.968030452055,-237182.4319695479,-0.9133698912560609,237182.4319695479,0.9133698912560609,-0.30619634211962043,220644.25,100630.30177200002,-120013.94822799998,0.0,100630.30177200002
subset/safety_plus_coverage/useful/042342,safety_plus_coverage,useful,subset_042342,False,52,259678.40000000002,22495.968030452055,-237182.4319695479,-0.9133698912560609,237182.4319695479,0.9133698912560609,-0.30619634211962043,220644.25,100630.30177200002,-120013.94822799998,0.0,100630.30177200002
subset/demand_90d/immobilized/038005+344135,demand_90d,immobilized,subset_038005+344135,False,52,259678.40000000002,408876.60860183655,149198.20860183655,0.5745499379302882,237925.1447556827,0.9162300166501437,0.3317984417036811,220644.25,0.0,-220644.25,0.0,540595.8830536869
subset/target_stock/immobilized/333362+344135+734545,target_stock,immobilized,subset_333362+344135+734545,False,52,259678.40000000002,21532.787418076925,-238145.61258192308,-0.9170790199798021,238145.61258192308,0.9170790199798021,0.26262552274430084,220644.25,0.0,-220644.25,0.0,92494.416124
demand_90d/immobilized/only_708073/direct_only,demand_90d,immobilized,only_708073,False,52,259678.40000000002,21302.485186459617,-238375.91481354038,-0.9179658947896335,238375.91481354038,0.9179658947896335,0.2845323937989972,220644.25,0.0,-220644.25,0.0,33594.3524047
subset/demand_90d/immobilized/708073,demand_90d,immobilized,subset_708073,False,52,259678.40000000002,21302.485186459617,-238375.91481354038,-0.9179658947896335,238375.91481354038,0.9179658947896335,0.2845323937989972,220644.25,0.0,-220644.25,0.0,33594.3524047
coverage/useful/packaging_only/direct_only,coverage,useful,packaging_only,False,52,259678.40000000002,21226.289683298375,-238452.11031670158,-0.9182593173583231,238452.11031670158,0.9182593173583231,-0.22318265349101052,220644.25,61046.39156,-159597.85844,166.90071041616997,132589.486512
subset/coverage/useful/333362+344135+708073+734545,coverage,useful,subset_333362+344135+708073+734545,False,52,259678.40000000002,21226.289683298375,-238452.11031670158,-0.9182593173583231,238452.11031670158,0.9182593173583231,-0.22318265349101052,220644.25,61046.39156,-159597.85844,166.90071041616997,132589.486512
subset/coverage/useful/333362+708073+734545,coverage,useful,subset_333362+708073+734545,False,52,259678.40000000002,21130.8226667441,-238547.57733325587,-0.9186269529281444,238547.57733325587,0.9186269529281444,-0.2237720355020284,220644.25,61046.39156,-159597.85844,148.62428022999998,132589.486512
subset/demand_90d/immobilized/038005+734545,demand_90d,immobilized,subset_038005+734545,False,52,259678.40000000002,409842.8292974914,150164.42929749133,0.5782707737628209,238891.36545133748,0.9199508524826765,0.3286374676103061,220644.25,0.0,-220644.25,0.0,541589.3576665245
subset/target_stock/immobilized/333362+734545,target_stock,immobilized,subset_333362+734545,False,52,259678.40000000002,20748.378918076924,-238930.02108192307,-0.9200997121128406,238930.02108192307,0.9200997121128406,0.2565029614229031,220644.25,0.0,-220644.25,0.0,90986.390124
subset/coverage/useful/333362+344135+708073,coverage,useful,subset_333362+344135+708073,False,52,259678.40000000002,20687.233462465872,-238991.16653753418,-0.9203351781955456,238991.16653753418,0.9203351781955456,-0.22050523509524364,220644.25,60346.60352,-160297.64648,158.19376510616996,130015.15351999999
subset/coverage/useful/333362+708073,coverage,useful,subset_333362+708073,False,52,259678.40000000002,20591.766445911606,-239086.63355408842,-0.9207028137653667,239086.63355408842,0.9207028137653667,-0.22112001180348825,220644.25,60346.60352,-160297.64648,139.91733491999997,130015.15351999999
subset/target_stock/immobilized/333362+344135,target_stock,immobilized,subset_333362+344135,False,52,259678.40000000002,19482.217875,-240196.18212499996,-0.9249755933685664,240196.18212499996,0.9249755933685664,0.26738528417700425,220644.25,0.0,-220644.25,0.0,90424.2205
subset/coverage/useful/038005+344135+708073+734545,coverage,useful,subset_038005+344135+708073+734545,False,52,259678.40000000002,18973.710484839852,-240704.68951516013,-0.9269338131903159,240704.68951516013,0.9269338131903159,-0.2996218303692631,220644.25,82528.5624797,-138115.68752029998,1096.70127270479,84403.1074317
subset/coverage/useful/038005+708073+734545,coverage,useful,subset_038005+708073+734545,False,52,259678.40000000002,18878.243468285575,-240800.15653171443,-0.9273014487601372,240800.15653171443,0.9273014487601372,-0.29997010843130156,220644.25,82528.5624797,-138115.68752029998,1051.71673988,84403.1074317
subset/demand_90d/immobilized/038005+344135+734545,demand_90d,immobilized,subset_038005+344135+734545,False,52,259678.40000000002,411789.81172750186,152111.4117275019,0.5857684417629725,240838.34788134802,0.927448520482828,0.32896483401004994,220644.25,0.0,-220644.25,0.0,544463.3065438214
subset/demand_90d/useful/344135+708073+734545,demand_90d,useful,subset_344135+708073+734545,False,52,259678.40000000002,18804.250460249124,-240874.14953975088,-0.9275863897026124,240874.14953975088,0.9275863897026124,-0.16155807276006787,220644.25,37773.28724,-182870.96276,2145.8662142256,43189.07524
target_stock/immobilized/only_333362/direct_only,target_stock,immobilized,only_333362,False,52,259678.40000000002,18697.809375000004,-240980.590625,-0.9279962855016051,240980.590625,0.9279962855016051,0.2612778954054702,220644.25,0.0,-220644.25,0.0,88916.1945
subset/target_stock/immobilized/333362,target_stock,immobilized,subset_333362,False,52,259678.40000000002,18697.809375000004,-240980.590625,-0.9279962855016051,240980.590625,0.9279962855016051,0.2612778954054702,220644.25,0.0,-220644.25,0.0,88916.1945
subset/coverage/useful/038005+344135+708073,coverage,useful,subset_038005+344135+708073,False,52,259678.40000000002,18434.65426400735,-241243.74573599265,-0.929009674027538,241243.74573599265,0.929009674027538,-0.299977880016109,220644.25,81828.7744397,-138815.4755603,1057.20834447479,81828.7744397
subset/coverage/useful/038005+708073,coverage,useful,subset_038005+708073,False,52,259678.40000000002,18339.18724745308,-241339.2127525469,-0.9293773095973592,241339.2127525469,0.9293773095973592,-0.3003357091145391,220644.25,81828.7744397,-138815.4755603,1012.22381165,81828.7744397
subset/demand_90d/useful/708073+734545,demand_90d,useful,subset_708073+734545,False,52,259678.40000000002,17576.817390259675,-242101.5826097403,-0.9323131327431942,242101.5826097403,0.9323131327431942,-0.1820044965157109,220644.25,37773.28724,-182870.96276,1910.8835403515998,43189.07524
subset/demand_90d/useful/344135+708073,demand_90d,useful,subset_344135+708073,False,52,259678.40000000002,16961.55196314522,-242716.8480368548,-0.9346824689186886,242716.8480368548,0.9346824689186886,-0.17424945564113725,220644.25,37073.4992,-183570.7508,2033.9197909739999,37073.4992
subset/target_stock/immobilized/344135+708073+734545,target_stock,immobilized,subset_344135+708073+734545,False,52,259678.40000000002,16618.566952692305,-243059.8330473077,-0.9360032757722925,243059.8330473077,0.9360032757722925,0.35521501622189683,220644.25,6384.240599999994,-214260.0094,5442.736363999999,24843.536364
max_safety_coverage/immobilized/only_038005/direct_only,max_safety_coverage,immobilized,only_038005,False,52,259678.40000000002,438512.8613323431,178834.46133234317,0.6886766913703379,243067.68357636622,0.9360335075091583,0.37557213587928845,220644.25,0.0,-220644.25,0.0,566330.5144460901
subset/max_safety_coverage/immobilized/038005,max_safety_coverage,immobilized,subset_038005,False,52,259678.40000000002,438512.8613323431,178834.46133234317,0.6886766913703379,243067.68357636622,0.9360335075091583,0.37557213587928845,220644.25,0.0,-220644.25,0.0,566330.5144460901
subset/coverage/useful/333362+344135+734545,coverage,useful,subset_333362+344135+734545,False,52,259678.40000000002,16425.796680924723,-243252.60331907528,-0.93674561811485,243252.60331907528,0.93674561811485,-0.1823476466448732,220644.25,39563.91054,-181080.33946,26.983375496169998,111107.005492
subset/coverage/useful/333362+734545,coverage,useful,subset_333362+734545,False,52,259678.40000000002,16330.329664370453,-243348.07033562954,-0.9371132536846712,243348.07033562954,0.9371132536846712,-0.18327202389785843,220644.25,39563.91054,-181080.33946,8.70694531,111107.005492
subset/coverage/useful/333362+344135,coverage,useful,subset_333362+344135,False,52,259678.40000000002,15886.74046009222,-243791.65953990776,-0.938821478952072,243791.65953990776,0.938821478952072,-0.17626107544460992,220644.25,38864.1225,-181780.1275,18.27643018617,108532.6725
subset/target_stock/immobilized/708073+734545,target_stock,immobilized,subset_708073+734545,False,52,259678.40000000002,15834.158452692303,-243844.24154730767,-0.9390239679053308,243844.24154730767,0.9390239679053308,0.3436972395961751,220644.25,6384.240599999994,-214260.0094,5385.510364,23335.510364
coverage/useful/only_333362/direct_only,coverage,useful,only_333362,False,52,259678.40000000002,15791.273443537952,-243887.12655646203,-0.9391891145218932,243887.12655646203,0.9391891145218932,-0.17724106979816986,220644.25,38864.1225,-181780.1275,0.0,108532.6725
subset/coverage/useful/333362,coverage,useful,subset_333362,False,52,259678.40000000002,15791.273443537952,-243887.12655646203,-0.9391891145218932,243887.12655646203,0.9391891145218932,-0.17724106979816986,220644.25,38864.1225,-181780.1275,0.0,108532.6725
demand_90d/useful/only_708073/direct_only,demand_90d,useful,only_708073,False,52,259678.40000000002,15734.11889315577,-243944.28110684422,-0.9394092119592704,243944.28110684422,0.9394092119592704,-0.19653051427869908,220644.25,37073.4992,-183570.7508,1798.9371170999998,37073.4992
subset/demand_90d/useful/708073,demand_90d,useful,subset_708073,False,52,259678.40000000002,15734.11889315577,-243944.28110684422,-0.9394092119592704,243944.28110684422,0.9394092119592704,-0.19653051427869908,220644.25,37073.4992,-183570.7508,1798.9371170999998,37073.4992
subset/demand_180d/immobilized/344135+708073+734545,demand_180d,immobilized,subset_344135+708073+734545,False,52,259678.40000000002,15489.160335554961,-244189.23966444505,-0.9403525270659594,244189.23966444505,0.9403525270659594,0.04277051291415457,220644.25,0.0,-220644.25,0.0,38446.838049253194
subset/demand_180d/immobilized/708073+734545,demand_180d,immobilized,subset_708073+734545,False,52,259678.40000000002,14714.07321381526,-244964.32678618474,-0.9433373233437388,244964.32678618474,0.9433373233437388,0.04224445248589946,220644.25,0.0,-220644.25,0.0,35930.62044329679
