item_id,initial_qty,final_qty,total_arrivals_qty,implied_consumption_qty,component_item_id,component_code,component_type,bom_qty_per_1000,bom_uom
item:038005,37598.5325,34981.806268,120000.0,122616.726232,item:038005,038005,MP,17499.176,G
item:042342,78749996.0,45933602.0,390000000.0,422816394.0,item:042342,042342,MP,60342.0,UN.
item:333362,142250.0,864250.0,7729000.0,7007000.0,item:333362,333362,Pack,1000.0,UN.
item:344135,0.0,1033000.0,8040000.0,7007000.0,item:344135,344135,Pack,1000.0,UN.
item:708073,10326.88,9761.37,55000.0,55565.509999999995,item:708073,708073,Pack,7930.0,G
item:730384,68387.0,432903.0,1850000.0,1485484.0,item:730384,730384,Pack,212.0,M
item:734545,1641.0,8685.0,63100.0,56056.0,item:734545,734545,Pack,8.0,UN.
item:773474,14593000.0,20414458.974,73472068.0,67650609.026,item:773474,773474,MP,9654.718,G
