day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,warehouse_operating_cost_day,inventory_risk_cost_day,legacy_raw_holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_ordered_qty,estimated_source_arrived_qty,estimated_source_rejected_qty,supplier_capacity_binding_qty
0,40.0,0.0,40.0,7832.3915,40.0,22699.2913,106099.599,32.4477,41.7184,18.5415,92.7076,1536138.5643,287057.0909,0.0,0.0,0.0,0.0,25486.3441,0.0,1440.0
1,47.5,0.0,87.5,7832.3915,38.0,22528.1713,115447.6089,34.6531,44.554,19.8018,99.009,1535037.719,286920.7189,0.0,0.0,0.0,0.0,25486.3441,0.0,1440.0
2,52.5,70.0,70.0,7667.5915,49.6,22487.3235,124161.3079,36.6322,47.0985,20.9327,104.6633,1534883.3404,286920.5584,0.0,0.0,0.0,0.0,25486.3441,0.0,1440.0
3,60.0,73.75,56.25,7601.3415,57.92,22520.681,132455.8059,38.5062,49.508,22.0036,110.0178,1535047.526,286921.0698,0.0,0.0,0.0,0.0,25486.3441,0.0,1440.0
4,55.0,111.25,0.0,7810.3515,55.584,22425.8345,141105.3396,40.4585,52.0181,23.1191,115.5957,1534525.676,286920.0714,0.0,0.0,0.0,0.0,25486.3441,0.0,1440.0
5,50.0,50.0,0.0,7615.4335,51.1168,22416.3472,149800.2762,42.3599,54.4627,24.2056,121.0281,1534484.4004,286919.8811,0.0,0.0,0.0,0.0,25486.3441,0.0,1440.0
6,45.0,45.0,0.0,7559.2347,46.2234,22406.4317,158639.6941,44.2999,56.9571,25.3143,126.5713,1534441.8417,286919.6773,0.0,0.0,0.0,0.0,25486.3441,0.0,1440.0
7,40.0,40.0,0.0,7482.5915,41.2447,22396.4305,167177.8992,45.8781,58.9861,26.2161,131.0803,1534399.0264,286919.4709,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
8,47.5,47.5,0.0,7582.4583,46.2489,22538.5803,175476.3498,47.4272,60.9778,27.1012,135.5062,1534959.6719,286920.9993,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
9,52.5,52.5,0.0,7613.0201,51.2498,22572.2104,183576.89,48.8982,62.8691,27.9418,139.709,1534921.5986,286921.4425,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
10,60.0,60.0,0.0,7584.467,58.25,22615.6104,191332.2369,50.3503,64.7361,28.7716,143.858,1535086.3585,286922.0262,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
11,55.0,55.0,0.0,7597.0881,55.65,22516.2764,199303.2386,51.8161,66.6207,29.6092,148.046,1534562.0249,286920.9772,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
12,50.0,50.0,0.0,7797.5644,51.13,22499.3955,207668.1854,53.4972,68.7821,30.5698,152.8491,1534517.6542,286920.7118,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
13,45.0,45.0,0.0,7579.7309,46.226,22481.5053,216024.3541,54.9769,70.6846,31.4154,157.0769,1534471.8781,286920.4281,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
14,40.0,40.0,0.0,7759.1398,41.2452,22463.4133,224772.1048,56.7068,72.9088,32.4039,162.0195,1534425.8209,286920.1407,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
15,47.5,47.5,0.0,7536.0295,46.249,22571.5659,232991.1369,58.1905,74.8164,33.2517,166.2587,1534972.8664,286921.3292,0.0,0.0,0.0,0.0,25057.7727,0.0,1440.0
